pmid,doi,resourceName,resourceType,observationType,details,foundIn,confidence
PMID:33436083,10.1186/s13072-020-00380-6,p38 antibody (Cell Signaling #9219),Antibody,Molecular,"p38 protein levels were negatively correlated with methylation at a significant DMR 
approximately 3.5 kb upstream of the MAPK14 gene (ρ = −0.56, p = 0.038). 
CNFs expressed p38 more abundantly than PNFs, with methylation higher in the PNF 
group leading to variable but overall decreased p38 protein expression.
",results,1.0
PMID:33436083,10.1186/s13072-020-00380-6,phospho-p38 antibody (Cell Signaling #4511),Antibody,Molecular,"Phospho-p38 expression indicated consistent p38 activation in CNFs compared to PNFs.
p38 activation was strongly correlated with pERK expression regardless of tumor type 
(ρ = 0.70, p = 0.006), suggesting crosstalk between MKK3/p38 and RAS/ERK signaling 
pathways in the context of NF1 deficiency.
",results,1.0
PMID:33436083,10.1186/s13072-020-00380-6,Illumina EPIC 850K methylation array,Genetic Reagent,Usage Instructions,"The EPIC array contains >850K probes querying methylation sites including CpG islands 
and non-island regions, RefSeq genes, ENCODE open chromatin, ENCODE transcription factor 
binding sites, and FANTOM5 enhancers. Successfully identified 31,201 significant 
differentially methylated probes (q < 0.05) between CNFs and PNFs, establishing 
distinct epigenetic signatures for each tumor type.
",results,1.0
PMID:33436083,10.1186/s13072-020-00380-6,R (v3.5.1),Computational Tool,Usage Instructions,"R version 3.5.1 was used for methylation array data analysis using a modified workflow 
similar to the ChAMP methylation array analysis procedure. Successfully processed 
70 total samples after quality filtering, with 717,148 probes analyzed for 
differential methylation across tissue types.
",results,1.0
PMID:33673681,10.3390/cancers13050999,HEK293,Cell Line,Usage Instructions,"HEK293 cells were successfully transfected with minigene constructs at a density of 6 × 10^5 cells 
using Lipofectamine 2000 according to manufacturer's instructions. After 24 hours, total RNA was 
extracted for downstream analysis. This demonstrates the cell line's suitability for transient 
transfection experiments in minigene assays.
",methods,0.95
PMID:33673681,10.3390/cancers13050999,beta-globin vector,Genetic Reagent,Usage Instructions,"The beta-globin vector was successfully used as a cloning backbone for minigene constructs. 
PCR fragments containing NF1 exons and flanking intronic sequences (at least 100 bp upstream 
and downstream) were cloned into this vector. The vector allows for expression analysis using 
beta-globin specific primers designed on exon 2 and exon 3 to avoid amplification of endogenous 
NF1 transcripts.
",methods,0.9
PMID:33673681,10.3390/cancers13050999,ImageJ,Computational Tool,Usage Instructions,"ImageJ software was used for densitometric analyses of gel electrophoresis results. The software 
enabled quantitative analysis of PCR product bands to assess splicing patterns and relative 
abundance of different splice variants produced by the minigene assays.
",methods,0.95
PMID:34155781,10.1002/ajmg.a.62392,PedsQL,Clinical Assessment Tool,General Comment or Review,"Parent reports showed no negative impact on quality of life measured by PedsQL.
The tool successfully captured quality of life outcomes in children with NF1 
receiving L-carnitine supplementation over 12 weeks.
",results,0.9
PMID:34155781,10.1002/ajmg.a.62392,6-minute-walk test,Clinical Assessment Tool,Motor Activity,"Mean 10% increase in 6MWT distance (95% CI 5.88-75.45; p = 0.03) after 12 weeks 
of L-carnitine supplementation. Comparison with 1000 Norms Project data showed 
significant improvement in Z-score for this measure, indicating improved gross 
motor endurance in children with NF1.
",results,1.0
PMID:34155781,10.1002/ajmg.a.62392,Handwriting Speed Test,Clinical Assessment Tool,Motor Activity,"Fine motor endurance was evaluated using the Handwriting Speed Test, which 
provides a raw score in letters per minute. This test was used to assess 
fine motor function changes following L-carnitine supplementation, though 
specific results were not detailed in the abstract.
",methods,0.8
PMID:34230204,10.1212/WNL.0000000000012427,Skindex,Clinical Assessment Tool,General Comment or Review,"Skindex scores correlated highly with female sex, total number of cutaneous neurofibromas (cNF), 
and presence of cNF on the face, but not with Riccardi scores. The University of Minnesota site 
had lower average Skindex scores compared to Royal North Shore Hospital, but these differences 
were almost entirely removed after adjusting for age, sex, facial cNF, and total cNF number.
",both,0.9
PMID:34230204,10.1212/WNL.0000000000012427,Skindex,Clinical Assessment Tool,Usage Instructions,"Skindex has been used to assess skin-related quality of life in NF1 previously but is not specific 
to NF1. The findings suggest that facial cNF and higher total number of cNF correlates with poorer 
skin-related quality of life, which may benefit design of more specific NF1 skin-related quality 
of life measures.
",both,0.85
PMID:34257279,10.1038/s41467-021-24505-x,Nf1 P1,Animal Model,Metabolism,"Loss of neurofibromin (Nf1 P1 mutation) increases metabolic rate via a Ras GAP-related 
domain-dependent mechanism. The increase in metabolic rate is independent of locomotor 
activity and maps to a sparse subset of neurons. Metabolic rate changes were measured 
using respirometry and indirect calorimetry.
",both,0.95
PMID:34257279,10.1038/s41467-021-24505-x,Nf1 P1,Animal Model,Feeding Behavior,"Nf1 P1 mutant flies show increased feeding homeostatically in response to increased 
metabolic rate. This represents a compensatory feeding response to maintain energy 
balance despite elevated metabolic demands.
",both,0.9
PMID:34257279,10.1038/s41467-021-24505-x,Nf1 P1,Animal Model,Molecular,"Nf1 P1 mutation alters lipid stores and turnover kinetics. The study measured 
triglyceride content and lipid metabolism using radiolabeled sucrose incorporation 
assays, showing changes in both lipogenesis and lipolysis processes.
",both,0.9
PMID:34257279,10.1038/s41467-021-24505-x,UAS-Nf1-eGFP,Genetic Reagent,Usage Instructions,"UAS-Nf1-eGFP transgenes were generated using full-length Nf1 cDNA corresponding to 
the RF isoform with addition of introns 9 and 10. The construct includes an in-frame 
C-terminal fusion with eGFP cDNA and was integrated at the attp40 site. Both wild-type 
and R1320P mutant versions were created.
",results,0.95
PMID:34257279,10.1038/s41467-021-24505-x,mAb21,Antibody,Usage Instructions,"mAb21 anti-Nf1 monoclonal antibody was used for immunoprecipitation at 200μl of 
supernatant per 400μg total protein, incubated for 1h at 4°C. For immunoblotting, 
used at 1:10 dilution. Successfully detects Drosophila Nf1 protein in both 
applications.
",results,0.95
PMID:34377779,10.1212/NXG.0000000000000616,Cogstate,Clinical Assessment Tool,Usage Instructions,"Cogstate computerized assessment battery was used to target neurocognitive processes most 
sensitive to change and predicted to be affected by MEKi, specifically learning/memory, 
working memory, attention, and processing speed. The assessment was designed for repeated 
measures in shorter intervals than traditional neuropsychological tests. The entire 
assessment was completed in ≤30 minutes.
",methods,0.95
PMID:34377779,10.1212/NXG.0000000000000616,BRIEF,Clinical Assessment Tool,Usage Instructions,"BRIEF (Behavior Rating Inventory of Executive Function) was used as a complementary rating 
scale to evaluate real-world executive functioning. A consistent parent completed the 
questionnaire at each timepoint. Participants ≥18 completed the self-report BRIEF if an 
adult caregiver was not present. If a participant turned 18 during the study, the parent 
report was maintained for consistency across the trial.
",methods,0.95
PMID:34377779,10.1212/NXG.0000000000000616,BRIEF,Clinical Assessment Tool,General Comment or Review,"Analysis showed statistically significant improvements on BRIEF compared with baseline, 
specifically the 24-week Behavioral Regulation Index showed improvement. This suggests 
the BRIEF was sensitive to detecting changes in executive functioning over the course 
of MEK inhibitor treatment.
",results,0.9
PMID:34377779,10.1212/NXG.0000000000000616,Reliable Change Index,Computational Tool,Usage Instructions,"RCI methodology was used for individual-level analyses to generate confidence intervals 
that identify the expected range of change scores in the normative population, using a 
test's SD and test-retest reliability. Two-tailed 90% CIs were constructed, identifying 
5% as decreased, 90% as stable, and 5% as improved in a normative sample. This approach 
allows investigation of clinically significant rather than simply statistically 
significant change.
",methods,0.9
PMID:34935315,10.1117/1.JBO.26.12.125001,Nf1Prx1-/-,Animal Model,Cellular,"NF1 quadriceps muscle showed significantly different autofluorescence spectra compared to wild-type controls 
(p < 0.05 between ~450 and 720 nm). Diffuse reflectance spectra showed more pronounced absorption feature 
between 500 and 600 nm. Classification accuracy achieved ROC-AUC of 0.99 (AF) and 0.97 (DR) for quadriceps 
muscle separation from controls.
",results,0.95
PMID:34935315,10.1117/1.JBO.26.12.125001,Nf1Prx1-/-,Animal Model,Cellular,"Histopathology revealed endomysial fibrosis by H&E staining and intramyocellular lipid accumulation 
by Oil Red O staining in quadriceps muscle, consistent with metabolic myopathy phenotype.
",results,0.98
PMID:34935315,10.1117/1.JBO.26.12.125001,Nf1Prx1-/-,Animal Model,Cardiovascular System,"Cardiac muscle showed no optical separability from controls with ROC-AUC of 0.67 (AF) and 0.63 (DR), 
consistent with Prx1 promoter not allowing expression in heart tissue. No pathological changes detected 
in cardiac muscle.
",results,0.92
PMID:34935315,10.1117/1.JBO.26.12.125001,mdx mice,Animal Model,Cellular,"Strong temporal separability observed between 3-week and 10-week time points using autofluorescence 
(ROC-AUC = 0.96), indicating progressive dystrophic phenotype development. Changes attributed to 
accumulation of fluorescent lipofuscin granules in dystrophic muscle.
",results,0.96
PMID:34935315,10.1117/1.JBO.26.12.125001,mdx mice,Animal Model,Cellular,"Histopathology at 10 weeks revealed centralized nuclei and degenerating/regenerating muscle fibers 
characteristic of dystrophic muscle by H&E staining. 3-week-old mdx mice showed no pathological 
features, comparable to controls.
",results,0.98
PMID:34935315,10.1117/1.JBO.26.12.125001,mdx mice,Animal Model,Developmental,"Early detection capability demonstrated - mdx mice were optically separable from controls at 3 weeks 
(ROC-AUC = 0.98 for AF) before histological features were apparent, indicating spectroscopic detection 
of pre-dystrophic changes.
",results,0.94
PMID:34935315,10.1117/1.JBO.26.12.125001,MATLAB,Computational Tool,Usage Instructions,"Used for system control, data collection, and all data processing and analysis. Implemented principal 
component analysis (PCA) for dimensionality reduction and quadratic discriminant classifier (QDC) 
with fivefold cross validation for tissue classification.
",methods,0.99
PMID:37276689,10.1016/j.ejpn.2023.05.010,PedsQL,Clinical Assessment Tool,General Comment or Review,"Proxy-reported HRQoL was significantly lower on all PedsQL subscales for children aged 5-7 years, 
and on 4/6 subscales for children aged 8-12 years compared to Dutch population norms. The PedsQL 
showed slightly better feasibility and reliability compared to CHQ. The questionnaire adequately 
measures HRQoL in children with NF1 and has slightly better psychometric properties than CHQ.
",both,0.95
PMID:37276689,10.1016/j.ejpn.2023.05.010,Child Health Questionnaire,Clinical Assessment Tool,General Comment or Review,"Significantly lower HRQoL was reported on 6/14 CHQ subscales for children aged 5-7 years and 
9/14 subscales for children aged 8-12 years compared to norms. The CHQ covers a unique dimension 
of HRQoL associated with disease impact on parents and family. CHQ subscales concerning parents 
and family were considered unique contributions not captured by PedsQL.
",both,0.95
PMID:37276689,10.1016/j.ejpn.2023.05.010,principal component analysis,Computational Tool,Usage Instructions,"PCA with varimax rotation was performed to identify the data's internal structure. The analysis 
identified two components representing psychosocial and physical aspects of HRQoL, explaining 
63% of total variance. Both PedsQL and CHQ questionnaires showed relevant loadings on both components.
",both,0.9
PMID:37353850,10.1186/s13023-023-02681-x,Burden of Neurofibromatosis 1 questionnaire (BoN),Clinical Assessment Tool,General Comment or Review,"The 15-item BoN questionnaire demonstrated good psychometric properties in Persian translation:
- Content validity: No items were removed based on content validity assessment
- Sample adequacy: KMO = 0.902 (acceptable)
- Bartlett's test of sphericity: statistically significant (P < 0.001)
- Factor structure: Exploratory factor analysis revealed three factors
- Internal consistency reliability: Cronbach's alpha = 0.90 (good)
- Test-retest reliability: Intraclass coefficient = 0.85
- Disease burden assessment: Total mean burden score was 33.12 ± 16.12 (moderate severity)
",results,0.95
PMID:37353850,10.1186/s13023-023-02681-x,Persian version of BoN,Clinical Assessment Tool,Usage Instructions,"The Persian version of the BoN questionnaire is validated for use in Persian-speaking NF1 patients:
- Acceptable tool in terms of structure and content
- Specifically assesses practical aspects of daily activities for patients with neurofibromatosis
- Can be used to measure disease burden in Persian-speaking NF1 populations
- Maintains the 15-item structure of the original questionnaire
",discussion,0.9
PMID:37520682,10.1016/j.omtn.2023.06.018,NF1 R1947/+ minipigs,Animal Model,Molecular,"NF1 R1947/+ minipigs were successfully generated using TALEN-mediated gene editing with germline transmission 
of the R1947/+ NF1 allele mutation occurring at Mendelian frequencies. The mutation shares 100% amino acid 
homology with exon 39 in the human NF1 gene, making this a relevant model for human neurofibromatosis type 1.
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,Ossabaw minipig fetal fibroblasts,Cell Line,Cellular,"Ossabaw minipig fetal fibroblasts isolated from day 38 embryos were successfully transfected with TALENs 
and HDR template, with resulting colonies derived from single cells isolated after 10 days at 38.5°C. 
Heterozygous clones were successfully identified through DNA sequencing and used for somatic cell nuclear transfer.
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,TALENs,Genetic Reagent,Usage Instructions,"TALENs were designed to flank the region of NF1 in exon 41 and used for gene editing with 0.5 μg of RNA 
from each TALEN per 0.6×10^6 fibroblasts. Transfection was performed using the Neon Transfection System 
with 20 ms pulse at 1,800 V. Three silent mutations were included in the HDR template to prevent TALEN rebinding.
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,FlowJo software,Computational Tool,Usage Instructions,"FlowJo software was used to determine cell purity following p75 NGFR antibody-mediated magnetic cell selection 
to separate Schwann cells from contaminating fibroblasts. The software analyzed flow cytometry data from 
CytoFLEX flow cytometer using Cytexpert software.
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,HISAT2,Computational Tool,Usage Instructions,"HISAT2 was used to map RNA sequencing data to the Ensembl Sus Scrofa genome 11.1, release 103. 
The mapped data was then quantified with StringTie for downstream analysis comparing transcript 
expression between different cell types and genotypes.
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,StringTie,Computational Tool,Usage Instructions,"StringTie was used to quantify RNA sequencing data that had been mapped using HISAT2. The quantified 
data was used for comparisons of transcript expression between fibroblasts and Schwann cells, and 
between different genotypes (WT, NF1, and NS/+ NF1 Schwann cells).
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,R,Computational Tool,Usage Instructions,"R (version 4.0.1) was used with R Studio and the PKNCA package (version 0.9.4) for pharmacokinetic analysis 
using noncompartmental methods. R was also used with tidyverse for generating graphs from RNA sequencing analysis. 
All statistical analyses were performed using GraphPad Prism V9 except for RNA sequencing analysis which used R.
",methods,1.0
PMID:37520682,10.1016/j.omtn.2023.06.018,GraphPad Prism V9,Computational Tool,Usage Instructions,"GraphPad Prism V9 was used for all graphs and statistical analyses except RNA sequencing analysis. 
Statistical significance was determined with α = 0.05, with specific analyses indicated in figure legends 
to generate p values (ns >0.05; *≤0.05; **≤0.01; ***≤0.001; ****<0.0001).
",methods,1.0
PMID:39110684,10.1371/journal.pone.0308207,ipNF 95.11b,Cell Line,Cellular,"NF1 patient-derived Schwann cells (NF SC) showed significantly different morphological characteristics compared to wild-type cells. NF SC appeared more elongated and aligned on nanofiber substrates, with higher aspect ratios (elongation measurements) than WT SC in all conditions tested. NF SC on collagen-coated HA nanofibers showed significantly higher aspect ratio than WT SC, indicating a more spindle-shaped morphology characteristic of a migratory phenotype.
",results,1.0
PMID:39110684,10.1371/journal.pone.0308207,ipNF 95.11b,Cell Line,Cellular,"NF1 Schwann cells showed reduced proliferation response to electrical stimulation compared to wild-type cells. Unstimulated NF SC showed highest proliferation, while electrical stimulation at 100 and 200 mV/mm decreased their proliferation. This contrasts with wild-type SC which showed increased proliferation under 100 mV/mm stimulation. The percentage increase in cell number from 24-72 hours was: unstimulated NF SC (64.3%±5.5), 100mV/mm (36.4%±16), 200mV/mm (44.0%±11).
",results,1.0
PMID:39110684,10.1371/journal.pone.0308207,ipn 02.8,Cell Line,Cellular,"Wild-type Schwann cells showed increased proliferation in response to electrical stimulation, particularly at 100 mV/mm. WT SC demonstrated optimal proliferation at 100 mV/mm stimulation with cellular proliferation being highest under these conditions. The percentage increase in cell number from 24-72 hours was: unstimulated WT SC (48.9%±20), 100mV/mm (73.9%±5.0), 200mV/mm (60.9%±11).
",results,1.0
PMID:39110684,10.1371/journal.pone.0308207,ipn 02.8,Cell Line,Molecular,"Wild-type Schwann cells showed significantly increased NGF (Nerve Growth Factor) release in response to electrical stimulation at 100 mV/mm. The highest NGF release was observed at 48 hours post-stimulation at 100 mV/mm, which was significantly higher than all other conditions tested (p<0.05). This indicates that WT SC respond to electrical stimulation by releasing growth factors that support nerve regeneration.
",results,1.0
PMID:39110684,10.1371/journal.pone.0308207,ipNF 95.11b,Cell Line,Molecular,"NF1 Schwann cells showed relatively stable NGF release across all stimulation conditions, unlike wild-type cells which showed increased NGF release with electrical stimulation. This suggests that NF SC have lost their ability to respond appropriately to electrical stimulation in terms of growth factor secretion, which may contribute to the pathological state in neurofibromatosis.
",results,1.0
PMID:39110684,10.1371/journal.pone.0308207,ImageJ,Computational Tool,Usage Instructions,"ImageJ version 1.53a was successfully used for quantitative analysis of cell morphology parameters including aspect ratio (longest length divided by shortest length) and cellular spread area (total cell area). The software was used to measure at least 200 cells per condition for statistical analysis. Fiber diameter and angle measurements were also performed using ImageJ with at least 200 fibers per fiber type measured manually.
",methods,1.0
PMID:39225289,e70020,Vectra-H1,Clinical Assessment Tool,Usage Instructions,"Vectra-H1 demonstrated excellent reliability for measuring cutaneous neurofibromas. 
Better suited for imaging larger areas compared to smaller individual lesions. 
Unable to provide tumor height measurements unlike other systems. 
Showed no significant difference in accuracy for length or surface area measurements 
compared to other devices (p > 0.05).
",both,0.85
PMID:39225289,e70020,LifeViz-Micro,Clinical Assessment Tool,Usage Instructions,"LifeViz-Micro demonstrated the least measurement variability for surface area measurements 
and fastest image capture and analysis times. Better suited for imaging smaller numbers 
of cutaneous neurofibromas (1-3 lesions). Showed excellent reliability and precision 
similar to other devices. Previously used in past NF1 studies measuring cNFs.
",both,0.9
PMID:39225289,e70020,Cherry-Imaging,Clinical Assessment Tool,Usage Instructions,"Cherry-Imaging system better suited for imaging uneven surfaces compared to other devices. 
Showed excellent reliability similar to other systems. Contraindicated in patients with 
history of epilepsy and severe migraines. Measurements accessed via debug console to 
obtain millimeter units (default was centimeters).
",both,0.85
PMID:39225289,e70020,IBM SPSS Statistics,Computational Tool,Usage Instructions,"IBM SPSS Statistics version 27.01 used for statistical analyses including Friedman tests 
and Dunn-Bonferroni post hoc tests for comparing measurements between imaging systems. 
Also used for Wilcoxon signed-rank tests and intraclass correlation coefficient (ICC) 
calculations for reliability assessment.
",both,0.95
PMID:39415595,10.1242/dmm.050862,Tg(U6x:nf2a/b-4sgRNA),Animal Model,Tumor Growth,"In adult zebrafish, nf2a/b knockout triggered the development of a spectrum of tumors, 
including vestibular Schwannomas, spinal Schwannomas, meningiomas and retinal hamartomas, 
mirroring the tumor manifestations observed in patients with NF-2.
",both,1.0
PMID:39415595,10.1242/dmm.050862,Tg(U6x:nf2a/b-4sgRNA),Animal Model,Cellular,"Induction of nf2a/b knockout at early stages increased the proliferation of larval 
Schwann cells and meningeal fibroblasts, as demonstrated by increased pH3-positive 
cells in these cell populations.
",both,1.0
PMID:39415595,10.1242/dmm.050862,Tg(-7.2kb-sox10:mRFP),Animal Model,Usage Instructions,"This transgenic line was used to visualize neural crest cells and their derivatives, 
particularly Schwann cells, through mRFP expression driven by the sox10 promoter. 
The line was used in combination with HCR to analyze nf2b expression patterns.
",both,0.9
PMID:39890807,10.1038/s41598-024-84493-y,ipn97.4,Cell Line,Cellular,"CRISPR/Cas9 knockout of NF1 in ipn97.4 cells created isogenic NF1 null cell line with two variants: c.101delT and c.102delC. 
These cells do not express NF1 and show increased Ras activity in relation to WT parental cells. NF1-/- cells showed 
altered protein expression patterns with 148 proteins showing differential expression compared to NF1+/+ cells.
",both,1.0
PMID:39890807,10.1038/s41598-024-84493-y,ipn97.4,Cell Line,Metabolism,"Global proteomics analysis revealed multiple metabolic pathways were altered in NF1-/- cells including decreases in 
""oxidative phosphorylation,"" increases in ""mitochondrial dysfunction,"" and ""glycolysis,"" as well as changes in 
""Myelination Signaling Pathway."" Mitochondrial respiratory function analysis showed NF1 is required to maintain 
mitochondrial respiratory function by stabilizing NADH-linked oxidative phosphorylation and electron transfer.
",both,1.0
PMID:39890807,10.1038/s41598-024-84493-y,mNf1 cDNA,Genetic Reagent,Molecular,"Stable transfection of NF1-/- cells with tagged mNf1 cDNAs (both wild type and variants G848R, R1276Q, R1809C, delM992) 
showed metabolic differences pertaining to ""oxidative phosphorylation"", ""mitochondria dysfunction"", and ""glycolysis"" 
in the variant cDNA expressing cells compared to wild type. The full-length mNf1 cDNA produces a >250 kDa neurofibromin 
protein capable of modulating Ras signaling.
",both,1.0
PMID:39890807,10.1038/s41598-024-84493-y,mNf1 cDNA,Genetic Reagent,Usage Instructions,"The mNf1 cDNA expression system allows examination of biochemical effects of any NF1 genetic variant. The full-length 
cDNA sequences of endogenous hNF1 and mNf1 have 92% sequence identity and amino acid sequences share 98% identity, 
making mNf1 cDNA appropriate for functional studies. Affinity tag was added to 3' end for purification studies.
",both,1.0
PMID:39890807,10.1038/s41598-024-84493-y,neurofibromin antibody,Antibody,Usage Instructions,"Neurofibromin antibody (Cell Signaling Technologies Cat. #: 14623 S) was used for Western blot analysis to detect 
NF1 protein expression in cell lysates. Used for validation of NF1 knockout and confirmation of protein expression 
in transfected cells. Probed overnight at 4°C followed by appropriate secondary antibody detection.
",both,1.0
PMID:39966622,10.1038/s41598-025-88589-x,Simpleware ScanIP,Computational Tool,Usage Instructions,"Software used for creating 3D tumor models from MRI images. Process involved: 1) Thresholding algorithm 
to highlight vestibular schwannomas, 2) Split regions algorithm to isolate tumors, 3) Manual adjustment 
using paint function for border voxels, 4) Review in all three planes (coronal, axial, sagittal), 
5) Neuroradiologist review and adjustments, 6) Volume measurement tool for 3D volume calculation in mm³.
",methods,1.0
PMID:39966622,10.1038/s41598-025-88589-x,DPP V1.0,Computational Tool,General Comment or Review,"AI helper tool achieved significant performance improvement during development. Initial proof-of-concept 
model achieved mean DICE score of 0.76 (SD 0.21). After final testing stage, performance improved to 
final mean DICE score of 0.88 (range 0.74-0.93, SD 0.04). No tumors identified in ground truth 
segmentation were missed by the helper.
",both,0.95
PMID:39966622,10.1038/s41598-025-88589-x,DICE coefficient,Clinical Assessment Tool,General Comment or Review,"DICE coefficient used to compare accuracy of AI-generated 3D models to radiologist-validated manual 
segmentation models. Calculation formula: DICE Coefficient = 2 * Area of Overlap / total number of 
pixels in both images. Final model achieved mean DICE score of 0.88 (range 0.74-0.93, standard 
deviation 0.04), demonstrating high accuracy for vestibular schwannoma segmentation.
",methods,0.9
PMID:40304934,10.1186/s41687-025-00877-2,PAINS-pNF,Clinical Assessment Tool,Usage Instructions,"The PAINS-pNF (PAin INtensity Scale for plexiform neurofibromas) was developed through qualitative patient engagement
including concept elicitation and cognitive debriefing with 56 individuals (26 children, 30 adults) with NF1 and pNF.
The scale was modified based on patient feedback regarding difficulty comprehending some items and preferences for
alternative wording and formatting. It is designed for administration on mobile app or web-based platforms.
",both,0.95
PMID:40304934,10.1186/s41687-025-00877-2,PII-pNF,Clinical Assessment Tool,Usage Instructions,"The PII-pNF (Pain Interference Index for plexiform neurofibromas) was developed through qualitative patient engagement
including concept elicitation and cognitive debriefing with 56 individuals (26 children, 30 adults) with NF1 and pNF.
The scale was modified based on patient feedback and is designed for administration on mobile app or web-based platforms.
It assesses how pain interferes with daily activities in NF1 patients with plexiform neurofibromas.
",both,0.95
PMID:40304934,10.1186/s41687-025-00877-2,NRS-11,Clinical Assessment Tool,Usage Instructions,"The NRS-11 (Numeric Rating Scale-11) is a reliable and valid 0-10 pain intensity scale that has been recommended
for use in clinical trials by consensus groups and pain experts, suitable for individuals ≥8 years. In this study,
it was used as a foundation for developing the PAINS-pNF, with participants providing feedback about existing
pain measures during cognitive debriefing sessions.
",methods,0.9
PMID:40304934,10.1186/s41687-025-00877-2,Pain Interference Index,Clinical Assessment Tool,Usage Instructions,"The PII is a 6-item questionnaire that assesses the extent to which pain interferes with six different aspects
of daily functioning on a 7-point Likert-type scale from 0 (not at all) to 6 (completely). It is a reliable,
valid, feasible measure for chronically ill youth and adults, including those with NF1. It was used as a
foundation for developing the PII-pNF in this study.
",methods,0.9
PMID:40304934,10.1186/s41687-025-00877-2,NVivo software,Computational Tool,Usage Instructions,"NVivo software was used for coding and analyzing qualitative concept elicitation data from interview transcripts.
Thematic analysis was conducted using both deductive and inductive techniques. The software facilitated the
systematic analysis of qualitative data from 56 participants across multiple waves of data collection.
",methods,0.95
PMID:40394150,10.1038/s41416-025-03055-9,CONFIRM anti-Ki67 (clone 30-9),Antibody,Usage Instructions,"Antibody used for cell proliferation marker detection in immunohistochemistry validation. 
Protocol: 36-min pretreatment with Cell Conditioning Solution CC1 followed by 12-min 
incubation with primary antibody, detected with UltraView Universal DAB detection kit. 
Used to validate mass spectrometry findings showing decreased cell proliferation in 
cutaneous neurofibromas compared to overlying skin.
",methods,0.95
PMID:40394150,10.1038/s41416-025-03055-9,anti-collagen XV,Antibody,Usage Instructions,"Polyclonal antibody used at 1:1000 dilution for immunohistochemistry validation of 
mass spectrometry findings. Protocol: heat-mediated epitope retrieval for 15 min 
with Tris/EDTA buffer (pH 9), followed by incubation with primary antibody and 
detection using peroxidase-based Dako EnVision kit. Used to validate extracellular 
matrix protein differences between neurofibromas and skin.
",methods,0.95
PMID:40394150,10.1038/s41416-025-03055-9,anti-collagen XVIII,Antibody,Usage Instructions,"In-house monoclonal antibody (clone DB144-N2) used at 7 μg/ml concentration for 
immunohistochemistry validation. Same protocol as collagen XV with heat-mediated 
epitope retrieval and peroxidase-based detection. Used to validate mass spectrometry 
findings regarding extracellular matrix protein expression differences between 
cutaneous neurofibromas and overlying skin tissue.
",methods,0.9
PMID:40394150,10.1038/s41416-025-03055-9,Spectronaut Pulsar,Computational Tool,Usage Instructions,"Mass spectrometry data processing software used for spectral library generation and 
protein identification. Pulsar search engine integrated into Spectronaut was used to 
generate spectral library containing data from all DIA runs, and proteins from 
individual samples were identified by comparison against the generated spectral library. 
Raw dataset covered 3002 different proteins before filtering.
",methods,0.95
PMID:40394150,10.1038/s41416-025-03055-9,R software,Computational Tool,Usage Instructions,"Statistical computing software version 4.0.0 used for all data analyses including 
linear mixed effects regression modeling, Gene Ontology term analysis, hierarchical 
clustering, and correlation analyses. Used with lmerTest package version 3.1-2 for 
mixed effects modeling. P values <0.05 were considered statistically significant 
with Bonferroni correction for multiple comparisons.
",methods,0.95
PMID:40529476,10.1016/j.xjidi.2025.100380,Rex Gauge durometer,Clinical Assessment Tool,Usage Instructions,"The Rex Gauge durometer showed excellent within-visit agreement (intraclass correlation 
coefficient = 0.937, 95% confidence interval = 0.913-0.953) and moderate within-tumor 
agreement (intraclass correlation coefficient = 0.740, 95% confidence interval = 0.631-0.816) 
when measuring cutaneous neurofibroma stiffness. The instrument was found to be easy to use 
and reliable for consistent quantification of cNF stiffness.
",both,0.95
PMID:40529476,10.1016/j.xjidi.2025.100380,Delfin SkinFibroMeter,Clinical Assessment Tool,Usage Instructions,"The Delfin SkinFibroMeter demonstrated moderate within-tumor agreement (intraclass correlation 
coefficient = 0.607, 95% confidence interval = 0.512-0.691) and moderate within-visit agreement 
(intraclass correlation coefficient = 0.732, 95% confidence interval = 0.665-0.786) for 
measuring cutaneous neurofibroma stiffness. The instrument was found to be easy to use and 
reliable, providing consistent quantification of cNF stiffness.
",both,0.95
PMID:41036607,10.1158/1535-7163.MCT-24-1053,iHSCs,Cell Line,Cellular,"NF1-deficient iHSCs form significantly more colonies in soft agar under low-serum conditions compared with isogenic-matched NF1-proficient lines and are poised for transformation. The study demonstrates that NF1-deficient human Schwann cells can form xenograft tumors in the flanks of immunodeficient athymic nude mice, whereas tumor formation was not observed for NF1-proficient clones.
",methods,1.0
PMID:41036607,10.1158/1535-7163.MCT-24-1053,iHSCs,Cell Line,Tumor Growth,"NF1-deficient clones showed the ability to form tumors when implanted in athymic nude mice (1 × 10^6 cells per injection), while tumor formation was not observed for NF1-proficient clones. Cells were monitored for tumor development for 6 months after injection or until a tumor volume of 2,000 mm³ was reached.
",methods,1.0
