doi,pmid,publicationTitle,abstract,journal,publicationDate,authors
10.1038/s41598-025-88589-x,PMID:39966622,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,"Linear and volumetric analysis are the typical methods to measure tumor size. 3D volumetric analysis has risen in popularity; however, this is very time and labor intensive limiting its implementation in clinical practice. This study aims to show that an AI-led approach can shorten the length of time required to conduct 3D volumetric analysis of VS tumors and improve image processing accuracy. From Yale New Haven Hospital and public patient recruitment, 143 MRIs were included in the ground truth dataset. To create the tumor models for the ground truth dataset, an image processing software (Simpleware ScanIP, Synopsys) was used. The helper (DPP V1.0) was trained using proprietary AI- and ML-based algorithms and information. A proof-of-concept AI model achieved a mean DICE score of 0.76 (standard deviation 0.21). After the final testing stage, the model improved to a final mean DICE score of 0.88 (range 0.74-0.93, standard deviation 0.04). Our study has demonstrated an efficient, accurate AI for 3D volumetric analysis of vestibular schwannomas. The use of this AI will enable faster 3D volumetric analysis compared to manual segmentation. Additionally, the overlay function would allow visualization of growth patterns. The tool will be a method of assessing tumor growth and allow clinicians to make more informed decisions.",Scientific reports,2025-02-18,Noemi Jester; Manwi Singh; Samantha Lorr; Steven M Tommasini; Daniel H Wiznia; Frank D Buono
10.1111/cns.70287,PMID:39996452,Cas9 Mouse Model of Skull Base Meningioma Driven by Combinational Gene Inactivation in Meningeal Cells.,"INTRODUCTION: Neurofibromatosis type 2 (Nf2) gene inactivation is common in sporadic and Nf2-related meningioma. There is currently scant literature describing the development of an intracranial meningioma model in animals. Given the role of Nf2 and other gene inactivation in meningeal cells, we used Cas9 mice here as the background host to establish a new animal model of skull base meningioma in this study. AIMS: Cas9 transgenic mice were purchased from Jackson Laboratory and raised in our institution. Subsequently, meningeal cells were obtained from the Cas9 transgenic mice, cultured in medium, and passaged in vitro. We then prepared lentivirus vector pLentiCre/gRNA, which could express the elements blocking the function of four genes: Nf2, P15 RESULTS: Twenty Cas9 transgenic mice were successfully bred. Five mice were killed so that meningeal cells could be extracted, cultured, and infected with the lentivirus vector pLentiCre/gRNA for 72 h in vitro. The gene function test showed that Nf2, P15 CONCLUSIONS: The Cas9 mouse model of skull base meningioma generated with the Nf2 genetic defect and the combinational loss of P15",CNS neuroscience & therapeutics,2025-02,Hailiang Tang; Feng Xu; Dan Sun; Lingyang Hua; Ji Xiong; Ming Xu; Jian Xu; Ping Zhong
10.1186/s40478-025-01965-6,PMID:40025578,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,"Neurofibromatosis type 1 (NF1) and schwannomatosis (SWN) are rare genetic disorders with distinct genetic etiologies. Both syndromes are predominantly characterized by the development of multiple benign nerve sheath tumors, which typically arise from cranial/peripheral nerves. The management of NF1/SWN-associated benign nerve sheath tumors pose a substantial clinical challenge. In recent years, immunotherapy has demonstrated significant efficacy in treating various tumors, but its application to NF1/SWN has not been explored. In this study, we first evaluated the feasibility of chimeric antigen receptor (CAR)-T cell therapy for the treatment of benign NF1/SWN-related nerve sheath tumor by analyzing the expression of multiple antigens in 85 tumor samples. Our findings revealed that epidermal growth factor receptor (EGFR/HER1) was highly expressed in most samples, indicating its potential as an ideal target for CAR-T cell therapy. Additionally, TGFβ1 and PDL1, key inhibitory regulators of T cell function within solid tumor microenvironment (TME), were universally overexpressed in these samples, highlighting the immunosuppressive nature of NF1/SWN tumors. To target HER1, we constructed CARs using three distinct scFvs (806, E2 and NEC). All three types of CAR-T cells demonstrated significant tumor-eliminating capability against NF1/SWN tumor cell lines, with 806 CAR-T cells showing the highest efficacy. Considering the immunosuppressive TME, we knocked out TGFBR2 and/or PDCD1 in 806 CAR-T cells using CRISPR/Cas9. Their anti-tumor efficacy was further evaluated using a 3D tumor spheroid model, and the gene-edited 806 CAR-T cells exhibited superior anti-tumor efficacy. In conclusion, we identified HER1 as a target for CAR-T cell therapy in NF1/SWN-related nerve sheath tumors, and developed anti-HER1 CAR-T cells that effectively eliminated NF1/SWN tumor cells, providing a promising therapeutic strategy for patients with these conditions.",Acta neuropathologica communications,2025-03-01,Na Tang; Lei Cheng; Jiawei Hao; Beilei Xu; Xi Pan; Xiaofei Wei; Hao Wu; Haoyi Wang
10.1158/1078-0432.CCR-24-3029,PMID:40063513,DLK1 Distinguishes Subsets of NF1-Associated Malignant Peripheral Nerve Sheath Tumors with Divergent Molecular Signatures.,"PURPOSE: Malignant peripheral nerve sheath tumor (MPNST) is the leading cause of premature death among individuals with neurofibromatosis type 1 (NF1), and the transcriptional aberrations that precede malignant transformation and contribute to MPNST tumorigenesis remain poorly defined. Alterations involving CDKN2A and components of PRC2 have been implicated as early drivers of peripheral nerve sheath tumor (PNST) evolution, but these events do not occur in all MPNST. Accordingly, emerging data have begun to highlight the importance of molecular-based stratification to improve outcomes in patients with NF1-PNST. EXPERIMENTAL DESIGN: In this study, we perform an integrated analysis of multiple, independent datasets obtained from human patients with NF1 to gain critical insights into PNST evolution and MPNST heterogeneity. RESULTS: We show that delta-like noncanonical Notch ligand 1 (DLK1) is significantly increased in MPNST and provide evidence that DLK1 overexpression may precede histologic changes consistent with malignancy. In complementary analyses, we find that serum levels of DLK1 are significantly higher in both mice and humans harboring MPNST compared with those without malignancy. Importantly, although DLK1 expression is increased in MPNST overall, through the integration of multiple, independent datasets, we demonstrate that divergent levels of DLK1 expression distinguish MPNST subsets characterized by unique molecular programs and potential therapeutic vulnerabilities. Specifically, we show that overexpression of DLK1 is associated with the reactivation of embryonic signatures, an immunosuppressive microenvironment, and a worse overall survival in patients with NF1-MPNST. CONCLUSIONS: Collectively, our findings provide critical insights into MPNST tumorigenesis and support prospective studies evaluating the utility of DLK1 tissue and serum levels in augmenting diagnosis, risk assessment, and therapeutic stratification in the setting of NF1-PNST.",Clinical cancer research : an official journal of the American Association for Cancer Research,2025-05-15,Dana K Mitchell; Kylee Brewster; Stavriani C Makri; Jaffar Khan; Eric A Albright; Andrew Horvai; Henry Mang; Qingbo Lu; Shelley A H Dixon; Emily White; Mohammad Reza Saadatzadeh; Khadijeh Bijangi-Vishehsaraei; Silpa Gampala; Brooke E Hickey; Hannah Leffew; Xiaohong Li; Li Jiang; Marisa D Ciesielski; Waylan K Bessler; Christopher D Collier; Aaron Cohen-Gadol; Melissa L Fishel; Christine A Pratilas; Karen E Pollok; Steven P Angus; Steven Rhodes; Wade Clapp
10.1093/g3journal/jkaf067,PMID:40191916,"The draft genome of the Wisconsin Miniature SwineTM, a valuable biomedical research tool.","Porcine biomedical models have emerged as valuable tools in biomedical research due to their physiological, anatomical, metabolic, immunological, and genetic similarities to humans. As a result, they offer greater relevance for translational studies than rodent models. Moreover, compared to nonhuman primates, porcine models are more cost-effective, easier to manipulate genetically, and raise fewer ethical concerns. However, the conventional breeds of swine most commonly used in research have rapid growth rates, which lead to logistical challenges such as increased space requirements, making them impractical as biomedical models. The Wisconsin Miniature SwineTM (WMSTM) was developed to address these shortcomings. The WMSTM porcine model grows slower, reaching and maintaining human sizes at adulthood. The model was also specifically designed to possess more human-like physiology that allows for easy modeling of comorbidities like obesity and metabolic syndrome that affect a large portion of the human population affected by chronic diseases. Thus, WMS™ is an ideal porcine gene editing platform for modeling complex multifactorial diseases. Here, we present the first draft genome assembly representative of the WMSTM line. The primary assembly was generated with ∼20× coverage of long reads from Oxford Nanopore Technologies and independently error-corrected using 23× Pacific Biosciences reads. Arima Genomics Hi-C data were used to improve contiguity. Largely congruent with the existing Sus scrofa genome, we also show the utility of WMSTM as a model through comparisons between 2 WMSTM genes and human homologs. Finally, we show the utility of genotyping by sequencing across WMSTM herds. The WMSTM genome generated here is highly complete and supports investigators utilizing WMSTM in biomedical research.","G3 (Bethesda, Md.)",2025-06-04,Alex C Veith; Jennifer J Meudt; Jamie L Reichert; Jennifer M Frank; Derek M Pavelec; Bridget Ladell; James Speers; Molly Zeller; Taeyoung Shin; Joshua R Hyman; Christopher A Bradfield; Charles M Konsitzke; Dhanansayan Shanmuganayagam; C Dustin Rubinstein; Mark E Berres
10.1186/s13073-025-01462-4,PMID:40217315,A single-cell atlas of Schwannoma across genetic backgrounds and anatomic locations.,"BACKGROUND: Schwannomas are nerve sheath tumors arising at cranial and peripheral nerves, either sporadically or in patients with a schwannomatosis-predisposition syndrome. There is limited understanding of the transcriptional heterogeneity of schwannomas across genetic backgrounds and anatomic locations. METHODS: Here, we prospectively profile by single-cell full-length transcriptomics tumors from 22 patients with NF2-related schwannomatosis, non-NF2-related schwannomatosis, and sporadic schwannomas, resected from cranial and peripheral nerves. We profiled 11,373 cells (after QC), including neoplastic cells, fibroblasts, T cells, endothelial cells, myeloid cells, and pericytes. RESULTS: We characterize the intra-tumoral genetic and transcriptional heterogeneity of schwannoma, identifying six distinct transcriptional metaprograms, with gene signatures related to stress, myelin production, antigen presentation, interferon signaling, glycolysis, and extracellular matrix. We demonstrate the robustness of our findings with analysis of an independent cohort. CONCLUSIONS: Overall, our atlas describes the spectrum of gene expression across schwannoma entities at the single-cell level and will serve as an important resource for the community.",Genome medicine,2025-04-11,L Nicolas Gonzalez Castro; Avishai Gavish; Lillian Bussema; Christopher W Mount; Cyril Neftel; Masashi Nomura; E Antonio Chiocca; Wenya Linda Bi; Omar Arnaout; Fred G Barker; Justin M Brown; Justin T Jordan; Tracy T Batchelor; Anat Stemmer-Rachamimov; Scott R Plotkin; Itay Tirosh; Mario L Suvà
10.1155/2023/9628049,PMID:40225167,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,Neurofibromatosis type 1 (NF1) and Legius syndrome (LS) are caused by inactivating variants in ,Human mutation,2023,Hannie Douben; Marianne Hoogeveen-Westerveld; Mark Nellist; Jesse Louwen; Marian Kroos-de Haan; Mattijs Punt; Babeth van Ommeren; Leontine van Unen; Peter Elfferich; Esmee Kasteleijn; Yolande van Bever; Margreethe van Vliet; Rianne Oostenbrink; Jasper J Saris; Anja Wagner; Yvette van Ierland; Tjakko van Ham; Rick van Minkelen
10.1186/s41687-025-00877-2,PMID:40304934,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,"BACKGROUND: Pain is a common symptom in individuals with neurofibromatosis type 1 (NF1) that often is associated with plexiform neurofibroma (pNF) tumors. To date, no patient-reported outcome measures have been validated specifically to assess pNF-related pain intensity or pain interference in this population. Such measures are sorely needed since pain is being considered as an outcome in clinical trials targeting reduction of pNF. The study aims were to: (1) obtain qualitative information from individuals with NF1 and pNFs about their pain and its measurement and (2) modify existing scales to assess pNF-related pain intensity and pain interference for NF1 clinical trials. METHODS: For this multi-site, qualitative study, 56 individuals (26 children, 6-16 years; 30 adults, 18-68 years) with NF1 and pNF participated in a focus group and/or individual interview about pain intensity and pain interference (concept elicitation) and also provided feedback about existing pain measures (Numeric Rating Scale-11 and Pain Interference Index) assessing these domains (cognitive debriefing). Four additional waves of cognitive debriefing interviews further refined the measures. Qualitative concept elicitation data from transcripts were coded, analyzed using NVivo software, and thematic analysis was conducted using both deductive and inductive techniques. Additional themes and systematic problems and suggestions regarding the measures were gleaned from reviewing the field notes and interview transcriptions generated by the cognitive debriefing sessions. RESULTS: Concept elicitation themes included descriptions of two types of pNF-related pain (chronic and episodic), variability of pain over time, varying ability to recall pain, lack of knowledge of pNFs, and the ways pain interferes with daily activities. Cognitive debriefing themes included information on how to rate pNF-related pain intensity apart from other pain; problems and suggestions regarding the measures included difficulty comprehending some items and preferences for alternative wording and formatting. Based on these qualitative results, the measures' instructions, items, and formatting were modified to create the PAin INtensity Scale for plexiform neurofibromas (PAINS-pNF) and the Pain Interference Index for plexiform neurofibromas (PII-pNF) for administration on a mobile app or web-based platform. CONCLUSIONS: The PAINS-pNF and PII-pNF are promising self-report measures developed using patient engagement to evaluate tumor pain intensity and pain interference in NF1 clinical trials. The second phase of the study to provide reliability, validity, and normative data for individuals with NF1 and pNFs ages 8 years and older is underway.",Journal of patient-reported outcomes,2025-04-30,Nour Al Ghriwati; Kari Struemph; Staci Martin; Paige Little; Melissa Baker; Jason Levine; Cynthia MacKenzie; James Tonsgard; Elizabeth K Schorry; Karin S Walsh; Pamela L Wolters
10.7759/cureus.82033,PMID:40352015,Development of a Machine Learning Algorithm for the Prediction of WHO Grade 1 Meningioma Recurrence.,"Objective Meningiomas commonly recur following gross total resection (GTR), and the risk of recurrence is difficult to predict using current classification schemes such as the World Health Organization (WHO) tumor grade. This study aimed to create a predictive model of recurrence risk following GTR of WHO grade 1 meningiomas based on histopathological and epidemiological factors.  Methods A retrospective chart review was completed for all patients at our institution who underwent their first surgery for a WHO grade 1 meningioma between 2017 and 2022. Those with genetic predispositions, such as neurofibromatosis type 2, were excluded. Baseline characteristics, including histopathology findings, were obtained, and we used a Risk-calibrated Superspase Linear Integer Model (Risk-SLIM) with a five-fold cross-validation (CV) to create a predictive model of recurrence over an average follow-up of three years.  Results Univariate analysis of our selected variables revealed a significant predictive association between WHO grade 1 meningioma recurrence and subtotal resection but not with any other variable. However, the meningioma recurrence score (MRS) generated by our machine learning algorithm revealed multiple predictive factors of recurrence, including age, female gender, and various histopathologic features, including the Ki-67/MIB-1 index. Conclusions Machine learning algorithms like the one we present here may help identify patients at high risk of recurrence of their WHO grade 1 meningioma, and they are more likely to benefit from closer postoperative surveillance or adjuvant treatment, even when GTR is achieved.",Cureus,2025-04,Simon G Ammanuel; Matthew Stenerson; Thomas Staniszewski; Manasa Kalluri; Benjamin Lee; Elsa Nico; Azam S Ahmed
10.1038/s41416-025-03055-9,PMID:40394150,Mass spectrometric insights into the protein composition of human cutaneous neurofibromas: comparison of neurofibromas with the overlying skin.,"BACKGROUND: Cutaneous neurofibromas (cNFs) are the hallmark of the tumor-predisposition syndrome neurofibromatosis 1 (NF1). While cNFs are always benign, they markedly decrease quality of life in individuals with NF1. Understanding the differences between cNFs and the skin is essential for developing treatments for cNFs. METHODS: We collected 15 cNFs from four NF1 individuals and used mass spectrometry to compare the tumor tissue with the skin overlying each tumor. Data were analyzed based on Gene Ontology (GO) terms. RESULTS: The expression patterns of the Schwann cell marker S100B and several keratins confirmed successful dissection of cNF tissue from the overlying skin. Hierarchical clustering showed extensive overlap between the tumor and skin samples in three out of four individuals, suggesting high overall similarity between the two tissue types. Based on the analysis of the GO terms, cNFs were associated with decreased expression of proteins related to cell proliferation, extracellular matrix remodeling, angiogenesis and cellular metabolism. CONCLUSION: The cNFs are relatively quiescent, consistent with their benign nature and limited growth potential. The development of pharmacological therapy for cNFs requires overcoming the high similarity between cNFs and the overlying skin. The present dataset can serve as a resource for future research on cNFs.",British journal of cancer,2025-08,Roope A Kallionpää; Eija Martikkala; Pekka Haapaniemi; Sanna-Maria Karppinen; Pilvi Riihilä; Anne Rokka; Ilmo Leivo; Taina Pihlajaniemi; Sirkku Peltonen; Juha Peltonen
10.1186/s41747-025-00594-x,PMID:40437318,Quantitative MRI of dorsal root ganglion alterations in neurofibromatosis type 1 patients with or without pain.,"BACKGROUND: Neurofibromatosis type 1 (NF1) is a genetic disorder characterised by skin and nervous system anomalies, primarily involving glial cells and nerve tumours. Pain, particularly chronic pain, is a significant but often overlooked symptom in NF1 patients, affecting their health-related quality of life. The dorsal root ganglion (DRG) is essential for pain signal transmission, yet in vivo studies of DRG in NF1 patients are lacking. METHODS: This prospective study included 20 NF1 patients (8 with neuropathic pain) and 28 healthy controls. Magnetic resonance imaging (MRI) scans of lumbosacral DRG (L5 + S1) were performed using a 3-T scanner. Quantitative MRI techniques were applied to assess DRG volume, T2 relaxation time, and proton density (PD). Statistical analyses compared NF1 patients and controls, and NF1 patients with and without pain. RESULTS: NF1 patients had a significantly larger DRG volume and higher quantitative T2 and PD values compared to controls. Furthermore, DRG PD was significantly higher in NF1 patients with neuropathic pain than in those without pain. Receiver operator characteristic curve analysis identified DRG PD as the best discriminator of pain in NF1 patients, with an area under the curve of 0.84, indicating relevant and useful discriminatory power. CONCLUSION: NF1 patients showed objective macrostructural and microstructural DRG injury changes using dedicated DRG MRI, discriminating neuropathic pain status from non-pain status at the disease-symptom group level. These findings highlight the potential of DRG MRI to quantify DRG pathology in vivo and to determine the risk of functional pain status by imaging. RELEVANCE STATEMENT: The identification of structural and microstructural changes of the DRG by quantitative MRI provides a novel in vivo biomarker for understanding neuropathic pain mechanisms, pain risk assessment and treatment monitoring in NF1. KEY POINTS: Dorsal root ganglia (DRG) in NF1 are enlarged by 176.3% in MRI. In quantitative MRI of DRG NF1, T2 relaxation time is increased by 22.9% and PD by 8.4%. DRG PD can distinguish a painful from a non-painful NF1 phenotype.",European radiology experimental,2025-05-28,Magnus Schindehütte; Eva Meller; Thomas Kampf; Florian Hessenauer; Nurcan Üçeyler; György Homola; Heike L Rittner; Cordula Matthies; Mirko Pham; Simon Weiner
10.3390/cancers17111852,PMID:40507334,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,"One of the hallmarks of cancer cells is their failure to respond to the cellular mechanism of apoptosis. The B-cell lymphoma 2 (BCL-2) family of proteins regulate apoptosis. Their ability to do so can be measured using several methods that in turn anticipate the fate of the cancer cell in response to apoptosis-inducing treatment. These assays ultimately identify the readiness of the cancer cell to undergo apoptosis, which is referred to as the mitochondrial priming state. These metrics, however, have been challenging to implement in the clinic. ",Cancers,2025-05-31,Andrew J Kinloch; Faiyaz Rahman; Bahriye Karakas; Muhammad Shahid; Bora Lim; Stephanie J Bouley; James A Walker; Erinna F Lee; Walter D Fairlie; Kevin R Kelly; Michael H Cardone
10.1016/j.xjidi.2025.100380,PMID:40529476,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,"Patients with neurofibromatosis type 1 develop multiple cutaneous neurofibromas (cNFs) for which no effective drug therapy exists; mainstay treatment remains physical removal. However, clinical trials testing new drugs are ongoing, and quantitative techniques based on cNF biology are needed to measure changes in cNF after treatment. cNF tumor bulk is composed of extracellular matrix and inflammatory cells that dictate their stiffness. No studies have reported measuring the stiffness change in neurofibromas, which would indicate shrinking of the tumor bulk. The goal of this study was to evaluate 2 different instruments-the Rex Gauge durometer (denoted as REX) and the Delfin SkinFibroMeter (denoted as DELFIN)-in reproducibly measuring cNF stiffness. Ninety-seven neurofibromas from patients with neurofibromatosis type 1 on different skin areas were measured at each of 2 visits about 2 weeks apart. The DELFIN had moderate within-tumor agreement (intraclass correlation coefficient = 0.607, 95% confidence interval = 0.512-0.691) and moderate within-visit agreement (intraclass correlation coefficient = 0.732, 95% confidence interval = 0.665-0.786), and the REX had moderate within-tumor agreement (intraclass correlation coefficient = 0.740, 95% confidence interval = 0.631-0.816) and excellent within-visit agreement (intraclass correlation coefficient = 0.937, 95% confidence interval = 0.913-0.953), while accounting for repeated visits and tumor measurements clustered within each patient. We found that both the DELFIN and REX are easy to use and reliable, providing consistent quantification of cNF stiffness.",JID innovations : skin science from molecules to population health,2025-07,Bahir Chamseddin; Renee M McKay; Ruyun Jin; Hong Zhu; Lu Q Le
10.1172/JCI188932,PMID:40590220,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,"Neurofibromatosis type 1 (NF1) is a genetic disorder caused by mutations of the NF1 tumor suppressor gene resulting in the loss of function of neurofibromin, a GTPase-activating protein (GAP) for Ras. While the malignant manifestations of NF1 are associated with loss of heterozygosity of the residual WT allele, the nonmalignant neurodevelopmental sequelae, including autism spectrum disorder (ASD) and/or attention deficit hyperactivity disorder (ADHD) are prevalent morbidities that occur in the setting of neurofibromin haploinsufficiency. We reasoned that augmenting endogenous levels of WT neurofibromin could serve as a potential therapeutic strategy to correct the neurodevelopmental manifestations of NF1. Here, we used a combination of genetic screening and genetically engineered murine models to identify a role for the F-box protein FBXW11 as a regulator of neurofibromin degradation. Disruption of Fbxw11, through germline mutation or targeted genetic manipulation in the nucleus accumbens, increased neurofibromin levels, suppressed Ras-dependent ERK phosphorylation, and corrected social learning deficits and impulsive behaviors in male Nf1+/- mice. Our results demonstrate that preventing the degradation of neurofibromin is a feasible and effective approach to ameliorate the neurodevelopmental phenotypes in a haploinsufficient disease model.",The Journal of clinical investigation,2025-07-01,Su Jung Park; Jodi L Lukkes; Ka-Kui Chan; Hayley P Drozd; Callie B Burgin; Shaomin Qian; Morgan McKenzie Sullivan; Cesar Gabriel Guevara; Nolen Cunningham; Stephanie Arenas; Makenna A Collins; Jacob Zucker; JinHee Won; Abbi Smith; Li Jiang; Dana K Mitchell; Steven D Rhodes; Steven P Angus; D Wade Clapp
10.1186/s40478-025-02075-z,PMID:40684195,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,"Neurofibromatosis type 1 (NF1) is a genetic disorder that leads to the formation of cutaneous neurofibromas (cNFs), benign nerve sheath tumors that develop in the skin and significantly impact the quality of life of patients. cNF development begins with bi-allelic NF1 loss in the Schwann cell (SC) lineage, followed by the recruitment of a complex tumor microenvironment consisting of fibroblasts, immune cells, blood vessels, axons, and a dense extracellular matrix. Despite its high prevalence and clinical impact, the molecular mechanisms underlying cNF formation remain poorly understood. Here, we used an Nf1 knockout (Nf1-KO) mouse model combined with immunohistochemistry and single cell transcriptomics in order to investigate the mechanisms driving cNF development. Our results showed that mutant SCs accumulate in the skin of young mice weeks prior to the onset of cNF. However, these cells remain quiescent until triggered by skin trauma, which induces their proliferation and the rapid formation of cNFs. Using a trauma-induced Nf1-KO model with scRNAseq, we designed a transcriptomic atlas of growing and mature cNFs, as well as adjacent apparently healthy skin. This analysis identified a population of non-myelinating Aquaporin1",Acta neuropathologica communications,2025-07-19,Pernelle Pulh; Fanny Coulpier; Audrey Onfroy; Layna Oubrou; Wanzhen Zhang; Léa Toledano; Elie Abou Zougheib; Laura Fertitta; Pierre Wolkenstein; Piotr Topilko
10.3390/cancers17142359,PMID:40723243,The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,,Cancers,2025-07-16,Sajjad Khan; Oluwatosin Aina; Ximei Veneklasen; Hannah Edens; Donia Alson; Li Sun; Huda Zayed; Kimani Njoya; Daochun Sun
10.2196/71728,PMID:40737523,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,"BACKGROUND: Accurate monitoring of tumor progression is crucial for optimizing outcomes in neurofibromatosis type 2-related schwannomatosis. Standard 2D linear analysis on magnetic resonance imaging is less accurate than 3D volumetric analysis, but since 3D volumetric analysis is time-consuming, it is not widely used. To shorten the time required for 3D volumetric analysis, our lab has been developing an automated artificial intelligence-driven 3D volumetric tool. OBJECTIVE: The objective of the study was to survey and interview clinicians treating neurofibromatosis type 2-related schwannomatosis to understand their views on current 2D analysis and to gather insights for the design of an artificial intelligence-driven 3D volumetric analysis tool. METHODS: Interviews examined for the following themes: (1) shortcomings of the currently used linear analysis, (2) utility of 3D visualizations, (3) features of an interactive 3D modeling software, and (4) lack of a gold standard to assess the accuracy of 3D volumetric analysis. A Likert scale questionnaire was used to survey clinicians' levels of agreement with 25 statements related to 2D and 3D tumor analyses. RESULTS: A total of 14 clinicians completed a survey, and 12 clinicians were interviewed. Specialties ranged across neurosurgery, neuroradiology, neurology, oncology, and pediatrics. Overall, clinicians expressed concerns with current linear techniques, with clinicians agreeing that linear measurements can be variable with the possibility of two different clinicians calculating 2 different tumor sizes (mean 4.64, SD 0.49) and that volumetric measurements would be more helpful for determining clearer thresholds of tumor growth (mean 4.50, SD 0.52). For statements discussing the capabilities of a 3D volumetric analysis and visualization software, clinicians expressed strong interest in being able to visualize tumors with respect to critical brain structures (mean 4.36, SD 0.74) and in forecasting tumor growth (mean 4.77, SD 0.44). CONCLUSIONS: Clinicians were overall in favor of the adoption of 3D volumetric analysis techniques for measuring vestibular schwannoma tumors but expressed concerns regarding the novelty and inexperience surrounding these techniques. However, clinicians felt that the ability to visualize tumors with reference to critical structures, to overlay structures, to interact with 3D models, and to visualize areas of slow versus rapid growth in 3D would be valuable contributions to clinical practice. Overall, clinicians provided valuable insights for designing a 3D volumetric analysis tool for vestibular schwannoma tumor growth. These findings may also apply to other central nervous system tumors, offering broader utility in tumor growth assessments.",JMIR human factors,2025-07-30,Shelby T Desroches; Alice Huang; Rithvik Ghankot; Steven M Tommasini; Daniel H Wiznia; Frank D Buono
10.3390/cells14161276,PMID:40862755,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,"Plexiform neurofibromas (hereafter called pNF1) are often diagnosed in early childhood and occur in about 30% of neurofibromatosis type 1 (NF1) patients. pNF1 exhibits aggressive growth along a nerve in the body and has substantial potential for progression to malignant peripheral nerve sheath tumors that are rarely curable. There are two recently FDA-approved drugs, selumetinib and mirdametinib, for pNF1 patients who have symptomatic and inoperable plexiform neurofibromas; however, these treatments achieve only approximately 30% tumor shrinkage. Fibroblasts, the most abundant cell types within the pNF1 tumor microenvironment, are implicated in pNF1 growth and invasion; however, how fibroblasts affect a drug response of pNF1 remains poorly understood. In the present study, we focused on contributions of fibroblasts to the drug resistance in pNF1 via their secretome. We employed our established three-dimensional (3D) culture system incorporating human pNF1 tumor cells (",Cells,2025-08-18,Kyungmin Ji; George J Schwenkel
10.1186/s40246-025-00803-z,PMID:40887659,RENOVO-NF1 accurately predicts NF1 missense variant pathogenicity.,"Identification of a pathogenic variant in NF1 is diagnostic for neurofibromatosis, but is often impossible at the moment of variant detection due to many factors including allelic heterogeneity, sequence homology, and the lack of functional assays. Computational tools may aid in interpretation but are not established for NF1. Here, we optimized our random forest-based predictor RENOVO for NF1 variant interpretation. RENOVO was developed using an approach of ""database archaeology"": by comparing versions of ClinVar over the years, we defined ""stable"" variants that maintained the same pathogenic/likely pathogenic/benign/likely benign (P/LP/B/LB) classification over time (n = 3579, the training set), and ""unstable"" variants that were initially classified as Variants of Unknown Significance (VUS) but were subsequently reclassified as P/LP/B/LB (n = 57, the test set). This approach allows to retrospectively measure accuracy on prediction with insufficient information, reproducing the scenario of maximal clinical utility. We further validated performance on: (i) validation set 1: 100 NF1 variants classified as VUS at the time of RENOVO development and subsequently reclassified as P/LP/B/LB in ClinVar; (ii) validation set 2: 15 de novo variants discovered in a prospective clinical cohort and subsequently reclassified per ACMG criteria. RENOVO obtained consistently high accuracy on all datasets: 98.6% on the training test, 96.5% in the test set, 82% in validation set 1 (but 96.2% for missense variants) and 93.7% on validation set 2. In conclusion, RENOVO-NF1 accurately interprets NF1 variants for which information at the time of detection is insufficient for ACMG classification and may overcome diagnostic challenges in neurofibromatosis.",Human genomics,2025-08-31,Emanuele Bonetti; Serena Pellegatta; Nayma Rosati; Marica Eoli; Luca Mazzarella
10.1080/23723556.2025.2561292,PMID:41001593,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor.,Neurofibromatosis type 1 (NF1) is an autosomal dominant tumor syndrome caused by pathogenic variants in the ,Molecular & cellular oncology,2025,Sandra Leisz; Antonio Pelligrino; Saskia Fritzsche; Merle Wiegers; Markus Wösle; Christian Linke; Swanhild Lohse; Daniel Tippner; Christian Scheller; Christian Strauss; Eva Ehrentreich-Förster; Faramarz Dehghani; Stanislav Sys; Erik Maronde; Anja Harder
