_pmid,_doi,_publicationTitle,_year,_toolName,_toolType,_usageType,usageId,publicationId,resourceId
PMID:38201517 | PMID:41022755 | PMID:39269317 | PMID:18367665 | PMID:37246765 | PMID:33658640 | PMID:24824755 | PMID:39129390 | PMID:18413802 | PMID:24681606 | PMID:23685747 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38127282 | PMID:38216572 | PMID:38203448 | PMID:23535903 | PMID:41036607 | PMID:33032988,10.3390/cancers16010089 | 10.1038/s41467-025-63619-4 | 10.1158/1078-0432.CCR-24-1750 | 10.1124/jpet.107.135830 | 10.1093/neuonc/noad097 | 10.1038/s41416-021-01270-8 | 10.1371/journal.pone.0096733 | 10.1002/1878-0261.13704 | 10.1158/1535-7163.MCT-07-0518 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.1158/1078-0432.CCR-23-2548 | 10.1038/s41467-024-44755-9 | 10.3390/ijms25010277 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-24-1053 | 10.1158/0008-5472.CAN-20-1365,"Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers. | Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin. | Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology. | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours. | BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells. | Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.",,ST88-14,cell_lines,Experimental Usage,0033682f-db5c-5886-9ece-f671e9f8e2c8,b3beab32-8978-513a-a671-16d5100018a9,733801bc-7188-503b-8116-384c9879b9f3
PMID:38201517,10.3390/cancers16010089,Synergistic Suppression of NF1 Malignant Peripheral Nerve Sheath Tumor Cell Growth in Culture and Orthotopic Xenografts by Combinational Treatment with Statin and Prodrug Farnesyltransferase Inhibitor PAMAM G4 Dendrimers.,,MCF10A,cell_lines,Experimental Usage,5c2fa3b4-fd3c-53cc-9409-b2a264c6fe61,7d34adf6-d82a-5853-b025-eaf7706fb47c,7d3dba55-ca50-511a-be1d-8470c1224b70
PMID:30617350,10.1038/s41596-018-0105-7,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",,murine NF2 −/− Schwann cell line,cell_lines,Experimental Usage,843f7d67-baca-5011-acff-db0f5d3a2b92,0f37a1ae-fd2e-541b-92ae-1ba0d99e4798,fb87168e-a32f-5220-b2d2-5464417de4b0
PMID:21111000 | PMID:38216587 | PMID:30617350 | PMID:30274821,10.1016/j.jneumeth.2010.10.021 | 10.1038/s41467-023-40408-5 | 10.1038/s41596-018-0105-7 | 10.1016/j.ebiom.2018.09.042,"A novel imaging-compatible sciatic nerve schwannoma model. | Epigenetic reprogramming shapes the cellular landscape of schwannoma. | A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma. | Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.",,HEI-193,cell_lines,Experimental Usage,86bbf430-0f57-5835-8110-b0798d6a2c5c,2fc84107-09e8-5afa-9f43-5e278a8e7833,30ff5a2c-69e6-5a5f-b705-6ce3ecdda69c
PMID:35741605,10.3390/brainsci12060720,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas.,,ipNF05.5 (mixed clone),cell_lines,Experimental Usage,2ccdbdb7-7f05-500c-9211-c0073f40b692,83d66cb2-9d6d-58a3-b729-7fe36f92996d,e772bcb6-4a3b-5dab-84bd-2f8343f4d285
PMID:35741605 | PMID:40723243,10.3390/brainsci12060720 | 10.3390/cancers17142359,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas. | The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,,ipNF05.5 (single clone),cell_lines,Experimental Usage,b1bb28fc-4b2d-58ac-b524-cfcee2d60382,791b55a8-ebf0-5338-90ec-7e4247fe2be8,0fc4cc7d-3427-5f20-a1f6-b3bf0db9da74
PMID:35741605 | PMID:39129390 | PMID:40862755 | PMID:36689660 | PMID:39061138 | PMID:40723243,10.3390/brainsci12060720 | 10.1002/1878-0261.13704 | 10.3390/cells14161276 | 10.1073/pnas.2208960120 | 10.3390/cancers16142498 | 10.3390/cancers17142359,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas. | Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures. | Destabilizing NF1 variants act in a dominant negative manner through neurofibromin dimerization. | A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids. | The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,,ipNF95.11bC,cell_lines,Experimental Usage,b700d907-13e1-549d-af02-554cf5088877,94207a39-7a08-590c-896d-42f99a72a145,decace9b-a0ae-5143-9331-06a492b55a5b
PMID:35741605 | PMID:33934112 | PMID:33442015 | PMID:38136356,10.3390/brainsci12060720 | 10.1038/s41419-021-03716-6 | 10.1038/s41591-020-01193-6 | 10.3390/cancers15245811,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas. | HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | Cabozantinib for neurofibromatosis type 1-related plexiform neurofibromas: a phase 2 trial. | Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,ipNF95.6,cell_lines,Experimental Usage,1e3f51de-688a-53e3-9cc8-d010c17bfce1,ff4f64c0-5425-56e3-88a7-d11a8dda70e8,c95563a3-6943-5a33-ad3c-23b1c509a267
PMID:35741605 | PMID:39129390 | PMID:38136356 | PMID:40723243,10.3390/brainsci12060720 | 10.1002/1878-0261.13704 | 10.3390/cancers15245811 | 10.3390/cancers17142359,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas. | Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency. | The Combination of HSP90 Inhibitors and Selumetinib Reinforces the Inhibitory Effects on Plexiform Neurofibromas.,,ipnNF95.11c,cell_lines,Experimental Usage,f3356be0-97d0-5f39-9d1a-3a4bee972e51,2722b3bd-00da-5a71-aba8-aa0f57f9745c,bd2c5a12-209e-5172-bb51-6a3eccd64580
PMID:40225167,10.1155/2023/9628049,Functional Assays Combined with Pre-mRNA-Splicing Analysis Improve Variant Classification and Diagnostics for Individuals with Neurofibromatosis Type 1 and Legius Syndrome.,,COS-7,cell_lines,Experimental Usage,38f3ea14-4324-5fff-a9f6-c36fc2ff4cbc,e687328f-6e1a-58b4-bed5-5f4a0380626e,6f3ef438-16e5-5ded-b91a-e0b3f8086c69
PMID:21199799,10.1158/0008-5472.CAN-10-2732,Dose-dependent effects of focal fractionated irradiation on secondary malignant neoplasms in Nf1 mutant mice.,,Nf1-/- mouse embryo fibroblasts,cell_lines,Experimental Usage,374c9e93-7302-51f6-bc1f-50ce7d917501,1b4fed4e-2702-5565-9589-44897e2816d1,ffd2b57e-8920-5631-9047-ef384b8e5fd3
PMID:24824755,10.1371/journal.pone.0096733,BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells.,,T265-2c,cell_lines,Experimental Usage,190a393b-59f8-559a-bf42-5cd883ae3b7b,f9a8cd1f-d060-5b25-bf25-ae5442ad2960,bcd30b69-1586-5ceb-abe5-4b9e19466fe4
PMID:24824755 | PMID:20049725 | PMID:32642733 | PMID:18483311,10.1371/journal.pone.0096733 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335,BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,90-8,cell_lines,Experimental Usage,048e2b9e-6d4a-545f-a50a-73baea5ee75a,b98b7ee9-8359-5e60-8021-0d8bb94e0657,2667d8da-de63-5e85-9ae9-59d00058b48d
PMID:24040940 | PMID:33032988,10.1186/1479-5876-11-213 | 10.1158/0008-5472.CAN-20-1365,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,NF96.2,cell_lines,Experimental Usage,04382355-1898-5f73-8e52-2fdb2b68f4f1,707e2147-f592-5c83-8199-9b2176b31b60,c1d72c0c-37a9-5f45-9603-2afdf01969a8
PMID:24040940,10.1186/1479-5876-11-213,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,,NF02.2,cell_lines,Experimental Usage,1ad45263-53f7-5870-8fe4-5688385b3f58,78e760b5-d272-598f-a6e5-099b332c1574,dc65eb71-c590-5a4f-b241-ddd888075c31
PMID:24040940 | PMID:33032988,10.1186/1479-5876-11-213 | 10.1158/0008-5472.CAN-20-1365,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,NF94.3,cell_lines,Experimental Usage,d9032e70-87df-5ddb-bd91-6028ef24a955,707e2147-f592-5c83-8199-9b2176b31b60,3273be64-f8a9-5cdc-a01b-c94dc69dd748
PMID:33673681 | PMID:30531922,10.3390/cancers13050999 | 10.1038/s41591-018-0263-8,Hybrid Minigene Assay: An Efficient Tool to Characterize mRNA Splicing Profiles of | The molecular landscape of glioma in patients with Neurofibromatosis 1.,,HEK293 cells,cell_lines,Experimental Usage,bca5ffd7-15dc-5a3d-884f-6dcac4542385,3177bcf4-8f19-58e6-88df-27967762f66c,b42a808f-f6c3-5ac1-84a6-d17b6c558b6e
PMID:34630515,10.3389/fgene.2021.721045,Assessment of Mosaicism and Detection of Cryptic Alleles in CRISPR/Cas9-Engineered Neurofibromatosis Type 1 and,,LLC-PK1 ATCC CL-101,cell_lines,Experimental Usage,9a40c7b2-ae73-515f-b1fc-f716f611d305,5bb76bf8-8dce-5b7f-b68e-e0ad4ccd0e21,9111df47-6a9a-5c46-b54f-0661751f2960
PMID:33934112 | PMID:32457840,10.1038/s41419-021-03716-6 | 10.3389/fonc.2020.00687,"HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,MiaPaCa-2,cell_lines,Experimental Usage,fd287e79-df75-5240-beeb-e1aa4871699f,2fb7a8fd-ef53-5a4a-bea5-95f0535c0ee9,6cc5b753-3c9d-58f2-a150-c8734abe04eb
PMID:33934112 | PMID:32457840,10.1038/s41419-021-03716-6 | 10.3389/fonc.2020.00687,"HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,PANC1,cell_lines,Experimental Usage,e940c900-7997-54c4-b841-922258573edd,2fb7a8fd-ef53-5a4a-bea5-95f0535c0ee9,26bcc0da-c9e4-572f-b1a0-03894867affa
PMID:33934112 | PMID:32457840,10.1038/s41419-021-03716-6 | 10.3389/fonc.2020.00687,"HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,BxPc3,cell_lines,Experimental Usage,49128c01-5261-56f3-896f-0b8f23151154,2fb7a8fd-ef53-5a4a-bea5-95f0535c0ee9,e4854530-f8ed-5268-9ebc-1d61d77ab603
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,AsPC-1,cell_lines,Experimental Usage,c537fc59-db14-5407-a145-a822b96e672c,a64e9b65-068b-5d68-8369-dcfe8e1f7a64,d1386129-d898-53a6-97e0-9c5b440df5e9
PMID:32457840,10.3389/fonc.2020.00687,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",,HPDE H6c7,cell_lines,Experimental Usage,f615894e-76ad-5066-a46d-e20154fe8a07,a64e9b65-068b-5d68-8369-dcfe8e1f7a64,ac9fd66a-4a56-56c7-935a-f6521a4ccbe5
PMID:33273014 | PMID:28126595 | PMID:26219339 | PMID:36148553,10.1074/jbc.RA120.014960 | 10.1016/j.ebiom.2017.01.020 | 10.18632/oncotarget.4858 | 10.1093/brain/awac342,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition. | Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target. | A high-throughput kinome screen reveals serum/glucocorticoid-regulated kinase 1 as a therapeutic target for NF2-deficient meningiomas. | Inhibition of YAP/TAZ-driven TEAD activity prevents growth of NF2-null schwannoma and meningioma.,,Ben-Men-1,cell_lines,Experimental Usage,f6632be5-e021-5bd7-a3ef-0f32a0f58c72,41be0a55-e0ba-582b-977b-c5794cc378b4,6715cb90-7319-5955-bd46-b1d21da7f08f
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,AC-CRISPR,cell_lines,Experimental Usage,572eb7ee-a773-5990-9f3b-f8ece87f5aa0,5bc1107a-318b-5d73-8caf-9f2515e10a78,278b42a5-7b40-5c9d-bf08-b0a48350860b
PMID:33273014,10.1074/jbc.RA120.014960,mTOR kinase inhibition disrupts neuregulin 1-ERBB3 autocrine signaling and sensitizes NF2-deficient meningioma cellular models to IGF1R inhibition.,,MN1-LF,cell_lines,Experimental Usage,99b0b9d5-4d54-5037-9187-f49a17a21003,5bc1107a-318b-5d73-8caf-9f2515e10a78,5b905bbc-dcc8-56fe-940b-3441008c4e1e
PMID:38502231,10.1172/JCI176748,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,,H358 cells,cell_lines,Experimental Usage,3d9c0432-7452-5404-b6e4-edbf2c6080f1,b6f968b6-b92b-5b4b-b213-c0620217ce52,012f42c4-0aaf-56e9-a583-60a3a15266fa
PMID:41022755 | PMID:32383545 | PMID:33658640 | PMID:38502231 | PMID:23328114 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:30055648 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38127282 | PMID:41001593 | PMID:32948135 | PMID:37410426 | PMID:23535903 | PMID:35511749,10.1038/s41467-025-63619-4 | 10.15252/embr.201949117 | 10.1038/s41416-021-01270-8 | 10.1172/JCI176748 | 10.18632/oncotarget.793 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1186/s13104-018-3630-0 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.1158/1078-0432.CCR-23-2548 | 10.1080/23723556.2025.2561292 | 10.1186/s12885-020-07397-w | 10.1158/1078-0432.CCR-23-0749 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-21-0947,"Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours. | STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy. | Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression. | Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor. | Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model. | CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors.",,S462,cell_lines,Experimental Usage,86a2bdd9-4bf3-50e4-aadc-b562b0f8f798,e4df9329-1709-5fb5-a8c7-cb1f615d37a2,61206236-fde5-5b73-b1d5-307009cd177c
PMID:38502231 | PMID:35393510,10.1172/JCI176748 | 10.1038/s41418-022-00991-4,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy. | Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,cis MPNST cell line,cell_lines,Experimental Usage,314c51dc-6416-53ce-9c11-fe47bc9f7510,19e0e99d-6e58-5315-a78e-645b7d44c97a,09cb80ef-92ae-5763-90f6-4c104818f6e2
PMID:38502231,10.1172/JCI176748,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,,HTS-Luc MPNST cell line,cell_lines,Experimental Usage,fd35f3d3-b462-510c-b88b-31d2f0d3d056,b6f968b6-b92b-5b4b-b213-c0620217ce52,384bd83b-5359-5a91-91a2-c02ea3eb23a3
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,pNF9511bc,cell_lines,Experimental Usage,41280959-47ce-5319-9287-1067f97e9ee0,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,5caa5d42-6319-50cd-aebb-631e7ec3962c
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,ipNF03.3,cell_lines,Experimental Usage,57c76eaa-c9e1-5eab-9478-e052f643e673,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,99748120-583f-5350-b9f8-cb1231cf4a6b
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,ipn023λ,cell_lines,Experimental Usage,492bff71-6369-54a6-b419-99697235f008,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,1cec00ad-018a-5e7e-ac4c-9ee63ce76f25
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,RHT92,cell_lines,Experimental Usage,019f78bd-50a5-52d6-b3a5-bc4b2efdb036,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,16a60b64-483c-518a-abae-07c189adef81
PMID:41022755 | PMID:38714355,10.1038/s41467-025-63619-4 | 10.1158/1535-7163.MCT-23-0510,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors. | MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,,LN229,cell_lines,Experimental Usage,46557035-5836-5379-928a-59a9d6acb90a,33442106-f54d-511d-a3e9-b2b6e36e1666,c865f818-8228-57eb-84d6-b7a24593eab1
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,2V6.11,cell_lines,Experimental Usage,e63793b4-ebec-5925-9c76-63d4445d4c4b,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,a4765cbe-ba30-544b-b731-3818d93f6b5f
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,FiPS,cell_lines,Experimental Usage,f4acfd93-16bd-5d68-8e3c-82b779ff6677,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,4b532828-56be-5d3a-8a2f-0e288c8acfcf
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,"NF1−/−−/− edited FiPS Ctrl1-SV4F-7, D12",cell_lines,Experimental Usage,b0ff429e-8a6f-5fed-af9b-2fae9b213723,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,e2b415f7-c74a-5407-92da-98802525b0d2
PMID:41022755,10.1038/s41467-025-63619-4,Development of an adeno-associated virus vector for gene replacement therapy of NF1-related tumors.,,3PNF_SiPSsv_MM_11,cell_lines,Experimental Usage,abeb8b06-79c5-52cd-9a0b-a2d74b890803,e5ab36b3-2d18-5286-88eb-01a7d6a53d9a,3b3f7ea5-3fb3-5674-9f21-01157693cfc0
PMID:39269317,10.1158/1078-0432.CCR-24-1750,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,,M724,cell_lines,Experimental Usage,6a02a896-ce58-529f-ace1-3a460c94c354,e68a9879-208f-5644-9385-650c8f87ffaa,c5e9a426-fca1-5185-a52f-ddccbacfdd9b
PMID:39269317 | PMID:23175151 | PMID:29438698 | PMID:40025578 | PMID:36322658 | PMID:35511749 | PMID:32642733 | PMID:38216572,10.1158/1078-0432.CCR-24-1750 | 10.1038/bjc.2012.518 | 10.1016/j.ccell.2018.01.005 | 10.1186/s40478-025-01965-6 | 10.1126/sciadv.abo5442 | 10.1158/1535-7163.MCT-21-0947 | 10.1093/noajnl/vdz061 | 10.1038/s41467-024-44755-9,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | MicroRNA profiling of peripheral nerve sheath tumours identifies miR-29c as a tumour suppressor gene involved in tumour progression. | Programming of Schwann Cells by Lats1/2-TAZ/YAP Signaling Drives Malignant Peripheral Nerve Sheath Tumorigenesis. | Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment. | Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Functional interactions between neurofibromatosis tumor suppressors underlie Schwann cell tumor de-differentiation and treatment resistance.,,SNF96.2,cell_lines,Experimental Usage,63df939c-c063-5641-a011-a4e30b80e8f6,ddf45ed4-5193-54f3-aebf-91389f210a42,14909473-2fb4-5ed1-b829-ff132be20653
PMID:39269317 | PMID:35789380,10.1158/1078-0432.CCR-24-1750 | 10.1158/2159-8290.CD-21-1671,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry.,,M1,cell_lines,Experimental Usage,7ccef395-a9a6-5b50-a5dd-52650953b1ff,22d07f30-bf9c-5a85-8a38-bb244a7e8920,58572cd5-257d-5a91-bce4-c2b350c55e81
PMID:39269317 | PMID:35789380,10.1158/1078-0432.CCR-24-1750 | 10.1158/2159-8290.CD-21-1671,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry.,,M3,cell_lines,Experimental Usage,d1372521-1a0e-5252-9cc9-6ed06082ed33,22d07f30-bf9c-5a85-8a38-bb244a7e8920,0ba2fe44-41b5-5a53-a55e-9b75fe5f1d68
