pmid,doi,title,journal,year,pmc_id,publication_types
PMID:36061170,10.3389/fgene.2022.916400,Oncogenic signaling pathway dysregulation landscape reveals the role of pathways at multiple omics levels in pan-cancer.,Frontiers in genetics,2022,PMC9428557,Journal Article
PMID:36059985,10.3389/fphar.2022.941854,Qu-Du-San-Jie decoction induces growth inhibition and vascular normalization in NF2-associated vestibular schwannoma.,Frontiers in pharmacology,2022,PMC9437245,Journal Article
PMID:36032331,10.1007/s40817-022-00129-x,Psychometric Properties of Attention Measures in Young Children with Neurofibromatosis Type 1: Preliminary Findings.,Journal of pediatric neuropsychology,2022,PMC9397181,Journal Article
PMID:36031351,10.2176/jns-nmc.2022-0103,Molecular Genetic Profile of 300 Japanese Patients with Diffuse Gliomas Using a Glioma-tailored Gene Panel.,Neurologia medico-chirurgica,2022,PMC9534570,Journal Article
PMID:36011273,10.3390/genes13081362,Multi-Gene Mutation Profiling by Targeted Next-Generation Sequencing in Premenopausal Breast Cancer.,Genes,2022,PMC9407588,Journal Article
PMID:36009591,10.3390/biomedicines10082044,Identification of Germinal Neurofibromin Hotspots.,Biomedicines,2022,PMC9405573,Journal Article
PMID:36008139,10.1101/gad.349876.122,Both YAP1-MAML2 and constitutively active YAP1 drive the formation of tumors that resemble NF2 mutant meningiomas in mice.,Genes & development,2022,PMC9480855,Journal Article
PMID:36007944,10.3174/ajnr.A7614,MR Imaging Characteristics and ADC Histogram Metrics for Differentiating Molecular Subgroups of Pediatric Low-Grade Gliomas.,AJNR. American journal of neuroradiology,2022,PMC9451619,Journal Article
PMID:36003079,10.1177/20503121221118996,Reliability of functional outcome measures in adults with neurofibromatosis 2.,SAGE open medicine,2022,PMC9393935,Journal Article
PMID:36001006,10.1530/EDM-22-0226,Turner syndrome and neurofibromatosis type 1: the unusual combination of two common genetic disorders.,"Endocrinology, diabetes & metabolism case reports",2022,PMC9422264,Journal Article
PMID:35983244,10.1155/2022/2043515,A Single-Center Treatment Experience of Gamma Knife Radiosurgery for Optic Pathway Glioma.,BioMed research international,2022,PMC9381290,Journal Article
PMID:35965583,10.3389/fonc.2022.910505,Concurrent inhibition of FAK/SRC and MEK overcomes MEK inhibitor resistance in Neurofibromatosis Type I related malignant peripheral nerve sheath tumors.,Frontiers in oncology,2022,PMC9372505,Journal Article
PMID:35958499,,A novel mutation of the ,American journal of translational research,2022,PMC9360891,Journal Article
PMID:35955749,10.3390/ijms23158616,CD44 Contributes to the Regulation of MDR1 Protein and Doxorubicin Chemoresistance in Osteosarcoma.,International journal of molecular sciences,2022,PMC9368984,Journal Article
PMID:35936696,10.3389/fonc.2022.819555,Association of Pathway Mutations With Survival in Taiwanese Breast Cancers.,Frontiers in oncology,2022,PMC9354680,Journal Article
PMID:35936291,10.3389/fpsyg.2022.795951,Early Developmental Trajectories in Infants With Neurofibromatosis 1.,Frontiers in psychology,2022,PMC9355323,Journal Article
PMID:35928058,10.1007/s13224-021-01532-8,Pheochromocytoma in Pregnancy: A Syndromic Association.,Journal of obstetrics and gynaecology of India,2022,PMC9343562,Journal Article
PMID:35927360,10.1186/s40792-022-01509-3,Signet-ring cell carcinoma of the appendix with ganglioneuromatosis: a case report.,Surgical case reports,2022,PMC9352829,Journal Article
PMID:35922696,10.1186/s42155-022-00317-y,Treatment of ruptured rectal artery aneurysm in a patient with neurofibromatosis.,CVIR endovascular,2022,PMC9349329,Journal Article
PMID:35919256,10.48327/mtsi.v2i2.2022.247,"[Clinical aspects of Neurofibromatosis type 1 seen in the Department of Dermatology at University Hospital Antananarivo, Madagascar].",Medecine tropicale et sante internationale,2022,PMC9326780,Journal Article
PMID:35901340,10.31557/APJCP.2022.23.7.2341,MDM2 is a Potential Target Gene of Glycyrrhizic Acid for Circumventing Breast Cancer Resistance to Tamoxifen: Integrative Bioinformatics Analysis.,Asian Pacific journal of cancer prevention : APJCP,2022,PMC9727350,Journal Article
PMID:35887576,10.3390/jpm12071080,Silver Nanoparticles Selectively Treat Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors in a Neurofibromin-Dependent Manner.,Journal of personalized medicine,2022,PMC9321475,Journal Article
PMID:35884384,10.3390/cancers14143323,Molecular Targets in Lung Cancer: Study of the Evolution of Biomarkers Associated with Treatment with Tyrosine Kinase Inhibitors-Has NF1 Tumor Suppressor a Key Role in Acquired Resistance?,Cancers,2022,PMC9313361,Journal Article
PMID:35879407,10.1038/s41431-022-01153-3,Intragenic inversions in NF1 gene as pathogenic mechanism in neurofibromatosis type 1.,European journal of human genetics : EJHG,2022,PMC9626576,Journal Article
PMID:35875109,10.3389/fonc.2022.903177,Preclinical Assessment of MEK Inhibitors for Malignant Peripheral Nerve Sheath Tumors Reveals Differences in Efficacy and Adaptive Response.,Frontiers in oncology,2022,PMC9303010,Journal Article
PMID:35871080,10.1038/s41379-022-01138-z,Identification of fusions with potential clinical significance in melanoma.,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",2022,187518,Journal Article
PMID:35865459,10.3389/fonc.2022.816897,Genotypes of Papillary Thyroid Carcinoma With High Lateral Neck Metastasis in Chinese Population.,Frontiers in oncology,2022,PMC9294159,Journal Article
PMID:35864494,10.1186/s12935-022-02652-5,The autophagy inducer trehalose stimulates macropinocytosis in NF1-deficient glioblastoma cells.,Cancer cell international,2022,PMC9306097,Journal Article
PMID:35858754,10.1136/jmedgenet-2021-108366,Refining nosology by modelling variation among facial phenotypes: the RASopathies.,Journal of medical genetics,2022,PMC9852361,Journal Article
PMID:35855490,10.1093/noajnl/vdac072,Validation of Bromodomain and Extraterminal proteins as therapeutic targets in neurofibromatosis type 2.,Neuro-oncology advances,2022,PMC9278623,Journal Article
PMID:35846573,10.1016/j.omtm.2022.06.012,Gene replacement therapy in a schwannoma mouse model of neurofibromatosis type 2.,Molecular therapy. Methods & clinical development,2022,PMC9263409,Journal Article
PMID:35844619,10.3389/fimmu.2022.725679,,Frontiers in immunology,2022,PMC9285001,Journal Article
PMID:35844330,10.7759/cureus.25881,"The Prevalence of Ocular Manifestations in the Various Types of Common Skin Disorders at Tertiary Hospital in Ahmedabad, India.",Cureus,2022,PMC9276872,Journal Article
PMID:35838837,10.1007/s00432-022-04186-9,The prognostic role of the immunohistochemical expression of S100 in meningiomas.,Journal of cancer research and clinical oncology,2023,PMC10314871,Journal Article
PMID:35832562,10.3389/fonc.2022.905490,A Novel Prognostic Scoring Model for Myelodysplastic Syndrome Patients With ,Frontiers in oncology,2022,PMC9271788,Journal Article
PMID:35832560,10.3389/fonc.2022.881665,Clinical Outcome After Pencil Beam Scanning Proton Therapy of Patients With Non-Metastatic Malignant and Benign Peripheral Nerve Sheath Tumors.,Frontiers in oncology,2022,PMC9271998,Journal Article
PMID:35821680,10.1093/noajnl/vdac096,Molecular alterations associated with improved outcome in patients with glioblastoma treated with Tumor-Treating Fields.,Neuro-oncology advances,2022,PMC9270729,Journal Article
PMID:35804955,10.3390/cancers14133183,,Cancers,2022,PMC9265038,Journal Article
PMID:35804881,10.3390/cancers14133108,Mesothelioma Mouse Models with Mixed Genomic States of Chromosome and Microsatellite Instability.,Cancers,2022,PMC9264972,Journal Article
PMID:35801059,10.12998/wjcc.v10.i15.4761,Detection of a novel panel of 24 genes with high frequencies of mutation in gastric cancer based on next-generation sequencing.,World journal of clinical cases,2022,PMC9198883,Journal Article
PMID:35784925,10.3389/fsurg.2022.890875,Rethinking the Management of Optic Pathway Gliomas: A Single Center Experience.,Frontiers in surgery,2022,PMC9243477,Journal Article
PMID:35756403,10.1155/2022/2161122,The Prediction of a 3-Protein-Based Model on the Prognosis of Head and Neck Squamous Cell Carcinoma.,Computational and mathematical methods in medicine,2022,PMC9232309,Journal Article
PMID:35756263,10.3389/fpsyg.2022.883019,Sexual Self-Esteem and Psychological Burden of Adults With Neurofibromatosis Type 1.,Frontiers in psychology,2022,PMC9220094,Journal Article
PMID:35741605,10.3390/brainsci12060720,Integrated Drug Mining Reveals Actionable Strategies Inhibiting Plexiform Neurofibromas.,Brain sciences,2022,PMC9221468,Journal Article
PMID:35740680,10.3390/cancers14123015,Therapeutic Vulnerability to ATR Inhibition in Concurrent ,Cancers,2022,PMC9221513,Journal Article
PMID:35732329,10.21873/cgp.20333,Molecular Analysis of Luminal Androgen Receptor Reveals Activated Pathways and Potential Therapeutic Targets in Breast Cancer.,Cancer genomics & proteomics,2022,PMC9247873,Journal Article
PMID:35723337,10.3390/cimb44020052,Single Circulating-Tumor-Cell-Targeted Sequencing to Identify Somatic Variants in Liquid Biopsies in Non-Small-Cell Lung Cancer Patients.,Current issues in molecular biology,2022,PMC8928994,Journal Article
PMID:35721806,10.29219/fnr.v66.8268,"Kimchi improves irritable bowel syndrome: results of a randomized, double-blind placebo-controlled study.",Food & nutrition research,2022,PMC9180131,Journal Article
PMID:35702135,,Increased serum concentrations of estrogen-induced growth factors Midkine and FGF2 in NF1 patients with plexiform neurofibroma.,American journal of translational research,2022,PMC9185072,Journal Article
PMID:35698239,10.1186/s13053-022-00230-4,Clinical characteristics and genetic testing outcome of suspected hereditary peripheral nerve sheath tumours in a tertiary cancer institution in Singapore.,Hereditary cancer in clinical practice,2022,PMC9195433,Journal Article
PMID:35693093,,,American journal of cancer research,2022,PMC9185629,Journal Article
PMID:35687678,10.1126/sciadv.abn2611,Gatekeeping role of ,Science advances,2022,PMC9187237,Journal Article
PMID:35679001,10.1007/s40120-022-00365-5,Burden Among Caregivers of Pediatric Patients with Neurofibromatosis Type 1 (NF1) and Plexiform Neurofibroma (PN) in the United States: A Cross-Sectional Study.,Neurology and therapy,2022,PMC9178532,Journal Article
PMID:35677927,10.1002/ski2.119,Improved renal function in neurofibromatosis type 1 patients.,Skin health and disease,2022,PMC9168021,Journal Article
PMID:35673329,10.1093/texcom/tgac021,Neuroanatomical correlates of working memory performance in Neurofibromatosis 1.,Cerebral cortex communications,2022,PMC9169056,Journal Article
PMID:35664781,10.3389/fonc.2022.840241,Identification of Synergistic Drug Combinations to Target KRAS-Driven Chemoradioresistant Cancers Utilizing Tumoroid Models of Colorectal Adenocarcinoma and Recurrent Glioblastoma.,Frontiers in oncology,2022,PMC9158132,Journal Article
PMID:35656087,10.3389/fsurg.2022.901262,Combination of the Ilizarov Method and Intramedullary Fixation for the Treatment of Congenital Pseudarthrosis of the Tibia in Children: A Retrospective Observational Study.,Frontiers in surgery,2022,PMC9152179,Journal Article
PMID:35651825,10.3389/fpsyt.2022.852208,"Autism Symptoms in Children and Young Adults With Fragile X Syndrome, Angelman Syndrome, Tuberous Sclerosis Complex, and Neurofibromatosis Type 1: A Cross-Syndrome Comparison.",Frontiers in psychiatry,2022,PMC9149157,Journal Article
PMID:35628517,10.3390/ijms23105707,Molecular Dynamics Simulations Reveal Structural Interconnections within Sec14-PH Bipartite Domain from Human Neurofibromin.,International journal of molecular sciences,2022,PMC9147397,Journal Article
PMID:35626817,10.3390/children9050640,Endoscope-Assisted Extreme Lateral Supracerebellar Infratentorial Approach for Resection of Superior Cerebellar Peduncle Pilocytic Astrocytoma: Technical Note.,"Children (Basel, Switzerland)",2022,PMC9140165,Journal Article
PMID:35626060,10.3390/cancers14102454,Clinical Application of Comprehensive Genomic Profiling Tests for Diffuse Gliomas.,Cancers,2022,PMC9139713,Journal Article
PMID:35625983,10.3390/cancers14102377,Mutation of ,Cancers,2022,PMC9140047,Journal Article
PMID:35615635,10.3389/fped.2022.859580,Are Children Suffering From Congenital Pseudarthrosis of the Tibia Associated With Decreased Bone Strength?,Frontiers in pediatrics,2022,PMC9125063,Journal Article
PMID:35602956,10.1016/j.isci.2022.104316,JAM-A signals through the Hippo pathway to regulate intestinal epithelial proliferation.,iScience,2022,PMC9114518,Journal Article
PMID:35601964,10.1093/nop/npac014,Impact of neurofibromatosis type 1 in an adult community population.,Neuro-oncology practice,2022,PMC9113236,Journal Article
PMID:35601162,10.18240/ijo.2022.05.13,Neuroretinal dysfunction in patients affected by neurofibromatosis type 1.,International journal of ophthalmology,2022,PMC9091878,Journal Article
PMID:35597953,10.1186/s13023-022-02356-z,Transition to adult care of young patients with neurofibromatosis type 1 and cognitive deficits: a single-centre study.,Orphanet journal of rare diseases,2022,PMC9123681,Journal Article
PMID:35592129,10.3389/fsurg.2022.886697,"Optic Pathway Glioma in Children with Neurofibromatosis Type 1: A Multidisciplinary Entity, Posing Dilemmas in Diagnosis and Management Multidisciplinary Management of Optic Pathway Glioma in Children with Neurofibromatosis Type 1.",Frontiers in surgery,2022,PMC9111519,Journal Article
PMID:35586752,10.1016/j.eurox.2022.100152,Evaluation of NF1 and RASA1 gene expression in endometriosis.,European journal of obstetrics & gynecology and reproductive biology: X,2022,PMC9109175,Journal Article
PMID:35586500,10.3389/fsurg.2022.827675,Monomodality versus Combined Therapy in Optic Pathway Gliomas-20-Year Experience from a Singapore Children's Hospital.,Frontiers in surgery,2022,PMC9108767,Journal Article
PMID:35586386,10.1055/s-0041-1742197,Prevalence of Associated Endocrine Diseases in Patients with Neurofibromatosis Type 1.,Avicenna journal of medicine,2022,PMC9110103,Journal Article
PMID:35579709,10.1007/s00381-022-05513-8,Clinical and humanistic burden among pediatric patients with neurofibromatosis type 1 and plexiform neurofibroma in the USA.,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2022,PMC9325812,Journal Article
PMID:35571990,10.1093/noajnl/vdac047,Oncogenic RABL6A promotes NF1-associated MPNST progression in vivo.,Neuro-oncology advances,2022,PMC9092646,Journal Article
PMID:35565222,10.3390/cancers14092090,Genetic and Clinical Characteristics of ,Cancers,2022,PMC9101535,Journal Article
PMID:35562572,10.1038/s41525-022-00301-4,Genomic architecture of fetal central nervous system anomalies using whole-genome sequencing.,NPJ genomic medicine,2022,PMC9106651,Journal Article
PMID:35562551,10.1038/s41433-022-02096-1,Visual outcomes and predictors in optic pathway glioma: a single centre study.,"Eye (London, England)",2023,PMC10101957,Journal Article
PMID:35559021,10.3389/fgene.2022.870191,Altered Expressions of NF1 and NF1-Related microRNAs as Biomarkers in the Diagnosis of Undifferentiated Pleomorphic Sarcoma.,Frontiers in genetics,2022,PMC9086456,Journal Article
PMID:35553369,10.1007/s12022-022-09720-6,Ampullary Neuroendocrine Neoplasms: Identification of Prognostic Factors in a Multicentric Series of 119 Cases.,Endocrine pathology,2022,PMC9135850,Journal Article
PMID:35547262,10.3389/fgene.2022.864499,Molecular Portrait of GISTs Associated With Clinicopathological Features: A Retrospective Study With Molecular Analysis by a Custom 9-Gene Targeted Next-Generation Sequencing Panel.,Frontiers in genetics,2022,PMC9081536,Journal Article
PMID:35544729,10.1200/PO.22.00037,Negative Ultraselection of Patients With ,JCO precision oncology,2022,PMC9200389,Journal Article
PMID:35496054,10.1155/2022/4919111,Dissecting and analyzing the Subclonal Mutations Associated with Poor Prognosis in Diffuse Glioma.,BioMed research international,2022,PMC9039777,Journal Article
PMID:35493036,10.1016/j.eats.2021.12.027,Minimally Invasive Surgical Approach for Open Common Peroneal Nerve Neurolysis in the Setting of Previous Posterior Schwannoma Removal.,Arthroscopy techniques,2022,PMC9052142,Journal Article
PMID:35490384,10.1111/jdv.18190,Skin lesions in neurofibromatosis type 2: diagnostic and prognostic significance of cutaneous (plexiform) schwannomas.,Journal of the European Academy of Dermatology and Venereology : JEADV,2022,PMC9543204,Journal Article
PMID:35478244,10.1038/s41401-022-00908-4,Celastrol suppresses the growth of vestibular schwannoma in mice by promoting the degradation of β-catenin.,Acta pharmacologica Sinica,2022,PMC9622805,Journal Article
PMID:35456430,10.3390/genes13040624,Pediatric High Grade Glioma Classification Criteria and Molecular Features of a Case Series.,Genes,2022,PMC9028123,Journal Article
PMID:35456261,10.3390/jcm11082168,Neurofibromatosis Type 1 Has a Wide Spectrum of Growth Hormone Excess.,Journal of clinical medicine,2022,PMC9029762,Journal Article
PMID:35455674,10.3390/jpm12040558,The Number of Surgical Interventions and Specialists Involved in the Management of Patients with Neurofibromatosis Type I: A 25-Year Analysis.,Journal of personalized medicine,2022,PMC9025029,Journal Article
PMID:35455544,10.3390/children9040500,The Needs of Adolescents and Young Adults with Chronic Illness: Results of a Quality Improvement Survey.,"Children (Basel, Switzerland)",2022,PMC9025253,Journal Article
PMID:35455534,10.3390/children9040490,Management of Sporadic Vestibular Schwannomas in Children-Volumetric Analysis and Clinical Outcome Assessment.,"Children (Basel, Switzerland)",2022,PMC9032576,Journal Article
PMID:35455503,10.3390/children9040459,Surgical Management of Pre-Chiasmatic Intraorbital Optic Nerve Gliomas in Children after Loss of Visual Function-Resection from Bulbus to Chiasm.,"Children (Basel, Switzerland)",2022,PMC9029433,Journal Article
PMID:35454823,10.3390/cancers14081916,"Outcome after Radiotherapy for Vestibular Schwannomas (VS)-Differences in Tumor Control, Symptoms and Quality of Life after Radiotherapy with Photon versus Proton Therapy.",Cancers,2022,PMC9025388,Journal Article
PMID:35453828,10.3390/diagnostics12040780,Spatial Distribution and Long-Term Alterations of Peripheral Nerve Lesions in Schwannomatosis.,"Diagnostics (Basel, Switzerland)",2022,PMC9029522,Journal Article
PMID:35443648,10.1186/s12891-022-05321-w,How to rectify the convex coronal imbalance in patients with unstable dystrophic scoliosis secondary to type I neurofibromatosis: experience from a case series.,BMC musculoskeletal disorders,2022,PMC9020035,Journal Article
PMID:35440040,10.1186/s40478-022-01362-3,Epigenetic and genomic profiling of chordoid meningioma: implications for clinical management.,Acta neuropathologica communications,2022,PMC9020042,Journal Article
PMID:35433111,10.1016/j.omtn.2022.03.011,Targeted exon skipping of ,Molecular therapy. Nucleic acids,2022,PMC8983316,Journal Article
PMID:35426462,10.1111/his.14664,Limited sinonasal Rosai-Dorfman disease presenting as chronic sinusitis.,Histopathology,2022,PMC9324200,Journal Article
PMID:35419473,10.1080/23723556.2021.1989262,A therapeutic window for preventive therapy in NF1-associated optic pathway glioma.,Molecular & cellular oncology,2021,PMC8997259,Journal Article
PMID:35418823,10.1159/000520722,Comprehensive Genetic Analysis of RASopathy in the Era of Next-Generation Sequencing and Definition of a Novel Likely Pathogenic >,Molecular syndromology,2022,PMC8928177,Journal Article
PMID:35390143,10.1182/blood.2021013983,TP53 copy number and protein expression inform mutation status across risk categories in acute myeloid leukemia.,Blood,2022,PMC9346958,Journal Article
PMID:35372080,10.3389/fonc.2022.774202,Identification of Germline Mutations in Upper Tract Urothelial Carcinoma With Suspected Lynch Syndrome.,Frontiers in oncology,2022,PMC8966221,Journal Article
PMID:35372070,10.3389/fonc.2022.836504,Sporadic Vestibular Schwannoma Size and Location Do not Correlate With the Severity of Hearing Loss at Initial Presentation.,Frontiers in oncology,2022,PMC8965062,Journal Article
PMID:35371718,10.7759/cureus.22376,A Clinico-Epidemiological Study of Neurofibromatosis Type 1 and Its Relation to Quality of Life: A Cross-Sectional Study From India.,Cureus,2022,PMC8940560,Journal Article
PMID:35356600,10.1159/000520953,Single Time Frame Overview of the Genetic Changes in Conjunctival Melanoma from Intraepithelial Disease to Invasive Melanoma: A Study of 4 Exenteration Specimens Illustrating the Potential Role of Cyclin D1.,Ocular oncology and pathology,2022,PMC8914236,Journal Article
PMID:35337307,10.1186/s12891-022-05248-2,Could screw/hook insertion at the apical vertebrae with rib head dislocation effectively retract the corresponding rib head from spinal canal in dystrophic scoliosis secondary to type 1 neurofibromatosis?,BMC musculoskeletal disorders,2022,PMC8953135,Journal Article
PMID:35334353,10.1016/j.ejpn.2022.03.004,Verbal learning and memory in youth with neurofibromatosis type 1 and plexiform neurofibromas: Relationships with disease severity.,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,2022,PMC10575344,Journal Article
PMID:35328218,10.3390/diagnostics12030664,Diencephalic Syndrome Due to Optic Pathway Gliomas in Pediatric Patients: An Italian Multicenter Study.,"Diagnostics (Basel, Switzerland)",2022,PMC8947184,Journal Article
PMID:35326581,10.3390/cancers14061423,Choroidal Abnormalities in Pediatric NF1: A Cohort Natural History Study.,Cancers,2022,PMC8946817,Journal Article
PMID:35325978,10.11005/jbm.2022.29.1.1,The Extracellular Signal-Regulated Kinase Mitogen-Activated Protein Kinase Pathway in Osteoblasts.,Journal of bone metabolism,2022,PMC8948490,Journal Article
PMID:35323371,10.3390/curroncol29030171,The Breast Cancer Screening and Timing of Breast MRI-Experience in a Genetic High-Risk Screening Clinic in a Comprehensive Cancer Center.,"Current oncology (Toronto, Ont.)",2022,PMC8947675,Journal Article
PMID:35313799,10.1186/s12610-022-00154-y,A rare case of penile schwannomatosis presenting with painful nocturnal penile tumescence.,Basic and clinical andrology,2022,PMC8935751,Journal Article
PMID:35291897,10.1177/10406387221081435,Cutaneous spindle cell tumors with features of peripheral nerve sheath tumors and concurrent cardiac involvement: neurofibromatosis type 1-like presentation in a Labrador Retriever dog.,"Journal of veterinary diagnostic investigation : official publication of the American Association of Veterinary Laboratory Diagnosticians, Inc",2022,PMC9254057,Journal Article
PMID:35288591,10.1038/s41598-022-07855-4,Bone metabolism in patients with type 1 neurofibromatosis: key role of sun exposure and physical activity.,Scientific reports,2022,PMC8921306,Journal Article
PMID:35262293,10.14341/probl12834,[Clinical and laboratory features of hereditary pheochromocytoma and paraganglioma].,Problemy endokrinologii,2021,PMC9761867,Journal Article
PMID:35261809,,A novel HDAC11 inhibitor potentiates the tumoricidal effects of cordycepin against malignant peripheral nerve sheath tumor through the Hippo signaling pathway.,American journal of cancer research,2022,PMC8899988,Journal Article
PMID:35255591,10.7181/acfs.2022.00633,Current concepts of neurofibromatosis type 1: pathophysiology and treatment.,Archives of craniofacial surgery,2022,PMC8901593,Journal Article
PMID:35248131,10.1186/s13023-022-02273-1,White matter is increased in the brains of adults with neurofibromatosis 1.,Orphanet journal of rare diseases,2022,PMC8898512,Journal Article
PMID:35211472,10.3389/fcell.2022.800650,Identification of Subtypes and a Delayed Graft Function Predictive Signature Based on Ferroptosis in Renal Ischemia-Reperfusion Injury.,Frontiers in cell and developmental biology,2022,PMC8861527,Journal Article
PMID:35211383,10.21037/acs-2021-taes-109,Endovascular therapy for patients with heritable thoracic aortic disease.,Annals of cardiothoracic surgery,2022,PMC8807421,Journal Article
PMID:35204451,10.3390/diagnostics12020360,Shear-Wave-Elastography in Neurofibromatosis Type I.,"Diagnostics (Basel, Switzerland)",2022,PMC8871512,Journal Article
PMID:35197298,10.1073/pnas.2122529119,zMADM (zebrafish mosaic analysis with double markers) for single-cell gene knockout and dual-lineage tracing.,Proceedings of the National Academy of Sciences of the United States of America,2022,PMC8892518,Journal Article
PMID:35187488,10.1093/noajnl/vdab194,Immune deconvolution and temporal mapping identifies stromal targets and developmental intervals for abrogating murine low-grade optic glioma formation.,Neuro-oncology advances,2022,PMC8852255,Journal Article
PMID:35159047,10.3390/cancers14030780,Epidemiology and Molecular Profile of Mucosal Melanoma: A Population-Based Study in Southern Europe.,Cancers,2022,PMC8833680,Journal Article
PMID:35158790,10.3390/cancers14030522,NanoString Digital Molecular Profiling of Protein and microRNA in Rhabdomyosarcoma.,Cancers,2022,PMC8833805,Journal Article
PMID:38162155,10.1055/s-0041-1742246,Genetic Profiling of Pediatric Patients with B-Cell Precursor Acute Lymphoblastic Leukemia.,Journal of pediatric genetics,2023,PMC10756719,Journal Article
PMID:35135568,10.1186/s13023-022-02195-y,A cross-sectional study of gender differences in quality of life domains in patients with neurofibromatosis type 1.,Orphanet journal of rare diseases,2022,PMC8822866,Journal Article
PMID:35127508,10.3389/fonc.2021.797505,The Mutational Landscape of Early-Onset Breast Cancer: A Next-Generation Sequencing Analysis.,Frontiers in oncology,2021,PMC8813959,Journal Article
PMID:35126798,10.1155/2022/4759871,Genetic Diversity of HPV 16 and HPV 18 Based on Partial Long Control Region in Iranian Women.,The Canadian journal of infectious diseases & medical microbiology = Journal canadien des maladies infectieuses et de la microbiologie medicale,2022,PMC8808245,Journal Article
PMID:35122289,10.1111/his.14626,CDX2 expression in malignant peripheral nerve sheath tumour: a potential diagnostic pitfall associated with PRC2 inactivation.,Histopathology,2022,PMC9097546,Journal Article
PMID:35116635,10.21037/tcr-21-240,Mutational status of main driver genes influences the prognosis of stage I-III lung adenocarcinoma patients underwent radical surgery.,Translational cancer research,2021,PMC8799213,Journal Article
PMID:35103816,10.1007/s00401-022-02404-9,High-grade glioma with pleomorphic and pseudopapillary features (HPAP): a proposed type of circumscribed glioma in adults harboring frequent TP53 mutations and recurrent monosomy 13.,Acta neuropathologica,2022,PMC9844519,Journal Article
PMID:35070393,10.21037/jgo-21-776,Specific genomic alterations and prognostic analysis of perihilar cholangiocarcinoma and distal cholangiocarcinoma.,Journal of gastrointestinal oncology,2021,PMC8748027,Journal Article
PMID:35051328,10.31616/asj.2021.0213,Epidemiology and Survival after Spinal Meningioma Surgery: A Nationwide Population-Based Study.,Asian spine journal,2022,PMC9827205,Journal Article
PMID:35036627,10.1016/j.conctc.2021.100883,Innovation in the treatment of persistent pain in adults with Neurofibromatosis Type 1 (NF1): Implementation of the iCanCope mobile application.,Contemporary clinical trials communications,2022,PMC8743203,Journal Article
PMID:35025020,10.1007/s11060-021-03936-y,Diagnostic value of ,Journal of neuro-oncology,2022,PMC8860956,Journal Article
PMID:35018490,10.1007/s00432-021-03906-x,Frequent FGFR1 hotspot alterations in driver-unknown low-grade glioma and mixed neuronal-glial tumors.,Journal of cancer research and clinical oncology,2022,PMC8930952,Journal Article
PMID:35005728,10.5152/TurkArchPediatr.2021.20165,Neurofibromatosis Type 1 in Children: A Single-Center Experience.,Turkish archives of pediatrics,2021,PMC8655961,Journal Article
PMID:35004058,10.7759/cureus.20244,Assessing Psychiatric Comorbidity and Pharmacologic Treatment Patterns Among Patients With Neurofibromatosis Type 1.,Cureus,2021,PMC8735883,Journal Article
PMID:35001007,10.4014/jmb.2108.08007,Reconstruction and Exploratory Analysis of mTORC1 Signaling Pathway and Its Applications to Various Diseases Using Network-Based Approach.,Journal of microbiology and biotechnology,2022,PMC9628786,Journal Article
PMID:34999632,10.1097/BPO.0000000000002048,Surgical Treatment of the Intraspinal Rib Head Dislocation in Children With Dystrophic Scoliosis Secondary to Type 1 Neurofibromatosis.,Journal of pediatric orthopedics,2022,PMC8815828,Journal Article
PMID:34997451,10.1007/s11060-021-03917-1,Impacts of genotypic variants on survival following reoperation for recurrent glioblastoma.,Journal of neuro-oncology,2022,PMC9338692,Journal Article
PMID:34994964,10.1007/s11060-021-03941-1,Tumor load rather than contrast enhancement is associated with the visual function of children and adolescents with optic pathway glioma - a retrospective Magnetic Resonance Imaging study.,Journal of neuro-oncology,2022,PMC8860805,Journal Article
PMID:34992902,10.25259/SNI_687_2021,Long-term outcomes of rotating gamma knife for vestibular schwannoma: A 4-year prospective longitudinal study of 89 consecutive patients in Vietnam.,Surgical neurology international,2021,PMC8720424,Journal Article
PMID:34988040,10.3389/fped.2021.785982,Identification of ,Frontiers in pediatrics,2021,PMC8721095,Journal Article
PMID:34987881,10.1212/CPJ.0000000000001089,Predictive Modeling for Clinical Features Associated With Neurofibromatosis Type 1.,Neurology. Clinical practice,2021,PMC8723929,Journal Article
PMID:34986841,10.1186/s12885-021-08908-z,The clinical significance of adenomatous polyposis coli (APC) and catenin Beta 1 (CTNNB1) genetic aberrations in patients with melanoma.,BMC cancer,2022,PMC8734243,Journal Article
PMID:34966502,10.5704/MOJ.2111.015,Pre-operative Halo-Pelvic Traction for Neurofibromatosis Patients with Severe Proximal Thoracic Spinal Deformity: Indications and Early Treatment Outcome.,Malaysian orthopaedic journal,2021,PMC8667250,Journal Article
PMID:34948100,10.3390/ijms222413308,Neurofibromin Deficiency Causes Epidermal Growth Factor Receptor Upregulation through the Activation of Ras/ERK/SP1 Signaling Pathway in Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheet Tumor.,International journal of molecular sciences,2021,PMC8706697,Journal Article
