_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,assessmentName
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,Reading the Mind in the Eyes Test-Child 28 items assessing the ability to determine a person's thoughts or feelings based on a picture of only their eyes S,0.85,Accept,Experimental Usage,Reading the Mind in the Eyes Test-Child
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,Faux Pas Task 20 short stories assessing the ability to identify a social faux pas S,0.85,Accept,Experimental Usage,Faux Pas Task
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"Strange Stories 14 short stories assessing the ability to attribute mental states (eg, desires, beliefs or intentions) or perceive what a character knows, as well as four control comprehension stories S",0.85,Accept,Experimental Usage,Strange Stories
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"CELF-Preschool-2 2 subtests assessing knowledge of grammatical rules in a sentence completion task and the ability to name objects, people and activities Y",0.85,Accept,Experimental Usage,CELF-Preschool-2
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"CELF-4 Formulated Sentences 28 items assessing the ability to formulate semantically and grammatically correct spoken sentences using given words (eg, car), based on an illustration S",0.85,Accept,Experimental Usage,CELF-4 Formulated Sentences
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,NEPSY-II Comprehension of Instructions 33 items assessing the ability to comprehend and follow multistep instructions of increasing complexity S,0.85,Accept,Experimental Usage,NEPSY-II Comprehension of Instructions
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"SRS-2 65 items assessing the presence and severity of ASD symptoms including social awareness, social cognition, social communication, social motivation and restricted interests and repetitive behaviour Y, S",0.9,Accept,Experimental Usage,SRS-2
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,CADS 26 items assessing ADHD symptoms of impulsivity/hyperactivity and inattention Y,0.85,Accept,Experimental Usage,CADS
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"Conners 3 110 items assessing ADHD symptom and comorbid disorders including oppositional defiant and conduct problems, executive functions, learning problems, peer relations and defiance/aggression S",0.85,Accept,Experimental Usage,Conners 3
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"BRIEF-Preschool 63 items assessing executive functions within the home environment, including working memory, mental set shifting, response inhibition, emotional control and planning/organisation Y",0.85,Accept,Experimental Usage,BRIEF-Preschool
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"BRIEF 86 items assessing executive functions in the home environment, including working memory, mental set shifting, response inhibition, emotional control, planning/organisation, organisation of materials, initiation and behaviour monitoring S",0.85,Accept,Experimental Usage,BRIEF
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"ABAS-3: 0–5 years 241 items assessing adaptive functioning skills, including communication, community use, preacademics, home living, health and safety, leisure, self-care, self-direction and social abilities Y",0.85,Accept,Experimental Usage,ABAS-3: 0–5 years
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"ABAS-3: 5–21 years 232 items assessing adaptive functioning skills, including communication, community use, functional academics, home living, health and safety, leisure, self-care, self-direction and social abilities S",0.85,Accept,Experimental Usage,ABAS-3: 5–21 years
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"SSIS Rating Scale 79 items assessing social skills, problem behaviours and academic competence Y, S",0.85,Accept,Experimental Usage,SSIS Rating Scale
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"Sensory Profile 2 86 items assessing sensory processing, including auditory, visual, taste/smell, movement, body position, touch, plus behavioural skills including activity levels and emotional/social skills Y, S",0.85,Accept,Experimental Usage,Sensory Profile 2
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"CBCL: 1.5–5 years 100 items assessing internalising and externalising problems, emotional reactivity, anxiety/depression, somatic complaints, withdrawal, sleep problems, attention problems and aggressive behaviours Y",0.85,Accept,Experimental Usage,CBCL: 1.5–5 years
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"CBCL: 6–18 years 113 items assessing internalising and externalising problems, emotional reactivity, anxiety/depression, somatic complaints, withdrawal, sleep problems, attention problems and aggressive behaviours S",0.85,Accept,Experimental Usage,CBCL: 6–18 years
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"CCC-2 70 items assessing speech, syntax, semantics, coherence, inappropriate initiation, stereotyped language, use of context, non-verbal communication, social relations and interests Y, S",0.85,Accept,Experimental Usage,CCC-2
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"The ADI-R is a semistructured, standardised diagnostic interview designed to assess core aspects of ASD. The ADI-R is administered to a parent/caregiver by a trained clinician and consists of 95 items...",0.95,Accept,Experimental Usage,ADI-R
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"The ADOS-2 is a semi-structured, standardised child-direct observational assessment designed to assess reciprocal social interaction and communication, play and use of imagination.",0.95,Accept,Experimental Usage,ADOS-2
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,Neuroimaging data will be obtained on a 3-Tesla Siemens MAGNETOM Prisma MRI scanner with a 64-channel head coil at both MCRI and CHW sites.,0.9,Accept,Experimental Usage,3-Tesla Siemens MAGNETOM Prisma MRI scanner
PMID:31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,,"Only the MCRI site will acquire two GABA-edited magnetic resonance spectra using the localised spectroscopy sequence MEGA-PRESS, developed by CMRR...",0.85,Accept,Experimental Usage,MEGA-PRESS
PMID:38499890,10.1186/s41687-024-00714-y,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",,The PlexiQoL questionnaire is a disease-specific QoL measure for adults with NF1-associated plexiform neurofibromas. The aim of this study was to adapt and validate a Dutch version,0.95,Accept,Development,PlexiQoL
PMID:38499890,10.1186/s41687-024-00714-y,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",,The Nottingham Health Profile (NHP) questionnaire was used as comparator questionnaire to evaluate convergent validity,0.9,Accept,Experimental Usage,Nottingham Health Profile (NHP)
PMID:32839340,10.1073/pnas.2008391117,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific ,,Gross motor coordination function was evaluated using the Rotarod (Med Associates),0.9,Accept,Experimental Usage,Rotarod
PMID:32839340,10.1073/pnas.2008391117,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific ,,Imaging was performed with a 9.4-T BioSpec 94/20 USR MRI (Bruker BioSpin MRI),0.9,Accept,Experimental Usage,BioSpec 94/20 USR MRI
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,General intellectual functioning was assessed by the third version of the Brazilian Wechsler Intelligence Scales (WAIS-III for adults and WISC-III for children),0.9,Accept,Experimental Usage,WAIS-III
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,General intellectual functioning was assessed by the third version of the Brazilian Wechsler Intelligence Scales (WAIS-III for adults and WISC-III for children),0.9,Accept,Experimental Usage,WISC-III
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,The Nine-Hole Peg Test was performed as a measure of finger dexterity. It measures the time (in seconds) needed to complete the test,0.85,Accept,Experimental Usage,Nine-Hole Peg Test
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,The Rey-Osterrieth Complex Figure Test was implemented as a measure of the visuospatial cognitive domain,0.85,Accept,Experimental Usage,Rey-Osterrieth Complex Figure Test
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,Immediate (A6) and delayed recalls (A7) of the Brazilian-Portuguese version of the Rey Auditory-Verbal Learning Test (RAVLT) were taken as measures,0.85,Accept,Experimental Usage,Rey Auditory-Verbal Learning Test (RAVLT)
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,"Assessment of this cognitive domain was performed by a Category Fluency Test (""animals"")",0.8,Accept,Experimental Usage,Category Fluency Test
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,"and by Lexical Fluency Test letters (F, A, and S)",0.8,Accept,Experimental Usage,Lexical Fluency Test
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,The Five Digits Test (FDT) is a numeric-Stroop paradigm designed to assess attentional processes,0.85,Accept,Experimental Usage,Five Digits Test (FDT)
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,"For working memory evaluation, we used the Digit Span according to the WAIS-III or WISC-III, and the Corsi block-tapping task",0.8,Accept,Experimental Usage,Corsi block-tapping task
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,The Tower of London Test was used as a measure of Planning Skills,0.8,Accept,Experimental Usage,Tower of London Test
PMID:30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,,"Resting-state 18F-FDG PET/CT brain images were acquired in a GE Discovery 690 (GE Healthcare, Millwalke, EUA) scanner",0.9,Accept,Experimental Usage,GE Discovery 690
PMID:28848060,10.1136/jmedgenet-2017-104519,Genetic Severity Score predicts clinical phenotype in NF2.,,We have assessed NF2 clinical phenotype in 142 patients in relation to the UK NF2 Genetic Severity Score to validate its use as a clinical and research tool.,0.95,Accept,Experimental Usage,UK NF2 Genetic Severity Score
PMID:28848060,10.1136/jmedgenet-2017-104519,Genetic Severity Score predicts clinical phenotype in NF2.,,"Quality of life was assessed using the 8-item NF2 disease-specific quality of life score (0–24), with good internal reliability (Cronbach's α=0.87).",0.9,Accept,Experimental Usage,8-item NF2 disease-specific quality of life score
PMID:28848060,10.1136/jmedgenet-2017-104519,Genetic Severity Score predicts clinical phenotype in NF2.,,all patients known to the Oxford NF2 centre who met the Manchester NF2 diagnostic criteria and consented to genetic testing were analysed,0.85,Accept,Experimental Usage,Manchester NF2 diagnostic criteria
PMID:28848060,10.1136/jmedgenet-2017-104519,Genetic Severity Score predicts clinical phenotype in NF2.,,"Hearing grade was assigned based on a score of 1–6, as used within the English NF2 service to indicate suitability for a hearing implant",0.8,Accept,Experimental Usage,hearing grade score of 1–6
PMID:32438526,10.1002/lary.28671,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,,Gait was analyzed using the Noldus Cat-Walk XT system as before,0.9,Accept,Experimental Usage,Noldus Cat-Walk XT system
PMID:24559228,10.1186/1866-1955-6-4,Abnormal late visual responses and alpha oscillations in neurofibromatosis type 1: a link to visual and attention deficits.,,"We administered the Portuguese adapted version of the Wechsler Intelligence Scale for Children (WISC-III), in all participants with NF1",0.95,Accept,Experimental Usage,Wechsler Intelligence Scale for Children (WISC-III)
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,"Quality of life was assessed by parent reported questionnaires, including the Pediatric Quality of Life (PedsQL™) Generic 4.0 and Neuromuscular (3.0) modules",0.95,Accept,Experimental Usage,PedsQL™ Generic 4.0
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,"Quality of life was assessed by parent reported questionnaires, including the Pediatric Quality of Life (PedsQL™) Generic 4.0 and Neuromuscular (3.0) modules",0.95,Accept,Experimental Usage,PedsQL™ Neuromuscular 3.0
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,quality of life (Pediatric Quality of Life and Child Behavior Checklist for ages 6–18). ...The Child Behavior Checklist for ages 6–18 or CBCL/6‐18 (©ASEBA 2020),0.95,Accept,Experimental Usage,CBCL/6-18
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,Body fat was measured using the MC‐780MA Tanita Tokyo body composition analyzer. The MC‐780MA body composition analyzer divides the human body into five sections,0.9,Accept,Experimental Usage,MC-780MA Tanita Tokyo body composition analyzer
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,"Maximal isometric strength of three muscle groups...were tested using hand‐held dynamometry by a trained clinical evaluator (Citec; CIT Tehcnics, Harren, the Netherlands)",0.85,Accept,Experimental Usage,Citec hand-held dynamometer
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,"Fine motor endurance was evaluated by the Handwriting Speed Test (Wallen et al., 1996) that gives a raw score in letters per minute",0.9,Accept,Experimental Usage,Handwriting Speed Test
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,,"gross motor endurance by the 6MWT, which was completed barefoot on a point‐to‐point, 25‐m long, flat, straight, hard surfaced track",0.9,Accept,Experimental Usage,6-minute-walk test
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,,...provided feedback about existing pain measures (Numeric Rating Scale-11 and Pain Interference Index) assessing these domains (cognitive debriefing)...,0.9,Accept,Experimental Usage,Numeric Rating Scale-11
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,,"...The self-report NRS-11 has been used in numerous studies, including as a primary outcome measure, to assess pain intensity...",0.9,Accept,Experimental Usage,NRS-11
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,,...provided feedback about existing pain measures (Numeric Rating Scale-11 and Pain Interference Index) assessing these domains...,0.9,Accept,Experimental Usage,Pain Interference Index
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,,...The PII is a 6-item questionnaire developed to assess the extent to which pain interferes with six different aspects of daily functioning...,0.9,Accept,Experimental Usage,PII
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,,"...the measures' instructions, items, and formatting were modified to create the PAin INtensity Scale for plexiform neurofibromas (PAINS-pNF)...",0.95,Accept,Development,PAINS-pNF
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,,...and the Pain Interference Index for plexiform neurofibromas (PII-pNF) for administration on a mobile app or web-based platform...,0.95,Accept,Development,PII-pNF
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,,"QOL was assessed with the PedsQL 4.0 Generic Core Scales at baseline and prior to cycles 4, 8, 12, 18, and 24. This 23-item questionnaire yields subscale scores...",0.95,Accept,Experimental Usage,PedsQL 4.0 Generic Core Scales
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,,Toxicity was graded according to the NCI Common Terminology Criteria for Adverse Events (CTCAE) v3.0.,0.9,Accept,Experimental Usage,NCI Common Terminology Criteria for Adverse Events (CTCAE) v3.0
PMID:41591566,10.1007/s00401-026-02979-7,FAP expression as a marker of malignant transformation enabling in vivo characterization in peripheral nerve sheath tumors: a multimodal and translational study.,,"Scans were obtained on a dedicated PET/CT scanner (Biograph mCT 40; Siemens Healthineers, Erlangen, Germany)",0.9,Accept,Experimental Usage,Biograph mCT 40 (Siemens Healthineers)
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,"Patients completed generic measures (SF-36, EQ-5D-5L, and PROMIS pain interference)",0.95,Accept,Experimental Usage,SF-36
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,"Patients completed generic measures (SF-36, EQ-5D-5L, and PROMIS pain interference)",0.95,Accept,Experimental Usage,EQ-5D-5L
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,"Patients completed generic measures (SF-36, EQ-5D-5L, and PROMIS pain interference)",0.95,Accept,Experimental Usage,PROMIS pain interference
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,disease-specific questionnaires (PedsQL NF1 module and the NFTI-QOL for NF2),0.95,Accept,Experimental Usage,PedsQL NF1 module
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,disease-specific questionnaires (PedsQL NF1 module and the NFTI-QOL for NF2),0.95,Accept,Experimental Usage,NFTI-QOL
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,the clinicians also rated the disease visibility using the Ablon visibility index,0.9,Accept,Experimental Usage,Ablon visibility index
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,physicians also completed the House and Brackmann facial nerve scale that rates facial nerve impairments,0.9,Accept,Experimental Usage,House and Brackmann facial nerve scale
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,"PROMIS pain interference short form 8a: This is an 8-item questionnaire, assessing how pain affects social, cognitive, physical",0.95,Accept,Experimental Usage,PROMIS pain interference short form 8a
PMID:32642740,10.1093/noajnl/vdaa003,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,,"PedsQL NF1 adult module: This is a 74-item self-reported measure, specifically developed for NF1",0.95,Accept,Experimental Usage,PedsQL NF1 adult module
PMID:24375753,10.1002/ana.24093,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,,Visual acuity (n=20 mice per group) was assessed using the virtual optokinetic system (VOS) under photopic conditions (1.8 log cd/m 10 2 ),0.85,Accept,Experimental Usage,virtual optokinetic system (VOS)
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,Closed mid-diaphyseal fracture of the tibia was created by three-point bending with an Einhorn device,0.8,Accept,Experimental Usage,Einhorn device
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,"μCT analyses were performed using a high-resolution benchtopScancoμ CT 40 system (Scanco Medical, Bassersdorf, Switzerland)",0.9,Accept,Experimental Usage,ScancoμCT 40 system
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,Three-point-bending was accomplished in displacement control on an InstronDynamight 4481 servo-hydraulic material testing apparatus,0.9,Accept,Experimental Usage,InstronDynamight 4481
PMID:34377779,10.1212/NXG.0000000000000616,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,,Performance tasks (Cogstate) and observer-reported functioning (BRIEF) were the primary outcomes...participants completed the cognitive assessment (Cogstate),0.9,Accept,Experimental Usage,Cogstate
PMID:34377779,10.1212/NXG.0000000000000616,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,,observer-reported functioning (BRIEF) were the primary outcomes...a consistent parent completed a questionnaire of executive functioning (Behavior Rating Inventory of Executive Function; BRIEF),0.9,Accept,Experimental Usage,BRIEF
PMID:34377779,10.1212/NXG.0000000000000616,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,,a consistent parent completed a questionnaire of executive functioning (Behavior Rating Inventory of Executive Function; BRIEF),0.85,Accept,Experimental Usage,Behavior Rating Inventory of Executive Function
PMID:34377779,10.1212/NXG.0000000000000616,Impact of MEK Inhibitor Therapy on Neurocognitive Functioning in NF1.,,"individual-level analyses (Reliable Change Index, RCI) were used...using a Reliable Change Index (RCI) methodology, which generates a confidence interval",0.8,Accept,Experimental Usage,Reliable Change Index
PMID:32869517,10.1002/mgg3.1400,Genome-wide association study of café-au-lait macule number in neurofibromatosis type 1.,,"A Wood's lamp, which makes CALMs more visible, was used for CALM counting in CALM1, but not in CALM2.",0.8,Accept,Experimental Usage,Wood's lamp
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,"Mice were placed in a cesium-137 source (J.L. Shepherd & Associates, San Fernando, CA) animal irradiator and shielded with an iron collimator",0.8,Accept,Experimental Usage,cesium-137 source (J.L. Shepherd & Associates)
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,"Photographs of histology were taken with an Olympus BX41 microscope, using Olympus UplanFl 10X/0.3 and 20X/0.5 objectives.",0.8,Accept,Experimental Usage,Olympus BX41 microscope
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,An attached Olympus DP72 camera and Adobe Photoshop CS2 were used to capture the images.,0.8,Accept,Experimental Usage,Olympus DP72 camera
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,"Assay C2557613_10 was used to genotype using the Taq amplification method in a 7900 HT Fast Real-Time PCR system (Applied Biosystems, USA).",0.85,Accept,Experimental Usage,7900 HT Fast Real-Time PCR system (Applied Biosystems)
PMID:36241865,10.1038/s12276-022-00850-9,Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,,"The 22-point (0–21) Basso, Beattie, and Bresnahan (BBB) open-field locomotor test was used to assess hindlimb locomotor function",0.9,Accept,Experimental Usage,BBB open-field locomotor test
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,"Motor function and motor learning were evaluated by rotarod apparatus. 1 hr before the rotarod test, mice were transferred from the holding room",0.9,Accept,Experimental Usage,Rotarod apparatus
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,The Distress Thermometer (DT) was designed as a brief screening tool to assess for distress in adult cancer patients...adapted DT to screen for distress in a pediatric oncology inpatient setting,0.95,Accept,Experimental Usage,Distress Thermometer (DT)
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,"The CDI–S (Kovacs, 1992) is a 10-item self-report measure for depression in children, ages 7 to 17 years. The CDI was completed by all patients ages 7–17.",0.9,Accept,Experimental Usage,Children's Depression Inventory (CDI-S)
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,"The CDI Parent Version (CDI-P) is derived directly from the CDI, is scored identically and has similar psychometric properties...The CDI-P was completed by caregivers of all patients",0.9,Accept,Experimental Usage,Children's Depression Inventory Parent Version (CDI-P)
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,"The BSI-18 (Derogatis et al., 2004) is an 18-item self-report measure to screen for psychological distress and psychiatric disorders...patients ages 18–21 were administered the Depression dimension",0.9,Accept,Experimental Usage,Brief Symptom Inventory 18 (BSI-18)
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,Medical providers completed a Lansky score for patients 17 years and younger...These scores indicate the disease severity and functional capabilities of the patient,0.85,Accept,Experimental Usage,Lansky score
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,Medical providers completed...a Karnofsky score for patients 18 years and older. These scores indicate the disease severity and functional capabilities of the patient,0.85,Accept,Experimental Usage,Karnofsky score
PMID:28735371,10.1007/s10897-017-0128-1,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,,"Patients, primary caregivers, and the child's primary medical provider rated on a scale of 1–4 how easy or difficult the DT was to complete...The DT Acceptability and Feasibility Scales were developed by the study investigators",0.8,Accept,Development,Distress Thermometer Acceptability and Feasibility Scales
PMID:33085177,10.1002/mgg3.1530,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,,The PlexiQoL is the first disease-specific PRO assessing the ability of adults with NF-1 associated pNFs to meet their basic human needs.,1.0,Accept,Development,PlexiQoL
PMID:33085177,10.1002/mgg3.1530,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,,"The comparator measure used in the UK was the Nottingham Health Profile (NHP; Hunt et al., 1981)",0.9,Accept,Experimental Usage,Nottingham Health Profile (NHP)
