_pmid,_doi,_publicationTitle,resourceName,resourceType,observationType,details,foundIn,contextSnippet,confidence
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,DARPP32 antibody,antibody,Biomarker,Reduced DARPP32 phosphorylation found in striatum of CKO mice using IHC,Results,"Using IHC ( Fig. 1A ) and Western blotting ( Fig. 1B ), we found reduced DARPP32 phosphorylation, a key protein activated by DA release, in the striatum of CKO mice",0.9
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,p-DARPP32 antibody,antibody,Biomarker,Reduced DARPP32 phosphorylation found in striatum of CKO mice using Western blotting,Results,"Using IHC ( Fig. 1A ) and Western blotting ( Fig. 1B ), we found reduced DARPP32 phosphorylation, a key protein activated by DA release, in the striatum of CKO mice",0.9
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,p-MAPK antibody,antibody,Biomarker,"MAPK activation used as surrogate marker for RAS activity, attenuated after Lovastatin treatment",Results,"which is attenuated after treatment with the HMG-CoA reductase inhibitor, Lovastatin ( Li et al., 2005 ), using MAPK activation as a surrogate marker for RAS activity",0.85
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,MC-780MA Tanita Tokyo body composition analyzer,clinical_assessment_tool,Biomarker,"Mean reduction in fat mass by 0.8% (SD 4.5, p = 0.76) and mean reduction in fat amount by 2.8% (SD 4.4, p = 0.21), neither statistically significant",Results,"Bioelectrical impedance analysis was performed to assess the effect of L‐carnitine supplementation on body fat mass (kg) or amount (% body weight), due to its primary role in fat metabolism. There was a mean reduction in fat mass by 0.8% (SD 4.5, p = 0.76), and mean reduction in fat amount by 2.8% (SD 4.4, p = 0.21)",0.95
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,Citec hand-held dynamometer,clinical_assessment_tool,Efficacy,No significant improvement in grip strength (95% CI −2.49 to 10.15; p = 0.18); mean 53% increase in dorsiflexion strength (95% CI 8.89–60.75; p = 0.02) and mean 66% increase in plantarflexion strength (95% CI 12.99–134.1; p = 0.03),Results,"Following 12 weeks of L‐carnitine supplementation, there was no significant improvement in grip strength (95% CI −2.49 to 10.15; p = 0.18); however, there was a mean 53% increase in dorsiflexion strength (95% CI 8.89–60.75; p = 0.02) and a mean 66% increase in plantarflexion strength",0.95
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,Citec hand-held dynamometer,clinical_assessment_tool,Efficacy,Z-score improvement of dorsiflexion strength from −1.57 to −0.32 (95% CI 0.17–2.33; p = 0.03) and plantarflexion strength from −1.98 to −0.15 (95% CI 0.08–3.59; p = 0.04),Results,"After 12 weeks of L‐carnitine supplementation, there was an average Z‐score improvement of dorsiflexion strength from −1.57 to −0.32 (95% CI 0.17–2.33; p = 0.03) and plantarflexion strength from −1.98 to −0.15 (95% CI 0.08–3.59; p = 0.04)",0.95
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,Handwriting Speed Test,clinical_assessment_tool,Efficacy,"Handwriting speed increased by 15% on average; however, due to considerable variability in participant performance, this failed to reach statistical significance (95% CI −7.38 to 20.24; p = 0.28)",Results,"Furthermore, handwriting speed was increased by 15% on average; however, due to the considerable variability in participant performance, this failed to reach statistical significance (95% CI −7.38 to 20.24; p = 0.28)",0.9
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,6-minute-walk test,clinical_assessment_tool,Efficacy,Mean 10% improvement observed for the 6MWT after 12-weeks of L‐carnitine supplementation (95% CI 5.88–75.45; p = 0.03),Results,"A mean 10% improvement was also observed for the 6MWT after 12‐weeks of L‐carnitine supplementation (95% CI 5.88–75.45; p = 0.03). To note, the 6MWT of participant two was excluded due to cramping during testing time",0.95
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,6-minute-walk test,clinical_assessment_tool,Efficacy,6MWT Z-score improved from −3.2 to −2.38 (95% CI 0.34–1.3; p = 0.01),Results,"Long jump Z‐score improved from −2.05 to −1.5 (95% CI 0.15–0.95; p = 0.02), and 6MWT from −3.2 to −2.38 (95% CI 0.34–1.3; p = 0.01)",0.95
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,PedsQL Generic 4.0,clinical_assessment_tool,Behavioral,"Trend toward improvement on the physical health summary domain (median 46.9, IQR 42.2–60.9 to median 71.9, IQR 51.6–87.5); other domains showed no significant differences",Results,"Comparison of PedsQL™ scores between baseline and 12‐weeks posttreatment showed a trend toward improvement on the physical health summary domain of the generic module (median 46.9, interquartile range [IQR] 42.2–60.9 to median 71.9, IQR 51.6–87.5)",0.85
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,PedsQL Neuromuscular 3.0,clinical_assessment_tool,Behavioral,"Neuromuscular disease summary, communication summary, and family resources summary scores showed no significant differences",Results,"Other domains, including psychosocial health summary, neuromuscular disease summary, communication summary, and family resources summary scores showed no significant differences suggesting that L‐carnitine supplementation does not interfere with participant's quality of life",0.85
PMID:34155781,10.1002/ajmg.a.62392,L-carnitine supplementation for muscle weakness and fatigue in children with neurofibromatosis type 1: A Phase 2a clinical trial.,CBCL/6-18,clinical_assessment_tool,Behavioral,"Majority of children (4/6) fell within clinical range of >2 syndrome scales at baseline, reduced to 2/6 children following 12-weeks posttreatment; however, no statistically significant differences detected due to sample size and interparticipant variability",Results,"Majority of the children (4/6) fell within the clinical range of >2 syndrome scales at baseline. This was reduced to 2/6 children following 12‐weeks posttreatment. However, no statistically significant differences could be detected due to sample size and interparticipant variability",0.85
PMID:31462295,10.1186/s40478-019-0792-5,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,Cy3-labeled peptide nucleic acid (PNA) probe complementary to the mammalian telomere repeat sequence,genetic_reagent,Biomarker,Successfully detected ALT in 23 of 70 (32.9%) NF1-associated gliomas and 25 of 148 (17%) MPNSTs,Results,ALT was present in 23 (of 70; 32.9%) tumors...ALT was present in 25 (of 148; 17%) MPNSTs from unique patients,0.95
PMID:31462295,10.1186/s40478-019-0792-5,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,"ATRX antibody (Rabbit polyclonal, 1:200 dilution, catalog# HPA001906 Sigma-Aldrich)",antibody,Biomarker,"Detected ATRX loss in 17 of 23 (74%) ALT-positive gliomas (14 complete, 3 partial) and 6 of 10 ALT-positive MPNSTs",Results,"Among 23 cases with ALT, ATRX loss was present in 17 (74%) (14 complete, 3 partial)...Within the ALT-positive MPNSTs, 6 (of 10) from distinct patients had ATRX protein loss",0.95
PMID:31462295,10.1186/s40478-019-0792-5,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,"DAXX (Rabbit polyclonal, 1:100 dilution, catalog# HPA008736, Atlas Antibodies)",antibody,Biomarker,DAXX protein was preserved in all 11 tested ALT-positive glioma cases and showed partial loss in only 1 of 10 ALT-positive MPNST cases,Results,DAXX was preserved in 11 (of 11) cases...Partial DAXX loss was present in 1 (of 10) cases,0.92
PMID:31462295,10.1186/s40478-019-0792-5,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,"H3K27me3 mouse monoclonal antibody (Abcam, Cat# ab6002)",antibody,Biomarker,"All 10 ALT-positive MPNST cases showed retained H3K27 trimethylation, distinguishing them from typical MPNST with PRC2 alterations",Results,all 10 cases showed retained H3K27 trimethylation,0.9
PMID:31462295,10.1186/s40478-019-0792-5,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,Agilent custom-designed bait set covering the full coding regions of 644 cancer associated genes,genetic_reagent,Biomarker,"Identified pathogenic NF1 mutations in all 6 ALT-positive gliomas and all 3 ALT-positive MPNSTs sequenced, with ATRX mutations in 3 of 6 gliomas and 2 of 3 MPNSTs",Results,all 6 had pathogenic NF1 mutations...Three (of 6) had ATRX mutations...All 3 ALT-positive MPNST had pathogenic NF1 mutations,0.93
PMID:31462295,10.1186/s40478-019-0792-5,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,GraphPad Prism version 8.0,computational_tool,Other,Demonstrated statistically significant survival differences: ALT-positive NF1-gliomas had median survival of 18 months vs 69 months for long telomeres (p < 0.0001),Results,"median overall survival for patients with an ALT-positive tumor was only 18 months and significantly differed compared to patients with either long (69 months) or normal telomeres (not reached) (p < 0.0001, log rank test)",0.95
PMID:35087195,10.1038/s41380-021-01422-5,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,Wechsler Intelligence Scale,clinical_assessment_tool,Behavioral,NS group demonstrated lower full-scale IQ compared to TD group,Results,The NS group demonstrated lower full-scale IQ and lower scores for most NEPSY-II subtests,0.8
PMID:35087195,10.1038/s41380-021-01422-5,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,A Developmental NEuroPSYchological Assessment (NEPSY-II),clinical_assessment_tool,Behavioral,NS group showed lower scores for most NEPSY-II subtests compared to TD group,Results,The NS group demonstrated lower full-scale IQ and lower scores for most NEPSY-II subtests,0.8
PMID:35087195,10.1038/s41380-021-01422-5,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,A Developmental NEuroPSYchological Assessment (NEPSY-II),clinical_assessment_tool,Other,"PCA reduced NEPSY-II data into 3 components accounting for 49.5% of variance, with first component (30.1% variance) strongly correlated with IQ (r(57) = −0.790, p<0.0001)",Results,"PCA reduced NEPSY-II data into 3 components while accounting for 49.5% of the variance...The first component (accounting for 30.1% of the variance)...was strongly correlated with IQ (r(57) = −0.790, p<0.0001)",0.95
PMID:35087195,10.1038/s41380-021-01422-5,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,A Developmental NEuroPSYchological Assessment (NEPSY-II),clinical_assessment_tool,Behavioral,"Within NS group, inhibition/motor component was significantly related to connectivity within left frontoparietal and limbic clusters (p<0.05), relationships not significant in TD group (p>0.10)",Results,Within the NS group the inhibition/motor component was significantly related to connectivity within with left frontoparietal and limbic clusters (p<0.05)...These relationships were not significant within the TD group (p>0.10),0.9
PMID:35087195,10.1038/s41380-021-01422-5,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,melodic v3.15,computational_tool,Other,"ICA demonstrated significant hyperconnectivity for NS group relative to TD group for four of eight canonical RSNs: visual, ventral attention, left frontoparietal and limbic (p<0.05 FEW)",Results,"ICA demonstrated significant hyperconnectivity for the NS group relative to the TD group for four of eight canonical RSNs: visual, ventral attention, left frontoparietal and limbic (p<0.05 FEW",0.9
PMID:35087195,10.1038/s41380-021-01422-5,Altered canonical and striatal-frontal resting state functional connectivity in children with pathogenic variants in the Ras/mitogen-activated protein kinase pathway.,Tanner staging,clinical_assessment_tool,Other,NS and TD groups did not differ in Tanner stage (p>0.09),Results,"NS and TD groups did not differ in age, sex or Tanner stage (all p's >0.09",0.9
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,SeqCap EZ Human Exome Library,genetic_reagent,Mechanistic,Successfully identified constitutional NF1 mutations in 15 of 16 individuals with tibial pseudoarthrosis,Results,"WES identified the constitutional NF1 mutation in 15 of 16 individuals, which predicted missense (n=3), nonsense (n=4), frameshift (n=3) and splice-site (n=5) changes",0.95
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,TruSeq Exome kit,genetic_reagent,Mechanistic,Successfully identified constitutional NF1 mutations in 15 of 16 individuals with tibial pseudoarthrosis,Results,"WES identified the constitutional NF1 mutation in 15 of 16 individuals, which predicted missense (n=3), nonsense (n=4), frameshift (n=3) and splice-site (n=5) changes",0.95
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,Burrow-Wheeler aligner,computational_tool,Mechanistic,Successfully processed sequencing data to enable identification of NF1 mutations and somatic variants in pseudoarthrosis samples,Results,"WES identified the constitutional NF1 mutation in 15 of 16 individuals...Additional somatic sequence mutations, including three nonsense, two frameshift and one splice-site changes, were confirmed in six additional individuals",0.85
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,Genome Analysis Toolkit,computational_tool,Mechanistic,Successfully processed sequencing data to enable identification of NF1 mutations and somatic variants in pseudoarthrosis samples,Results,"WES identified the constitutional NF1 mutation in 15 of 16 individuals...Additional somatic sequence mutations, including three nonsense, two frameshift and one splice-site changes, were confirmed in six additional individuals",0.85
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,TopHat,computational_tool,Mechanistic,"Successfully processed RNA-seq data to identify differential gene expression, detecting 258 genes with altered expression associated with neurofibromin deficiency",Results,Differentially expressed genes with greater than 2-fold expression difference in pseudoarthrosis samples compared to control samples were identified...This analysis identified 258 genes with differential expression associated with bi-allelic NF1 inactivation,0.9
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,EdgeR software,computational_tool,Mechanistic,Successfully identified 258 differentially expressed genes with greater than 2-fold expression difference and FDR-adjusted p<0.05 in pseudoarthrosis samples,Results,Differentially expressed genes with greater than 2-fold expression difference in pseudoarthrosis samples compared to control samples were identified with false discovery rate (FDR)-adjusted FDRp<0.05...This analysis identified 258 genes,0.95
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,Alexa Fluor 647-conjugated anti-phospho-ERK1/2 primary antibody,antibody,Mechanistic,Detected no quantitative increase in ERK activation (phosphorylation) in pseudoarthrosis cells compared to individual-matched iliac crest cells,Results,"Using fluorescent-activated flow cytometry, we detected no quantitative increase in ERK activation (phosphorylation) in pseudoarthrosis cells compared to individual-matched iliac crest cells",0.95
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,INFLUX cell sorter,advanced_cellular_model,Mechanistic,"Successfully analyzed ERK phosphorylation levels in pseudoarthrosis cells versus control cells, showing no quantitative increase in ERK activation",Results,"Using fluorescent-activated flow cytometry, we detected no quantitative increase in ERK activation (phosphorylation) in pseudoarthrosis cells compared to individual-matched iliac crest cells",0.9
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,NVivo software,computational_tool,Other,Used for qualitative data analysis in developing patient reported outcome measures,Discussion,"Using qualitative data from patients and expert input, two PRO measures were developed that assess pNF-related pain intensity and pain interference in individuals with NF1 ages 8 years and older.",0.75
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,PAin INtensity Scale for plexiform neurofibromas (PAINS-pNF),clinical_assessment_tool,Other,"Developed PRO measure to assess pNF-related pain intensity in individuals with NF1 ages 8 years and older, designed for electronic completion from home prior to clinical trial evaluations",Discussion,two PRO measures were developed that assess pNF-related pain intensity and pain interference in individuals with NF1 ages 8 years and older. These measures are to be completed electronically from home prior to clinical trial endpoint evaluations.,0.85
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,Pain Interference Index for plexiform neurofibromas (PII-pNF),clinical_assessment_tool,Other,"Developed PRO measure to assess pain interference in individuals with NF1 ages 8 years and older, designed for electronic completion from home prior to clinical trial evaluations",Discussion,two PRO measures were developed that assess pNF-related pain intensity and pain interference in individuals with NF1 ages 8 years and older. These measures are to be completed electronically from home prior to clinical trial endpoint evaluations.,0.85
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,Pain Interference Index for plexiform neurofibromas (PII-pNF),clinical_assessment_tool,Other,"Content validity established through qualitative data from patients and expert input, validation underway with tools to be available after publication of quantitative results",Discussion,It is critically important to have PROs with excellent content validity to assess clinical benefit in trials targeting the reduction of pNFs and pain in NF1 across the lifespan. Validation of these tools is underway,0.8
PMID:40304934,10.1186/s41687-025-00877-2,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,PAin INtensity Scale for plexiform neurofibromas (PAINS-pNF),clinical_assessment_tool,Other,"Content validity established through qualitative data from patients and expert input, validation underway with tools to be available after publication of quantitative results",Discussion,It is critically important to have PROs with excellent content validity to assess clinical benefit in trials targeting the reduction of pNFs and pain in NF1 across the lifespan. Validation of these tools is underway,0.8
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,PedsQL 4.0 Generic Core Scales,clinical_assessment_tool,Behavioral,"Parent ratings showed declines of 9, 17, and 27 points in PedsQL Total scale scores in 3 of 4 patients, indicating worse quality of life",Results,"Parent ratings indicated that three of these four patients had declines of 9, 17, and 27 points in the PedsQL Total scale score indicating worse QOL.",0.95
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,PedsQL 4.0 Generic Core Scales,clinical_assessment_tool,Behavioral,"QOL decreases corresponded to toxicities including rash, itching, pain, and irritability, with one patient decreasing on all four subscales",Results,"These decreases appeared to correspond to toxicities experienced by these patients between the baseline and pre-cycle 4 evaluations, including rash, itching, pain, and irritability.",0.9
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,PedsQL 4.0 Generic Core Scales,clinical_assessment_tool,Behavioral,"Decreases in parent-reported QOL had substantial impact on patients' physical, emotional, social, and school functioning",Discussion,"Decreases in parent-reported QOL appeared to correspond to reported toxicities and suggested that the side effects had a substantial impact on patients' physical, emotional, social, and school functioning.",0.85
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,Quantikine™ human VEGF immunoassay kit,antibody,Biomarker,"No statistically significant changes in plasma VEGF from baseline to steady-state (P = 0.7, n = 5 paired samples)",Results,"Among paired samples for plasma VEGF and sVEGFR2 (n = 5), there were no statistically significant changes from baseline to steady-state (Wilcoxon signed-rank test P = 0.7 and 0.2).",0.95
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,Quantikine™ human sVEGFR2 immunoassay kit,antibody,Biomarker,"No statistically significant changes in sVEGFR2 from baseline to steady-state (P = 0.2, n = 5 paired samples)",Results,"Among paired samples for plasma VEGF and sVEGFR2 (n = 5), there were no statistically significant changes from baseline to steady-state (Wilcoxon signed-rank test P = 0.7 and 0.2).",0.95
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,CADvue software,computational_tool,Biomarker,Baseline DCE MRI measurements showed mean Ktrans of 0.043 (0.017) minutes⁻¹ and iAUGC(90 seconds) of 5.50 (1.25) mMseconds in 6 patients,Results,The mean (SD) baseline K trans and iAUGC(90 seconds) was 0.043 (0.017) minutes −1 and 5.50 (1.25) mMseconds.,0.95
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,CADvue software,computational_tool,Biomarker,Patients with baseline and follow-up scans (n = 3) demonstrated slight increases in both Ktrans and iAUGC values,Results,Patients with both baseline and follow up scan (n = 3) demonstrated a slight increase in both K trans and iAUGC.,0.85
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Tg(HOTCre:Cas9),genetic_reagent,Mechanistic,"Heat shock induced Cas9 expression in presence of nf2a/b-targeting gRNAs, enabling conditional knockout strategy",Results,heat shock induced the expression of Cas9 in the presence of the nf2a/b-targeting gRNAs,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Tg(-7.2kb-sox10:mRFP),genetic_reagent,Biomarker,~40% of sox10-positive cells were nf2b positive in cranial region at 1 dpf,Results,Quantification of nf2b and Tg(−7.2 sox10:mRFP) populations at 1 dpf indicated that ∼40% of the sox10-positive cells are nf2b positive in the cranial region,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Tg(-7.2kb-sox10:mRFP),genetic_reagent,Biomarker,~45% of sox10-positive posterior lateral line Schwann cells were nf2b positive at 3 dpf,Results,quantification of nf2b and Tg(sox10:mRFP) populations revealed that ∼45% of the sox10-positive posterior lateral line Schwann cells (pLLn SCs) was nf2b positive,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Tg(-7.2kb-sox10:mRFP),genetic_reagent,Efficacy,"No difference in Schwann cell number at 3 dpf between nf2a/b knockouts and controls, but striking increase in numbers and thickness of Schwann cell clusters at 5 dpf",Results,we did not see any difference in the Schwann cell number at 3 dpf between nf2a/b knockouts and Cas9-only controls...we observed a striking increase in the numbers and thickness of Schwann cell clusters along the posterior lateral line in nf2a/b knockout larvae,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Tg(U6x:nf2a/b-4sgRNA),genetic_reagent,Efficacy,All four gRNAs elicited mutations in vivo at 80-95% efficiency using T7 endonuclease assay,Results,we observed that all four gRNAs could elicit mutations in vivo at almost 80-95% efficiency,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,Tg(U6x:nf2a/b-4sgRNA),genetic_reagent,Efficacy,CRISPR-Cas9-induced modifications observed in 70-95% of sequencing reads for nf2a and nf2b target regions,Results,We performed PCR sequencing for the nf2a and nf2b target regions and observed CRISPR-Cas9-induced modifications in 70-95% of the reads,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,anti-pH3 antibody,antibody,Biomarker,Significant increase in meningeal pH3 staining after loss of nf2 compared to controls,Results,Quantitation of this effect demonstrated a significant increase in meningeal phospho-histone 3 (pH3) staining after the loss of nf2,0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,anti-merlin antibody,antibody,Biomarker,Concomitant loss of Nf2 protein observed in CRISPR-Cas9-induced animals by western blot analysis,Results,"Using western blot analysis, we observed concomitant loss of the Nf2 protein in the CRISPR-Cas9-induced animals",0.9
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,CRISPResso2,computational_tool,Efficacy,Used to analyze CRISPR-Cas9-induced modifications showing 70-95% mutation rates in target regions,Results,We performed PCR sequencing for the nf2a and nf2b target regions and observed CRISPR-Cas9-induced modifications in 70-95% of the reads,0.8
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,ImageJ,computational_tool,Other,Used for quantification of normalized proliferation showing significant increase in nf2a/b knockouts (P=0.0197),Results,Bar plot showing quantification of normalized proliferation (* P=0.0197; each dot represents data from one larva),0.8
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,NOD-Rag1 null IL2rg (NRG) mice,animal_model,Efficacy,Successfully established 13 MPNST PDX lines through serial passage in NRG mice,Results,MPNST PDX lines were established from biopsy-proven NF1-MPNST between 2014 and 2021 at three institutions...established by engrafting minced tumor or single cell suspension into immunodeficient NRG mice followed by serial passage,0.95
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,NOD-Rag1 null IL2rg (NRG) mice,animal_model,Efficacy,"MN-2 tumor growth was slowed after trabectedin treatment (P < 0.0001), with greater effect from mirdametinib-alone treatment (P < 0.05)",Results,"MN-2 tumor growth was slowed after trabectedin treatment (P < 0.0001), and the effect was greater with mirdametinib-alone treatment (P < 0.05)",0.95
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,NOD-Rag1 null IL2rg (NRG) mice,animal_model,Efficacy,"WU-225 showed dramatic growth inhibition with trabectedin single agent, enhanced slightly with addition of mirdametinib",Results,"With WU-225, a dramatic growth inhibition was observed with trabectedin single agent. This effect was enhanced slightly with the addition of mirdametinib",0.9
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,NOD-Rag1 null IL2rg (NRG) mice,animal_model,Efficacy,JH-2-079-c combination therapy with trabectedin plus olaparib (P < 0.05) and trabectedin plus mirdametinib (P < 0.05) significantly impeded tumor growth,Results,"In JH-2-079-c mice, combination therapy with trabectedin plus olaparib (Figure 5C, P < 0.05), and trabectedin plus mirdametinib (Figure 5B, P < 0.05) significantly impeded tumor growth in vivo",0.95
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,NOD-Rag1 null IL2rg (NRG) mice,animal_model,Safety,Trabectedin plus olaparib combination elicited unacceptable toxicity in WU-225 mice and treatment lasted only 14 days,Results,While the trabectedin plus olaparib combination elicited unacceptable toxicity in WU-225 mice and treatment lasted only 14 days,0.95
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,anti-mouse H-2 (125505),antibody,Biomarker,Cell populations were effectively depleted of mouse cells (<1.5% mouse) as verified via flow cytometry,Results,We verified via flow cytometry that the cell populations were highly viable (>94% alive) and were effectively depleted of mouse cells (<1.5% mouse),0.95
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,"human nuclei (ab254080, Abcam)",antibody,Biomarker,Successfully verified assembled 3D microtissues were of MPNST origin through immunofluorescence staining,Results,"We also verified the assembled 3D microtissues were still of MPNST origin by performing immunofluorescence staining for human nuclear antigen, Ki67, and MPNST-associated markers S100b, H3K27me3",0.9
