doi,diseaseFocus,journal,title,year,pmid,author,manifestation,fundingAgency,studyId,studyName,funding_agencies,is_NIH-NCI,is_Fundación Proyecto Neurofibromatosis,is_Children's Cancer Foundation,is_Center for Cancer Research,is_NTAP,is_GFF,is_Cancer Research Foundation,is_The V Foundation,is_syn51298831,is_CTF,is_NFRI,has_linked_tools,is_missing,tool_types_mentioned
10.1212/WNL.0000000000005790,Neurofibromatosis type 1,Neurology,Clinical trial design for cutaneous neurofibromas,2018,PMID:29987133,"['Ashley Cannon', 'Kurt Jarnagin', 'Bruce Korf', 'Brigitte C. Widemann', 'Denise Casey', 'Hon-Sum Ko', 'Jaishri O. Blakeley', 'Sharad K. Verma', 'Dominique C. Pichard']",['Cutaneous Neurofibroma'],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
10.1212/WNL.0000000000012425,Neurofibromatosis type 1,Neurology,Perspective of Adults With Neurofibromatosis type 1 and Cutaneous Neurofibromas,2021,PMID:34230202,"['Ashley Cannon', 'Dominique C. Pichard', 'Pamela L. Wolters', 'Sarah Adsit', 'Gregg Erickson', 'Andr�s J. Lessing', 'Peng Li', 'Whitney Narmore', 'Claas R�hl', 'Tena Rosser', 'Brigitte C. Widemann', 'Jaishri O. Blakeley', 'Scott R. Plotkin', '']",['Cutaneous Neurofibroma'],['NTAP'],['syn8012530'],['NF1 Dermal Neurofibroma Longitudinal Natural History Study and Selumetinib Clinical Trial'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1101/2022.05.03.490481,Neurofibromatosis type 1,bioRxiv,Genomic patterns of malignant peripheral nerve sheath tumour (MPNST) evolution correlate with clinical outcome and are detectable in cell-free DNA,2022,PMID:,"['Isidro Cortes-Ciriano', 'Christopher D Steele', 'Katherine G Piculell', 'Alyaa Al-Ibraheemi', 'Vanessa Eulo', 'Marilyn M Bui', 'Aikaterini Chatzipli', 'Brendan C Dickson', 'Dana C Borcherding', 'Andrew Feber', 'Alon Galor', 'Jesse Hart', 'Kevin B Jones', 'Justin T Jordan', 'Raymond H Kim', 'Daniel Lindsay', 'Colin Miller', 'Yoshihiro Nishida', 'Paula Proszek', 'Jonathan Serrano', 'Russell Taylor Sundby', 'Jeff J Szymanski', 'Nicole J Ullrich', 'David Viskochil', 'Xia Wang', 'Matija Snuderl', 'Peter J Park', 'Adrienne M Flanagan', 'Angela C Hirbe', 'Nischalan Pillay', 'David T Miller']",['MPNST'],['NFRI'],['syn23651229'],['Ultra-low-pass whole genome sequencing of plasma cfDNA from patients with plexiform neurofibroma and malignant peripheral nerve sheath tumors'],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,[]
10.1016/j.omtn.2022.03.011,Neurofibromatosis type 1,Molecular Therapy - Nucleic Acids,Targeted exon skipping of NF1 exon 17 as a Therapeutic for Neurofibromatosis Type I,2022,PMID:35433111,"['André Leier', 'Marc Moore', 'Hui Liu', 'Michael Daniel', 'Alexis M. Hyde', 'Ludwine Messiaen', 'Bruce R. Korf', 'Jamuna Selvakumaran', 'Lukasz Ciszewski', 'Laura Lambert', 'Jeremy Foote', 'Margaret R. Wallace', 'Robert A. Kesterson', 'George Dickson', 'Linda Popplewell', 'Deeann Wallis']","['Cutaneous Neurofibroma', 'Behavior']","['NTAP', 'GFF']","['syn21642010', 'syn11374339']","['Exon skipping to treat Neurofibromatosis Type 1 (NF1) mutations', 'Genetic Studies of Neurofibromatosis']","['NTAP', 'GFF']",False,False,False,False,True,True,False,False,False,False,False,True,False,[]
10.1101/2022.05.07.491026,Neurofibromatosis type 1,bioRxiv,A detailed landscape of genomic alterations in malignant peripheral nerve sheath tumor cell lines challenges the current MPNST diagnosis,2022,PMID:,"['Miriam Magallon-Lorenz', 'Ernest Terribas', 'Marco Fernández', 'Gerard Requena', 'Inma Rosas', 'Helena Mazuelas', 'Itziar Uriarte', 'Alex Negro', 'Elisabeth Castellanos', 'Ignacio Blanco', 'George DeVries', 'Hiroyuki Kawashima', 'Eric Legius', 'Hilde Brems', 'Viktor Mautner', 'Lan Kluwe', 'Nancy Ratner', 'Margaret Wallace', 'Juana Fernández Rodriguez', 'Conxi Lázaro', 'Jonathan A Fletcher', 'David Reuss', 'Meritxell Carrió', 'Bernat Gel', 'Eduard Serra']",['MPNST'],['Fundación Proyecto Neurofibromatosis'],['syn22392179'],['Genomic Characterization of MPNST Cell Lines'],['Fundación Proyecto Neurofibromatosis'],False,True,False,False,False,False,False,False,False,False,False,False,True,[]
10.1101/2022.05.03.490481,Neurofibromatosis type 1,bioRxiv,Genomic patterns of malignant peripheral nerve sheath tumour (MPNST) evolution correlate with clinical outcome and are detectable in cell-free DNA,2022,PMID:,"['Isidro Cortes-Ciriano', 'Christopher D Steele', 'Katherine G Piculell', 'Alyaa Al-Ibraheemi', 'Vanessa Eulo', 'Marilyn M Bui', 'Aikaterini Chatzipli', 'Brendan C Dickson', 'Dana C Borcherding', 'Andrew Feber', 'Alon Galor', 'Jesse Hart', 'Kevin B Jones', 'Justin T Jordan', 'Raymond H Kim', 'Daniel Lindsay', 'Colin Miller', 'Yoshihiro Nishida', 'Paula Proszek', 'Jonathan Serrano', 'Russell Taylor Sundby', 'Jeff J Szymanski', 'Nicole J Ullrich', 'David Viskochil', 'Xia Wang', 'Genomics of MPNST (GeM) Consortium', 'Matija Snuderl', 'Peter J Park', 'Adrienne M Flanagan', 'Angela C Hirbe', 'Nischalan Pillay', 'David T Miller']",['MPNST'],['NFRI'],['syn32128792'],['Genomic landscape of malignant peripheral nerve sheath tumor (MPNST)'],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,[]
S1044-579X(18)30003-8,Neurofibromatosis type 1,Seminars in Cancer Biology,Ras and Rap1: A tale of two GTPases.,2019,PMID:29621614,"['Seema Shah', 'Ethan J Brock', 'Kyungmin Ji', 'Raymond R Mattingly']",['Metabolism'],['NTAP'],"['syn4939916', 'syn7217928']","['Transition to confirmatory and  secondary screening of plexiform  neurofibroma models in 96-well format', 'Plexiform Neurofibroma Model Systems for Preclinical Drug Screening', 'A Robust Plexiform Neurofibroma Model for Preclinical Drug Screening']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1155/2021/9386823,Neurofibromatosis type 1,Sarcoma,Survival and NF1 Analysis in a Cohort of Orthopedics Patients with Malignant Peripheral Nerve Sheath Tumors.,2021,PMID:34646065,"['Daniel K Knewitz', 'Colin J Anderson', 'William T Presley', 'MaryBeth Horodyski', 'Mark T Scarborough', 'Margaret R Wallace']",['MPNST'],['NTAP'],['syn7239479'],['Development of Plexiform Neurofibroma Cellular Assay for High-Throughput Screening'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1186/s40478-019-0792-5,Neurofibromatosis type 1,Acta Neuropathologica Communications,Telomere alterations in neurofibromatosis type 1-associated solid tumors.,2019,PMID:31462295,"['Fausto J Rodriguez', 'Mindy K Graham', 'Jacqueline A Brosnan-Cashman', 'John R Barber', 'Christine Davis', 'M Adelita Vizcaino', 'Doreen N Palsgrove', 'Caterina Giannini', 'Melike Pekmezci', 'Sonika Dahiya', 'Murat Gokden', 'Michael Noë', 'Laura D Wood', 'Christine A Pratilas', 'Carol D Morris', 'Allan Belzberg', 'Jaishri Blakeley', 'Christopher M Heaphy']",['Glioma'],['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1158/0008-5472.CAN-20-1365,Neurofibromatosis type 1,Cancer Research,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,2020,PMID:33032988,"['Jiawan Wang', 'Kai Pollard', 'Amy N Allen', 'Tushar Tomar', 'Dirk Pijnenburg', 'Zhan Yao', 'Fausto J Rodriguez', 'Christine A Pratilas']","['MPNST', 'Drug Resistance']",['NTAP'],['syn4939902'],['The Johns Hopkins NF1 biospecimen repository'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.3389/fonc.2018.00333,Neurofibromatosis type 1,Frontiers in Oncology,Metabolic Plasticity of Tumor Cell Mitochondria.,2018,PMID:30197878,"['Giuseppe Cannino', 'Francesco Ciscato', 'Ionica Masgras', 'Carlos Sánchez-Martín', 'Andrea Rasola']",['Mitochondria metabolism'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
S2211-1247(20)30431-9,Neurofibromatosis type 1,Cell Reports,Rational Design of Allosteric and Selective Inhibitors of the Molecular Chaperone TRAP1.,2020,PMID:32320652,"['Carlos Sanchez-Martin', 'Elisabetta Moroni', 'Mariarosaria Ferraro', 'Claudio Laquatra', 'Giuseppe Cannino', 'Ionica Masgras', 'Alessandro Negro', 'Paolo Quadrelli', 'Andrea Rasola', 'Giorgio Colombo']",['Neurofibroma'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
S0006-2952(20)30097-6,Neurofibromatosis type 1,Biochemical Pharmacology,S-nitrosylation affects TRAP1 structure and ATPase activity and modulates cell response to apoptotic stimuli.,2020,PMID:32088262,"['Fiorella Faienza', 'Matteo Lambrughi', 'Salvatore Rizza', 'Chiara Pecorari', 'Paola Giglio', 'Juan Salamanca Viloria', 'Maria Francesca Allega', 'Giovanni Chiappetta', 'Joëlle Vinh', 'Francesca Pacello', 'Andrea Battistoni', 'Andrea Rasola', 'Elena Papaleo', 'Giuseppe Filomeni']",[],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.3389/fonc.2020.01177,Neurofibromatosis type 1,Frontiers in Oncology,Dynamically Shaping Chaperones. Allosteric Modulators of HSP90 Family as Regulatory Tools of Cell Metabolism in Neoplastic Progression.,2020,PMID:32766157,"['Carlos Sanchez-Martin', 'Stefano A Serapian', 'Giorgio Colombo', 'Andrea Rasola']",['Mitochondria metabolism'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1021/acs.jpcb.0c09742,Neurofibromatosis type 1,The Journal of Physical Chemistry. B,Machine Learning of Allosteric Effects: The Analysis of Ligand-Induced Dynamics to Predict Functional Effects in TRAP1.,2021,PMID:33369425,"['Mariarosaria Ferraro', 'Elisabetta Moroni', 'Emiliano Ippoliti', 'Silvia Rinaldi', 'Carlos Sanchez-Martin', 'Andrea Rasola', 'Luca F Pavarino', 'Giorgio Colombo']","['Mitochondria metabolism', 'syn4939902']",['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
S1044-579X(21)00196-6,Neurofibromatosis type 1,Seminars in Cancer Biology,The molecular chaperone TRAP1 in cancer: From the basics of biology to pharmacological targeting.,2021,PMID:34242740,"['Ionica Masgras', 'Claudio Laquatra', 'Giuseppe Cannino', 'Stefano A Serapian', 'Giorgio Colombo', 'Andrea Rasola']",['Mitochondria metabolism'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.21769/BioProtoc.4087,Neurofibromatosis type 1,Bio-Protocol,Analysis of the Effects of Hexokinase 2 Detachment From Mitochondria-Associated Membranes with the Highly Selective Peptide HK2pep.,2021,PMID:34395726,"['Francesco Ciscato', 'Federica Chiara', 'Riccardo Filadi', 'Andrea Rasola']",['Metabolism'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1038/s41418-022-00991-4,Neurofibromatosis type 1,Cell Death and Differentiation,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD+ and SIRT3.,2022,PMID:35393510,"['Ionica Masgras', 'Giuseppe Cannino', 'Francesco Ciscato', 'Carlos Sanchez-Martin', 'Fereshteh Babaei Darvishi', 'Francesca Scantamburlo', 'Marco Pizzi', 'Alessio Menga', 'Dolores Fregona', 'Alessandra Castegna', 'Andrea Rasola']",['Mitochondria metabolism'],['NTAP'],['syn8016650'],['TRAPping the metabolic adaptations of plexiform neurofibroma'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1212/WNL.0000000000012428,Neurofibromatosis type 1,Neurology,Validating Techniques for Measurement of Cutaneous Neurofibromas: Recommendations for Clinical Trials.,2021,PMID:34230197,"['Raquel D Thalheimer', 'Vanessa L Merker', 'K Ina Ly', 'Amanda Champlain', 'Jennifer Sawaya', 'Naomi L Askenazi', 'Hamilton P Herr', 'Jennifer L W Da', 'Justin T Jordan', 'Alona Muzikansky', 'Elizabeth Morehouse Pearce', 'Fernanda H Sakamoto', 'Jaishri O Blakeley', 'R Rox Anderson', 'Scott R Plotkin']",['Cutaneous Neurofibroma'],['NTAP'],['syn26957643'],['High-Resolution Ultrasonography and Optical Frequency Domain Imaging for Measurement and Characterization of Cutaneous Neurofibromas in Patients with NF1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.gendis.2016.01.003,Neurofibromatosis type 1,Genes & Diseases,Clostridium novyi-NT in cancer therapy.,2016,PMID:30258882,"['Verena Staedtke', 'Nicholas J Roberts', 'Ren-Yuan Bai', 'Shibin Zhou']",['Hypoxia'],['NTAP'],['syn4939884'],['Development of a novel treatment approach to Neurofibromatosis Type 1-related MPNST using genetically engineered Clostridium novyi-NT'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.18632/oncotarget.25195,Neurofibromatosis type 1,Oncotarget,Aberrant ATRX protein expression is associated with poor overall survival in NF1-MPNST.,2018,PMID:29796169,"['Hsiang-Chih Lu', 'Vanessa Eulo', 'Anthony J Apicelli', 'Melike Pekmezci', 'Yu Tao', 'Jingqin Luo', 'Angela C Hirbe', 'Sonika Dahiya']",['MPNST'],['NFRI'],[],[],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,[]
10.1093/neuonc/noy038,Neurofibromatosis type 1,Neuro-Oncology,β-III-spectrin immunohistochemistry as a potential diagnostic tool with high sensitivity for malignant peripheral nerve sheath tumors.,2018,PMID:29596596,"['Angela C Hirbe', 'Xiaochun Zhang', 'Sonika Dahiya', 'Abigail Godec', 'John Chrisinger', 'Yu Tao', 'Jingqin Luo', 'David H Gutmann']",['MPNST'],['NFRI'],[],[],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,[]
10.1002/cam4.2386,Neurofibromatosis type 1,Cancer Medicine,TYK2 promotes malignant peripheral nerve sheath tumor progression through inhibition of cell death.,2019,PMID:31278855,"['Wenjing Qin', 'Abigail Godec', 'Xiaochun Zhang', 'Cuige Zhu', 'Jieya Shao', 'Yu Tao', 'Xianzhang Bu', 'Angela C Hirbe']",['MPNST'],['NFRI'],[],[],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,True,False,[]
10.1093/noajnl/vdz047,Neurofibromatosis type 1,Neuro-Oncology Advances,Diagnosis and management of malignant peripheral nerve sheath tumors: Current practice and future perspectives.,2020,PMID:32642731,"['Bethany C Prudner', 'Tyler Ball', 'Richa Rathore', 'Angela C Hirbe']",['MPNST'],['NFRI'],[],[],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,[]
10.1093/noajnl/vdab129,Neurofibromatosis type 1,Neuro-Oncology Advances,A genetic mouse model with postnatal Nf1 and p53 loss recapitulates the histology and transcriptome of human malignant peripheral nerve sheath tumor.,2021,PMID:34647023,"['Akira Inoue', 'Laura J Janke', 'Brian L Gudenas', 'Hongjian Jin', 'Yiping Fan', 'Joshua Paré', 'Michael R Clay', 'Paul A Northcott', 'Angela C Hirbe', 'Xinwei Cao']",['MPNST'],['NFRI'],[],[],['NFRI'],False,False,False,False,False,False,False,False,False,False,True,False,True,['animal_model']
S1534-5807(21)00634-1,Neurofibromatosis type 1,Developmental Cell,Treatment during a developmental window prevents NF1-associated optic pathway gliomas by targeting Erk-dependent migrating glial progenitors.,2021,PMID:34428430,"['Emmanuelle S Jecrois', 'Wang Zheng', 'Miriam Bornhorst', 'Yinghua Li', 'Daniel M Treisman', 'Daphine Muguyo', 'Sharon Huynh', 'Shayne F Andrew', 'Yuan Wang', 'Jingwen Jiang', 'Brianna R Pierce', 'Hongmei Mao', 'Matthew K Krause', 'Austin Friend', 'Francisco Nadal-Nicolas', 'Steven F Stasheff', 'Wei Li', 'Hui Zong', 'Roger J Packer', 'Yuan Zhu']","['Optic Pathway Glioma', 'Low Grade Glioma']",['NTAP'],['syn4939914'],['The Role of MEK-inhibitors for the Prevention and Treatment of Optic Pathway Gliomas in an Nf1 Deficient Mouse Model'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1007/s10803-021-05043-3,Neurofibromatosis type 1,Journal of Autism and Developmental Disorders,Cognitive and Electrophysiological Correlates of Working Memory Impairments in Neurofibromatosis Type 1.,2022,PMID:33963966,"['Gorana Pobric', 'Jason R Taylor', 'Hemavathy M Ramalingam', 'Emily Pye', 'Louise Robinson', 'Grace Vassallo', 'JeYoung Jung', 'Misty Bhandary', 'Karolina Szumanska-Ryt', 'Louise Theodosiou', 'D Gareth Evans', 'Judith Eelloo', 'Emma Burkitt-Wright', 'Johan Hulleman', 'Jonathan Green', 'Shruti Garg']","['Autism Spectrum Disorder', 'Cognition', 'Memory']","['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
10.1038/s41467-022-30466-6,Neurofibromatosis type 1,Nature Communications,Neuronal hyperexcitability drives central and peripheral nervous system tumor progression in models of neurofibromatosis-1.,2022,PMID:35589737,"['Corina Anastasaki', 'Juan Mo', 'Ji-Kang Chen', 'Jit Chatterjee', 'Yuan Pan', 'Suzanne M Scheaffer', 'Olivia Cobb', 'Michelle Monje', 'Lu Q Le', 'David H Gutmann']",['Hyperexcitability'],['NTAP'],['syn11374345'],['Leveraging human induced pluripotent stem cells (iPSCs) to determine the impact of patient-derived NF1 gene mutations on peripheral sensory neuron-driven Schwann cell growth'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1016/j.jcbs.2021.10.003,Neurofibromatosis type 1,Journal of Contextual Behavioral Science,"Acceptance and commitment therapy for adolescents and adults with neurofibromatosis type 1, plexiform neurofibromas, and chronic pain: Results of a randomized controlled trial",2021,PMID:,"['Staci Martin', ' Taryn Allen', ' Mary Anne Toledo-Tamula', ' Kari Struemph', ' Stephanie Reda', ' Pamela L. Wolters', ' Andrea Baldwin', ' Mary Quinn', ' Brigitte C. Widemann']","['Plexiform Neurofibroma', 'Pain']",['NTAP'],['syn4939896'],"['Acceptance and Commitment Training for Adolescents and Young Adults with Neurofibromatosis Type  I, Plexiform Neurofibromas, and Chronic  Pain: A Phase III Clinical Trial']",['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
10.1093/brain/awac342,Neurofibromatosis type 2,Brain,Inhibition of YAP/TAZ-driven TEAD activity prevents growth of NF2-null schwannoma and meningioma,2022,PMID:36148553,"['Liyam Laraba', 'Lily Hillson', 'Julio Grimm de Guibert', 'Amy Hewitt', 'Maisie R Jaques', 'Tracy T Tang', 'Leonard Post', 'Emanuela Ercolano', 'Ganesha Rai', 'Shyh Ming Yang', 'Daniel J Jagger', 'Waldemar Woznica', 'Philip Edwards', 'Aditya G Shivane', 'C Oliver Hanemann', 'David B Parkinson']","['Schwannoma', 'Meningioma']",['CTF'],['syn22268652'],['The use of novel YAP/TEAD Hippo pathway inhibitors to target Merlin (NF2) null tumors'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1101/2022.11.07.515469,Neurofibromatosis type 1,bioRxiv,A rapid platform for 3D patient-derived cutaneous neurofibroma organoid establishment and screening,2022,PMID:,"['Huyen Thi', 'Lam Nguyen', 'Emily Kohl', 'Jessica Bade', 'Stefan E. Eng', 'Anela Tosevska', 'Ahmad Al Shihabi', 'Jenny J. Hong', 'Sarah Dry', 'Paul C. Boutros', 'Andre Panossian', 'Sara Gosline', 'Alice Soragni']",['Cutaneous Neurofibroma'],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
https://doi.org/10.1038/s41536-021-00195-3,Neurofibromatosis type 1,npj Regenerative Medicine,A bioinspired gelatin-hyaluronic acid-based hybrid interpenetrating network for the enhancement of retinal ganglion cells replacement therapy,2021,PMID:34930951,"['Pierre C Dromel', 'Deepti Singh', 'Eliot Andres', 'Molly Likes ', 'Motoichi Kurisawa', 'Alfredo Alexander-Katz', 'Myron Spector', 'Michael Young']",[],['GFF'],['syn21650484'],['Stem cell derived RGCs: Improving the success of transplantation strategies'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
https://doi.org/10.1038/s41388-022-02290-1,Neurofibromatosis type 1,Oncogene,"Malignant Peripheral Nerve Sheath Tumor: Models, Biology, and Translation",2022,PMID:35393544,"['Bandarigoda N. Somatilaka', 'Ali Sadek', 'Renee M. McKay', 'Lu Q. Le ']",['MPNST'],['NTAP'],['syn8016635 '],['A Robust Plexiform Neurofibroma Model for Preclinical Drug Screening'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1038/s41598-022-21907-9,Neurofibromatosis type 1,Scientific Reports,Non-invasive brain stimulation modulates GABAergic activity in neurofibromatosis 1,2022,PMID:36316421,"['Shruti Garg', 'Steve Williams', 'JeYoung Jung', 'Gorana Pobric', 'Tulika Nandi', 'Ben Lim', 'Grace Vassallo', 'Jonathan Green', 'Gareth Evans', 'Charlotte J. Stagg', 'Laura M. Parkes', 'Stavros Stivaros']",[],['NTAP'],['syn17100988'],['The role of GABA in the working memory impairments in Neurofibromatosis Type 1'],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
https://doi.org/10.1038/s10038-022-01072-7,Neurofibromatosis type 1,Journal of Human Genetics,Functional restoration of mouse Nf1 nonsense alleles in differentiated cultured neurons,2022,PMID:35945271,"['Chan Wu', 'Sukanya Iyer', 'Scot A. Wolfe', 'Allan Jacobson']",[],['GFF'],['syn21641876'],['Ataluren-promoted therapeutic nonsense suppression for neurofibromatosis'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,['animal_model']
https://doi.org/10.1371/journal.pone.0277305,Neurofibromatosis type 1,PLOS One,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas,2023,PMID:36730269,"['Jacquelyn Dougherty', 'Kyra Harvey', 'Angela Liou', 'Katherine Labella', 'Deborah Moran', 'Stephanie Brosius', 'Thomas De Raedt']",[],['GFF'],['syn37889514'],['Creating NF1-CDKN2A-ATRX models for NF1 associated High Grade Glioma'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
https://doi.org/10.1002/humu.24290,Neurofibromatosis type 1,Human Mutation,Analysis of patient-specific NF1 variants leads to functional insights for Ras signaling that can impact personalized medicine,2022,PMID:34694046,"['Ashlee Long', 'Hui Liu', 'Jian Liu', 'Michael Daniel', 'David M Bedwell', 'Bruce Korf', 'Robert A Kesterson', 'Deeann Wallis']",[],['GFF'],"['syn21642010', 'syn21641813']","['Exon skipping to treat Neurofibromatosis Type 1 (NF1) mutations', 'Exploring Nonsense Suppression as a Treatment for NF1']",['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
https://doi.org/10.3390/jpm11121320,Neurofibromatosis type 1,Journal of Personalized Medicine,Restoration of Normal NF1 Function with Antisense Morpholino Treatment of Recurrent Pathogenic Patient-Specific Variant c.1466A>G; p.Y489C,2021,PMID:34945792,"['Elias K. Awad', 'Marc Moore', 'Hui Liu', 'Lukasz Ciszewski', 'Laura Lambert', 'Bruce R. Korf', 'Linda Popplewell', 'Robert A. Kesterson', 'Deeann Wallis']",[],['GFF'],['syn21642010'],['Exon skipping to treat Neurofibromatosis Type 1 (NF1) mutations'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
https://doi.org/10.1093/neuonc/noad037,Neurofibromatosis type 2,Neuro-Oncology, Proteasomal pathway inhibition as a potential therapy for NF2-associated meningioma and schwannoma,2023,PMID:36806881,"['Srirupa Bhattacharyya', ' Janet L Oblinger', ' Roberta L Beauchamp', ' Zhenzhen Yin', ' Serkan Erdin', ' Priya Koundinya', ' Anna D Ware', ' Marc Ferrer', ' Justin T Jordan', ' Scott R Plotkin', ' Lei Xu', ' Long-Sheng Chang', ' Vijaya Ramesh']",['Meningioma'],['CTF'],['syn27761862'],['Leveraging Synodos NF2 data to test novel single and combination drugs in NF2-deficient meningioma models'],['CTF'],False,False,False,False,False,False,False,False,False,True,False,False,True,[]
10.1101/2022.12.23.521754,Neurofibromatosis type 1,bioRxiv,Unbalancing cAMP and Ras/MAPK pathways as a therapeutic strategy for cutaneous neurofibromas,2022,PMID:36796745,"['Helena Mazuelas', 'Míriam Magallón-Lorenz', 'Itziar Uriarte-Arrázola', 'Alejandro Negro', 'Inma Rosas', 'Ignacio Blanco', 'Elisabeth Castellanos', 'Conxi Lázaro', 'Bernat Gel', 'Meritxell Carrió', 'Eduard Serra']",['Cutaneous Neurofibroma'],"['NTAP', 'CTF', 'GFF']",[],[],"['NTAP', 'CTF', 'GFF']",False,False,False,False,True,True,False,False,False,True,False,False,True,[]
https://doi.org/10.1002/glia.24075,,Glia,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury,2021,PMID:34415582,"['Aresh Sahu', 'Sulochana Devi', 'Jonathan Jui', 'Daniel Goldman']",[],['GFF'],['syn21650493'],['Retina regeneration in zebrafish-Endogenous RGC replacement'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
https://doi.org/10.7554%2FeLife.55137,,Elife,Tgfb3 collaborates with PP2A and notch signaling pathways to inhibit retina regeneration,2020,PMID:32396062,"['Mi-Sun Lee', 'Jin Wan', 'Daniel Goldman']",[],['GFF'],['syn21650493'],['Retina regeneration in zebrafish-Endogenous RGC replacement'],['GFF'],False,False,False,False,False,True,False,False,False,False,False,False,True,[]
https://doi.org/10.1016/j.jaad.2023.11.058,Neurofibromatosis type 1,J Am Acad Dermatol,"Noninvasive treatment of cutaneous neurofibromas (cNFs): Results of a randomized prospective, direct comparison of four methods",2023,PMID:38086517,"['Patricia Richey', ' Margaret Funk', ' Fernanda Sakamoto', ' Scott Plotkin', ' Ina Ly', ' Justin Jordan', ' Alona Muzikansky', ' Josh Roberts', ' William Farinelli', ' Yakir Levin', ' Lilit Garibyan', ' Jaishri O Blakeley', ' R Rox Anderson']",['Cutaneous Neurofibroma'],['NTAP'],['syn26966057'],[],['NTAP'],False,False,False,False,True,False,False,False,False,False,False,False,True,[]
