pmid,title,doi,journal,year,source,query_type
PMID:25551830,Soluble AXL: a possible circulating biomarker for neurofibromatosis type 1 related tumor burden.,10.1371/journal.pone.0115916,PloS one,2014,pubmed,bench
PMID:25549703,"Targeted therapy for hereditary cancer syndromes: neurofibromatosis type 1, neurofibromatosis type 2, and Gorlin syndrome.",,Discovery medicine,2014,pubmed,bench
PMID:25549701,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,,Discovery medicine,2014,pubmed,bench
PMID:25535838,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,10.7554/eLife.05151,eLife,2014,pubmed,bench
PMID:25534823,Akt- or MEK-mediated mTOR inhibition suppresses Nf1 optic glioma growth.,10.1093/neuonc/nou329,Neuro-oncology,2015,pubmed,bench
PMID:25517743,NF GEMMs already! The power and promise of mouse tumor models.,10.1016/j.ccell.2014.10.007,Cancer cell,2014,pubmed,bench
PMID:25492402,A hereditary disposition for bovine peripheral nerve sheath tumors in Danish Holstein cattle.,10.1186/s13028-014-0085-8,Acta veterinaria Scandinavica,2014,pubmed,bench
PMID:25490687,Neurofibromatosis-related tumors: emerging biology and therapies.,10.1097/MOP.0000000000000169,Current opinion in pediatrics,2015,pubmed,bench
PMID:25483400,Nf1 regulates alcohol dependence-associated excessive drinking and gamma-aminobutyric acid release in the central amygdala in mice and is associated with alcohol dependence in humans.,10.1016/j.biopsych.2014.07.031,Biological psychiatry,2015,pubmed,bench
PMID:25483302,Regulation of vesicle transport and cell motility by Golgi-localized Dbs.,10.4161/sgtp.28570,Small GTPases,2014,pubmed,bench
PMID:25480913,Mutations in LZTR1 add to the complex heterogeneity of schwannomatosis.,10.1212/WNL.0000000000001129,Neurology,2015,pubmed,bench
PMID:25475340,Validity and interexaminer reliability of a new method to quantify skin neurofibromas of neurofibromatosis 1 using paper frames.,10.1186/s13023-014-0202-9,Orphanet journal of rare diseases,2014,pubmed,bench
PMID:25452937,Radiation therapy in management of sporadic and neurofibromatosis type 1-associated malignant peripheral nerve sheath tumors.,10.3389/fonc.2014.00324,Frontiers in oncology,2014,pubmed,bench
PMID:25452392,Evidence of polyclonality in neurofibromatosis type 2-associated multilobulated vestibular schwannomas.,10.1093/neuonc/nou317,Neuro-oncology,2015,pubmed,bench
PMID:25437375,"Abnormal relationship between GABA, neurophysiology and impulsive behavior in neurofibromatosis type 1.",10.1016/j.cortex.2014.10.019,Cortex; a journal devoted to the study of the nervous system and behavior,2015,pubmed,bench
PMID:25437141,Auditory brainstem implant: electrophysiologic responses and subject perception.,10.1097/AUD.0000000000000126,Ear and hearing,2015,pubmed,bench
PMID:25433207,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,10.1016/j.ydbio.2014.11.017,Developmental biology,2015,pubmed,bench
PMID:25424184,Retinal microvascular abnormalities overlying choroidal nodules in neurofibromatosis type 1.,10.1186/1471-2415-14-146,BMC ophthalmology,2014,pubmed,bench
PMID:25422459,Structure-guided U2AF65 variant improves recognition and splicing of a defective pre-mRNA.,10.1073/pnas.1412743111,Proceedings of the National Academy of Sciences of the United States of America,2014,pubmed,bench
PMID:25360213,A chemical biology approach identified PI3K as a potential therapeutic target for neurofibromatosis type 2.,,American journal of translational research,2014,pubmed,bench
PMID:25340526,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,10.1371/journal.pone.0107760,PloS one,2014,pubmed,bench
PMID:25336744,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,10.1242/dev.111260,"Development (Cambridge, England)",2014,pubmed,bench
PMID:25335493,Expanding the mutational spectrum of LZTR1 in schwannomatosis.,10.1038/ejhg.2014.220,European journal of human genetics : EJHG,2015,pubmed,bench
PMID:25329635,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,10.1371/journal.pgen.1004575,PLoS genetics,2014,pubmed,bench
PMID:25325900,The use of next-generation sequencing in molecular diagnosis of neurofibromatosis type 1: a validation study.,10.1089/gtmb.2014.0109,Genetic testing and molecular biomarkers,2014,pubmed,bench
PMID:25289889,Combinatorial therapy with tamoxifen and trifluoperazine effectively inhibits malignant peripheral nerve sheath tumor growth by targeting complementary signaling cascades.,10.1097/NEN.0000000000000126,Journal of neuropathology and experimental neurology,2014,pubmed,bench
PMID:25274808,Hippocampal dysregulation of neurofibromin-dependent pathways is associated with impaired spatial learning in engrailed 2 knock-out mice.,10.1523/JNEUROSCI.2894-13.2014,The Journal of neuroscience : the official journal of the Society for Neuroscience,2014,pubmed,bench
PMID:25246427,The impact of coexisting genetic mutations on murine optic glioma biology.,10.1093/neuonc/nou287,Neuro-oncology,2015,pubmed,bench
PMID:25243094,Using the neurofibromatosis tumor predisposition syndromes to understand normal nervous system development.,10.1155/2014/915725,Scientifica,2014,pubmed,bench
PMID:25240281,PRC2 is recurrently inactivated through EED or SUZ12 loss in malignant peripheral nerve sheath tumors.,10.1038/ng.3095,Nature genetics,2014,pubmed,bench
PMID:25217104,The p53/mouse double minute 2 homolog complex deregulation in merlin-deficient tumours.,10.1016/j.molonc.2014.08.005,Molecular oncology,2015,pubmed,bench
PMID:25204795,Regulation of cell proliferation and adhesion by means of a novel region of drosophila merlin interacting with Sip1.,10.1002/dvdy.24187,Developmental dynamics : an official publication of the American Association of Anatomists,2014,pubmed,bench
PMID:25184332,Heat hyperalgesia and mechanical hypersensitivity induced by calcitonin gene-related peptide in a mouse model of neurofibromatosis.,10.1371/journal.pone.0106767,PloS one,2014,pubmed,bench
PMID:25169151,SWI/SNF chromatin remodeling complexes and cancer.,10.1002/ajmg.c.31410,"American journal of medical genetics. Part C, Seminars in medical genetics",2014,pubmed,bench
PMID:25120781,Vascular alterations in schwannoma.,,International journal of clinical and experimental pathology,2014,pubmed,bench
PMID:25113746,A murine model of neurofibromatosis type 2 that accurately phenocopies human schwannoma formation.,10.1093/hmg/ddu414,Human molecular genetics,2015,pubmed,bench
PMID:25109740,TAGLN expression is upregulated in NF1-associated malignant peripheral nerve sheath tumors by hypomethylation in its promoter and subpromoter regions.,10.3892/or.2014.3379,Oncology reports,2014,pubmed,bench
PMID:25092287,Translationally controlled tumor protein is a novel biological target for neurofibromatosis type 1-associated tumors.,10.1074/jbc.M114.568253,The Journal of biological chemistry,2014,pubmed,bench
PMID:25079666,Primary culture of human vestibular schwannomas.,10.3791/51093,Journal of visualized experiments : JoVE,2014,pubmed,bench
PMID:25074460,Neurofibromatosis type 1 molecular diagnosis: what can NGS do for you when you have a large gene with loss of function mutations?,10.1038/ejhg.2014.145,European journal of human genetics : EJHG,2015,pubmed,bench
PMID:25070947,Neuronal NF1/RAS regulation of cyclic AMP requires atypical PKC activation.,10.1093/hmg/ddu389,Human molecular genetics,2014,pubmed,bench
PMID:25043591,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,10.1002/jbmr.2316,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2015,pubmed,bench
PMID:25043298,Oncogenic role of Merlin/NF2 in glioblastoma.,10.1038/onc.2014.185,Oncogene,2015,pubmed,bench
PMID:25030515,Neurofibromatosis type 1: a multidisciplinary approach to care.,10.1016/S1474-4422(14)70063-8,The Lancet. Neurology,2014,pubmed,bench
PMID:25026295,The NF1 gene revisited - from bench to bedside.,10.18632/oncotarget.2194,Oncotarget,2014,pubmed,bench
PMID:25026211,Merlin/NF2 loss-driven tumorigenesis linked to CRL4(DCAF1)-mediated inhibition of the hippo pathway kinases Lats1 and 2 in the nucleus.,10.1016/j.ccr.2014.05.001,Cancer cell,2014,pubmed,bench
PMID:25012216,A neuronal function of the tumor suppressor protein merlin.,10.1186/s40478-014-0082-1,Acta neuropathologica communications,2014,pubmed,bench
PMID:25003081,An integrative analysis of meningioma tumors reveals the determinant genes and pathways of malignant transformation.,10.3389/fonc.2014.00147,Frontiers in oncology,2014,pubmed,bench
PMID:24997609,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",10.1038/nm.3583,Nature medicine,2014,pubmed,bench
PMID:24980480,Novel age-dependent targets in vestibular schwannomas.,10.1186/1479-7364-8-10,Human genomics,2014,pubmed,bench
PMID:24975854,Eliminating barriers to personalized medicine: learning from neurofibromatosis type 1.,10.1212/WNL.0000000000000652,Neurology,2014,pubmed,bench
PMID:24958239,SVA retrotransposon insertion-associated deletion represents a novel mutational mechanism underlying large genomic copy number changes with non-recurrent breakpoints.,10.1186/gb-2014-15-6-r80,Genome biology,2014,pubmed,bench
PMID:24932921,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,10.1002/jbmr.2298,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2014,pubmed,bench
PMID:24925884,Correlation between in vivo 18F-FDG PET and immunohistochemical markers of glucose uptake and metabolism in pheochromocytoma and paraganglioma.,10.2967/jnumed.114.137034,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2014,pubmed,bench
PMID:24912773,Structural basis of DDB1-and-Cullin 4-associated Factor 1 (DCAF1) recognition by merlin/NF2 and its implication in tumorigenesis by CD44-mediated inhibition of merlin suppression of DCAF1 function.,10.1111/gtc.12161,Genes to cells : devoted to molecular & cellular mechanisms,2014,pubmed,bench
PMID:24891857,Ventrally located cervical dumbbell ganglioneuroma producing spinal cord compression.,10.14245/kjs.2013.10.4.246,Korean Journal of Spine,2013,pubmed,bench
PMID:24882693,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,10.1016/j.jmb.2014.05.011,Journal of molecular biology,2014,pubmed,bench
PMID:24862762,NHERF1/EBP50 controls morphogenesis of 3D colonic glands by stabilizing PTEN and ezrin-radixin-moesin proteins at the apical membrane.,10.1016/j.neo.2014.04.004,"Neoplasia (New York, N.Y.)",2014,pubmed,bench
PMID:24848258,Merlin deficiency predicts FAK inhibitor sensitivity: a synthetic lethal relationship.,10.1126/scitranslmed.3008639,Science translational medicine,2014,pubmed,bench
PMID:24832557,Trp53 haploinsufficiency modifies EGFR-driven peripheral nerve sheath tumorigenesis.,10.1016/j.ajpath.2014.04.006,The American journal of pathology,2014,pubmed,bench
PMID:24824755,BNIP3 regulates AT101 [(-)-gossypol] induced death in malignant peripheral nerve sheath tumor cells.,10.1371/journal.pone.0096733,PloS one,2014,pubmed,bench
PMID:24817309,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,10.1371/journal.pone.0097320,PloS one,2014,pubmed,bench
PMID:24815379,Application of COLD-PCR for improved detection of NF2 mosaic mutations.,10.1016/j.jmoldx.2014.02.007,The Journal of molecular diagnostics : JMD,2014,pubmed,bench
PMID:24786638,Analyses of merlin/NF2 connection to FAK inhibitor responsiveness in serous ovarian cancer.,10.1016/j.ygyno.2014.04.044,Gynecologic oncology,2014,pubmed,bench
PMID:24726726,Molecular insights into NF2/Merlin tumor suppressor function.,10.1016/j.febslet.2014.04.001,FEBS letters,2014,pubmed,bench
PMID:24719295,Maximizing bone formation in posterior spine fusion using rhBMP-2 and zoledronic acid in wild type and NF1 deficient mice.,10.1002/jor.22628,Journal of orthopaedic research : official publication of the Orthopaedic Research Society,2014,pubmed,bench
PMID:24711647,ADAP2 in heart development: a candidate gene for the occurrence of cardiovascular malformations in NF1 microdeletion syndrome.,10.1136/jmedgenet-2013-102240,Journal of medical genetics,2014,pubmed,bench
PMID:24686726,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,10.1038/oncsis.2014.10,Oncogenesis,2014,pubmed,bench
PMID:24681606,Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity.,10.18632/oncotarget.1609,Oncotarget,2014,pubmed,bench
PMID:24676424,Neurofibromatosis type 1 gene mutation analysis using sequence capture and high-throughput sequencing.,10.2340/00015555-1843,Acta dermato-venereologica,2014,pubmed,bench
PMID:24603440,"The rate of nonallelic homologous recombination in males is highly variable, correlated between monozygotic twins and independent of age.",10.1371/journal.pgen.1004195,PLoS genetics,2014,pubmed,bench
PMID:24596649,Gouty tophi.,10.3402/jchimp.v4.22920,Journal of community hospital internal medicine perspectives,2014,pubmed,bench
PMID:24595234,In vivo functional analysis of the human NF2 tumor suppressor gene in Drosophila.,10.1371/journal.pone.0090853,PloS one,2014,pubmed,bench
PMID:24585726,Transposable elements and psychiatric disorders.,10.1002/ajmg.b.32225,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",2014,pubmed,bench
PMID:25983466,Neurilemmoma of median nerve.,10.1016/j.jcot.2014.02.002,Journal of clinical orthopaedics and trauma,2014,pubmed,bench
PMID:24559228,Abnormal late visual responses and alpha oscillations in neurofibromatosis type 1: a link to visual and attention deficits.,10.1186/1866-1955-6-4,Journal of neurodevelopmental disorders,2014,pubmed,bench
PMID:24558021,Proteomic screening identifies a YAP-driven signaling network linked to tumor cell proliferation in human schwannomas.,10.1093/neuonc/nou020,Neuro-oncology,2014,pubmed,bench
PMID:24551382,Using image references in radiology reports to support enhanced report-to-image navigation.,,AMIA ... Annual Symposium proceedings. AMIA Symposium,2013,pubmed,bench
PMID:24509877,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,10.1038/onc.2013.506,Oncogene,2014,pubmed,bench
PMID:24506781,Exon-skipping antisense oligonucleotides to correct missplicing in neurogenetic diseases.,10.1089/nat.2013.0461,Nucleic acid therapeutics,2014,pubmed,bench
PMID:24503545,Expression of WW domain-containing oxidoreductase WOX1 in human nervous system tumors.,10.3233/ACP-140087,Analytical cellular pathology (Amsterdam),2013,pubmed,bench
PMID:24470552,Treatment of orthotopic malignant peripheral nerve sheath tumors with oncolytic herpes simplex virus.,10.1093/neuonc/not317,Neuro-oncology,2014,pubmed,bench
PMID:24465906,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",10.1371/journal.pone.0086115,PloS one,2014,pubmed,bench
PMID:24450866,Schwannomas and their pathogenesis.,10.1111/bpa.12125,"Brain pathology (Zurich, Switzerland)",2014,pubmed,bench
PMID:24443661,Compounds from ,10.1016/j.phytol.2013.09.007,Phytochemistry letters,2014,pubmed,bench
PMID:24431436,Neurofibromin is the major ras inactivator in dendritic spines.,10.1523/JNEUROSCI.3096-13.2014,The Journal of neuroscience : the official journal of the Society for Neuroscience,2014,pubmed,bench
PMID:24426510,"""Huge axillary mass - neurofibroma brachial plexus"".",10.1007/s12262-011-0330-6,The Indian journal of surgery,2013,pubmed,bench
PMID:24414536,mTORC1 inhibition delays growth of neurofibromatosis type 2 schwannoma.,10.1093/neuonc/not242,Neuro-oncology,2014,pubmed,bench
PMID:24386979,"Modulation of Ras signaling alters the toxicity of hydroquinone, a benzene metabolite and component of cigarette smoke.",10.1186/1471-2407-14-6,BMC cancer,2014,pubmed,bench
PMID:24375753,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,10.1002/ana.24093,Annals of neurology,2014,pubmed,bench
PMID:24371224,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,10.1158/0008-5472.CAN-13-2062,Cancer research,2014,pubmed,bench
PMID:24346802,"Evaluation of Bcl-2, Bcl-x and cleaved caspase-3 in malignant peripheral nerve sheath tumors and neurofibromas.",10.1590/0001-3765201320120026,Anais da Academia Brasileira de Ciencias,2013,pubmed,bench
PMID:24336571,Genome-scale CRISPR-Cas9 knockout screening in human cells.,10.1126/science.1247005,"Science (New York, N.Y.)",2014,pubmed,bench
PMID:24335216,Primary auditory cortical responses to electrical stimulation of the thalamus.,10.1152/jn.00749.2012,Journal of neurophysiology,2014,pubmed,bench
PMID:24309211,Neuronal merlin influences ERBB2 receptor expression on Schwann cells through neuregulin 1 type III signalling.,10.1093/brain/awt327,Brain : a journal of neurology,2014,pubmed,bench
PMID:24297905,Regulation of Son of sevenless by the membrane-actin linker protein ezrin.,10.1073/pnas.1222078110,Proceedings of the National Academy of Sciences of the United States of America,2013,pubmed,bench
PMID:24295733,Rapamycin improves sociability in the BTBR T(+)Itpr3(tf)/J mouse model of autism spectrum disorders.,10.1016/j.brainresbull.2013.11.005,Brain research bulletin,2014,pubmed,bench
PMID:24294527,Activated Ras as a Therapeutic Target: Constraints on Directly Targeting Ras Isoforms and Wild-Type versus Mutated Proteins.,10.1155/2013/536529,ISRN oncology,2013,pubmed,bench
PMID:24285727,Preclinical therapeutic efficacy of a novel pharmacologic inducer of apoptosis in malignant peripheral nerve sheath tumors.,10.1158/0008-5472.CAN-13-1934,Cancer research,2014,pubmed,bench
PMID:24249805,Conclusions and future directions for the REiNS International Collaboration.,10.1212/01.wnl.0000435748.79908.c5,Neurology,2013,pubmed,bench
PMID:24261697,High incidence of activating TERT promoter mutations in meningiomas undergoing malignant progression.,10.1111/bpa.12110,"Brain pathology (Zurich, Switzerland)",2014,pubmed,bench
PMID:24259290,Inhibition of SIRT2 in merlin/NF2-mutant Schwann cells triggers necrosis.,10.18632/oncotarget.1422,Oncotarget,2013,pubmed,bench
PMID:24232507,Neuregulin-1 overexpression and Trp53 haploinsufficiency cooperatively promote de novo malignant peripheral nerve sheath tumor pathogenesis.,10.1007/s00401-013-1209-3,Acta neuropathologica,2014,pubmed,bench
PMID:24216989,Lost in translation: ambiguity in nerve sheath tumor nomenclature and its resultant treatment effect.,10.3390/cancers5020519,Cancers,2013,pubmed,bench
PMID:24213576,PPARβ/δ promotes HRAS-induced senescence and tumor suppression by potentiating p-ERK and repressing p-AKT signaling.,10.1038/onc.2013.477,Oncogene,2014,pubmed,bench
PMID:24211110,Ras-Mek-Erk signaling regulates Nf1 heterozygous neointima formation.,10.1016/j.ajpath.2013.09.022,The American journal of pathology,2014,pubmed,bench
PMID:24205087,Transcriptome analysis of Nautilus and pygmy squid developing eye provides insights in lens and eye evolution.,10.1371/journal.pone.0078054,PloS one,2013,pubmed,bench
PMID:24189137,Succinate-to-fumarate ratio as a new metabolic marker to detect the presence of SDHB/D-related paraganglioma: initial experimental and ex vivo findings.,10.1210/en.2013-1549,Endocrinology,2014,pubmed,bench
PMID:24133387,Intrathoracic malignant peripheral nerve sheath tumors: imaging features and implications for management.,10.2478/raon-2013-0047,Radiology and oncology,2013,pubmed,bench
PMID:24132643,EZH2-miR-30d-KPNB1 pathway regulates malignant peripheral nerve sheath tumour cell survival and tumourigenesis.,10.1002/path.4294,The Journal of pathology,2014,pubmed,bench
PMID:24101736,Detection of tumor progression in optic pathway glioma with and without neurofibromatosis type 1.,10.1093/neuonc/not120,Neuro-oncology,2013,pubmed,bench
PMID:24101678,Autism traits in the RASopathies.,10.1136/jmedgenet-2013-101951,Journal of medical genetics,2014,pubmed,bench
PMID:24082600,"Synchronous tricompartmental benign CNS tumors with tonsillar herniation, cervicodorsal syringomyelia and hydrocephalus.",10.1007/s12262-012-0463-2,The Indian journal of surgery,2012,pubmed,bench
PMID:24040940,Molecular-guided therapy predictions reveal drug resistance phenotypes and treatment alternatives in malignant peripheral nerve sheath tumors.,10.1186/1479-5876-11-213,Journal of translational medicine,2013,pubmed,bench
PMID:24035394,Nf1 loss and Ras hyperactivation in oligodendrocytes induce NOS-driven defects in myelin and vasculature.,10.1016/j.celrep.2013.08.011,Cell reports,2013,pubmed,bench
PMID:24012335,Spatial organization of Hippo signaling at the plasma membrane mediated by the tumor suppressor Merlin/NF2.,10.1016/j.cell.2013.08.025,Cell,2013,pubmed,bench
PMID:23960073,"FRAX597, a small molecule inhibitor of the p21-activated kinases, inhibits tumorigenesis of neurofibromatosis type 2 (NF2)-associated Schwannomas.",10.1074/jbc.M113.510933,The Journal of biological chemistry,2013,pubmed,bench
PMID:23948079,Polyadenylation site-specific differences in the activity of the neuronal βCstF-64 protein in PC-12 cells.,10.1016/j.gene.2013.08.007,Gene,2013,pubmed,bench
PMID:23940289,Hypoxia-inducible factor signaling in pheochromocytoma: turning the rudder in the right direction.,10.1093/jnci/djt201,Journal of the National Cancer Institute,2013,pubmed,bench
PMID:23935382,Reduced life expectancy seen in hereditary diseases which predispose to early-onset tumors.,10.2147/TACG.S35605,The application of clinical genetics,2013,pubmed,bench
PMID:23934881,Rare variants in hypermutable genes underlie common morphology and growth traits in wild Saccharomyces paradoxus.,10.1534/genetics.113.155341,Genetics,2013,pubmed,bench
PMID:23934191,LIM domain kinases as potential therapeutic targets for neurofibromatosis type 2.,10.1038/onc.2013.320,Oncogene,2014,pubmed,bench
PMID:23928514,Natural compounds as potential treatments of NF2-deficient schwannoma and meningioma: cucurbitacin D and goyazensolide.,10.1097/MAO.0b013e3182956169,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2013,pubmed,bench
PMID:23907387,An integrative characterization of recurrent molecular aberrations in glioblastoma genomes.,10.1093/nar/gkt656,Nucleic acids research,2013,pubmed,bench
PMID:23891030,Imaging of the non-traumatic brachial plexus.,10.1016/j.diii.2013.06.015,Diagnostic and interventional imaging,2013,pubmed,bench
PMID:23875798,The RASopathies.,10.1146/annurev-genom-091212-153523,Annual review of genomics and human genetics,2013,pubmed,bench
PMID:23863479,Tumor suppressor Nf2 limits expansion of the neural progenitor pool by inhibiting Yap/Taz transcriptional coactivators.,10.1242/dev.096537,"Development (Cambridge, England)",2013,pubmed,bench
PMID:23863460,Hyperactive Ras/MAPK signaling is critical for tibial nonunion fracture in neurofibromin-deficient mice.,10.1093/hmg/ddt333,Human molecular genetics,2013,pubmed,bench
PMID:23858101,NF1 deletion generates multiple subtypes of soft-tissue sarcoma that respond to MEK inhibition.,10.1158/1535-7163.MCT-13-0189,Molecular cancer therapeutics,2013,pubmed,bench
PMID:23848554,MicroRNAome profiling in benign and malignant neurofibromatosis type 1-associated nerve sheath tumors: evidences of PTEN pathway alterations in early NF1 tumorigenesis.,10.1186/1471-2164-14-473,BMC genomics,2013,pubmed,bench
PMID:23776757,Natural history of multiple meningiomas.,10.4103/2152-7806.112617,Surgical neurology international,2013,pubmed,bench
PMID:23762458,Motivational disturbances and effects of L-dopa administration in neurofibromatosis-1 model mice.,10.1371/journal.pone.0066024,PloS one,2013,pubmed,bench
PMID:23749527,Extending the convergence of canonical WNT signaling and classic cancer pathways for treatment of malignant peripheral nerve sheath tumors.,10.1158/2159-8290.CD-13-0192,Cancer discovery,2013,pubmed,bench
PMID:23723300,Genotype-specific abnormalities in mitochondrial function associate with distinct profiles of energy metabolism and catecholamine content in pheochromocytoma and paraganglioma.,10.1158/1078-0432.CCR-12-3922,Clinical cancer research : an official journal of the American Association for Cancer Research,2013,pubmed,bench
PMID:23714726,Therapeutic potential of HSP90 inhibition for neurofibromatosis type 2.,10.1158/1078-0432.CCR-12-3167,Clinical cancer research : an official journal of the American Association for Cancer Research,2013,pubmed,bench
PMID:23702730,Pilocytic astrocytomas of the optic nerve and their relation to pilocytic astrocytomas elsewhere in the central nervous system.,10.1038/modpathol.2013.79,"Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc",2013,pubmed,bench
PMID:23685747,Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis.,10.1038/ng.2641,Nature genetics,2013,pubmed,bench
PMID:23682341,The impact of stereotactic radiosurgery in the management of neurofibromatosis type 2-related vestibular schwannomas.,10.4103/2152-7806.110663,Surgical neurology international,2013,pubmed,bench
PMID:23672502,Mechanobiological dysregulation of the epidermis and dermis in skin disorders and in degeneration.,10.1111/jcmm.12060,Journal of cellular and molecular medicine,2013,pubmed,bench
PMID:23669226,Normalizing tumor microenvironment to treat cancer: bench to bedside to biomarkers.,10.1200/JCO.2012.46.3653,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2013,pubmed,bench
PMID:23666797,"Merlin, the NF2 gene product.",10.1007/s12253-013-9644-y,Pathology oncology research : POR,2013,pubmed,bench
PMID:23598837,Neurofibromatosis: types 1 and 2.,10.3174/ajnr.A3534,AJNR. American journal of neuroradiology,2013,pubmed,bench
PMID:23583712,Neurofibromin interacts with the cytoplasmic Dynein Heavy Chain 1 in melanosomes of human melanocytes.,10.1016/j.febslet.2013.03.035,FEBS letters,2013,pubmed,bench
PMID:23567558,The FBW7-KLF2 axis regulates endothelial functions.,10.1038/cr.2013.50,Cell research,2013,pubmed,bench
PMID:23555837,Genetic interactions between neurofibromin and endothelin receptor B in mice.,10.1371/journal.pone.0059931,PloS one,2013,pubmed,bench
PMID:23535903,"Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",10.1158/2159-8290.CD-13-0081,Cancer discovery,2013,pubmed,bench
PMID:23524941,"PAK1-deficiency/down-regulation reduces brood size, activates HSP16.2 gene and extends lifespan in Caenorhabditis elegans.",10.5582/ddt.2013.v7.1.29,Drug discoveries & therapeutics,2013,pubmed,bench
PMID:23487764,NMR-based functional profiling of RASopathies and oncogenic RAS mutations.,10.1073/pnas.1218173110,Proceedings of the National Academy of Sciences of the United States of America,2013,pubmed,bench
PMID:23475878,An unholy alliance: cooperation between BRAF and NF1 in melanoma development and BRAF inhibitor resistance.,10.1158/2159-8290.CD-13-0017,Cancer discovery,2013,pubmed,bench
PMID:23457304,Platelet-derived growth factor-BB activates calcium/calmodulin-dependent and -independent mechanisms that mediate Akt phosphorylation in the neurofibromin-deficient human Schwann cell line ST88-14.,10.1074/jbc.M112.442244,The Journal of biological chemistry,2013,pubmed,bench
PMID:23457139,Genetic aspects of pheochromocytoma.,,Advances in clinical and experimental medicine : official organ Wroclaw Medical University,2012,pubmed,bench
PMID:23450503,Proteus: Mythology to modern times.,10.4103/0970-1591.105748,Indian journal of urology : IJU : journal of the Urological Society of India,2012,pubmed,bench
PMID:23434321,CXCR4/CXCL12 mediate autocrine cell- cycle progression in NF1-associated malignant peripheral nerve sheath tumors.,10.1016/j.cell.2013.01.053,Cell,2013,pubmed,bench
PMID:23431398,Predicting future morphological changes of lesions from radiotracer uptake in 18F-FDG-PET images.,10.1371/journal.pone.0057105,PloS one,2013,pubmed,bench
PMID:23424002,Reduced microglial CX3CR1 expression delays neurofibromatosis-1 glioma formation.,10.1002/ana.23813,Annals of neurology,2013,pubmed,bench
PMID:23423222,RAS/MEK-independent gene expression reveals BMP2-related malignant phenotypes in the Nf1-deficient MPNST.,10.1158/1541-7786.MCR-12-0593,Molecular cancer research : MCR,2013,pubmed,bench
PMID:23413263,Loss of SOX10 function contributes to the phenotype of human Merlin-null schwannoma cells.,10.1093/brain/aws353,Brain : a journal of neurology,2013,pubmed,bench
PMID:23412344,Depletion of the novel p53-target gene carnitine palmitoyltransferase 1C delays tumor growth in the neurofibromatosis type I tumor model.,10.1038/cdd.2012.168,Cell death and differentiation,2013,pubmed,bench
PMID:23406822,"Gyrification, cortical and subcortical morphometry in neurofibromatosis type 1: an uneven profile of developmental abnormalities.",10.1186/1866-1955-5-3,Journal of neurodevelopmental disorders,2013,pubmed,bench
PMID:23362481,Radiofrequency ablation and excision of multiple cutaneous lesions in neurofibromatosis type 1.,10.5999/aps.2013.40.1.57,Archives of plastic surgery,2013,pubmed,bench
PMID:23358504,Integrated proteomics identified novel activation of dynein IC2-GR-COX-1 signaling in neurofibromatosis type I (NF1) disease model cells.,10.1074/mcp.M112.024802,Molecular & cellular proteomics : MCP,2013,pubmed,bench
PMID:23356716,Miniaturized handheld confocal microscopy identifies focal brain invasion in a mouse model of aggressive meningioma.,10.1111/bpa.12039,"Brain pathology (Zurich, Switzerland)",2013,pubmed,bench
