publicationId,doi,pmid,publicationTitle,abstract,journal,publicationDate,authors
PUB38481529,10.3389/fcell.2024.1359561,PMID:38481529,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,Neurofibromatosis type 1 (NF1) is one of the most common genetic disorders caused by heterozygous germline ,Frontiers in cell and developmental biology,2024,Annabelle Darle; Thibault Mahiet; Déborah Aubin; Manon Doyen; Lina El Kassar; Béatrice Parfait; Gilles Lemaitre; Christine Baldeschi; Jennifer Allouche; Nathalie Holic
PUB38499890,10.1186/s41687-024-00714-y,PMID:38499890,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.","BACKGROUND: Half of the patients with Neurofibromatosis type 1 (NF1) develop one or more tumours called plexiform neurofibromas, which can have a significant impact on Quality of Life (QoL). The PlexiQoL questionnaire is a disease-specific QoL measure for adults with NF1-associated plexiform neurofibromas. The aim of this study was to adapt and validate a Dutch version of the PlexiQoL for the Netherlands. METHODS: The PlexiQoL was translated using the dual-panel methodology, followed by cognitive debriefing interviews to assess face and content validity. The psychometric properties were evaluated by administering the questionnaire on two separate occasions to a sample of adults with NF1 and plexiform neurofibromas. Feasibility was evaluated by the presence of floor/ceiling effects. Reliability was assessed by evaluating Cronbach's alpha coefficient and test-retest reliability, using Spearman's rank correlation coefficients. Mann-Whitney U tests were used to check for known group validity. The Nottingham Health Profile (NHP) questionnaire was used as comparator questionnaire to evaluate convergent validity. RESULTS: The translation and cognitive debriefing interviews resulted in a Dutch version of the PlexiQoL that reflected the original concept and underlying semantic meanings of the UK English version. Forty participants completed the validation survey. The Dutch PlexiQoL demonstrated excellent internal consistency (Cronbach's α 0.825) and test-retest reliability (Spearman correlation coefficient 0.928). The questionnaire detected differences in PlexiQoL scores between participants based on self-reported general health and disease severity. Convergent validity was confirmed for relevant NHP subsections. CONCLUSIONS: The Dutch PlexiQoL demonstrated excellent psychometric properties and can be reliably used to measure plexiform neurofibroma-related QoL in adults with NF1 in the Netherlands.",Journal of patient-reported outcomes,2024-03-18,Britt A E Dhaenens; Sarah A van Dijk; Walter Taal; D Christine Noordhoek; Anna Coffey; Stephen P McKenna; Rianne Oostenbrink
PUB38502231,10.1172/JCI176748,PMID:38502231,STING activation reprograms the microenvironment to sensitize NF1-related malignant peripheral nerve sheath tumors for immunotherapy.,"Neurofibromatosis type 1 (NF1) is caused by mutations in the NF1 gene that encodes neurofibromin, a RAS GTPase-activating protein. Inactivating NF1 mutations cause hyperactivation of RAS-mediated signaling, resulting in the development of multiple neoplasms, including malignant peripheral nerve sheath tumors (MPNSTs). MPNSTs are an aggressive tumor and the main cause of mortality in patients with NF1. MPNSTs are difficult to resect and refractory to chemo- and radiotherapy, and no molecular therapies currently exist. Immune checkpoint blockade (ICB) is an approach to treat inoperable, undruggable cancers like MPNST, but successful outcomes require an immune cell-rich tumor microenvironment. While MPNSTs are noninflamed ""cold"" tumors, here, we converted MPNSTs into T cell-inflamed ""hot"" tumors by activating stimulator of IFN genes (STING) signaling. Mouse genetic and human xenograft MPNST models treated with a STING agonist plus ICB exhibited growth delay via increased apoptotic cell death. This strategy offers a potential treatment regimen for MPNSTs.",The Journal of clinical investigation,2024-03-19,Bandarigoda N Somatilaka; Laasya Madana; Ali Sadek; Zhiguo Chen; Sanjay Chandrasekaran; Renee M McKay; Lu Q Le
PUB38714355,10.1158/1535-7163.MCT-23-0510,PMID:38714355,MEK Inhibition Enhances the Antitumor Effect of Radiotherapy in NF1-Deficient Glioblastoma.,"Individuals with neurofibromatosis type 1, an autosomal dominant neurogenetic and tumor predisposition syndrome, are susceptible to developing low-grade glioma and less commonly high-grade glioma. These gliomas exhibit loss of the neurofibromin gene [neurofibromin type 1 (NF1)], and 10% to 15% of sporadic high-grade gliomas have somatic NF1 alterations. Loss of NF1 leads to hyperactive RAS signaling, creating opportunity given the established efficacy of MEK inhibitors in plexiform neurofibromas and some individuals with low-grade glioma. We observed that NF1-deficient glioblastoma neurospheres were sensitive to the combination of an MEK inhibitor (mirdametinib) with irradiation, as evidenced by synergistic inhibition of cell growth, colony formation, and increased cell death. In contrast, NF1-intact neurospheres were not sensitive to the combination, despite complete ERK pathway inhibition. No neurosphere lines exhibited enhanced sensitivity to temozolomide combined with mirdametinib. Mirdametinib decreased transcription of homologous recombination genes and RAD51 foci, associated with DNA damage repair, in sensitive models. Heterotopic xenograft models displayed synergistic growth inhibition to mirdametinib combined with irradiation in NF1-deficient glioma xenografts but not in those with intact NF1. In sensitive models, benefits were observed at least 3 weeks beyond the completion of treatment, including sustained phosphor-ERK inhibition on immunoblot and decreased Ki-67 expression. These observations demonstrate synergistic activity between mirdametinib and irradiation in NF1-deficient glioma models and may have clinical implications for patients with gliomas that harbor germline or somatic NF1 alterations.",Molecular cancer therapeutics,2024-09-04,Maria Ioannou; Kriti Lalwani; Abiola A Ayanlaja; Viveka Chinnasamy; Christine A Pratilas; Karisa C Schreck
PUB38744290,10.1016/j.crmeth.2024.100772,PMID:38744290,A platform for rapid patient-derived cutaneous neurofibroma organoid establishment and screening.,"Localized cutaneous neurofibromas (cNFs) are benign tumors that arise in the dermis of patients affected by neurofibromatosis type 1 syndrome. cNFs are benign lesions: they do not undergo malignant transformation or metastasize. Nevertheless, they can cover a significant proportion of the body, with some individuals developing hundreds to thousands of lesions. cNFs can cause pain, itching, and disfigurement resulting in substantial socio-emotional repercussions. Currently, surgery and laser desiccation are the sole treatment options but may result in scarring and potential regrowth from incomplete removal. To identify effective systemic therapies, we introduce an approach to establish and screen cNF organoids. We optimized conditions to support the ex vivo growth of genomically diverse cNFs. Patient-derived cNF organoids closely recapitulate cellular and molecular features of parental tumors as measured by immunohistopathology, methylation, RNA sequencing, and flow cytometry. Our cNF organoid platform enables rapid screening of hundreds of compounds in a patient- and tumor-specific manner.",Cell reports methods,2024-05-20,Huyen Thi Lam Nguyen; Emily Kohl; Jessica Bade; Stefan E Eng; Anela Tosevska; Ahmad Al Shihabi; Peyton J Tebon; Jenny J Hong; Sarah Dry; Paul C Boutros; Andre Panossian; Sara J C Gosline; Alice Soragni
PUB38811427,10.1186/s41687-024-00732-w,PMID:38811427,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,"BACKGROUND: Almost all patients with Neurofibromatosis type 1 (NF1) develop cutaneous neurofibroma (cNF), benign dermal tumours that have a large impact on the patient's Quality of Life (QoL). The French cNF-Skindex is the first questionnaire to specifically assess cNF-related QoL in patients with NF1. We aimed to adapt and validate a Dutch version of the cNF-Skindex. METHODS: The questionnaire was translated using forward and backwards translation, and subsequently administered to a sample of 59 patients on two separate occasions. Feasibility was evaluated by the presence of floor/ceiling effects. Reliability was assessed by evaluating internal consistency and test-retest reliability, by calculating Cronbach's alpha and Spearman's rank correlation coefficients. The EQ-5D-5L and SF-36 were used to evaluate convergent validity, using Spearman's rank correlation coefficients. An exploratory factor analysis was performed to study the data's internal structure. Multivariable linear regression was used to model the relationship between patient characteristics and the cNF-Skindex. RESULTS: The Dutch cNF-Skindex demonstrated excellent feasibility and reliability (Cronbach's alpha 0.96, test-retest correlation coefficient 0.88). Convergent validity was confirmed for the EQ-5D-5L and relevant SF-36 scales. All items and subdomains from the original questionnaire were confirmed following exploratory factor analysis. The patient characteristics included in the multivariable linear regression were not significantly associated with the cNF-Skindex score. CONCLUSIONS: The Dutch cNF-Skindex displayed excellent psychometric properties, enabling use in the Netherlands.",Journal of patient-reported outcomes,2024-05-29,Britt A E Dhaenens; Sarah A van Dijk; Laura Fertitta; Walter Taal; Pierre Wolkenstein; Rianne Oostenbrink
PUB38900740,10.1371/journal.pone.0301040,PMID:38900740,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,"Neurofibromatosis Type I (NF1) is a rare genetic disorder. NF1 patients frequently develop a benign tumor in peripheral nerve plexuses called plexiform neurofibroma. In the past two decades, tissue-specific Nf1 knockout mouse models were developed using commercially available tissue-specific Cre recombinase and the Nf1 flox mice to mimic neurofibroma development. However, these models develop para-spinal neurofibroma, recapitulating a rare type of neurofibroma found in NF1 patients. The NPcis mouse model developed a malignant version of neurofibroma called malignant peripheral nerve sheath tumor (MPNST) within 3 to 6 months but intriguingly without apparent benign precursor lesion. Here, we revisited the NPcis model and discovered that about 20% display clinical signs similar to Nf1 tissue-specific knockout mice models. However, a systematic histological analysis could not explain the clinical signs we observed although we noticed lesions reminiscent of a neurofibroma in a peripheral nerve, a cutaneous neurofibroma, and para-spinal neurofibroma on rare occasions in NPcis mice. We also observed that 10% of the mice developed a malignant peripheral nerve sheath tumor (MPNST) spontaneously, coinciding with their earring tag identification. Strikingly, half of the sciatic nerves from NPcis mice developed plexiform neurofibroma within 1-6 months when intentionally injured. Thus, we provided a procedure to turn the widely used NPcis sarcoma model into a model recapitulating plexiform neurofibroma.",PloS one,2024,Camille Plante; Teddy Mohamad; Dhanushka Hewa Bostanthirige; Michel Renaud; Harsimran Sidhu; Michel ElChoueiry; Jean-Paul Sabo Vatasescu; Mikael Poirier; Sameh Geha; Jean-Philippe Brosseau
PUB38907342,10.1186/s40478-024-01821-z,PMID:38907342,"snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.","Neurofibromatosis Type 1 (NF1) is caused by loss of function variants in the NF1 gene. Most patients with NF1 develop skin lesions called cutaneous neurofibromas (cNFs). Currently the only approved therapeutic for NF1 is selumetinib, a mitogen -activated protein kinase (MEK) inhibitor. The purpose of this study was to analyze the transcriptome of cNF tumors before and on selumetinib treatment to understand both tumor composition and response. We obtained biopsy sets of tumors both pre- and on- selumetinib treatment from the same individuals and were able to collect sets from four separate individuals. We sequenced mRNA from 5844 nuclei and identified 30,442 genes in the untreated group and sequenced 5701 nuclei and identified 30,127 genes in the selumetinib treated group. We identified and quantified distinct populations of cells (Schwann cells, fibroblasts, pericytes, myeloid cells, melanocytes, keratinocytes, and two populations of endothelial cells). While we anticipated that cell proportions might change with treatment, we did not identify any one cell population that changed significantly, likely due to an inherent level of variability between tumors. We also evaluated differential gene expression based on drug treatment in each cell type. Ingenuity pathway analysis (IPA) was also used to identify pathways that differ on treatment. As anticipated, we identified a significant decrease in ERK/MAPK signaling in cells including Schwann cells but most specifically in myeloid cells. Interestingly, there is a significant decrease in opioid signaling in myeloid and endothelial cells; this downward trend is also observed in Schwann cells and fibroblasts. Cell communication was assessed by RNA velocity, Scriabin, and CellChat analyses which indicated that Schwann cells and fibroblasts have dramatically altered cell states defined by specific gene expression signatures following treatment (RNA velocity). There are dramatic changes in receptor-ligand pairs following treatment (Scriabin), and robust intercellular signaling between virtually all cell types associated with extracellular matrix (ECM) pathways (Collagen, Laminin, Fibronectin, and Nectin) is downregulated after treatment. These response specific gene signatures and interaction pathways could provide clues for understanding treatment outcomes or inform future therapies.",Acta neuropathologica communications,2024-06-21,Cameron Church; Christian X Fay; Emil Kriukov; Hui Liu; Ashley Cannon; Lauren Ashley Baldwin; David K Crossman; Bruce Korf; Margaret R Wallace; Andrea M Gross; Brigitte C Widemann; Robert A Kesterson; Petr Baranov; Deeann Wallis
PUB38931352,10.3390/ph17060685,PMID:38931352,PET Imaging of Neurofibromatosis Type 1 with a Fluorine-18 Labeled Tryptophan Radiotracer.,"Neurofibromatosis type 1 (NF1) is a neurocutaneous disorder. Plexiform neurofibromas (PNFs) are benign tumors commonly formed in patients with NF1. PNFs have a high incidence of developing into malignant peripheral nerve sheath tumors (MPNSTs) with a 5-year survival rate of only 30%. Therefore, the accurate diagnosis and differentiation of MPNSTs from benign PNFs are critical to patient management. We studied a fluorine-18 labeled tryptophan positron emission tomography (PET) radiotracer, 1-(2-[","Pharmaceuticals (Basel, Switzerland)",2024-05-27,Xuyi Yue; Erik Stauff; Shriya Boyapati; Sigrid A Langhans; Wenqi Xu; Sokratis Makrogiannis; Uchenna J Okorie; Azubuike M Okorie; Vinay V R Kandula; Heidi H Kecskemethy; Rahul M Nikam; Lauren W Averill; Thomas H Shaffer
PUB38990917,10.1371/journal.pone.0305548,PMID:38990917,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,"BACKGROUND: Optic pathway glioma (OPG) is a feared complication to neurofibromatosis type 1 (NF1) since it can cause visual impairment in young children. The main goal of screening is to detect symptomatic OPGs that require treatment. Optical coherence tomography (OCT) has been suggested as a tool for detection of neuro-retinal damage. AIMS: To investigate whether the ganglion cell layer assessed by OCT is a reliable measure to identify and detect relapses of symptomatic OPGs in children with NF1. METHODS: Children (3-6 years) with NF1, with and without known OPG and children with sporadic OPG (S-OPG) resident in the Stockholm area, were invited and followed in a prospective study during a three-year period. Brain magnetic resonance tomography (MRI) had been performed in children with symptoms of OPG. Outcome measures were VA in logMAR, visual field index (VFI), average thicknesses of the ganglion cell-inner plexiform layer (GC-IPL), and peripapillary retinal nerve fiber layer (pRNFL). RESULTS: There were 25 children with MRI-verified OPG and 52 with NF1 without symptomatic OPG. Eyes from NF1 patients without symptoms of OPG showed significantly better results in all four analyzed parameters compared to eyes with NF1-associated OPG. Mean GC-IPL measurements seemed stable and reliable, significantly correlated to pRNFL (correlation coefficient (r) = 0.662, confidence interval (CI) = .507 to .773 p<0.001), VA (r = -0.661, CI = -7.45 to -.551, p<0.001) and VFI (r = 0.644, CI = .452 to .774, p<0.001). GC-IPL measurements were easy to obtain and acquired at considerably younger age than pRNFL (5.6±1.5 vs 6.8±1.3; p<0.001). CONCLUSIONS: The mean GC-IPL thickness could distinguish well between eyes with OPG and eyes without symptomatic OPG in children with NF1. As thinning of GC-IPL assessed with OCT could indicate underlying OPG, it should be included in the screening protocol of children with questionable VA measurements and in particular in children with NF1.",PloS one,2024,Urszula Arnljots; Maria Nilsson; Roberto Bolzani; Mariagrazia Benassi; Ulrika Sandvik; Daniel Martin Munoz; Klas Blomgren; Kerstin Hellgren
PUB39016685,10.1242/jcs.262343,PMID:39016685,Chemical genetic screens reveal defective lysosomal trafficking as synthetic lethal with NF1 loss.,"Neurofibromatosis type 1, a genetic disorder caused by pathogenic germline variations in NF1, predisposes individuals to the development of tumors, including cutaneous and plexiform neurofibromas (CNs and PNs), optic gliomas, astrocytomas, juvenile myelomonocytic leukemia, high-grade gliomas and malignant peripheral nerve sheath tumors (MPNSTs), which are chemotherapy- and radiation-resistant sarcomas with poor survival. Loss of NF1 also occurs in sporadic tumors, such as glioblastoma (GBM), melanoma, breast, ovarian and lung cancers. We performed a high-throughput screen for compounds that were synthetic lethal with NF1 loss, which identified several leads, including the small molecule Y102. Treatment of cells with Y102 perturbed autophagy, mitophagy and lysosome positioning in NF1-deficient cells. A dual proteomics approach identified BLOC-one-related complex (BORC), which is required for lysosome positioning and trafficking, as a potential target of Y102. Knockdown of a BORC subunit using siRNA recapitulated the phenotypes observed with Y102 treatment. Our findings demonstrate that BORC might be a promising therapeutic target for NF1-deficient tumors.",Journal of cell science,2024-08-01,Stephanie J Bouley; Andrew V Grassetti; Robert J Allaway; Matthew D Wood; Helen W Hou; India R Burdon Dasbach; William Seibel; Jimmy Wu; Scott A Gerber; Konstantin H Dragnev; James A Walker; Yolanda Sanchez
PUB39061138,10.3390/cancers16142498,PMID:39061138,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,Plexiform neurofibromas (PNs) occur in about a half of neurofibromatosis type 1 (NF1) patients and have garnered significant research attention due to their capacity for growth and potential for malignant transformation. NF1 plexiform neurofibroma (pNF1) is a complex tumor composed of Schwann cell-derived tumor cells (,Cancers,2024-07-09,Kyungmin Ji; George J Schwenkel; Raymond R Mattingly; Harini G Sundararaghavan; Zheng Gang Zhang; Michael Chopp
PUB39129390,10.1002/1878-0261.13704,PMID:39129390,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,"Neurofibromatosis type 1 (NF1) is a genetic disorder caused by mutation of the NF1 gene that is associated with various symptoms, including the formation of benign tumors, called neurofibromas, within nerves. Drug treatments are currently limited. The mitogen-activated protein kinase kinase (MEK) inhibitor selumetinib is used for a subset of plexiform neurofibromas (PNs) but is not always effective and can cause side effects. Therefore, there is a clear need to discover new drugs to target NF1-deficient tumor cells. Using a Drosophila cell model of NF1, we performed synthetic lethal screens to identify novel drug targets. We identified 54 gene candidates, which were validated with variable dose analysis as a secondary screen. Pathways associated with five candidates could be targeted using existing drugs. Among these, chloroquine (CQ) and bafilomycin A1, known to target the autophagy pathway, showed the greatest potential for selectively killing NF1-deficient Drosophila cells. When further investigating autophagy-related genes, we found that 14 out of 30 genes tested had a synthetic lethal interaction with NF1. These 14 genes are involved in multiple aspects of the autophagy pathway and can be targeted with additional drugs that mediate the autophagy pathway, although CQ was the most effective. The lethal effect of autophagy inhibitors was conserved in a panel of human NF1-deficient Schwann cell lines, highlighting their translational potential. The effect of CQ was also conserved in a Drosophila NF1 in vivo model and in a xenografted NF1-deficient tumor cell line grown in mice, with CQ treatment resulting in a more significant reduction in tumor growth than selumetinib treatment. Furthermore, combined treatment with CQ and selumetinib resulted in a further reduction in NF1-deficient cell viability. In conclusion, NF1-deficient cells are vulnerable to disruption of the autophagy pathway. This pathway represents a promising target for the treatment of NF1-associated tumors, and we identified CQ as a candidate drug for the treatment of NF1 tumors.",Molecular oncology,2025-03,Megan Stevens; Yuanli Wang; Stephanie J Bouley; Torrey R Mandigo; Aditi Sharma; Sonali Sengupta; Amy Housden; Norbert Perrimon; James A Walker; Benjamin E Housden
PUB39269317,10.1158/1078-0432.CCR-24-1750,PMID:39269317,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor.,"PURPOSE: Malignant peripheral nerve sheath tumor (MPNST) is a highly aggressive subtype of soft-tissue sarcoma with a high propensity to metastasize and extremely limited treatment options. Loss of the RAS-GAP NF1 leads to sustained RAF/MEK/ERK signaling in MPNST. However, single-agent MEK inhibitors (MEKi) have failed to elicit a sustained inhibition of the MAPK signaling pathway in MPNST. EXPERIMENTAL DESIGN: We used pharmacological, biochemical, and genetic perturbations of the receptor tyrosine kinase and MAPK signaling pathway regulators to investigate the mechanisms of MEKi resistance and evaluated combination therapeutic strategies in various preclinical MPNST models in vitro and in vivo. RESULTS: Here, we report that MEKi treatment resistance in MPNST involves two adaptive pathways: direct transcriptional upregulation of the receptor tyrosine kinase PDGFRβ and MEKi-induced increase in RAF dimer formation and activation of downstream signaling. Although the pharmacologic combination of a MEKi with a PDGFRβ-specific inhibitor was more effective than treatment with the MEKi alone, the combination of the MEKi and RAF dimer inhibitors led to a robust inhibition of MAPK pathway signaling. This combination treatment was effective in vitro and in vivo, as demonstrated by the significant increase in drug synergism and its high effectiveness in decreasing MPNST viability. CONCLUSIONS: Our findings suggest that the combination of MEKis and PDGFR and/or RAF dimer inhibitors can overcome MEKi resistance and may serve as a novel targeted therapeutic strategy for patients with NF1-deficient MPNST, which in turn could impact future clinical investigations for this patient population.",Clinical cancer research : an official journal of the American Association for Cancer Research,2024-11-15,Miguel A Miranda-Román; Cindy J Lee; Eve Fishinevich; Leili Ran; Amish J Patel; Juan Yan; Makhzuna N Khudoynazarova; Sarah Warda; Mohini R Pachai; Yu Chen; Ping Chi
PUB39415595,10.1242/dmm.050862,PMID:39415595,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,"Neurofibromatosis type 2 (NF-2) is a dominantly inherited genetic disorder that results from variants in the tumor suppressor gene, neurofibromin 2 (NF2). Here, we report the generation of a conditional zebrafish model of neurofibromatosis established by inducible genetic knockout of nf2a/b, the zebrafish homologs of human NF2. Analysis of nf2a and nf2b expression revealed ubiquitous expression of nf2b in the early embryo, with overlapping expression in the neural crest and its derivatives and in the cranial mesenchyme. In contrast, nf2a displayed lower expression levels. Induction of nf2a/b knockout at early stages increased the proliferation of larval Schwann cells and meningeal fibroblasts. Subsequently, in adult zebrafish, nf2a/b knockout triggered the development of a spectrum of tumors, including vestibular Schwannomas, spinal Schwannomas, meningiomas and retinal hamartomas, mirroring the tumor manifestations observed in patients with NF-2. Collectively, these findings highlight the generation of a novel zebrafish model that mimics the complexities of the human NF-2 disorder. Consequently, this model holds significant potential for facilitating therapeutic screening and elucidating key driver genes implicated in NF-2 onset.",Disease models & mechanisms,2024-12-01,Ayyappa Raja Desingu Rajan; Yuanyun Huang; Jan Stundl; Katelyn Chu; Anushka Irodi; Zihan Yang; Brian E Applegate; Marianne E Bronner
PUB39472976,10.1186/s40478-024-01875-z,PMID:39472976,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,"BACKGROUND: NF1 inactivation is associated with sensitivity to MEK inhibitor targeted therapy in low-grade and some high-grade gliomas. NF1 loss may also be a harbinger of exploitable vulnerabilities in IDH-wildtype glioblastoma (GBM). Accurate and consistent detection of NF1 loss, however, is fraught given the large gene size, challenges with complete coverage and variant calling upon sequencing, and mechanisms of mRNA and protein regulation that result in early degradation in the absence of genomic alterations. Here, we seek to perform a composite analysis for NF1 loss accounting for genomic alterations and protein expression via immunohistochemistry. We also characterize the landscape of NF1 alterations in GBM. METHODS: We assembled a single-institution, retrospective cohort of 542 IDH-wildtype GBM with somatic next generation sequencing to investigate the frequency and nature of detected NF1 alterations. We selected 69 GBMs from which to build a tissue microarray (TMA) of 44 NF1-wildtype and 25 NF1-mutant cases. We performed NF1 immunohistochemistry using two different NF1 antibodies (NFC, Sigma-Aldrich; and iNF-07E, iNFixion Bioscience) and correlated results with clinical, genomic, and other immunohistochemical features. RESULTS: In our retrospective cohort, we identified 88 IDH-wildtype GBM with NF1 alterations (16%). NF1 alterations were mutually exclusive with EGFR and MDM2 alterations (p-adj < 0.001, 0.05, respectively), but co-occurred with PIK3R1 alterations (Log CONCLUSION: NF1 immunostaining may serve as a sensitive surrogate marker of NF1 genomic inactivation and a valuable extension to next-generation sequencing for defining NF1 status. Minimal NF1 immunoreactivity is a poor prognostic marker, even in IDH-wildtype glioblastoma without apparent NF1 genomic alterations, but the underlying molecular mechanism requires further investigation.",Acta neuropathologica communications,2024-10-29,Michael Chang; Mohamed Sherief; Maria Ioannou; Viveka Chinnasamy; Lucy Chen; Michael Frost; Michelle Mattson-Hoss; Herb Sarnoff; David O Kamson; Matthias Holdhoff; Debraj Mukherjee; Chetan Bettegowda; Jordina Rincon-Torroella; Victoria Croog; Peng Huang; Fausto J Rodriguez; Calixto-Hope G Lucas; Karisa C Schreck
PUB39620202,10.1093/noajnl/vdae188,PMID:39620202,Multiomic analyses reveal new targets of polycomb repressor complex 2 in Schwann lineage cells and malignant peripheral nerve sheath tumors.,"BACKGROUND: Malignant peripheral nerve sheath tumors (MPNSTs) can arise from atypical neurofibromas (ANF). Loss of the polycomb repressor complex 2 (PRC2) is a common event. Previous studies on PRC2-regulated genes in MPNST used genetic add-back experiments in highly aneuploid MPNST cell lines which may miss PRC2-regulated genes in  METHODS: We engineered  RESULTS: We identified potential PRC2-regulated drivers of MPNST progression. Pathway analysis indicates many upregulated cancer-related pathways. We found transcriptional evidence for activated Notch and Sonic Hedgehog (SHH) signaling in PRC2-deficient iHSCs. Functional studies confirm that Notch signaling is active in MPNST cell lines, patient-derived xenografts, and transient cell models of PRC2 deficiency. A combination of MEK and γ-secretase inhibition shows synergy in MPNST cell lines. CONCLUSIONS: We identified PRC2-regulated genes and potential drivers of MPNSTs. Our findings support the Notch pathway as a druggable target in MPNSTs. Our identification of PRC2-regulated genes and pathways could result in more novel therapeutic approaches.",Neuro-oncology advances,2024,Minu M Bhunia; Christopher M Stehn; Tyler A Jubenville; Ethan L Novacek; Alex T Larsson; Mahathi Madala; Suganth Suppiah; Germán L Velez-Reyes; Kyle B Williams; Mark Sokolowski; Rory L Williams; Samuel J Finnerty; Nuri A Temiz; Ariel Caride; Aditya V Bhagwate; Nagaswaroop K Nagaraj; Jeong-Heon Lee; Tamas Ordog; Gelareh Zadeh; David A Largaespada
PUB39890807,10.1038/s41598-024-84493-y,PMID:39890807,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,"In efforts to evaluate potential biomarkers and drug targets for Neurofibromatosis Type I (NF1) we utilized affinity mass spectrometry and global proteomics to investigate how variation within and loss of NF1 affect immortalized human Schwann cells. We used Strep tagged mNf1 cDNAs (both wild type (WT) and variant) to affinity purity NF1 Protein-Protein interactors (PPIs) from the Schwann cells. We were able to identify 98 PPIs and show that some of these PPIs bind differentially to variant proteins. Next, we evaluated global proteomes. We identified over 1900 proteins in immortalized human Schwann cells both with and without NF1 expression. We identified 148 proteins with differential expression levels based on genotype. Following Ingenuity Pathway analysis (IPA) we found multiple pathways were altered including decreases in ""oxidative phosphorylation,"" increases in ""mitochondrial dysfunction"", and ""glycolysis"", as well as changes in ""Myelination Signaling Pathway."" When we evaluated the proteome of NF1 null cells stably transfected with tagged mNf1 cDNAs we again identified an overall trend of metabolic differences pertaining to ""oxidative phosphorylation"", ""mitochondria dysfunction"", and ""glycolysis"" in the variant cDNA expressing cells. We then validated differential expression of the following proteins: LAMC1, CYB5R3, and SOD2 that are observed in the altered pathways. Finally, consistent with our proteomics findings, we show that NF1 is required to maintain mitochondrial respiratory function in Schwann cells by stabilizing NADH-linked oxidative phosphorylation and electron transfer. Taken together, these data indicate that NF1 plays a significant role in mitochondrial metabolism that results in proteomic changes in Schwann cells and may serve as a future drug target.",Scientific reports,2025-01-31,Christian X Fay; Elizabeth R M Zunica; Elias Awad; William Bradley; Cameron Church; Jian Liu; Hui Liu; David K Crossman; James A Mobley; John P Kirwan; Christopher L Axelrod; Erik Westin; Robert A Kesterson; Deeann Wallis
PUB40025578,10.1186/s40478-025-01965-6,PMID:40025578,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,"Neurofibromatosis type 1 (NF1) and schwannomatosis (SWN) are rare genetic disorders with distinct genetic etiologies. Both syndromes are predominantly characterized by the development of multiple benign nerve sheath tumors, which typically arise from cranial/peripheral nerves. The management of NF1/SWN-associated benign nerve sheath tumors pose a substantial clinical challenge. In recent years, immunotherapy has demonstrated significant efficacy in treating various tumors, but its application to NF1/SWN has not been explored. In this study, we first evaluated the feasibility of chimeric antigen receptor (CAR)-T cell therapy for the treatment of benign NF1/SWN-related nerve sheath tumor by analyzing the expression of multiple antigens in 85 tumor samples. Our findings revealed that epidermal growth factor receptor (EGFR/HER1) was highly expressed in most samples, indicating its potential as an ideal target for CAR-T cell therapy. Additionally, TGFβ1 and PDL1, key inhibitory regulators of T cell function within solid tumor microenvironment (TME), were universally overexpressed in these samples, highlighting the immunosuppressive nature of NF1/SWN tumors. To target HER1, we constructed CARs using three distinct scFvs (806, E2 and NEC). All three types of CAR-T cells demonstrated significant tumor-eliminating capability against NF1/SWN tumor cell lines, with 806 CAR-T cells showing the highest efficacy. Considering the immunosuppressive TME, we knocked out TGFBR2 and/or PDCD1 in 806 CAR-T cells using CRISPR/Cas9. Their anti-tumor efficacy was further evaluated using a 3D tumor spheroid model, and the gene-edited 806 CAR-T cells exhibited superior anti-tumor efficacy. In conclusion, we identified HER1 as a target for CAR-T cell therapy in NF1/SWN-related nerve sheath tumors, and developed anti-HER1 CAR-T cells that effectively eliminated NF1/SWN tumor cells, providing a promising therapeutic strategy for patients with these conditions.",Acta neuropathologica communications,2025-03-01,Na Tang; Lei Cheng; Jiawei Hao; Beilei Xu; Xi Pan; Xiaofei Wei; Hao Wu; Haoyi Wang
