_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,targetAntigen
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,"...anti-p75/NGFR (C40-1457, Becton–Dickinson) bound to phycoerythrin (PE), anti-F4/80 bound to Cy5.5 on ice...",0.85,Accept,Experimental Usage,anti-F4/80 bound to Cy5.5
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,...0.1 mL DMEM medium containing 10% FBS or 50 ng/mL Anti-CSF1 (R&D Systems MAB4161) in the same medium...,0.9,Accept,Experimental Usage,Anti-CSF1 (R&D Systems MAB4161)
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We assessed the purity of Schwann cell cultures by immunofluorescent staining with an S-100β antibody (Serra et al, 2000).",0.85,Accept,Experimental Usage,S-100β antibody
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"probed membranes with anti-SOX9 (Santa Cruz Biotechnology, Santa Cruz, CA; 1:700), then re-probed with anti-β-actin",0.95,Accept,Experimental Usage,"anti-SOX9 (Santa Cruz Biotechnology, Santa Cruz, CA; 1:700)"
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"then re-probed with anti-β-actin (Cell Signaling Technology, Inc. #4967) as a loading control",0.95,Accept,Experimental Usage,"anti-β-actin (Cell Signaling Technology, Inc. #4967)"
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We performed SOX9 immunohistochemistry on formalin-fixed, paraffin-embedded sections with polyclonal anti-SOX9 antibody (Abcam, Cambridge, UK)",0.95,Accept,Experimental Usage,"polyclonal anti-SOX9 antibody (Abcam, Cambridge, UK)"
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Primary antibodies included N-Terminal NF1 (Cell Signaling cat# D7R7D 1:1000), beta-actin (Cell Signaling cat# 3700 1:10000)",0.9,Accept,Experimental Usage,N-Terminal NF1 (Cell Signaling cat# D7R7D)
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Primary antibodies included N-Terminal NF1 (Cell Signaling cat# D7R7D 1:1000), beta-actin (Cell Signaling cat# 3700 1:10000)",0.85,Accept,Experimental Usage,beta-actin (Cell Signaling cat# 3700)
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Primary antibodies included N-Terminal NF1 (Cell Signaling cat# D7R7D 1:1000), beta-actin (Cell Signaling cat# 3700 1:10000), p-ERK (Cell Signaling cat# 9101 1:1000)",0.85,Accept,Experimental Usage,p-ERK (Cell Signaling cat# 9101)
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"p-ERK (Cell Signaling cat# 9101 1:1000), and total ERK (Cell Signaling cat# 9102 1:1000). The secondary antibody was HRP-tagged from Santa Cruz",0.85,Accept,Experimental Usage,total ERK (Cell Signaling cat# 9102)
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,"incubated with anti-KIF11 antibody (Proteintech), anti-KIF15 antibody (Proteintech)",0.9,Accept,Experimental Usage,anti-KIF11 antibody (Proteintech)
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,"incubated with anti-KIF11 antibody (Proteintech), anti-KIF15 antibody (Proteintech)",0.9,Accept,Experimental Usage,anti-KIF15 antibody (Proteintech)
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,"or Ki67 (Ventana Medical Systems), and a horseradish peroxidase–conjugated secondary antibody",0.9,Accept,Experimental Usage,Ki67 (Ventana Medical Systems)
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,with anti-α-tubulin (Sigma-Aldrich) during 1 h at room temperature,0.9,Accept,Experimental Usage,anti-α-tubulin (Sigma-Aldrich)
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,incubated with 1:100 of anti-α-tubulin-Alexa488 antibody (Life Technologies) for 45 min,0.9,Accept,Experimental Usage,anti-α-tubulin-Alexa488 antibody (Life Technologies)
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,using the Annexin-V-Alexa Fluor 568 antibody (Roche and Life Technologies),0.9,Accept,Experimental Usage,Annexin-V-Alexa Fluor 568 antibody (Roche and Life Technologies)
PMID:17924978,10.1111/j.1750-3639.2007.00105.x,Natural history of meningioma development in mice reveals: a synergy of Nf2 and p16(Ink4a) mutations.,,"PGDS immunohistochemistry was carried out on adjacent paraffin sections using affinity‐purified rabbit polyclonal antibodies (1:500; Santa Cruz, CA, USA sc‐14825)",0.9,Accept,Experimental Usage,PGDS antibody (Santa Cruz sc-14825)
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"Antibodies against phospho-AKT (S473), total AKT, and monoclonal rabbit anti-phospho-S6K (T389) were from Cell Signaling Technology",0.9,Accept,Experimental Usage,phospho-AKT (S473) antibody
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"Antibodies against phospho-AKT (S473), total AKT, and monoclonal rabbit anti-phospho-S6K (T389) were from Cell Signaling Technology",0.9,Accept,Experimental Usage,total AKT antibody
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"Antibodies against phospho-AKT (S473), total AKT, and monoclonal rabbit anti-phospho-S6K (T389) were from Cell Signaling Technology",0.9,Accept,Experimental Usage,monoclonal rabbit anti-phospho-S6K (T389) antibody
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,Total S6K1 antibody was used as previously described,0.85,Accept,Experimental Usage,total S6K1 antibody
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,Sections were incubated with rat anti-CD31 antibodies (BD bioscience) at 1:40 dilution for 60 min at room temperature,0.9,Accept,Experimental Usage,rat anti-CD31 antibodies
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"For Mib1 detection, paraffin sections were treated with TRS or antigen retrieval followed by a prediluted Mib1 antibody (DAKO)",0.9,Accept,Experimental Usage,Mib1 antibody
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,"Antibodies were obtained from Peprotech (CXCL12), Clontech (Dsred (mCherry)), Invitrogen (GFAP)",0.9,Accept,Experimental Usage,CXCL12 antibody (Peprotech)
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,"Antibodies were obtained from Peprotech (CXCL12), Clontech (Dsred (mCherry)), Invitrogen (GFAP)",0.9,Accept,Experimental Usage,GFAP antibody (Invitrogen)
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,"Abcam (PDE4A & 58kD Golgi marker), Pharmingen (LCA), Wako (IBA-1)",0.9,Accept,Experimental Usage,PDE4A antibody (Abcam)
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,Antibody directed against Olig2 (DF-308) was a gift of Dr. Charles Stiles (Dana Farber Cancer Institute),0.85,Accept,Experimental Usage,Olig2 antibody (DF-308)
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,Antibody directed against phosphorylated CXCR4 (pCXCR4) was developed in our lab and previously described,0.8,Accept,Experimental Usage,phosphorylated CXCR4 antibody (pCXCR4)
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"incubated overnight at 4°C with primary antibodies diluted in blocking buffer: CD31 (3528S, 1:100, Cell Signaling)",0.95,Accept,Experimental Usage,"CD31 antibody (3528S, Cell Signaling)"
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"Survivin (MA5-15077, 1:200, Invitrogen), and CENPF (PA5-84637, 1:200, Invitrogen)",0.95,Accept,Experimental Usage,"Survivin antibody (MA5-15077, Invitrogen)"
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"Survivin (MA5-15077, 1:200, Invitrogen), and CENPF (PA5-84637, 1:200, Invitrogen)",0.95,Accept,Experimental Usage,"CENPF antibody (PA5-84637, Invitrogen)"
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"and H3K27me3 (9733S, 1:100, Cell Signaling). Sections were then incubated with secondary antibodies",0.95,Accept,Experimental Usage,"H3K27me3 antibody (9733S, Cell Signaling)"
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"Immunoblots were carried out using antibodies specific to CENPF (ab223847, 1:1000 dilution, Abcam)",0.95,Accept,Experimental Usage,"CENPF antibody (ab223847, Abcam)"
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,"Survivin (MA5-15077, 1:1000, Invitrogen) and Vinculin (ab219649, 1:1000 dilution, Abcam)",0.95,Accept,Experimental Usage,"Vinculin antibody (ab219649, Abcam)"
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,"followed by either Alexa-Fluor-tagged secondary antibodies (Invitrogen, Grand Island, NY) and DAPI counterstaining",0.8,Accept,Experimental Usage,Alexa-Fluor-tagged secondary antibodies
PMID:28525381,10.18632/oncotarget.17589,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,,DAPI counterstaining or biotinylated secondary antibodies and Vectastain Elite ABC development,0.8,Accept,Experimental Usage,biotinylated secondary antibodies
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"Rabbit anti-EGFR, Notch1 (Cell Signaling), and rabbit anti S518-Merlin (Abcam and Cell Signaling) were used at 1:1000 dilution.",0.85,Accept,Experimental Usage,rabbit anti-EGFR (Cell Signaling)
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"Rabbit anti-EGFR, Notch1 (Cell Signaling), and rabbit anti S518-Merlin (Abcam and Cell Signaling) were used at 1:1000 dilution.",0.85,Accept,Experimental Usage,Notch1 (Cell Signaling)
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"Rabbit anti-EGFR, Notch1 (Cell Signaling), and rabbit anti S518-Merlin (Abcam and Cell Signaling) were used at 1:1000 dilution.",0.9,Accept,Experimental Usage,rabbit anti S518-Merlin (Abcam and Cell Signaling)
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"Markers for membrane, cytosolic and nuclear fractions were: rabbit anti- Na + , K + - ATPase, GAPDH, and PARP (Cell Signaling)",0.8,Accept,Experimental Usage,"rabbit anti-Na+,K+-ATPase (Cell Signaling)"
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"Markers for membrane, cytosolic and nuclear fractions were: rabbit anti- Na + , K + - ATPase, GAPDH, and PARP (Cell Signaling)",0.8,Accept,Experimental Usage,GAPDH (Cell Signaling)
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"Markers for membrane, cytosolic and nuclear fractions were: rabbit anti- Na + , K + - ATPase, GAPDH, and PARP (Cell Signaling)",0.8,Accept,Experimental Usage,PARP (Cell Signaling)
PMID:36420221,10.1016/j.omtn.2022.10.026,Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype ,,An actin immunocytochemistry assay was performed to study the cytoskeletal organization after PMO treatment using Phalloidin (Molecular Probes),0.85,Accept,Experimental Usage,Phalloidin
PMID:36420221,10.1016/j.omtn.2022.10.026,Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype ,,"Flag expression was assessed by western blot (Monoclonal ANTI-FLAG M2 antibody, Sigma-Aldrich, St. Louis, MO)",0.9,Accept,Experimental Usage,Monoclonal ANTI-FLAG M2 antibody
PMID:32438526,10.1002/lary.28671,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,,"The primary antibodies used were anti-NeuroD1 (Abcam, ab109224) and anti-β-actin (Sigma, A5316)",0.95,Accept,Experimental Usage,"anti-NeuroD1 (Abcam, ab109224)"
PMID:32438526,10.1002/lary.28671,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,,"The primary antibodies used were anti-NeuroD1 (Abcam, ab109224) and anti-β-actin (Sigma, A5316)",0.95,Accept,Experimental Usage,"anti-β-actin (Sigma, A5316)"
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,"Ras was detected with a 1:250 dilution of anti-pan Ras monoclonal antibody (BD Transduction Laboratories, San Jose, CA)",0.9,Accept,Experimental Usage,anti-pan Ras monoclonal antibody (BD Transduction Laboratories)
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,"Caspase-3 was detected with a 1:1000 dilution of anti-Caspase-3 polycolonal antibody (Santa Cruz Biotechnology, Inc., Santa Cruz, CA)",0.9,Accept,Experimental Usage,anti-Caspase-3 polycolonal antibody (Santa Cruz Biotechnology)
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,"Retinoblastoma protein (pRb) phosphorylated Serine 780 was detected with a 1:1000 dilution of anti-Phospho-Rb Ser 780 polyclonal antibody (Cell Signaling Technology, Danvers, MA)",0.9,Accept,Experimental Usage,anti-Phospho-Rb Ser 780 polyclonal antibody (Cell Signaling Technology)
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,"β-Tubulin was immunoblotted with a 1:2000 dilution of the E7 monoclonal antibody (Developmental Studies Hybridoma Bank, Iowa City, IA)",0.9,Accept,Experimental Usage,E7 monoclonal antibody (Developmental Studies Hybridoma Bank)
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,incubated with primary antibodies overnight at 4°C: S100-fluorescein isothiocyanate (FITC) (major protein expressed by C6 cells),0.8,Accept,Experimental Usage,S100-FITC antibody
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,"β-tubulin III-FITC (neurofibroma presence), Ki67-FITC (proliferation marker)",0.8,Accept,Experimental Usage,β-tubulin III-FITC antibody
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,"Ki67-FITC (proliferation marker), Vimentin-antigen presenting cell (APC)",0.8,Accept,Experimental Usage,Ki67-FITC antibody
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,"Vimentin-antigen presenting cell (APC) (expressed by C6 cells), and Foxp3-APC and CD45",0.8,Accept,Experimental Usage,Vimentin-APC antibody
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,Foxp3-APC and CD45 (immune response markers),0.8,Accept,Experimental Usage,Foxp3-APC antibody
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,Foxp3-APC and CD45 (immune response markers),0.8,Accept,Experimental Usage,CD45 antibody
PMID:15240917,10.1155/S1110724304308107,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,,"Human S-100 A and B protein was detected using rabbit antiserum (Dako Corp, Carpinteria, Calif) diluted with phosphate-buffered saline",0.8,Accept,Experimental Usage,"rabbit antiserum (Dako Corp, Carpinteria, Calif)"
PMID:15240917,10.1155/S1110724304308107,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,,The rabbit anti-S-100 antibodies were detected using affinity purified biotinylated F(ab')2 swine anti-rabbit IgG (Dako),0.8,Accept,Experimental Usage,biotinylated F(ab')2 swine anti-rabbit IgG (Dako)
PMID:15240917,10.1155/S1110724304308107,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,,"followed by horseradish peroxidase-conjugated streptavidin (Dako), both diluted in 5% PBS/BSA",0.75,Accept,Experimental Usage,horseradish peroxidase-conjugated streptavidin (Dako)
PMID:15240917,10.1155/S1110724304308107,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,,"Fluorescein-conjugated IB4 (Vector Laboratories, Burlingame, Calif) diluted in PBS, pH = 7.2, containing 5% BSA, was applied to the sections",0.8,Accept,Experimental Usage,"Fluorescein-conjugated IB4 (Vector Laboratories, Burlingame, Calif)"
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,,"Western blots and immunohistochemistry (IHC) using DARPP32, p-MAPK, total MAPK (Cell Signaling) and p-DARPP32 (Abcam) antibodies",0.85,Accept,Experimental Usage,DARPP32 antibody
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,,"Western blots and immunohistochemistry (IHC) using DARPP32, p-MAPK, total MAPK (Cell Signaling) and p-DARPP32 (Abcam) antibodies",0.85,Accept,Experimental Usage,p-MAPK antibody
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,,"Western blots and immunohistochemistry (IHC) using DARPP32, p-MAPK, total MAPK (Cell Signaling) and p-DARPP32 (Abcam) antibodies",0.85,Accept,Experimental Usage,total MAPK antibody
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,,"Western blots and immunohistochemistry (IHC) using DARPP32, p-MAPK, total MAPK (Cell Signaling) and p-DARPP32 (Abcam) antibodies",0.85,Accept,Experimental Usage,p-DARPP32 antibody
PMID:24932921,10.1002/jbmr.2298,Neurofibromin deficiency-associated transcriptional dysregulation suggests a novel therapy for tibial pseudoarthrosis in NF1.,,"The cells were labeled with Alexa Fluor 647-conjugated anti-phospho-ERK1/2 primary antibody (Cell Signaling Technology, MA, USA) using 1:50 dilution",0.9,Accept,Experimental Usage,Alexa Fluor 647-conjugated anti-phospho-ERK1/2 primary antibody
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,,"Plasma VEGF and soluble VEGFR2 (sVEGFR2) were quantified...using commercial available human VEGF and sVEGFR2 immunoassay kits (Quantikine™, R&D Systems, Minneapolis, MN).",0.85,Accept,Experimental Usage,Quantikine™ human VEGF immunoassay kit
PMID:22961690,10.1002/pbc.24281,Phase I trial and pharmacokinetic study of sorafenib in children with neurofibromatosis type I and plexiform neurofibromas.,,"Plasma VEGF and soluble VEGFR2 (sVEGFR2) were quantified...using commercial available human VEGF and sVEGFR2 immunoassay kits (Quantikine™, R&D Systems, Minneapolis, MN).",0.85,Accept,Experimental Usage,Quantikine™ human sVEGFR2 immunoassay kit
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,The embryos were incubated in anti-pH3 antibody overnight at 4°C.,0.85,Accept,Experimental Usage,anti-pH3 antibody
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,"The samples were washed in PBS–Triton-X100 (4×30 min) at room temperature and incubated in a secondary antibody (Thermo Fisher Scientific, A21202) for 4 h at room temperature.",0.9,Accept,Experimental Usage,A21202
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,Anti-Sox10 antibody staining on HCR-processed sections was performed according to Kamenev et al. (2021).,0.85,Accept,Experimental Usage,anti-Sox10 antibody
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,"Subsequently, the blot was incubated with a 1:1000 dilution of anti-merlin antibody overnight at 4°C.",0.85,Accept,Experimental Usage,anti-merlin antibody
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,"the membrane was washed with 0.1% TBST and incubated with the corresponding secondary antibody conjugated to horseradish peroxidase (GE Life Sciences, NA934) at 1:10,000 dilution",0.9,Accept,Experimental Usage,NA934
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"using the following Biolegend antibodies and stains: anti-human HLA-A,B,C (311405)",0.85,Accept,Experimental Usage,"anti-human HLA-A,B,C (311405)"
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"anti-mouse H-2 (125505), Mouse IgG1, κ Isotype Ctrl (FC) Antibody",0.85,Accept,Experimental Usage,anti-mouse H-2 (125505)
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"using the following antibodies: human nuclei (ab254080, Abcam)",0.85,Accept,Experimental Usage,"human nuclei (ab254080, Abcam)"
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"Ki-67 (RM9106S1, Fisher Scientific), S-100 b (sc-393919, Santa Cruz Biotechnology)",0.85,Accept,Experimental Usage,"Ki-67 (RM9106S1, Fisher Scientific)"
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"S-100 b (sc-393919, Santa Cruz Biotechnology), H3K27me3 (9733, Cell Signaling Technologies)",0.85,Accept,Experimental Usage,"S-100 b (sc-393919, Santa Cruz Biotechnology)"
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"H3K27me3 (9733, Cell Signaling Technologies), pERK (4370, Cell Signaling Technologies)",0.85,Accept,Experimental Usage,"H3K27me3 (9733, Cell Signaling Technologies)"
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"pERK (4370, Cell Signaling Technologies). Microtissues were assessed for compaction",0.85,Accept,Experimental Usage,"pERK (4370, Cell Signaling Technologies)"
PMID:41591566,10.1007/s00401-026-02979-7,FAP expression as a marker of malignant transformation enabling in vivo characterization in peripheral nerve sheath tumors: a multimodal and translational study.,,"A recombinant anti-FAP antibody (clone ab207178, Abcam, Cambridge, UK) was applied at a dilution of 1:250",0.95,Accept,Experimental Usage,"anti-FAP antibody (clone ab207178, Abcam)"
PMID:37770931,10.1186/s40478-023-01639-1,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",,"Slides were treated with primary antibodies for LAMA2 (Abnova (Catalog #: H00003908-M01), 1:1000)",0.95,Accept,Experimental Usage,LAMA2 antibody (Abnova H00003908-M01)
PMID:37770931,10.1186/s40478-023-01639-1,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",,"SLC22A3 (Novus Biologicals (Catalog #: NBP1-83976), 1:750)",0.95,Accept,Experimental Usage,SLC22A3 antibody (Novus Biologicals NBP1-83976)
PMID:37770931,10.1186/s40478-023-01639-1,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",,"PRRX1 (Thermo Fisher Scientific (Catalog#: MA5-26580), 1:200)",0.95,Accept,Experimental Usage,PRRX1 antibody (Thermo Fisher Scientific MA5-26580)
PMID:37770931,10.1186/s40478-023-01639-1,"Integration of single-nuclei RNA-sequencing, spatial transcriptomics and histochemistry defines the complex microenvironment of NF1-associated plexiform neurofibromas.",,"SOX10 (Roche (Catalog#: 760-4968), pre-diluted kit)",0.95,Accept,Experimental Usage,SOX10 antibody (Roche 760-4968)
PMID:24375753,10.1002/ana.24093,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,,"Western blots were performed using pDARPP32 (1:500, Cell Signaling), DARPP32 (1:1000, Cell Signaling), pERK1/2 (1:1000, Cell Signaling), and ERK1/2 (1:1000, Cell Signaling)",0.85,Accept,Experimental Usage,"pDARPP32 (1:500, Cell Signaling)"
PMID:24375753,10.1002/ana.24093,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,,"Western blots were performed using pDARPP32 (1:500, Cell Signaling), DARPP32 (1:1000, Cell Signaling), pERK1/2 (1:1000, Cell Signaling), and ERK1/2 (1:1000, Cell Signaling)",0.85,Accept,Experimental Usage,"DARPP32 (1:1000, Cell Signaling)"
