_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,_cellLineName
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"NF94.3, NF96.2, NF10.1 and NF11.1 were kindly provided by Dr. Margaret Wallace at University of Florida",0.9,Accept,Experimental Usage,NF94.3
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"NF94.3, NF96.2, NF10.1 and NF11.1 were kindly provided by Dr. Margaret Wallace at University of Florida",0.9,Accept,Experimental Usage,NF96.2
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"NF94.3, NF96.2, NF10.1 and NF11.1 were kindly provided by Dr. Margaret Wallace at University of Florida",0.9,Accept,Experimental Usage,NF10.1
PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,"NF94.3, NF96.2, NF10.1 and NF11.1 were kindly provided by Dr. Margaret Wallace at University of Florida",0.9,Accept,Experimental Usage,NF11.1
PMID:24386979,10.1186/1471-2407-14-6,"Modulation of Ras signaling alters the toxicity of hydroquinone, a benzene metabolite and component of cigarette smoke.",,"Diploid yeast deletion strains used for growth analyses were of the BY4743 background (MATa/MATα, his3∆1/his3∆1, leu2∆0/leu2∆0...)",0.85,Accept,Experimental Usage,BY4743 background diploid yeast deletion strains
PMID:24386979,10.1186/1471-2407-14-6,"Modulation of Ras signaling alters the toxicity of hydroquinone, a benzene metabolite and component of cigarette smoke.",,"The haploid yeast MORF (Movable ORF) strain for RAS1 overexpression was of the Y258 background (MATa, pep 4-3, his 4-580...)",0.85,Accept,Experimental Usage,Y258 background haploid yeast MORF strain
PMID:21216928,10.1158/1535-7163.MCT-10-0654,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,,The mouse K4622 grade II glioma cell line was derived from a C57Bl/6 Nf1+/−; p53+/− mouse and was shown to be both Nf1- and p53-deficient,0.9,Accept,Experimental Usage,K4622 grade II glioma cell line
PMID:32419643,10.1177/1533033820919759,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,,"Primary normal human astrocytes (M059J) and 4 glioma cell lines (U87, U118, U251, and A172) were commercially procured from Shanghai Cell Bank",0.85,Accept,Experimental Usage,M059J
PMID:32419643,10.1177/1533033820919759,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,,"4 glioma cell lines (U87, U118, U251, and A172) were commercially procured from Shanghai Cell Bank of the Chinese Academy of Sciences",0.85,Accept,Experimental Usage,U87
PMID:32419643,10.1177/1533033820919759,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,,"4 glioma cell lines (U87, U118, U251, and A172) were commercially procured from Shanghai Cell Bank of the Chinese Academy of Sciences",0.85,Accept,Experimental Usage,U118
PMID:32419643,10.1177/1533033820919759,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,,"4 glioma cell lines (U87, U118, U251, and A172) were commercially procured from Shanghai Cell Bank of the Chinese Academy of Sciences",0.85,Accept,Experimental Usage,U251
PMID:32419643,10.1177/1533033820919759,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,,"4 glioma cell lines (U87, U118, U251, and A172) were commercially procured from Shanghai Cell Bank of the Chinese Academy of Sciences",0.85,Accept,Experimental Usage,A172
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,"Schwann cells from the PNF were cultured and identified as previously described. After ensuring purity of 85%, PNF-derived Schwann cells were treated with nilotinib and imatinib",0.9,Accept,Experimental Usage,PNF-derived Schwann cells
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,Wild-type and Nf1 -/- primary astrocytes were generated and maintained as previously described,0.85,Accept,Experimental Usage,Nf1 -/- primary astrocytes
PMID:29670214,10.1038/s41598-018-24310-5,Restoring functional neurofibromin by protein transduction.,,Recombinant baculoviruses were generated according to Berger I. et al. using E. coli DH10Multibac cells containing the modified baculoviral genome,0.8,Accept,Experimental Usage,E. coli DH10Multibac cells
PMID:29670214,10.1038/s41598-018-24310-5,Restoring functional neurofibromin by protein transduction.,,"using E. coli DH10Multibac cells containing the modified baculoviral genome and Sf21 insect cells (Life Technologies, Carlsbad, CA, USA)",0.85,Accept,Experimental Usage,Sf21 insect cells
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,ST88-14
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,STS26T
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,S520
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,S462
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,88-3
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,90-8
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,"We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 as described previously",0.9,Accept,Experimental Usage,YST1
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c",0.95,Accept,Development,icNF97.2a
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c",0.95,Accept,Development,icNF97.2b
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c",0.95,Accept,Development,icNF98.4c
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c, icNF98.4d",0.95,Accept,Development,icNF98.4d
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c, icNF98.4d, icNF00.10a",0.95,Accept,Development,icNF00.10a
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c, icNF98.4d, icNF00.10a, icNF04.9a",0.95,Accept,Development,icNF04.9a
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Seven primary SC cultures and their matched immortalized cell lines were chosen for genomic analysis (Table 1; icNF97.2a, icNF97.2b, icNF98.4c, icNF98.4d, icNF00.10a, icNF04.9a, i28cNF)",0.95,Accept,Development,i28cNF
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"The three other additional lines (i18cNF, i21cNF, i28cNF) were from NF1 cNFs obtained and cultured with approval of the Clinical Research Ethics Committee",0.9,Accept,Development,i18cNF
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"The three other additional lines (i18cNF, i21cNF, i28cNF) were from NF1 cNFs obtained and cultured with approval of the Clinical Research Ethics Committee",0.9,Accept,Development,i21cNF
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF18.1a F pedunculated c.4084C > T p.Arg1362Ter (strong NMD) low level of c.92A > G p.His31Arg (mostly heterozygous),0.9,Accept,Development,icNF18.1a
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF09.5 F pedunculated c.4084C > T p.Arg1362Ter (strong NMD) none detected (= heterozygous?),0.9,Accept,Development,icNF09.5
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF93.1a F pedunculated c.2350T > C p.Trp784Arg none detected (= heterozygous?),0.9,Accept,Development,icNF93.1a
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF97.5 M flat or sub-cutaneous c.8160G > C p.Thr2720 = (silent) none detected (= heterozygous?),0.9,Accept,Development,icNF97.5
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,icNF99.1 F globular c.1246C > T p.Arg416Ter c.6888G > A p.Trp2296Ter low level (mostly heterozygous?),0.9,Accept,Development,icNF99.1
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,Several cell lines derived from MPNSTs were used: S462 and ST88-14 (provided by Dr Nancy Ratner),0.9,Accept,Experimental Usage,S462
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,Several cell lines derived from MPNSTs were used: S462 and ST88-14 (provided by Dr Nancy Ratner),0.9,Accept,Experimental Usage,ST88-14
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,sNF96.2 (provided by Dr Thomas De Raedt),0.9,Accept,Experimental Usage,sNF96.2
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,90-8 and the sporadic MPNST-derived STS-26T (provided by Dr Eric Legius),0.85,Accept,Experimental Usage,90-8
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,90-8 and the sporadic MPNST-derived STS-26T (provided by Dr Eric Legius),0.9,Accept,Experimental Usage,STS-26T
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,sporadic HS-Sch-2 (obtained from RIKEN),0.9,Accept,Experimental Usage,HS-Sch-2
PMID:32642733,10.1093/noajnl/vdz061,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,,the commercial human foreskin fibroblast (HFF) cell line CCD-1112Sk (ATCC),0.9,Accept,Experimental Usage,CCD-1112Sk
PMID:24882693,10.1016/j.jmb.2014.05.011,Molecular conformation of the full-length tumor suppressor NF2/Merlin--a small-angle neutron scattering study.,,"The expression plasmids were transformed into the Rosetta2(DE3) competent cells (EMD Biosciences, Inc)",0.85,Accept,Experimental Usage,Rosetta2(DE3) competent cells
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,STS26T
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,ST8814
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,ST88-3
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,S462
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,T265p21
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,S520
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,90–8
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,"MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1 and normal human Schwann cells were obtained and maintained as described",0.9,Accept,Experimental Usage,YST1
PMID:18483311,10.1158/1535-7163.MCT-07-2335,Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors.,,Mice were injected s.c. with a stably transfected DS-red STS26T cell line,0.9,Accept,Experimental Usage,DS-red STS26T cell line
PMID:20551058,10.1158/0008-5472.CAN-09-3769,Cyclic AMP suppression is sufficient to induce gliomagenesis in a mouse model of neurofibromatosis-1.,,expression and activity of catalytically active and inactive PDE4A1 constructs were determined first in Daoy medulloblastoma cells (American Type Culture Collection),0.85,Accept,Experimental Usage,Daoy medulloblastoma cells
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,Human MPNST cell lines JH-2-002 and JH-2-103 were obtained from the Johns Hopkins NF1 Biospecimen Repository,0.9,Accept,Experimental Usage,JH-2-002
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,Human MPNST cell lines JH-2-002 and JH-2-103 were obtained from the Johns Hopkins NF1 Biospecimen Repository,0.9,Accept,Experimental Usage,JH-2-103
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,ST-8814 and S462 cells were obtained from Dr. Andrew Tee (Cardiff University),0.9,Accept,Experimental Usage,ST-8814
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,ST-8814 and S462 cells were obtained from Dr. Andrew Tee (Cardiff University),0.9,Accept,Experimental Usage,S462
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,Immortalized human normal (hTERT ipn02.3 2λ) and NF1 deficient neurofibroma Schwann cells (hTERT NF1 ipNF95.6) were obtained from Dr. Peggy Wallace,0.85,Accept,Experimental Usage,hTERT ipn02.3 2λ
PMID:38127282,10.1158/1078-0432.CCR-23-2548,Spatial Gene-Expression Profiling Unveils Immuno-oncogenic Programs of NF1-Associated Peripheral Nerve Sheath Tumor Progression.,,Immortalized human normal (hTERT ipn02.3 2λ) and NF1 deficient neurofibroma Schwann cells (hTERT NF1 ipNF95.6) were obtained from Dr. Peggy Wallace,0.85,Accept,Experimental Usage,hTERT NF1 ipNF95.6
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,...the reference (ref) cell line was ipnNF95.11C...The reference ipnNF95.11C cell line is derived from the non-tumor peripheral nerve of an NF1 patient...,0.9,Accept,Experimental Usage,ipnNF95.11C
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"...the NF1−/− plexiform neurofibroma cell lines (PNF1 cells) ipNF05.5-MX, ipNF06.2A, ipNF95.11b C/T, and ipNF95.6 as test lines...",0.9,Accept,Experimental Usage,ipNF05.5-MX
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"...the NF1−/− plexiform neurofibroma cell lines (PNF1 cells) ipNF05.5-MX, ipNF06.2A, ipNF95.11b C/T, and ipNF95.6 as test lines...",0.9,Accept,Experimental Usage,ipNF06.2A
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"...the NF1−/− plexiform neurofibroma cell lines (PNF1 cells) ipNF05.5-MX, ipNF06.2A, ipNF95.11b C/T, and ipNF95.6 as test lines...",0.9,Accept,Experimental Usage,ipNF95.11b C/T
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"...the NF1−/− plexiform neurofibroma cell lines (PNF1 cells) ipNF05.5-MX, ipNF06.2A, ipNF95.11b C/T, and ipNF95.6 as test lines...",0.9,Accept,Experimental Usage,ipNF95.6
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"...additional neurofibromin-competent cell lines, specifically human foreskin fibroblasts [HFF] and the Schwann cell lines ipNF02.3 2λ, ipNF02.8...",0.85,Accept,Experimental Usage,ipNF02.3 2λ
PMID:38136356,10.3390/cancers15245811,Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"...additional neurofibromin-competent cell lines, specifically human foreskin fibroblasts [HFF] and the Schwann cell lines ipNF02.3 2λ, ipNF02.8...",0.85,Accept,Experimental Usage,ipNF02.8
PMID:25043298,10.1038/onc.2014.185,Oncogenic role of Merlin/NF2 in glioblastoma.,,"By selecting sub-populations of U251 glioblastoma cells, we observed that high expression of phosphorylated Merlin...",0.9,Accept,Experimental Usage,U251
PMID:36420221,10.1016/j.omtn.2022.10.026,Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype ,,"The expression vector was transfected into HeLa cells (Lipofectamine LTX with Plus Reagent, Invitrogen)",0.9,Accept,Experimental Usage,HeLa cells
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,"NF90-8 and ST88-14 MPNST cell lines were generously donated by T. Glover (University of Michigan, Ann Arbor, MI). Cells were maintained as adherent cultures in RPMI 1640",0.95,Accept,Experimental Usage,NF90-8
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,"NF90-8 and ST88-14 MPNST cell lines were generously donated by T. Glover (University of Michigan, Ann Arbor, MI). Cells were maintained as adherent cultures in RPMI 1640",0.95,Accept,Experimental Usage,ST88-14
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,C6 rat glioma cells were injected into the optic nerve of Long-Evans rats and allowed to proliferate for 2 weeks,0.9,Accept,Experimental Usage,C6 rat glioma cells
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,"PDX cells and the MPNST cell line, ST88-14 (gift from Dr. Nancy Ratner, PhD, University of Cincinnati)",0.85,Accept,Experimental Usage,ST88-14
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,based on the use of Nf1(flox/flox) bone marrow stromal cells showed that loss of Nf1 impairs osteoprogenitor cell differentiation,0.85,Accept,Experimental Usage,Nf1flox/flox bone marrow stromal cells
PMID:19144871,10.3181/0809-RM-275,Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,,"The fusion proteins, MBP-merlin-N and MBP-merlin-C, were expressed in the DH5α bacteria and purified using the amylose resin",0.85,Accept,Experimental Usage,DH5α bacteria
PMID:28392281,10.1016/j.expneurol.2017.04.001,Human stem cell modeling in neurofibromatosis type 1 (NF1).,,The first direct lineage conversion of post-mitotic neurons from mouse embryonic fibroblasts (MEFs) and tail-tip fibroblasts (TTFs),0.8,Accept,Experimental Usage,mouse embryonic fibroblasts (MEFs)
PMID:28392281,10.1016/j.expneurol.2017.04.001,Human stem cell modeling in neurofibromatosis type 1 (NF1).,,The first direct lineage conversion of post-mitotic neurons from mouse embryonic fibroblasts (MEFs) and tail-tip fibroblasts (TTFs),0.8,Accept,Experimental Usage,tail-tip fibroblasts (TTFs)
PMID:28392281,10.1016/j.expneurol.2017.04.001,Human stem cell modeling in neurofibromatosis type 1 (NF1).,,the availability of NF1 patient-derived induced pluripotent stem cells (iPSCs) provides new opportunities to define the critical factors that underlie NF1-associated nervous system disease,0.95,Accept,Experimental Usage,NF1 patient-derived induced pluripotent stem cells (iPSCs)
PMID:16835260,10.1093/hmg/ddl165,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,,Bone marrow derived mast cells (BMMCs) were generated from 6-week-old mice as described previously,0.85,Accept,Experimental Usage,Bone marrow derived mast cells (BMMCs)
PMID:16835260,10.1093/hmg/ddl165,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,,fibroblasts were transduced with supernatants of GP+E86 or GP+AM12 packaging cells in the presence of polybrene,0.8,Accept,Experimental Usage,GP+E86 packaging cells
PMID:16835260,10.1093/hmg/ddl165,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,,fibroblasts were transduced with supernatants of GP+E86 or GP+AM12 packaging cells in the presence of polybrene,0.8,Accept,Experimental Usage,GP+AM12 packaging cells
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,Proteins were expressed in BL21 (DE3) E.coli and purified using Amersham HiTrap glutathione columns on an AKTA-FPLC,0.9,Accept,Experimental Usage,BL21 (DE3) E.coli
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"H929, U266B1, U2932, MCF7, and HT229 cell lines were selected based on historic demonstrations of their dependences on corresponding BCL-2-family members",0.9,Accept,Experimental Usage,H929
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"H929, U266B1, U2932, MCF7, and HT229 cell lines were selected based on historic demonstrations of their dependences on corresponding BCL-2-family members",0.9,Accept,Experimental Usage,U266B1
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"H929, U266B1, U2932, MCF7, and HT229 cell lines were selected based on historic demonstrations of their dependences on corresponding BCL-2-family members",0.9,Accept,Experimental Usage,U2932
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"H929, U266B1, U2932, MCF7, and HT229 cell lines were selected based on historic demonstrations of their dependences on corresponding BCL-2-family members",0.9,Accept,Experimental Usage,MCF7
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"H929, U266B1, U2932, MCF7, and HT229 cell lines were selected based on historic demonstrations of their dependences on corresponding BCL-2-family members",0.9,Accept,Experimental Usage,HT229
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"Except for MCF7, HT229, and HCC1937 (gifts from Dr. Bora Limb, MD Anderson Cancer Research Center, Houston, TX, USA), all cell lines were purchased from the American Type Culture Collection",0.9,Accept,Experimental Usage,HCC1937
PMID:41001593,10.1080/23723556.2025.2561292,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor.,,"Human T265, S462, and NSF1 cell lines of malignant peripheral nerve sheath tumors (MPNSTs) being associated with neurofibromatosis type 1",0.9,Accept,Experimental Usage,T265
PMID:41001593,10.1080/23723556.2025.2561292,Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor.,,"Human T265, S462, and NSF1 cell lines of malignant peripheral nerve sheath tumors (MPNSTs) being associated with neurofibromatosis type 1",0.9,Accept,Experimental Usage,S462
