resourceId,softwareName,softwareType,softwareVersion,programmingLanguage,sourceRepository,documentation,licenseType,containerized,maintainer,_resourceName,_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType
RES179fc3f7,wANNOVAR web server,Web Application,,,,,,,,wANNOVAR web server,PMID:25549701,,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,,"We used wANNOVAR web server to annotate and prioritize variants, identified candidate genes with recurrent mutations",0.9,Accept,Experimental Usage
RESff2fbb59,SeqMule,Pipeline,,,http://seqmule.usc.edu/,,,,,SeqMule,PMID:25549701,,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,,We used SeqMule (http://seqmule.usc.edu/) pipeline as our primary variant calling pipeline.,0.9,Accept,Experimental Usage
RESb4b66cb8,Codon Code Aligner,Analysis Software,,,http://www.codoncode.com/aligner/,,,,,Codon Code Aligner,PMID:25549701,,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,,The sequencing traces were manually visualized in Codon Code Aligner software (http://www.codoncode.com/aligner/) to confirm the presence of candidate mutations.,0.85,Accept,Experimental Usage
RES6048c50f,primer 3 (v. 0.4.0),Web Application,v. 0.4.0,,http://bioinfo.ut.ee/primer3-0.4.0/,,,,,primer 3 (v. 0.4.0),PMID:25549701,,Exome sequencing on malignant meningiomas identified mutations in neurofibromatosis type 2 (NF2) and meningioma 1 (MN1) genes.,,Twelve pairs of primers were designed using primer 3 (v. 0.4.0) (http://bioinfo.ut.ee/primer3-0.4.0/).,0.9,Accept,Experimental Usage
RESa8d7554f,Stratagene Mx3005 – MxPro QPCR-Software,Analysis Software,2007,,,,,,,Stratagene Mx3005 – MxPro QPCR-Software,PMID:27458360,10.3389/fnhum.2016.00334,COMT Val(158)Met Polymorphism Is Associated with Verbal Working Memory in Neurofibromatosis Type 1.,,"Genotyping was performed using a real-time PCR system in the allelic discrimination mode (Stratagene Mx3005 – MxPro QPCR-Software, 2007)",0.8,Accept,Experimental Usage
RES167749d1,SPSS 20.0,Analysis Software,20.0,,,,,,,SPSS 20.0,PMID:32733557 | PMID:27458360,10.1155/2020/5976465 | 10.3389/fnhum.2016.00334,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type 2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis. | COMT Val(158)Met Polymorphism Is Associated with Verbal Working Memory in Neurofibromatosis Type 1.",,Statistical analysis was conducted by SPSS 20.0 software. | All statistical procedures were performed in SPSS 20.0,0.8,Accept,Experimental Usage
RESafc66339,Incucyte S3 Live-Cell Analysis System,Analysis Software,,,,,,,,Incucyte S3 Live-Cell Analysis System,PMID:36730269,10.1371/journal.pone.0277305,Identification of therapeutic sensitivities in a spheroid drug combination screen of Neurofibromatosis Type I associated High Grade Gliomas.,,"The total integrated intensity of RFP was monitored over the course of 72 hours, taking measurements every 2 hours with the Incucyte S3 Live-Cell Analysis System (Sartorius, Gottingen, Germany)",0.9,Accept,Experimental Usage
RES1e28a6e3,"ABI Prism 7000 Sequence Detection System (Applied Biosystems, version 1.1 software)",Analysis Software,1.1,,,,,,,"ABI Prism 7000 Sequence Detection System (Applied Biosystems, version 1.1 software)",PMID:20195187,10.1097/MAO.0b013e3181d2777f,Merlin knockdown in human Schwann cells: clues to vestibular schwannoma tumorigenesis.,,"cDNA samples were then subjected to qPCR amplification on an ABI Prism 7000 Sequence Detection System (Applied Biosystems, version 1.1 software)",0.85,Accept,Experimental Usage
RES76cba507,SPSS 17.0,Analysis Software,17.0,,,,,,,SPSS 17.0,PMID:30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,,Statistical analysis was performed using the SPSS 17.0 statistics software,0.8,Accept,Experimental Usage
RESbcb790bc,SPSS 12.0,Analysis Software,12.0,,,,,,,SPSS 12.0,PMID:18632543,10.1001/jama.300.3.287,Effect of simvastatin on cognitive functioning in children with neurofibromatosis type 1: a randomized controlled trial.,,"All data were analyzed using SPSS 12.0 (SPSS Inc, Chicago, Illinois)",0.8,Accept,Experimental Usage
RESa32aa787,Mutalyzer 2.0,Web Application,2.0,,,,,,,Mutalyzer 2.0,PMID:22384355,10.1534/g3.111.000687,The SPRED1 Variants Repository for Legius Syndrome.,,...the online batch position check tool Mutalyzer 2.0 (http://www.mutalyzer.nl/) was used to confirm genomic position of all SPRED1 gene variants...,0.9,Accept,Experimental Usage
RES62cafc7a,FusionCharts v3,Analysis Software,v3,,,,,,,FusionCharts v3,PMID:22384355,10.1534/g3.111.000687,The SPRED1 Variants Repository for Legius Syndrome.,,...Graphics were generated using FusionCharts v3 (www.fusioncharts.com)...,0.9,Accept,Experimental Usage
RESaeeff30d,DESeq2 (version 1.12.4),Package/Library,1.12.4,R,,,,,,DESeq2 (version 1.12.4),PMID:37446790,10.3390/molecules28135128,Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,,DESeq2 (version 1.12.4) was used to determine differentially expressed genes (DEGs) between two samples,0.9,Accept,Experimental Usage
RES4d05f59a,PRISM (version 8),Analysis Software,8,,,,,,,PRISM (version 8),PMID:37446790,10.3390/molecules28135128,Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,,"Statistical analyses were conducted with PRISM (version 8, GraphPad Software, Inc., San Diego, CA, USA)",0.8,Accept,Experimental Usage
RES3861baca,Volocity software (Version 7.0.0),Analysis Software,7.0.0,,,,,,,Volocity software (Version 7.0.0),PMID:40862755,10.3390/cells14161276,Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures.,,"Image stacks were processed and reconstructed in 3D using Volocity software (Version 7.0.0; PerkinElmer, Waltham, MA, USA) for visualization and quantification",0.9,Accept,Experimental Usage
RES0603bab8,Insight Toolkit,Package/Library,,,www.itk.org/,,,,,Insight Toolkit,PMID:29958847,10.1016/j.neurad.2018.05.006,Radiomic biomarkers informative of cancerous transformation in neurofibromatosis-1 plexiform tumors.,,The pipeline for PN identification was developed in-house using the Insight Toolkit ( www.itk.org/ ) interfacing with the medical imaging visualization suite,0.85,Accept,Experimental Usage
RESee73e1aa,Slicer,Analysis Software,,,www.slicer.org/,,,,,Slicer,PMID:29958847,10.1016/j.neurad.2018.05.006,Radiomic biomarkers informative of cancerous transformation in neurofibromatosis-1 plexiform tumors.,,"using the Insight Toolkit ( www.itk.org/ ) interfacing with the medical imaging visualization suite, Slicer ( www.slicer.org/ )",0.85,Accept,Experimental Usage
RES925012df,RELION,Analysis Software,,C++,,,,,,RELION,PMID:36689660,10.1073/pnas.2208960120,Destabilizing NF1 variants act in a dominant negative manner through neurofibromin dimerization.,,Data processing was done using the RELION (32) software package.,0.9,Accept,Experimental Usage
RES0be0cd5a,bwa-mem v0.7.10,Analysis Software,v0.7.10,,,,,,,bwa-mem v0.7.10,PMID:32107864,10.1002/mgg3.1180,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,,Sequence reads were aligned to the reference sequence (GRCh37) using bwa‐mem v0.7.10,0.95,Accept,Experimental Usage
RES8688e782,"GATK, version 1.0.4705",Analysis Software,1.0.4705,,,,,,,"GATK, version 1.0.4705",PMID:32107864,10.1002/mgg3.1180,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,,"followed by variant calling using GATK, version 1.0.4705",0.95,Accept,Experimental Usage
RESeec28b26,VisCap,Analysis Software,,,,,,,,VisCap,PMID:32107864,10.1002/mgg3.1180,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,,Copy number variants (CNVs) were identified via an NGS‐based detection tool (VisCap),0.9,Accept,Experimental Usage
RESaff2e8aa,Trimmomatic v 0.39,Analysis Software,v 0.39,,,,,,,Trimmomatic v 0.39,PMID:37246765 | PMID:38000020,10.1093/neuonc/noad097 | 10.1126/sciadv.adg8876,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology. | CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,WES sequencing FASTQ files were trimmed using Trimmomatic v 0.39 | Whole-exome sequencing FastQ files were trimmed by using Trimmomatic v 0.39,0.9,Accept,Experimental Usage
RES4747ca13,GATK V4.2,Analysis Software,V4.2,,,,,,,GATK V4.2,PMID:37246765 | PMID:38000020,10.1093/neuonc/noad097 | 10.1126/sciadv.adg8876,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology. | CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,GATK V4.2 base quality score recalibration (BQSR) was used to process BAM files | Genomic analysis toolkit (GATK) V4.2 base quality score recalibration was also used to process BAM files,0.9,Accept,Experimental Usage
RESea0d817d,FlowJo 10.8,Analysis Software,10.8,,,,,,,FlowJo 10.8,PMID:38000020,10.1126/sciadv.adg8876,CDK4/6 inhibition enhances SHP2 inhibitor efficacy and is dependent upon RB function in malignant peripheral nerve sheath tumors.,,"Data analysis was performed using FlowJo 10.8, and cell cycle distribution was assigned by using the implemented models",0.8,Accept,Experimental Usage
RES58619969,Cell Ranger pipeline v7.1.0,Pipeline,v7.1.0,,,,,,,Cell Ranger pipeline v7.1.0,PMID:38907342,10.1186/s40478-024-01821-z,"snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,resulting sequencing files were run through the Cell Ranger pipeline v7.1.0,0.9,Accept,Experimental Usage
RESde557bb6,Seurat v4.3.0–v5,Package/Library,v4.3.0–v5,R,,,,,,Seurat v4.3.0–v5,PMID:38907342,10.1186/s40478-024-01821-z,"snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,"Data analysis was completed using R (v 4.3.0–v 4.3.1) Seurat [ 24 ,  25 ] (v4.3.0–v5)",0.9,Accept,Experimental Usage
RES12c4aa69,Ingenuity Pathway Analysis (IPA),Analysis Software,,,,,,,,Ingenuity Pathway Analysis (IPA),PMID:38907342,10.1186/s40478-024-01821-z,"snRNA-seq of human cutaneous neurofibromas before and after selumetinib treatment implicates role of altered Schwann cell states, inter-cellular signaling, and extracellular matrix in treatment response.",,Ingenuity pathway analysis (IPA) was also used to identify pathways that differ on treatment,0.9,Accept,Experimental Usage
RESe4975c67,Illumina CASAVA software (v1.8),Analysis Software,v1.8,,,,,,,Illumina CASAVA software (v1.8),PMID:35244537,10.7554/eLife.74238,Detection of malignant peripheral nerve sheath tumors in patients with neurofibromatosis using aneuploidy and mutation identification in plasma.,,"primary processing of sequence data for both tumor and normal samples were performed using Illumina CASAVA software (v1.8), including masking of adapter sequences.",0.9,Accept,Experimental Usage
RES94c54c9d,RealSeqS,Analysis Software,,,https://zenodo.org/record/3656943#.YaZZCdDMKUk.32,,,,,RealSeqS,PMID:35244537,10.7554/eLife.74238,Detection of malignant peripheral nerve sheath tumors in patients with neurofibromatosis using aneuploidy and mutation identification in plasma.,,"RealSeqS uses a single primer pair to amplify about 750,000 loci scattered throughout the genome",0.9,Accept,Experimental Usage
RESf331535b,BWA version 0.7.15,Command-line Tool,0.7.15,,,,,,,BWA version 0.7.15,PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"The sequenced reads were mapped to the hg19 by Burrows-Wheeler Aligner (BWA version 0.7.15, default parameters, BWA-MEM algorithm)",0.85,Accept,Experimental Usage
RES126af7cf,GATK MuTect2 (version 4.1),Analysis Software,4.1,,,,,,,GATK MuTect2 (version 4.1),PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"Mutations were identified via GATK MuTect2 (version 4.1, default parameters)",0.85,Accept,Experimental Usage
RES31ec30b7,ANNOVAR (version 2016-02-01),Analysis Software,2016-02-01,,,,,,,ANNOVAR (version 2016-02-01),PMID:40025578,10.1186/s40478-025-01965-6,Development of CAR-T cell therapy for NF1/SWN-related nerve sheath tumor treatment.,,"Mutations were annotated with software ANNOVAR (version 2016-02-01, default parameters)",0.85,Accept,Experimental Usage
RES643a426c,SAS 9.4,Analysis Software,9.4,,,,,,,SAS 9.4,PMID:41444363,10.1038/s41598-025-32031-9,Focused ultrasound-mediated drug delivery of bevacizumab in treating NF2-related schwannomatosis in an animal model.,,"All statistical analyses were conducted using SAS 9.4 (SAS Institute, Cary, NC)",0.85,Accept,Experimental Usage
RES3ce85f96,ParaVision 6.0.1,Analysis Software,6.0.1,,,,,,,ParaVision 6.0.1,PMID:41444363,10.1038/s41598-025-32031-9,Focused ultrasound-mediated drug delivery of bevacizumab in treating NF2-related schwannomatosis in an animal model.,,"B-GA12S HP gradients running ParaVision 6.0.1, Bruker BioSpin",0.85,Accept,Experimental Usage
RES21a98b80,Trimmomatic (v0.33),Analysis Software,v0.33,,,,,,,Trimmomatic (v0.33),PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,quality trimming via Trimmomatic (v0.33),0.85,Accept,Experimental Usage
RES533e0905,HISAT2 (v2.1.0),Analysis Software,v2.1.0,,,,,,,HISAT2 (v2.1.0),PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,alignment via HISAT2 (v2.1.0),0.85,Accept,Experimental Usage
RES52735890,StringTie (v1.3.4d),Analysis Software,v1.3.4d,,,,,,,StringTie (v1.3.4d),PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,gene count quantification via StringTie (v1.3.4d),0.85,Accept,Experimental Usage
RES1bb25a42,DESeq2 (v1.42.0),Package/Library,v1.42.0,R,,,,,,DESeq2 (v1.42.0),PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,"Differential expression analysis was performed using R statistical software (v4.3.1), tidyverse (v2.0.0), and DESeq2 (v1.42.0)",0.85,Accept,Experimental Usage
RESa4bb8503,GeneAnalytics(v),Web Application,v,,,,,,,GeneAnalytics(v),PMID:41036607,10.1158/1535-7163.MCT-24-1053,Pharmacogenomic Synthetic Lethal Screens Reveal Hidden Vulnerabilities and New Therapeutic Approaches for Treatment of NF1-Associated Tumors.,,Pathway analysis was performed using GeneAnalytics(v),0.8,Accept,Experimental Usage
RESc3d28d93,Bruker AutoFlex III mass spectrometer,Analysis Software,,,,,,,,Bruker AutoFlex III mass spectrometer,PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,"MALDI IMS experiments were performed on a Bruker AutoFlex III mass spectrometer (Bruker Daltonics Billerica, MA, USA)",0.9,Accept,Experimental Usage
RES4d81973b,FlexImaging 4.0,Analysis Software,4.0,,,,,,,FlexImaging 4.0,PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,The 2-D IMS data sets were collected using FlexImaging 4.0 (Bruker Daltonics),0.9,Accept,Experimental Usage
RESd36d0c89,Thermo LTQ Velos Orbitrap mass spectrometer,Analysis Software,,,,,,,,Thermo LTQ Velos Orbitrap mass spectrometer,PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,"LC-MS/MS experiments were performed on a Thermo LTQ Velos Orbitrap mass spectrometer (Thermo Scientific, Waltham, MA, USA)",0.9,Accept,Experimental Usage
RESfc49471c,TagIdent,Web Application,,,http://web.expasy.org/tagident/,,,,,TagIdent,PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,sequence tags of around 4–5 amino acids that were subsequently searched using TagIdent (http://web.expasy.org/tagident/),0.85,Accept,Experimental Usage
RESe64badd8,protein prospector MS-product,Web Application,,,http://prospector.ucsf.edu/prospector/mshome.htm,,,,,protein prospector MS-product,PMID:26883872,10.1016/j.jprot.2016.02.004,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,,Proteins with matching intact molecular weights and containing the sequence observed were processed using protein prospector MS-product (http://prospector.ucsf.edu/prospector/mshome.htm),0.85,Accept,Experimental Usage
RES40bea778,GPL17586 Platform [HTA-2_0] Affymetrix Human Transcriptome Array 2.0,Analysis Software,,,,,,,,GPL17586 Platform [HTA-2_0] Affymetrix Human Transcriptome Array 2.0,PMID:32733557,10.1155/2020/5976465,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type 2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis.",,These microarray data were based on GPL17586 Platform [HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [transcript (gene) version],0.9,Accept,Experimental Usage
RESa1c770d0,Bioconductor limma package,Package/Library,,R,,,,,,Bioconductor limma package,PMID:24980480,10.1186/1479-7364-8-10,Novel age-dependent targets in vestibular schwannomas.,,The Bioconductor limma package [20] was used to preprocess the expression data from Human Genome U133 Plus 2.0 Affymetrix Array,0.9,Accept,Experimental Usage
RES864653f7,Volocity software 7.0.0,Analysis Software,7.0.0,,,,,,,Volocity software 7.0.0,PMID:39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,,"Images were reconstructed in 3D using Volocity software 7.0.0 (PerkinElmer, Waltham, MA, USA)",0.9,Accept,Experimental Usage
RESae940927,Nanoparticle Tracking Analysis software version 3.3 Dev Build 3.3.104,Analysis Software,3.3 Dev Build 3.3.104,,,,,,,Nanoparticle Tracking Analysis software version 3.3 Dev Build 3.3.104,PMID:39061138,10.3390/cancers16142498,A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids.,,"sEV depletion was determined by version 3.3 Dev Build 3.3.104 Nanoparticle Tracking Analysis software (Malvern Panalytical Ltd., Malvern, UK)",0.9,Accept,Experimental Usage
RES066a9860,Oligo 5.0 computer program,Analysis Software,5.0,,,,,,,Oligo 5.0 computer program,PMID:15255999,10.1186/1476-4598-3-20,"Molecular profiling of malignant peripheral nerve sheath tumors associated with neurofibromatosis type 1, based on large-scale real-time RT-PCR.",,"Primers for TBP, RPLP0 and the 489 target genes (List in annex; supplementary information) were chosen with the assistance of the Oligo 5.0 computer program (National Biosciences, Plymouth, MN)",0.85,Accept,Experimental Usage
RES3763a7a0,R 4.4.2 software,Analysis Software,4.4.2,R,,,,,,R 4.4.2 software,PMID:40529476,10.1016/j.xjidi.2025.100380,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,,"Statistical analyses were performed using R 4.4.2 software (R Foundation for Statistical Computing, Vienna, Austria)",0.8,Accept,Experimental Usage
RES3c6ede92,Sci-kit Learn,Package/Library,,Python,,,,,,Sci-kit Learn,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,We used python 3.5.1 and Sci-kit Learn for machine learning implementations,0.9,Accept,Experimental Usage
RESeeb4a0f7,python 3.5.1,Analysis Software,3.5.1,Python,,,,,,python 3.5.1,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,We used python 3.5.1 and Sci-kit Learn for machine learning implementations,0.85,Accept,Experimental Usage
RES442ce25a,Li-COR Image Studio Lite 5.0,Analysis Software,5.0,,,,,,,Li-COR Image Studio Lite 5.0,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,Densitometry was performed using Li-COR Image Studio Lite 5.0,0.9,Accept,Experimental Usage
RES5afa76e3,nf1_inactivation GitHub repository,Pipeline,,,https://github.com/greenelab/nf1_inactivation,,,,,nf1_inactivation GitHub repository,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,"All source code is available under a permissive open source license in the nf1_inactivation GitHub repository, https://github.com/greenelab/nf1_inactivation",0.95,Accept,Development
RESb1ae57ff,GeneChip Human Transcriptome Array 2.0,Other,,,,,,,,GeneChip Human Transcriptome Array 2.0,PMID:28166733,10.1186/s12864-017-3519-7,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,,"samples were labeled for the GeneChip Human Transcriptome Array 2.0 (HTA 2.0, Affymetrix)",0.9,Accept,Experimental Usage
REScfeb8a14,BioNavigator software V.6.3,Analysis Software,V.6.3,,,,,,,BioNavigator software V.6.3,PMID:33032988,10.1158/0008-5472.CAN-20-1365,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,,software-based image analysis (BioNavigator software V.6.3 from PamGene),0.9,Accept,Experimental Usage
RESb021dd16,IBM SPSS Statistics,Analysis Software,27.01,,,,,,,IBM SPSS Statistics,PMID:39225289,10.1111/srt.70020,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,,Statistical analyses were conducted using IBM SPSS Statistics (version 27.01),0.8,Accept,Experimental Usage
RES411db040,PLINK,Analysis Software,,,,,,,,PLINK,PMID:41411243 | PMID:32869517,10.1371/journal.pgen.1011976 | 10.1002/mgg3.1400,PERADIGM: Phenotype embedding similarity-based rare disease gene mapping. | Genome-wide association study of café-au-lait macule number in neurofibromatosis type 1.,,"we implemented stringent quality control (QC) measures on the whole-exome sequencing (WES) data using PLINK [ 51 ] | multidimensional scaling (MDS) analysis estimating pairwise identity by descent (IBD) for all pairs of founders using independent SNPs in PLINK (Purcell et al., 2007)",0.9,Accept,Experimental Usage
RES64490b01,skyscan 1172,Analysis Software,,,,,,,,skyscan 1172,PMID:24465906,10.1371/journal.pone.0086115,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",,Bone samples were analyzed with low (6 µm voxel) or high (up to 1 µm voxel) resolution microCT from skyscan 1172,0.9,Accept,Experimental Usage
RES916be9c3,Labview 7.0,Analysis Software,7.0,,,,,,,Labview 7.0,PMID:24465906,10.1371/journal.pone.0086115,"Multiscale, converging defects of macro-porosity, microstructure and matrix mineralization impact long bone fragility in NF1.",,"Both the camera and the tensile tester were controlled by customized software (Labview 7.0, National Instruments)",0.85,Accept,Experimental Usage
RES485376e5,Seurat V3.0,Package/Library,V3.0,R,,,,,,Seurat V3.0,PMID:34010628,10.1016/j.stem.2021.04.029,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,,Data were analyzed by the Seurat V3.0 package in the R programming environment,0.9,Accept,Experimental Usage
RESe79bb22a,STAR 2.4.2.8,Analysis Software,2.4.2.8,,,,,,,STAR 2.4.2.8,PMID:34010628,10.1016/j.stem.2021.04.029,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,,The raw transcript counts were aligned to Refseq related to the build GRCh38-mm10 using STAR 2.4.2.8,0.9,Accept,Experimental Usage
RES608a1727,GSVA package,Package/Library,,R,,,,,,GSVA package,PMID:34010628,10.1016/j.stem.2021.04.029,Stem-like cells drive NF1-associated MPNST functional heterogeneity and tumor progression.,,The ssgesa was calculated by the GSVA package with default settings,0.9,Accept,Experimental Usage
RES4382aa17,PredictSNP2,Web Application,,,https://loschmidt.chemi.muni.cz/predictsnp/,,,,,PredictSNP2,PMID:39373898,10.1007/s12031-024-02271-x,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,,The effects of mutations on protein functions were analyzed using the PredictSNP2 tool (https://loschmidt.chemi.muni.cz/predictsnp/),0.9,Accept,Experimental Usage
RES0d35ceb2,iStable,Web Application,,,,,,,,iStable,PMID:39373898,10.1007/s12031-024-02271-x,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,,"The iStable-integrated server, accessible at predictor.nchu.edu.tw/iStable, features two machine learning-based tools",0.9,Accept,Experimental Usage
RESb96d24ac,Align GVGD,Web Application,,,http://agvgd.hci.utah.edu/agvgd_input.php,,,,,Align GVGD,PMID:39373898,10.1007/s12031-024-02271-x,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,,Align-GVGD (http://agvgd.hci.utah.edu/agvgd_input.php) is another tool that applies the Grantham difference,0.9,Accept,Experimental Usage
RESdad0f538,SNPeffect 4.0,Analysis Software,4.0,,,,,,,SNPeffect 4.0,PMID:39373898,10.1007/s12031-024-02271-x,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,,These mutations were subjected to further phenotyping analysis using SNPeffect 4.0,0.85,Accept,Experimental Usage
RES7976172c,iMutant 2.0,Analysis Software,2.0,,,,,,,iMutant 2.0,PMID:39373898,10.1007/s12031-024-02271-x,Identification of Pathogenic Missense Mutations of NF1 Using Computational Approaches.,,We selected the iMutant 2.0 and MUpro algorithms to predict the thermodynamic parameter changes,0.85,Accept,Experimental Usage
RES24674433,Gel-Pro Analyzer 4.0 software,Analysis Software,4.0,,,,,,,Gel-Pro Analyzer 4.0 software,PMID:21216928,10.1158/1535-7163.MCT-10-0654,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,,"Densitometry analysis was performed with Gel-Pro Analyzer 4.0 software (Media Cybernetics; Silver Spring, MD)",0.85,Accept,Experimental Usage
REScb0492c9,R statistical package,Analysis Software,,R,http://cran.r-project.org/,,,,,R statistical package,PMID:21216928,10.1158/1535-7163.MCT-10-0654,Interpreting mammalian target of rapamycin and cell growth inhibition in a genetically engineered mouse model of Nf1-deficient astrocytes.,,All the analyses were implemented by the comprehensive statistical package R (http://cran.r-project.org/),0.8,Accept,Experimental Usage
RES8f454701,CHOPCHOP,Web Application,,,https://chopchop.cbu.uib.no/,,,,,CHOPCHOP,PMID:33934112 | PMID:39415595,10.1038/s41419-021-03716-6 | 10.1242/dmm.050862,HIF1α-dependent induction of the mitochondrial chaperone TRAP1 regulates bioenergetic adaptations to hypoxia. | Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,CHOPCHOP (https://chopchop.cbu.uib.no/) was used to identify the sgRNA sequence | gRNAs for zebrafish nf2a and nf2b (Table S1) were designed using CHOP-CHOP,0.9,Accept,Experimental Usage
RES6036c7e5,Vevo 2100 micro-imaging system,Analysis Software,,,,,,,,Vevo 2100 micro-imaging system,PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,"Sonographic measurement was performed using a Vevo 2100 micro-imaging system (VisualSonics, Amsterdam, Netherlands)",0.9,Accept,Experimental Usage
