pmid,title,verdict,reasoning
PMID:28735371,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,INCLUDE,Distress symptom identification tool
PMID:28753199,Erratum: Capturing the wide variety of impaired fracture healing phenotypes in Neurofibromatosis Type 1 with eight key factors: a computational study.,EXCLUDE,Erratum publication
PMID:28764788,Regulation of human glioma cell apoptosis and invasion by miR-152-3p through targeting DNMT1 and regulating NF2 : MiR-152-3p regulate glioma cell apoptosis and invasion.,EXCLUDE,MicroRNA regulation study
PMID:28776579,Significance of H3K27me3 loss in the diagnosis of malignant peripheral nerve sheath tumors.,EXCLUDE,Diagnostic marker investigation
PMID:28783719,Tumours with class 3 BRAF mutants are sensitive to the inhibition of activated RAS.,EXCLUDE,Molecular pathway study
PMID:28783725,A Braf kinase-inactive mutant induces lung adenocarcinoma.,EXCLUDE,Genetic mutation study
PMID:28789444,p53 performs an essential role in mediating the oncogenic stimulus triggered by loss of expression of neurofibromatosis type 2 during ,EXCLUDE,Molecular mechanism investigation
PMID:28813519,"Expression and inhibition of BRD4, EZH2 and TOP2A in neurofibromas and malignant peripheral nerve sheath tumors.",EXCLUDE,Molecular expression study
PMID:28831766,NMR resonance assignments of the EVH1 domain of neurofibromin's recruitment factor Spred1.,INCLUDE,NMR resonance assignment tool
PMID:28846462,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models.,INCLUDE,Immunohistochemical marker development
PMID:28848060,Genetic Severity Score predicts clinical phenotype in NF2.,INCLUDE,Genetic severity score tool
PMID:28923059,Osteoglycin promotes meningioma development through downregulation of NF2 and activation of mTOR signaling.,EXCLUDE,Molecular pathway study
PMID:28972170,β1 integrin-dependent Rac/group I PAK signaling mediates YAP activation of Yes-associated protein 1 (YAP1) via NF2/merlin.,EXCLUDE,Molecular signaling mechanism
PMID:29032173,The reduced osteogenic potential of Nf1-deficient osteoprogenitors is EGFR-independent.,EXCLUDE,Cellular potential investigation
PMID:29131833,MEK inhibitors enhance therapeutic response towards ATRA in NF1 associated malignant peripheral nerve sheath tumors (MPNST) in-vitro.,EXCLUDE,Treatment response study
PMID:29137242,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,INCLUDE,Immune profiling tool
PMID:29179212,LukS-PV-Regulated MicroRNA-125a-3p Promotes THP-1 Macrophages Differentiation and Apoptosis by Down-Regulating NF1 and Bcl-2.,EXCLUDE,Molecular regulation study
PMID:29179472,"BCRP expression in schwannoma, plexiform neurofibroma and MPNST.",EXCLUDE,Protein expression analysis
PMID:29185159,"The effect of estradiol, testosterone, and human chorionic gonadotropin on the proliferation of Schwann cells with NF1 ",EXCLUDE,Cellular proliferation experiment
PMID:29206885,Does elevated glucose metabolism correlate with higher cell density in Neurofibromatosis type 1 associated peripheral nerve sheath tumors?,EXCLUDE,Metabolic correlation study
PMID:29249622,Differential Expression of NF2 in Neuroepithelial Compartments Is Necessary for Mammalian Eye Development.,EXCLUDE,Developmental biology mechanism
PMID:29331035,Noninvasive optical spectroscopy for identification of non-melanoma skin cancer: Pilot study.,EXCLUDE,No research tools mentioned
PMID:29351992,Involvement of Aryl hydrocarbon receptor in myelination and in human nerve sheath tumorigenesis.,INCLUDE,Potential cell/molecular biology research tool (Aryl hydrocarbon receptor investigation)
PMID:29354122,Neurofibromin 1 Impairs Natural Killer T-Cell-Dependent Antitumor Immunity against a T-Cell Lymphoma.,EXCLUDE,Immunology research without specific tools
PMID:29402968,Integrating Functional Analysis in the Next-Generation Sequencing Diagnostic Pipeline of RASopathies.,INCLUDE,Functional analysis in diagnostic pipeline (computational tool)
PMID:29408605,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,INCLUDE,NF2 mutation mouse model
PMID:29409008,"Targeted next-generation sequencing for differential diagnosis of neurofibromatosis type 2, schwannomatosis, and meningiomatosis.",INCLUDE,Targeted next-generation sequencing tool
PMID:29409029,The characteristics of 76 atypical neurofibromas as precursors to neurofibromatosis 1 associated malignant peripheral nerve sheath tumors.,EXCLUDE,Clinical characterization study
PMID:29415745,Cutaneous neurofibromas in Neurofibromatosis type I: a quantitative natural history study.,EXCLUDE,Clinical natural history study
PMID:29423604,Autism Spectrum Disorder in an Unselected Cohort of Children with Neurofibromatosis Type 1 (NF1).,EXCLUDE,Clinical autism assessment study
PMID:29426343,Differences in MWCNT- and SWCNT-induced DNA methylation alterations in association with the nuclear deposition.,EXCLUDE,Toxicology research without specific tools
PMID:29440379,Targeting the cMET pathway augments radiation response without adverse effect on hearing in NF2 schwannoma models.,INCLUDE,NF2 schwannoma research model
PMID:29493886,Increased expression of miR-641 contributes to erlotinib resistance in non-small-cell lung cancer cells by targeting NF1.,EXCLUDE,Molecular biology mechanism study
PMID:29515781,CXCR4: A new player in vestibular schwannoma pathogenesis.,EXCLUDE,Pathogenesis investigation
PMID:29566645,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",INCLUDE,EEG and fMRI research tools
PMID:29570943,"The Relationship Between Heart Rate Variability, Psychological Flexibility, and Pain in Neurofibromatosis Type 1.",EXCLUDE,Clinical psychological study
PMID:29587439,NF2/Merlin Inactivation and Potential Therapeutic Targets in Mesothelioma.,EXCLUDE,Therapeutic targets review
PMID:29590612,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,INCLUDE,Drosophila genetic model
PMID:29596064,Contributions of inflammation and tumor microenvironment to neurofibroma tumorigenesis.,EXCLUDE,Tumor microenvironment study
PMID:29626191,Lipid binding promotes the open conformation and tumor-suppressive activity of neurofibromin 2.,EXCLUDE,Protein biochemistry research
PMID:29629523,Attention Deficit Hyperactivity Disorder in Neurofibromatosis Type 1: Evaluation with a Continuous Performance Test.,EXCLUDE,Clinical ADHD assessment
PMID:29662612,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,INCLUDE,Metabolic research tools
PMID:29666462,Tranilast inhibits the expression of genes related to epithelial-mesenchymal transition and angiogenesis in neurofibromin-deficient cells.,EXCLUDE,Gene expression study
PMID:29670214,Restoring functional neurofibromin by protein transduction.,INCLUDE,Protein transduction research tool
PMID:29704429,Insights into optic pathway glioma vision loss from mouse models of neurofibromatosis type 1.,INCLUDE,Mouse model of NF1
PMID:29712669,Proliferation-independent role of NF2 (merlin) in limiting biliary morphogenesis.,INCLUDE,Biliary morphogenesis model
PMID:29715273,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,INCLUDE,Oligodendrocyte cell research model
PMID:29718344,Association of plexiform neurofibroma volume changes and development of clinical morbidities in neurofibromatosis 1.,EXCLUDE,Clinical volume change study
PMID:29731861,Analysis of YAP1 and TAZ expression by immunohistochemical staining in malignant mesothelioma and reactive mesothelial cells.,EXCLUDE,Immunohistochemical staining
PMID:29787563,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,INCLUDE,Graph complexity computational tool
PMID:29796169,Aberrant ATRX protein expression is associated with poor overall survival in NF1-MPNST.,EXCLUDE,Survival analysis study
PMID:29847659,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,INCLUDE,Endothelial cell and retinal research model
PMID:29897904,Traditional and systems biology based drug discovery for the rare tumor syndrome neurofibromatosis type 2.,INCLUDE,Systems biology drug discovery approach
PMID:29914349,Social skills in children with RASopathies: a comparison of Noonan syndrome and neurofibromatosis type 1.,EXCLUDE,Clinical social skills assessment
PMID:29925695,A porcine model of neurofibromatosis type 1 that mimics the human disease.,INCLUDE,Porcine NF1 research model
PMID:29941005,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,INCLUDE,Dental pulp stem cell research model
PMID:29958847,Radiomic biomarkers informative of cancerous transformation in neurofibromatosis-1 plexiform tumors.,INCLUDE,Radiomic biomarker computational tool
PMID:29982664,EPH receptor signaling as a novel therapeutic target in NF2-deficient meningioma.,INCLUDE,EPH receptor signaling research approach
PMID:29987129,Creating a comprehensive research strategy for cutaneous neurofibromas.,EXCLUDE,Research strategy discussion
PMID:29987131,The biology of cutaneous neurofibromas: Consensus recommendations for setting research priorities.,EXCLUDE,Research priority recommendations
PMID:29987133,Clinical trial design for cutaneous neurofibromas.,EXCLUDE,Clinical trial design discussion
PMID:30055648,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,INCLUDE,Nude mouse xenograft model
PMID:30112810,Targeting of AKT/ERK/CTNNB1 by DAW22 as a potential therapeutic compound for malignant peripheral nerve sheath tumor.,EXCLUDE,Therapeutic compound investigation
PMID:30166301,Effects of methylphenidate on cognition and behaviour in children with neurofibromatosis type 1: a study protocol for a randomised placebo-controlled crossover trial.,EXCLUDE,Clinical trial protocol
PMID:30179114,Abnormal Morphology of Select Cortical and Subcortical Regions in Neurofibromatosis Type 1.,INCLUDE,Neuroimaging computational tool
PMID:30181519,Targeting Difficult Protein-Protein Interactions with Plain and General Computational Approaches.,EXCLUDE,Computational approach review
PMID:30192842,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,INCLUDE,Machine learning cognitive performance prediction tool
PMID:30271432,Confocal Microscopy Predicts the Risk of Recurrence and Malignant Transformation of Mucocutaneous Neurofibromas in NF-1: An Observational Study.,INCLUDE,Confocal microscopy diagnostic tool
PMID:30274821,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,INCLUDE,Schwannoma cell research model
PMID:30274822,Exhaustive non-synonymous variants functionality prediction enables high resolution characterization of the neurofibromin architecture.,INCLUDE,Computational variant prediction tool
PMID:30284154,"Treatment of Disfiguring Cutaneous Lesions in Neurofibromatosis-1 with Everolimus: A Phase II, Open-Label, Single-Arm Trial.",EXCLUDE,Clinical treatment trial
PMID:30290804,Genetic diagnosis of neurofibromatosis type 1: targeted next- generation sequencing with Multiple Ligation-Dependent Probe Amplification analysis.,INCLUDE,Genetic diagnostic tool (targeted next-generation sequencing)
PMID:30335132,A proteasome-resistant fragment of NIK mediates oncogenic NF-κB signaling in schwannomas.,EXCLUDE,Molecular signaling study
PMID:30381327,Identification of a Specific Translational Machinery via TCTP-EF1A2 Interaction Regulating NF1-associated Tumor Growth by Affinity Purification and Data-independent Mass Spectrometry Acquisition (AP-DIA).,INCLUDE,Novel mass spectrometry technique for protein interaction
PMID:30470263,Tonic ATP-mediated growth suppression in peripheral nerve glia requires arrestin-PP2 and is evaded in NF1.,EXCLUDE,Physiological mechanism study
PMID:30478285,Usp9X Regulates Cell Death in Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Molecular mechanism study
PMID:30479396,NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation.,EXCLUDE,Tumorigenesis mechanism study
PMID:30542122,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,EXCLUDE,Tumor microenvironment study
PMID:30571760,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,INCLUDE,Mouse model of NF1
PMID:30615146,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,INCLUDE,Preclinical assessment tool for schwannoma drug screening
PMID:30617350,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",INCLUDE,Mouse model for NF2-related vestibular schwannoma
PMID:30710873,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1.,EXCLUDE,Neurological dynamics study
PMID:30713041,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,INCLUDE,Cell reprogramming technique
PMID:30722027,"Low mutation burden and frequent loss of CDKN2A/B and SMARCA2, but not PRC2, define premalignant neurofibromatosis type 1-associated atypical neurofibromas.",EXCLUDE,Genomic mutation analysis
PMID:30728335,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,EXCLUDE,Leukocyte interaction study
PMID:30737893,"Substantial pain burden in frequency, intensity, interference and chronicity among children and adults with neurofibromatosis Type 1.",EXCLUDE,Clinical pain assessment study
PMID:30744170,SYK Inhibition Potentiates the Effect of Chemotherapeutic Drugs on Neuroblastoma Cells in Vitro.,EXCLUDE,Drug interaction study
PMID:30796033,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Drug resistance mechanism study
PMID:30800298,A qualitative study of the impact of plexiform neurofibromas on need fulfilment in adults with neurofibromatosis type 1.,EXCLUDE,Qualitative patient experience study
PMID:30820037,Educational delay and attainment in persons with neurofibromatosis 1 in Denmark.,EXCLUDE,Educational attainment study
PMID:30850948,Neddylation inhibitor MLN4924 suppresses cilia formation by modulating AKT1.,EXCLUDE,Cellular mechanism study
PMID:30859021,Neurofibromatosis Type 1: Review of Cutaneous and Subcutaneous Tumor Treatment on Quality of Life.,EXCLUDE,Treatment review
PMID:30867289,EZH1/2 function mostly within canonical PRC2 and exhibit proliferation-dependent redundancy that shapes mutational signatures in cancer.,EXCLUDE,Epigenetic mechanism study
PMID:30915713,Dysregulation of CRMP2 Post-Translational Modifications Drive Its Pathological Functions.,EXCLUDE,Protein modification study
PMID:30971890,Schwann Cell Precursors; Multipotent Glial Cells in Embryonic Nerves.,EXCLUDE,Developmental biology review
PMID:30984524,Next Generation Sequencing Identified a Novel Multi Exon Deletion of the ,INCLUDE,Next-generation sequencing genetic diagnostic tool
PMID:31009417,Towards a neurobiological understanding of pain in neurofibromatosis type 1: mechanisms and implications for treatment.,EXCLUDE,Pain mechanism review
PMID:31015291,Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins.,INCLUDE,Proximity biotinylation technique
PMID:31023785,Malignant Peripheral Nerve Sheath Tumors: From Epigenome to Bedside.,EXCLUDE,Review article
PMID:3102622,A computed image analyzing system for quantitation of melanocyte morphology in café-au-lait macules of neurofibromatosis.,INCLUDE,Computed image analysis system for melanocyte morphology
PMID:31033921,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,INCLUDE,PET imaging technique
PMID:31053133,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,INCLUDE,Burden assessment tool development
PMID:31053152,Knockdown of HMGA2 regulates the level of autophagy via interactions between MSI2 and Beclin1 to inhibit NF1-associated malignant peripheral nerve sheath tumour growth.,EXCLUDE,Molecular mechanism study
PMID:31063758,YAP/TAZ Inhibition Induces Metabolic and Signaling Rewiring Resulting in Targetable Vulnerabilities in NF2-Deficient Tumor Cells.,EXCLUDE,Metabolic signaling study
PMID:31081992,"Speech difficulties and patient health communication mediating effects on worry and health-related quality of life in children, adolescents, and young adults with Neurofibromatosis Type 1.",EXCLUDE,Quality of life communication study
PMID:31091306,Cdkn2a (Arf) loss drives NF1-associated atypical neurofibroma and malignant transformation.,EXCLUDE,Genetic transformation mechanism study
PMID:31111915,Genetic and genomic alterations differentially dictate low-grade glioma growth through cancer stem cell-specific chemokine recruitment of T cells and microglia.,EXCLUDE,Glioma growth mechanism study
PMID:31171721,Peroxynitrite supports a metabolic reprogramming in merlin-deficient Schwann cells and promotes cell survival.,EXCLUDE,Metabolic reprogramming study
PMID:3118033,Linkage studies in peripheral neurofibromatosis.,INCLUDE,Genetic linkage study technique
PMID:3118034,Linkage analysis of peripheral neurofibromatosis to DNA markers on chromosome 8.,INCLUDE,Genetic linkage analysis technique
PMID:3118035,Further exclusion data for the Von Recklinghausen neurofibromatosis gene: a genetic linkage study of 19 polymorphic markers.,INCLUDE,Genetic linkage analysis technique
PMID:31189476,Evaluation of QoL in neurofibromatosis patients: a systematic review and meta-analysis study.,EXCLUDE,Systematic review
PMID:31201114,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis.,EXCLUDE,Cellular communication mechanism study
PMID:31201186,An auditory brainstem implant for treatment of unilateral tinnitus: protocol for an interventional pilot study.,EXCLUDE,Clinical protocol study
PMID:31234911,Enriched expression of NF1 in inhibitory neurons in both mouse and human brain.,EXCLUDE,Gene expression study
PMID:31291965,ErbB4 promotes malignant peripheral nerve sheath tumor pathogenesis via Ras-independent mechanisms.,EXCLUDE,Tumor pathogenesis mechanism study
PMID:31291992,COX2 expression is associated with proliferation and tumor extension in vestibular schwannoma but is not influenced by acetylsalicylic acid intake.,EXCLUDE,Tumor expression study
PMID:31296571,Phosphorylation of Merlin by Aurora A kinase appears necessary for mitotic progression.,EXCLUDE,Protein phosphorylation mechanism study
PMID:31312020,"The NF2 tumor suppressor merlin interacts with Ras and RasGAP, which may modulate Ras signaling.",EXCLUDE,Molecular interaction study
PMID:31427883,Targeting Sporadic and Neurofibromatosis Type 1 (NF1) Related Refractory Malignant Peripheral Nerve Sheath Tumors (MPNST) in a Phase II Study of Everolimus in Combination with Bevacizumab (SARC016).,EXCLUDE,Clinical trial protocol
PMID:31511601,The Secretomes of Painful Versus Nonpainful Human Schwannomatosis Tumor Cells Differentially Influence Sensory Neuron Gene Expression and Sensitivity.,EXCLUDE,Secretome mechanism study
PMID:31545171,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,INCLUDE,Novel optical dopamine monitoring tool (dLight1)
PMID:31558455,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,INCLUDE,Protocol development for multimodal study assessment
PMID:31585900,NF2/Merlin suppresses proliferation and induces apoptosis in colorectal cancer cells.,EXCLUDE,Molecular mechanism study
PMID:31594823,The Novel Glutamine Antagonist Prodrug JHU395 Has Antitumor Activity in Malignant Peripheral Nerve Sheath Tumor.,EXCLUDE,Drug screening study
PMID:31626572,"Multicenter, Prospective, Phase II and Biomarker Study of High-Dose Bevacizumab as Induction Therapy in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannoma.",EXCLUDE,Clinical trial protocol
PMID:31650029,STING Restricts oHSV Replication and Spread in Resistant MPNSTs but Is Dispensable for Basal IFN-Stimulated Gene Upregulation.,EXCLUDE,Viral replication mechanism study
PMID:31652930,The Role of Co-Deleted Genes in Neurofibromatosis Type 1 Microdeletions: An Evolutive Approach.,EXCLUDE,Genetic analysis study
PMID:31652973,The Role of Merlin/NF2 Loss in Meningioma Biology.,EXCLUDE,Molecular mechanism review
PMID:31730023,Nonsteroidal sulfamate derivatives as new therapeutic approaches for Neurofibromatosis 2 (NF2).,EXCLUDE,Therapeutic approach study
PMID:31752929,The impact of RASopathy-associated mutations on CNS development in mice and humans.,EXCLUDE,Mutation impact review
PMID:31756343,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,EXCLUDE,Signaling pathway mechanism study
PMID:31793149,Funding community collaboration to develop effective therapies for neurofibromatosis type 1 tumors.,EXCLUDE,Funding collaboration discussion
PMID:31801570,"Cutaneous neurofibromas: patients' medical burden, current management and therapeutic expectations: results from an online European patient community survey.",EXCLUDE,Patient survey study
PMID:31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,INCLUDE,Biochemical tool development (NF1 protein dimerization analysis)
PMID:31836719,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,INCLUDE,NF Data Portal development (computational tool)
PMID:31848332,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,EXCLUDE,Vaccine efficacy study
PMID:31852972,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,EXCLUDE,Molecular signaling mechanism study
PMID:31860870,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,EXCLUDE,Circular RNA mechanism study
PMID:31881853,A phase 2 study of trametinib for patients with pediatric glioma or plexiform neurofibroma with refractory tumor and activation of the MAPK/ERK pathway: TRAM-01.,EXCLUDE,Clinical trial protocol
PMID:31913576,Advancing RAS/RASopathy therapies: An NCI-sponsored intramural and extramural collaboration for the study of RASopathies.,EXCLUDE,RASopathy collaboration discussion
PMID:31915440,Attention Deficit Predicts Intellectual Functioning in Children with Neurofibromatosis Type 1.,EXCLUDE,Clinical assessment study
PMID:31936793,Contribution of mTOR and PTEN to Radioresistance in Sporadic and NF2-Associated Vestibular Schwannomas: A Microarray and Pathway Analysis.,EXCLUDE,Microarray pathway analysis
PMID:31940719,The Role of RUNX1 in NF1-Related Tumors and Blood Disorders.,EXCLUDE,Molecular mechanism review
PMID:32014052,Neurofibromatosis 1 French national guidelines based on an extensive literature review since 1966.,EXCLUDE,Clinical guideline development
PMID:32089640,Targeting Refractory Sarcomas and Malignant Peripheral Nerve Sheath Tumors in a Phase I/II Study of Sirolimus in Combination with Ganetespib (SARC023).,EXCLUDE,Clinical trial protocol
PMID:32098059,Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1.,INCLUDE,Computational tool (integrative analysis pipeline)
PMID:32107864,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,INCLUDE,NGS panel expansion (genetic tool)
PMID:32108657,Diagnostic sequence for early diagnosis of neurofibromatosis type 1 using NIH criteria.,EXCLUDE,Diagnostic criteria development
PMID:32144278,Combination therapy with mTOR kinase inhibitor and dasatinib as a novel therapeutic strategy for vestibular schwannoma.,EXCLUDE,Therapeutic strategy study
PMID:32152628,Longitudinal evaluation of peripheral nerve sheath tumors in neurofibromatosis type 1: growth analysis of plexiform neurofibromas and distinct nodular lesions.,EXCLUDE,Tumor growth analysis study
PMID:32181506,Social skills and autism spectrum disorder symptoms in children with neurofibromatosis type 1: evidence for clinical trial outcomes.,EXCLUDE,Clinical assessment study
PMID:32182803,The Role of Polycomb Repressive Complex in Malignant Peripheral Nerve Sheath Tumor.,EXCLUDE,Molecular mechanism study
PMID:32187457,Selumetinib in Children with Inoperable Plexiform Neurofibromas.,EXCLUDE,Clinical trial protocol
PMID:32190165,Auditory Brainstem Implantation for Adults With Neurofibromatosis 2 or Severe Inner Ear Abnormalities: A Health Technology Assessment.,EXCLUDE,Health technology assessment
PMID:32193437,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,INCLUDE,Minipig NF1 animal model development
PMID:32193699,Upregulated immuno-modulator PD-L1 in malignant peripheral nerve sheath tumors provides a potential biomarker and a therapeutic target.,EXCLUDE,Biomarker identification study
PMID:32194680,ADAM9: A novel player in vestibular schwannoma pathogenesis.,EXCLUDE,Molecular mechanism study
PMID:32212796,The Value of H3K27me3 Immunohistochemistry in Differentiating Malignant Peripheral Nerve Sheath Tumour with Its Histologic Mimickers.,EXCLUDE,Immunohistochemistry technique study
PMID:32245042,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities.,INCLUDE,Kinome profiling computational tool
PMID:32252313,A Novel Treatment Modality for Malignant Peripheral Nerve Sheath Tumor Using a Dual-Effect Liposome to Combine Photodynamic Therapy and Chemotherapy.,EXCLUDE,Treatment modality development
PMID:32252413,Genomics of MPNST (GeM) Consortium: Rationale and Study Design for Multi-Omic Characterization of NF1-Associated and Sporadic MPNSTs.,INCLUDE,Multi-omic characterization consortium (computational tool)
PMID:32272491,The Use of MEK Inhibitors in Neurofibromatosis Type 1-Associated Tumors and Management of Toxicities.,EXCLUDE,Clinical treatment review
PMID:32281771,Germline Mutations for Novel Candidate Predisposition Genes in Sporadic Schwannomatosis.,EXCLUDE,Genetic mutation study
PMID:32294191,Pretreatment Endocrine Disorders Due to Optic Pathway Gliomas in Pediatric Neurofibromatosis Type 1: Multicenter Study.,EXCLUDE,Clinical endocrine disorder study
PMID:32299434,Merlin regulates signaling events at the nexus of development and cancer.,EXCLUDE,Molecular signaling review
PMID:32320652,Rational Design of Allosteric and Selective Inhibitors of the Molecular Chaperone TRAP1.,EXCLUDE,Molecular inhibitor design
PMID:32352002,Human Organ-Specific 3D Cancer Models Produced by the Stromal Self-Assembly Method of Tissue Engineering for the Study of Solid Tumors.,INCLUDE,3D cancer model development (organoid tool)
PMID:32353955,New Model Systems and the Development of Targeted Therapies for the Treatment of Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,EXCLUDE,Model systems review
PMID:32354889,Propranolol Specifically Suppresses the Viability of Tumorous Schwann Cells Derived from Plexiform Neurofibromas ,EXCLUDE,Cell viability study
PMID:32397722,NEUROFIBROMATOSIS TYPE 1 AND OPTIC PATHWAY GLIOMA.,EXCLUDE,Clinical review
PMID:32406525,Autism and attention-deficit/hyperactivity disorders and symptoms in children with neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:32408052,Mutation-Directed Therapeutics for Neurofibromatosis Type I.,INCLUDE,Parse error - defaulted to include
PMID:32419643,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,INCLUDE,Parse error - defaulted to include
PMID:32438526,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,INCLUDE,Parse error - defaulted to include
PMID:32438819,Honokiol Bis-Dichloroacetate Is a Selective Allosteric Inhibitor of the Mitochondrial Chaperone TRAP1.,INCLUDE,Parse error - defaulted to include
PMID:32443592,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,INCLUDE,Parse error - defaulted to include
PMID:32457840,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",INCLUDE,Parse error - defaulted to include
PMID:32461556,Assessing the origin of high-grade serous ovarian cancer using CRISPR-modification of mouse organoids.,INCLUDE,Parse error - defaulted to include
PMID:32471868,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:32642733,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,INCLUDE,Parse error - defaulted to include
PMID:32642737,Assessing interobserver variability and accuracy in the histological diagnosis and classification of cutaneous neurofibromass.,INCLUDE,Parse error - defaulted to include
PMID:32642739,Clinical trial design in neurofibromatosis type 1 as a model for other tumor predisposition syndromes.,INCLUDE,Parse error - defaulted to include
PMID:32642740,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,INCLUDE,Parse error - defaulted to include
PMID:32699356,Murine models of IDH-wild-type glioblastoma exhibit spatial segregation of tumor initiation and manifestation during evolution.,INCLUDE,Parse error - defaulted to include
PMID:32733557,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type 2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis.",INCLUDE,Parse error - defaulted to include
PMID:32781282,Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of human neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:3280697,"Monoclonal antibody (AFH1) immunoreactive on morphologically abnormal basal melanocytes within dysplastic nevi, nevocellular nevus nests, and melanoma.",INCLUDE,Parse error - defaulted to include
PMID:32839340,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific ,INCLUDE,Parse error - defaulted to include
PMID:32858845,Systems Biology Approaches Reveal Potential Phenotype-Modifier Genes in Neurofibromatosis Type 1.,INCLUDE,Parse error - defaulted to include
PMID:32869517,Genome-wide association study of café-au-lait macule number in neurofibromatosis type 1.,INCLUDE,Parse error - defaulted to include
PMID:32948135,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,INCLUDE,Parse error - defaulted to include
