cellLineId,organ,tissue,cellLineManifestation,cellLineGeneticDisorder,cellLineCategory,donorId,originYear,strProfile,resistance,contaminatedMisidentified,populationDoublingTime,_resourceName,_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,_toolName
d81d9712-f258-51b8-8278-78cc50900055,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,M6,PMID:39269317 | PMID:35789380,10.1158/1078-0432.CCR-24-1750 | 10.1158/2159-8290.CD-21-1671,MEK Inhibitors Lead to PDGFR Pathway Upregulation and Sensitize Tumors to RAF Dimer Inhibitors in NF1-Deficient Malignant Peripheral Nerve Sheath Tumor. | PRC2-Inactivating Mutations in Cancer Enhance Cytotoxic Response to DNMT1-Targeted Therapy via Enhanced Viral Mimicry.,,"The M1, M3, M4, M5, and M6 human NF1-associated MPNST cell lines were gifted by Drs. William L. Gerald and Xiaoliang L. Xu | NF1 patient-derived human MPNST cell lines M1, M3, M4, and M6 were kind gifts developed by William L. Gerald and Xiaoliang L. Xu at Memorial Sloan Kettering Cancer Center",0.95,Accept,Experimental Usage,M6
8b24ba11-5bb2-5389-843f-6aec45ed87f5,Nerve,,,,Finite cell line,,,,,,,Drosophila Schneider (S2R+),PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,"Drosophila Schneider (S2R+) cells, both WT and dNF1‐KO, were cultured at 25 °C in Schneider's media",0.9,Accept,Experimental Usage,Drosophila Schneider (S2R+) cells
ecc9f50b-8516-53ee-af1b-d0c996ab387f,Nerve,,,Neurofibromatosis Type 1,Finite cell line,,,,,,,dNF1‐KO,PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,The dNF1‐KO cell line was generated using methods described previously,0.95,Accept,Development,dNF1‐KO
0d3202e9-a216-508d-bbd3-eff818fc855b,Nerve,Peripheral nerve sheath,,,Finite cell line,,,,,,,hTERT ipn02.3 2λ CRL‐3392,PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,"NF1 and +/− NF1 immortalized human Schwann cell (SC) lines, derived from the ipn02.3 2λ (hTERT ipn02.3 2λ CRL‐3392) cell line",0.9,Accept,Experimental Usage,hTERT ipn02.3 2λ CRL‐3392
db404bea-0054-592e-8ee9-2d9a343749eb,Nerve,Peripheral nerve sheath,Plexiform Neurofibroma,Neurofibromatosis Type 1,Finite cell line,,,,,,,"ipnNF09.4 (hTERT NF1 ipnNF09.4, RRID: CVCL_UI73)",PMID:39129390,10.1002/1878-0261.13704,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors.,,"ipnNF09.4 (hTERT NF1 ipnNF09.4, RRID: CVCL_UI73; NF1 −/− ) and ipNF05.5",0.95,Accept,Experimental Usage,"ipnNF09.4 (hTERT NF1 ipnNF09.4, RRID: CVCL_UI73)"
96120edc-55b3-55fb-a2e0-dd892ef8b39f,Nerve,Peripheral nerve sheath,Plexiform Neurofibroma,Neurofibromatosis Type 1,Finite cell line,,,,,,,"ipNF05.5 (hTERT NF1 ipNF05.5, RRID: CVCL_UI71)",PMID:39129390 | PMID:40862755 | PMID:39061138 | PMID:33658640,10.1002/1878-0261.13704 | 10.3390/cells14161276 | 10.3390/cancers16142498 | 10.1038/s41416-021-01270-8,Inhibition of autophagy as a novel treatment for neurofibromatosis type 1 tumors. | Fibroblasts Attenuate Anti-Tumor Drug Efficacy in Tumor Cells via Paracrine Interactions with Tumor Cells in 3D Plexiform Neurofibroma Cultures. | A Fibroblast-Derived Secretome Stimulates the Growth and Invasiveness of 3D Plexiform Neurofibroma Spheroids. | Exploring transcriptional regulators Ref-1 and STAT3 as therapeutic targets in malignant peripheral nerve sheath tumours.,,"ipNF05.5 (hTERT NF1 ipNF05.5, RRID: CVCL_UI71; +/− NF1 ) cells | The following immortalized human plexiform neurofibroma cell lines (Nf1−/−; hereafter called pNF1 cells) described in [23] were used: ipNF95.11b C and ipNF05.5 purchased from ATCC. | The following immortalized human plexiform neurofibroma cell lines (hereafter called pNF1 cells) described in [ 36 ] were used: ipNF95.11b C, ipNF95.11b C-RFP, and ipNF 05.5 | Immortalised human Schwann cell lines with mutant NF1 (ipNF05.5 and 95.6) and wt NF1 (ipn02.3)",0.95,Accept,Experimental Usage,"ipNF05.5 (hTERT NF1 ipNF05.5, RRID: CVCL_UI71)"
13cfbf4b-7b85-5529-81fd-0799e3d00ab7,Bone,Osteosarcoma,Osteosarcoma,,Cancer cell line,,,,,,,U2OS,PMID:30531922,10.1038/s41591-018-0263-8,The molecular landscape of glioma in patients with Neurofibromatosis 1.,,standard curves for quantitative analysis were prepared with serially diluted QuickPreps of ALT[+] U2OS and ALT[-] HEK293 cell lines,0.85,Accept,Experimental Usage,U2OS
19940322-7115-5e2f-94be-ecc5c28ab7b1,Brain,Meninges,,,Finite cell line,,,,,,,Human meningeal cells (HMC),PMID:28126595,10.1016/j.ebiom.2017.01.020,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,,Human meningeal cells (HMC) were obtained from Sciencell™ and maintained in the manufacturer's recommended media at 5% CO2.,0.85,Accept,Experimental Usage,Human meningeal cells (HMC)
6e020ba9-4b89-51e0-9869-af3bb72e39da,Blood,Peripheral white blood cells,,Neurofibromatosis Type 1,Finite cell line,,,,,,,lymphoblastoid,PMID:25329635,10.1371/journal.pgen.1004575,Genetic modifiers of neurofibromatosis type 1-associated café-au-lait macule count identified using multi-platform analysis.,,"Lymphoblastoid cell lines (LCLs) from the first 79 participants (""EXPR"") were used in the gene expression screen to identify putative modifiers.",0.85,Accept,Experimental Usage,lymphoblastoid cell lines
aaed50c9-2844-5c59-bfc5-5c78ade18117,Brain,Oligodendrocyte,,,Finite cell line,,,,,,,OLN93 mouse oligodendrocyte,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,"OLN93 mouse oligodendrocyte cell line was kindly provided by Dr. C. Richter-Landsberg (Oldenburg University, Germany)",0.9,Accept,Experimental Usage,OLN93 mouse oligodendrocyte cell line
3a050b9b-f50a-50e0-82be-af5580a2bcc1,Nerve,Schwann cells,,Neurofibromatosis Type 2,Finite cell line,,,,,,,SC4-immortalized Nf2-/- primary Schwann,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,SC4-immortalized Nf2-/- primary Schwann cells were derived from Nf2-/- deficient mice,0.95,Accept,Experimental Usage,SC4-immortalized Nf2-/- primary Schwann cells
df57cf04-e722-55e4-9965-40dee2f876d6,Nerve,Peripheral nerve,Schwannoma,,Cancer cell line,,,,,,,RT4-D6PT2 schwannoma,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,The RT4-D6PT2 schwannoma cell line was obtained from the European Collection of Animal Cell Cultures,0.9,Accept,Experimental Usage,RT4-D6PT2 schwannoma cell line
520833a7-34e9-5a8b-aa08-c19e79dc0612,Brain,Oligodendrocyte,Oligodendroglioma,,Cancer cell line,,,,,,,TC620 human oligodendroglioma,PMID:29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,,The TC620 human oligodendroglioma cell line was a gift from Dr. A. Glassmann,0.9,Accept,Experimental Usage,TC620 human oligodendroglioma cell line
6793aaa0-c35a-5164-83b3-10692471e87a,Nerve,Peripheral nerve,,,Finite cell line,,,,,,,Normal human Schwann cells (NHSC),PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,Normal human Schwann cells (NHSC) from trauma victims and MPNST cell lines were cultured as described,0.85,Accept,Experimental Usage,Normal human Schwann cells (NHSC)
5512de2b-3b60-5754-9efc-425090e750d2,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,MPNST,PMID:24509877 | PMID:18413802,10.1038/onc.2013.506 | 10.1158/1535-7163.MCT-07-0518,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1. | Sorafenib inhibits growth and mitogen-activated protein kinase signaling in malignant peripheral nerve sheath cells.,,Normal human Schwann cells (NHSC) from trauma victims and MPNST cell lines were cultured as described | MPNST was derived from a patient with a high grade peripheral nerve sheath tumor of the thigh,0.9,Accept,Experimental Usage,MPNST cell lines
0bb4db3d-95b6-5372-808a-c6704a2625bd,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,MPNST 88-14,PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,MPNST 88-14 cells were cross-linked with 1% formaldehyde for 10 minutes on ice,0.95,Accept,Experimental Usage,MPNST 88-14 cells
73a99a79-c7e0-561a-b064-359aed15bc81,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,MPNST S462-TY,PMID:24509877,10.1038/onc.2013.506,MAF mediates crosstalk between Ras-MAPK and mTOR signaling in NF1.,,1.5 ×10 6 MPNST S462-TY cells suspended in Matrigel (BD) and expressing pLVX control or inducible-MAF were injected subcutaneously,0.95,Accept,Experimental Usage,MPNST S462-TY cells
30a3a0f4-30d6-5d2c-a8cb-3f231d2fe2a3,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,2884,PMID:23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,,cells were seeded at 1.0 × 104 (S462 cell-line) or 3.0 × 104 (2884 and 2885 cell-lines) cells/well,0.9,Accept,Experimental Usage,2884 cell line
3047a0ba-ac89-58cf-800e-4e7c1680e207,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,2885,PMID:23328114,10.18632/oncotarget.793,Genomic imbalance of HMMR/RHAMM regulates the sensitivity and response of malignant peripheral nerve sheath tumour cells to aurora kinase inhibition.,,cells were seeded at 1.0 × 104 (S462 cell-line) or 3.0 × 104 (2884 and 2885 cell-lines) cells/well,0.9,Accept,Experimental Usage,2885 cell line
9f3e8e84-4dae-5b7e-a500-10d297c4a08e,Nerve,Peripheral nerve sheath,,Neurofibromatosis Type 1,Finite cell line,,,,,,,hTERT NF1 ipn02.3 2λ,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"Immortalized SCs (hTERT NF1 ipn02.3 2λ, M. Wallace), NF cells [ipn95.11bC, American Type Culture Collection (ATCC)",0.9,Accept,Experimental Usage,hTERT NF1 ipn02.3 2λ
3a974d02-5dd6-52a3-b71c-918c878d314a,Nerve,Peripheral nerve sheath,Neurofibroma,Neurofibromatosis Type 1,Cancer cell line,,,,,,,ipn95.11bC,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"NF cells [ipn95.11bC, American Type Culture Collection (ATCC): Neurofibromatosis Therapeutic Acceleration Program (NTAP)]",0.9,Accept,Experimental Usage,ipn95.11bC
64ee8b55-8367-5ff0-acb6-49e2897955e6,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,MPNST642,PMID:36322658,10.1126/sciadv.abo5442,Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy.,,"NF1-associated MPNST cells (sNF96.2, ATCC; MPNST642, MD Anderson; T265, A. Harder)",0.9,Accept,Experimental Usage,MPNST642
33995551-b2f8-566f-bbba-cb638a12ba6b,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,Neurofibromatosis Type 1,Cancer cell line,,,,,,,T265,PMID:36322658 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:30055648 | PMID:41001593 | PMID:38203448 | PMID:32948135 | PMID:23535903,10.1126/sciadv.abo5442 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1186/s13104-018-3630-0 | 10.1080/23723556.2025.2561292 | 10.3390/ijms25010277 | 10.1186/s12885-020-07397-w | 10.1158/2159-8290.CD-13-0081,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts. | Loss of Schwann cell's normal rhythmic core clock gene expression and gain of rhythmic expression of oncogenic driver genes in malignant NF1-associated peripheral nerve sheath tumor. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance.",,"NF1-associated MPNST cells (sNF96.2, ATCC; MPNST642, MD Anderson; T265, A. Harder) | MPNST cell lines (STS-26T, S462, S462TY, T265) were obtained from Dr. David Largaespada's laboratory | Immortalized human Schwann cell and MPNST cell lines (S462 [ 34 ], S462-TY [ 35 ], ST8814 [ 36 ], T265 [ 37 ], and STS-26T [ 38 ]) | human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) | Human MPNST cell lines S462 and T265 were described previously...NF1 associated MPNST derived from S462 but not T265 cells form solid subcutaneous tumors | Human T265, S462, and NSF1 cell lines of malignant peripheral nerve sheath tumors (MPNSTs) being associated with neurofibromatosis type 1 | The MPNST cell lines STS26T, T265, and ST8814 have been reported before and were gifted by Dr. Nancy Ratner | Human MPNST cell lines (S462, T265, and NSF1) were analyzed and have been described in detail in our previous studies | Immortalized human Schwann cell and MPNST cell lines (S462 ( 45 ), S462-TY ( 35 ), ST8814 ( 46 ), T265 ( 47 ), and STS-26T ( 36 ))",0.9,Accept,Experimental Usage,T265
857f7dbe-27ac-5f60-80de-aa12f7080a95,Nerve,Peripheral nerve sheath,Malignant Peripheral Nerve Sheath Tumor,,Cancer cell line,,,,,,,STS26T,PMID:36322658 | PMID:37164978 | PMID:24681606 | PMID:23685747 | PMID:20049725 | PMID:32642733 | PMID:18483311 | PMID:38203448 | PMID:37410426 | PMID:23535903 | PMID:35511749 | PMID:33032988,10.1126/sciadv.abo5442 | 10.1038/s41467-023-38432-6 | 10.18632/oncotarget.1609 | 10.1038/ng.2641 | 10.1002/emmm.200900027 | 10.1093/noajnl/vdz061 | 10.1158/1535-7163.MCT-07-2335 | 10.3390/ijms25010277 | 10.1158/1078-0432.CCR-23-0749 | 10.1158/2159-8290.CD-13-0081 | 10.1158/1535-7163.MCT-21-0947 | 10.1158/0008-5472.CAN-20-1365,"Single-cell multiomics identifies clinically relevant mesenchymal stem-like cells and key regulators for MPNST malignancy. | Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Co-targeting the MAPK and PI3K/AKT/mTOR pathways in two genetically engineered mouse models of schwann cell tumors reduces tumor grade and multiplicity. | Forward genetic screen for malignant peripheral nerve sheath tumor formation identifies new genes and pathways driving tumorigenesis. | Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene. | KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors. | Effective in vivo targeting of the mammalian target of rapamycin pathway in malignant peripheral nerve sheath tumors. | FT895 Impairs Mitochondrial Function in Malignant Peripheral Nerve Sheath Tumor Cells. | CDK4/6-MEK Inhibition in MPNSTs Causes Plasma Cell Infiltration, Sensitization to PD-L1 Blockade, and Tumor Regression. | Canonical Wnt/β-catenin signaling drives human schwann cell transformation, progression, and tumor maintenance. | A High-Throughput Screening Platform Identifies Novel Combination Treatments for Malignant Peripheral Nerve Sheath Tumors. | Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.",,"sporadic MPNST cells (STS26T, D. Scoles) were seeded on poly-l-lysine–coated 12-mm circle glass coverslips | MPNST cell lines (STS-26T, S462, S462TY, T265) were obtained from Dr. David Largaespada's laboratory | Immortalized human Schwann cell and MPNST cell lines (S462 [ 34 ], S462-TY [ 35 ], ST8814 [ 36 ], T265 [ 37 ], and STS-26T [ 38 ]) | human MPNST cell lines (ST88-14, STS26T, S462, S462-TY, and T265) | We maintained MPNST cell lines ST88-14, STS26T, S520, S462, 88-3, 90-8 and YST1 | 90-8 and the sporadic MPNST-derived STS-26T (provided by Dr Eric Legius) | MPNST cell lines STS26T, ST8814, ST88-3 S462, T265p21, S520, 90–8, and YST1...All cell lines were from NF1 patients except YST-1 and STS26T | The MPNST cell lines STS26T, T265, and ST8814 have been reported before and were gifted by Dr. Nancy Ratner | Authenticated human MPNST cell lines (sporadic STS26T, called 26T, Cellosaurus RRID: CVCL_8917 | Immortalized human Schwann cell and MPNST cell lines (S462 ( 45 ), S462-TY ( 35 ), ST8814 ( 46 ), T265 ( 47 ), and STS-26T ( 36 )) | STS-26T (19), HS-PSS, HS-sch2 (20), S462 (21), and sNF96.2 (22) cell lines were previously established in other laboratories. | STS26T, ST8814 and NF90.8 were kindly provided by Dr. Gregory Riggins at Johns Hopkins University",0.9,Accept,Experimental Usage,STS26T
1a438aef-29b2-56c9-bf41-08b8b51329fa,Nerve,Schwann cells,,Neurofibromatosis Type 1,Finite cell line,,,,,,,ipn97.4 immortalized human Schwann,PMID:39890807,10.1038/s41598-024-84493-y,Global proteomics and affinity mass spectrometry analysis of human Schwann cells indicates that variation in and loss of neurofibromin (NF1) alters protein expression and cellular and mitochondrial metabolism.,,"ipn97.4 immortalized human Schwann cells were obtained from Peggy Wallace. To create an isogenic NF1 null cell line, we utilized CRISPR Cas9 targeting...",0.9,Accept,Experimental Usage,ipn97.4 immortalized human Schwann cells
45e82643-6f9d-5f5a-842e-b288e3703d7f,Nerve,Peripheral nerve sheath,,Neurofibromatosis Type 1,Finite cell line,,,,,,,Schwann,PMID:37520682,10.1016/j.omtn.2023.06.018,Combining nonsense mutation suppression therapy with nonsense-mediated decay inhibition in neurofibromatosis type 1.,,Schwann cells were isolated as previously described. Sciatic nerve or cutaneous neurofibroma were biopsied from WT or NF1 R1947/+ minipigs,0.9,Accept,Experimental Usage,Schwann cells
6d101a5b-0f0e-5148-91f6-8e033fd471ce,Nerve,Optic nerve,Optic Nerve Glioma,Neurofibromatosis Type 1,Cancer cell line,,,,,,,optic glioma,PMID:34040258,10.1038/s41586-021-03580-6,NF1 mutation drives neuronal activity-dependent initiation of optic glioma.,,Optic glioma cells were isolated from the optic nerves of three-month-old Nf1OPG mice,0.8,Accept,Experimental Usage,optic glioma cells
16b9df1e-b09c-5691-af15-0464246c2942,Nerve,Peripheral nerve sheath,,,Finite cell line,,,,,,,HSC1λ,PMID:37164978,10.1038/s41467-023-38432-6,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities.,,Immortalized human Schwann cell (HSC1λ) and immortalized neurofibroma cell (ipNF06.2A) were obtained from Dr. Margaret Wallace's laboratory,0.9,Accept,Experimental Usage,HSC1λ
57fd30a0-521e-59f8-80f1-ddfe31e9c772,Nerve,Peripheral nerve sheath,Neurofibroma,Neurofibromatosis Type 1,Finite cell line,,,,,,,ipNF06.2A,PMID:37164978 | PMID:38136356,10.1038/s41467-023-38432-6 | 10.3390/cancers15245811,Multiplatform molecular profiling uncovers two subgroups of malignant peripheral nerve sheath tumors with distinct therapeutic vulnerabilities. | Drug Responses in Plexiform Neurofibroma Type I (PNF1) Cell Lines Using High-Throughput Data and Combined Effectiveness and Potency.,,"Immortalized human Schwann cell (HSC1λ) and immortalized neurofibroma cell (ipNF06.2A) were obtained from Dr. Margaret Wallace's laboratory | ...NF1 −/− plexiform neurofibroma cell lines (PNF1 cells) ipNF05.5-MX, ipNF06.2A, ipNF95.11b C/T, and ipNF95.6 as test lines...",0.9,Accept,Experimental Usage,ipNF06.2A
db3db0ae-5a93-506d-bef3-17718bbb4158,Cervix,,,,Cancer cell line,,,,,,,HeLa,PMID:40590220 | PMID:36420221 | PMID:32383545,10.1172/JCI188932 | 10.1016/j.omtn.2022.10.026 | 10.15252/embr.201949117,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice. | Antisense oligonucleotides targeting exon 11 are able to partially rescue the NF2-related schwannomatosis phenotype | Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca,,"HeLa cells (ATCC CCL-2) | The expression vector was transfected into HeLa cells (Lipofectamine LTX with Plus Reagent, Invitrogen) | Human cervix carcinoma HeLa cells, human breast cancer MDA‐MB‐231 cells, human malignant peripheral nerve sheath tumor S462 cells",0.95,Accept,Experimental Usage,HeLa cells
ae2135e1-4d74-5f96-b026-ec9873d49eb2,Muscle,Skeletal muscle,,,Finite cell line,,,,,,,C2C12,PMID:32383545 | PMID:37446790,10.15252/embr.201949117 | 10.3390/molecules28135128,Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca | Icariin Promotes Osteogenic Differentiation in a Cell Model with NF1 Gene Knockout by Activating the cAMP/PKA/CREB Pathway.,,mouse myoblast C2C12 cells were cultured in DMEM medium | The C2C12 line is a subclone of a mouse myoblast cell line. These cells were purchased from the American Type Culture Collection (ATCC),0.85,Accept,Experimental Usage,C2C12 cells
1760a885-37db-59e7-a79d-b0749772a6d8,Blood,,,Neurofibromatosis Type 1,Embryonic stem cell,,,,,,,NF1-1 hiPSC line,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,NF1-1 and NF1-2 hiPSC lines were reprogrammed using OSKM episomal technique by Phenocell from two patient-derived fibroblasts carrying NF1 mutations,0.9,Accept,Experimental Usage,NF1-1 hiPSC line
f06517b7-580b-5060-8de6-1918e745f09d,Blood,,,Neurofibromatosis Type 1,Embryonic stem cell,,,,,,,NF1-2 hiPSC line,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,NF1-1 and NF1-2 hiPSC lines were reprogrammed using OSKM episomal technique by Phenocell from two patient-derived fibroblasts carrying NF1 mutations,0.9,Accept,Experimental Usage,NF1-2 hiPSC line
00a4afb5-a6d7-5227-9041-942a7781cddc,Blood,,,,Embryonic stem cell,,,,,,,WT-1 hiPSC line,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,Two control NF1 (+/+) hiPSC lines (WT-1 and WT-2) purchased from Phenocell were also generated from control donors,0.85,Accept,Experimental Usage,WT-1 hiPSC line
6ea53b58-c0ec-519b-8b9d-eff75a906795,Blood,,,,Embryonic stem cell,,,,,,,WT-2 hiPSC line,PMID:38481529,10.3389/fcell.2024.1359561,Generation of heterozygous and homozygous NF1 lines from human-induced pluripotent stem cells using CRISPR/Cas9 to investigate bone defects associated with neurofibromatosis type 1.,,Two control NF1 (+/+) hiPSC lines (WT-1 and WT-2) purchased from Phenocell were also generated from control donors,0.85,Accept,Experimental Usage,WT-2 hiPSC line
b55bee8c-2e29-594b-8678-d3325c18143b,Nerve,,,Neurofibromatosis Type 1,Cancer cell line,,,,,,,LUVA,PMID:40590220,10.1172/JCI188932,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,,LUVA cells (Kerafast) were cultured in STEM PRO-34 SFM,0.85,Accept,Experimental Usage,LUVA cells
0db1eb5c-a4d2-5c75-bee1-c3f9e4c42cef,Nerve,Peripheral nerve,,,Finite cell line,,,,,,,"Human Schwann Cells (HSC, ScienCell Research Laboratories #1700)",PMID:38216587,10.1038/s41467-023-40408-5,Epigenetic reprogramming shapes the cellular landscape of schwannoma.,,"Human Schwann cells (HSC, ScienCell Research Laboratories #1700) and Mouse Schwann Cells (MSC, ScienCell Research Laboratories #M1700-57) were cultured",0.9,Accept,Experimental Usage,"Human Schwann Cells (HSC, ScienCell Research Laboratories #1700)"
318750a4-ea8b-515a-bd7a-76c3784c36c3,Nerve,Peripheral nerve,,,Finite cell line,,,,,,,"Mouse Schwann Cells (MSC, ScienCell Research Laboratories #M1700-57)",PMID:38216587,10.1038/s41467-023-40408-5,Epigenetic reprogramming shapes the cellular landscape of schwannoma.,,"Human Schwann cells (HSC, ScienCell Research Laboratories #1700) and Mouse Schwann Cells (MSC, ScienCell Research Laboratories #M1700-57) were cultured",0.9,Accept,Experimental Usage,"Mouse Schwann Cells (MSC, ScienCell Research Laboratories #M1700-57)"
9fad9960-2016-5753-9866-0c939222bcd5,Dental pulp,Dental pulp,,Neurofibromatosis Type 1,Finite cell line,,,,,,,NF37,PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,...Two primary cell cultures were obtained from individuals with NF1 (NF1 group; NF37 and NF87) and three from individuals without NF1...,0.85,Accept,Experimental Usage,NF37
9e1f94af-229c-5c37-aabe-d5db89723c2e,Dental pulp,Dental pulp,,Neurofibromatosis Type 1,Finite cell line,,,,,,,NF87,PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,...Two primary cell cultures were obtained from individuals with NF1 (NF1 group; NF37 and NF87) and three from individuals without NF1...,0.85,Accept,Experimental Usage,NF87
5b5c5912-0cf3-5631-8ba2-1c2e4a45c1ea,Dental pulp,Dental pulp,,,Finite cell line,,,,,,,CT10,PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...three from individuals without NF1 (control group; CT10, CT11 and CT12). Participants were both men and women...",0.85,Accept,Experimental Usage,CT10
d408830f-dc82-574d-b204-559ba820d989,Dental pulp,Dental pulp,,,Finite cell line,,,,,,,CT11,PMID:29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,,"...three from individuals without NF1 (control group; CT10, CT11 and CT12). Participants were both men and women...",0.85,Accept,Experimental Usage,CT11
