clinicalAssessmentToolId,assessmentName,assessmentType,targetPopulation,diseaseSpecific,numberOfItems,scoringMethod,validatedLanguages,psychometricProperties,administrationTime,availabilityStatus,licensingRequirements,digitalVersion,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
1d0c9b3b-2f21-4331-908d-e4be64565ace,WHOQOL-BREF,,,,,,,,,,,,PMID:37378983,,Effect of Mind-Body Skills Training on Quality of Life for Geographically Diverse Adults With Neurofibromatosis: A Fully Remote Randomized Clinical Trial.,methods,1.0,"The 2 primary outcomes were the physical health and psychological QOL domain scores of the World Health Organization Quality of Life Brief Version (WHOQOL-BREF), recommended by the Response Evaluation in Neurofibromatosis and Schwannomatosis (REiNS) International Collaboration.",This validated quality of life assessment tool was not captured despite being the primary outcome measure,,AI validation - Sonnet 4.5,0,0,,
555731a2-109f-469c-a699-270dd97aff68,Perceived Stress Scale,,,,,,,,,,,,PMID:37378983,,Effect of Mind-Body Skills Training on Quality of Life for Geographically Diverse Adults With Neurofibromatosis: A Fully Remote Randomized Clinical Trial.,methods,1.0,Inclusion criteria were...and (6) Perceived Stress Scale score of 6 or higher.,This validated psychological assessment scale was not captured despite being used for participant screening,,AI validation - Sonnet 4.5,0,0,,
a2354da1-1500-47d2-87b0-6eea4a3f08be,Measure of Current Status-A,,,,,,,,,,,,PMID:37440099,,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,abstract,0.95,"We measured resilience factors via the Measure of Current Status-A (adaptive coping), Cognitive and Affective Mindfulness Scale-Revised",Clinical assessment tool name not recognized by mining patterns - may need pattern for 'Measure of [Name]-[Version]' format,,AI validation - Sonnet 4.5,0,0,,
c7141e5e-c57d-41e6-b320-2cd8cad93527,Cognitive and Affective Mindfulness Scale-Revised,,,,,,,,,,,,PMID:37440099,,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,abstract,0.95,"Measure of Current Status-A (adaptive coping), Cognitive and Affective Mindfulness Scale-Revised (mindfulness), Gratitude Questionnaire-6",Long clinical assessment tool name with 'Scale-Revised' suffix not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,
7525e5ac-1fd4-4da5-8a0f-6d3b2aff8065,Gratitude Questionnaire-6,,,,,,,,,,,,PMID:37440099,,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,abstract,0.95,"Cognitive and Affective Mindfulness Scale-Revised (mindfulness), Gratitude Questionnaire-6 (gratitude), Life Orientation Test",Questionnaire with number suffix (Questionnaire-6) not recognized by current patterns,,AI validation - Sonnet 4.5,0,0,,
390bca89-385c-4b93-9432-96f70b4914fb,Life Orientation Test Optimism Scale,,,,,,,,,,,,PMID:37440099,,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,abstract,0.95,"Gratitude Questionnaire-6 (gratitude), Life Orientation Test Optimism Scale (optimism), and Medical Outcomes Study Social Support Survey",Complex multi-word clinical assessment tool name not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,
5c588677-4cb2-495e-bd60-d717e2a3d96f,Medical Outcomes Study Social Support Survey,,,,,,,,,,,,PMID:37440099,,The impact of a virtual mind-body program on resilience factors among international English-speaking adults with neurofibromatoses: secondary analysis of a randomized clinical trial.,abstract,0.95,"Life Orientation Test Optimism Scale (optimism), and Medical Outcomes Study Social Support Survey (perceived social support) at baseline",Long clinical assessment tool name starting with 'Medical Outcomes Study' not recognized,,AI validation - Sonnet 4.5,0,0,,
c85c4569-5006-43cb-ba37-488062118fc2,Vineland Adaptive Behaviour Scale (VABS-III),,,,,,,,,,,,PMID:37608248,,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,methods,0.95,"...parent-reported Adaptive Behaviour Composite (ABC) scores on the Vineland Adaptive Behaviour Scale (VABS-III) [44], performance on an adaptive auditory n-back task...",Clinical assessment tool with standard abbreviation and version number not detected,,AI validation - Sonnet 4.5,0,0,,
6af15358-f99b-4a00-9d43-4a9d5817c534,n-back task,,,,,,,,,,,,PMID:37608248,,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,methods,0.9,"...performance on an adaptive auditory n-back task [16], and performance on a non-adaptive visual n-back task [16] performed during EEG...","Working memory assessment tool, both adaptive and non-adaptive versions used",,AI validation - Sonnet 4.5,0,0,,
577f1f05-6601-4766-915d-0ce5d4fc2d67,Sky search attention,,,,,,,,,,,,PMID:37608248,,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,methods,0.85,"...poorer performance relative to typically developing controls on various cognitive measures, including measures of working memory (i.e. digit-span forward/backwards) and attention (Sky search attention, TEACh)...",Attention assessment tool mentioned as part of cognitive battery,,AI validation - Sonnet 4.5,0,0,,
b26969b5-0ede-4d37-a0f2-e9f6212d88b6,TEACh,,,,,,,,,,,,PMID:37608248,,Aberrant oscillatory activity in neurofibromatosis type 1: an EEG study of resting state and working memory.,methods,0.85,"...and attention (Sky search attention, TEACh)...","Attention assessment tool, likely Test of Everyday Attention for Children",,AI validation - Sonnet 4.5,0,0,,
e8944ef4-45d8-4662-a72e-bd886db65763,FACE-Q Craniofacial Module-Appearance Distress scale,,,,,,,,,,,,PMID:38140900,,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,abstract,0.98,"The FACE-Q Craniofacial Module-Appearance Distress scale was the top-rated measure for potential use in neurofibromatosis 1 clinical trials. Strengths of the measure included that it was rigorously developed, included individuals with neurofibromatosis 1 in the validation sample","This is a specific, named clinical assessment tool that is the main recommendation of the paper. It should have been detected as it's a validated patient-reported outcome measure.",,AI validation - Sonnet 4.5,0,0,,
43754a19-835c-4dfc-a1c7-41d44a624734,Patient-Reported Outcome Rating and Acceptance Tool for Endpoints,,,,,,,,,,,,PMID:38140900,,Recommendations for assessing appearance concerns related to plexiform and cutaneous neurofibromas in neurofibromatosis 1 clinical trials.,abstract,0.9,Our revised Patient-Reported Outcome Rating and Acceptance Tool for Endpoints then was used to evaluate each published patient-reported outcome measures in five domains,This is a specific evaluation tool used in the methodology to assess other patient-reported outcome measures. It's a named clinical assessment instrument.,,AI validation - Sonnet 4.5,0,0,,
dc5b668d-e523-4f83-b08a-da7dfe151e2d,Tinnitus Functional Index,,,,,,,,,,,,PMID:38321701,,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,abstract,1.0,The Tinnitus Functional Index was identified as the most highly rated measure for the assessment of tinnitus in populations with neurofibromatosis type 2,This is the primary recommended outcome measure from the study but wasn't captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
a3fdfd12-3513-491a-8514-9f8cbcfa486b,Client Oriented Scale of Improvement-Tinnitus,,,,,,,,,,,,PMID:38321701,,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,methods,0.95,One measure was excluded (i.e. the Client Oriented Scale of Improvement-Tinnitus) because while it would be very useful for clinical settings,Specific tinnitus assessment tool mentioned by name but not captured,,AI validation - Sonnet 4.5,0,0,,
67bf9fb8-7fdc-487c-843b-2f51e81af772,Patient-Reported Outcomes Rating Acceptance Tool for Endpoints,,,,,,,,,,,,PMID:38321701,,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,methods,0.9,using the Patient-Reported Outcomes Rating Acceptance Tool for Endpoints (PRO-RATE) form described and published previously,"Evaluation tool used to assess other PROMs, has acronym PRO-RATE",,AI validation - Sonnet 4.5,0,0,,
b452b229-f056-4c0f-90cd-8bfe881359c9,PRO-RATE,,,,,,,,,,,,PMID:38321701,,Patient-reported measures of tinnitus for individuals with neurofibromatosis type 2-related schwannomatosis: Recommendations for clinical trials.,methods,0.85,The PRO-RATE form allowed for the numerical scoring and consequent comparison of the PROMs under evaluation,"Acronym form of the evaluation tool, commonly used abbreviation",,AI validation - Sonnet 4.5,0,0,,
3f992da7-09fa-417e-8387-cfe38af2e32e,PlexiQoL,,,,,,,,,,,,PMID:38499890,,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",abstract,1.0,The PlexiQoL questionnaire is a disease-specific QoL measure for adults with NF1-associated plexiform neurofibromas. The aim of this study was to adapt and validate a Dutch version of the PlexiQoL,This is the primary clinical assessment tool being studied - a disease-specific quality of life questionnaire. Should have been detected as it's explicitly described as a 'patient-reported outcome measure' and 'questionnaire',,AI validation - Sonnet 4.5,0,0,,
23055a43-f8e5-42fa-bb77-09d45e0b9c38,Nottingham Health Profile,,,,,,,,,,,,PMID:38499890,,"The PlexiQoL, a patient-reported outcome measure on quality of life in neurofibromatosis type 1-associated plexiform neurofibroma: translation, cultural adaptation and validation into the Dutch language for the Netherlands.",abstract,0.95,The Nottingham Health Profile (NHP) questionnaire was used as comparator questionnaire to evaluate convergent validity,This is a well-established clinical assessment tool used as a comparator for validation. The abbreviation 'NHP' and explicit mention as 'questionnaire' should have triggered detection,,AI validation - Sonnet 4.5,0,0,,
b2c21510-5eb1-4e72-ae33-d614b062c52b,cNF-Skindex,,,,,,,,,,,,PMID:38811427,,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,abstract,0.98,The French cNF-Skindex is the first questionnaire to specifically assess cNF-related QoL in patients with NF1. We aimed to adapt and validate a Dutch version of the cNF-Skindex.,Clinical assessment tool name not recognized by mining patterns. May need specific pattern for disease-specific questionnaire naming conventions (disease abbreviation + instrument name).,,AI validation - Sonnet 4.5,0,0,,
bf451f98-430a-4630-b4db-d3081a031d0a,Dutch cNF-Skindex,,,,,,,,,,,,PMID:38811427,,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,abstract,0.98,We aimed to adapt and validate a Dutch version of the cNF-Skindex...The Dutch cNF-Skindex demonstrated excellent feasibility and reliability,Localized version of clinical assessment tool not detected. Mining may not recognize language-specific adaptations of instruments.,,AI validation - Sonnet 4.5,0,0,,
88f3eecd-340b-4e64-b5bd-1063c956dab2,EQ-5D-5L,,,,,,,,,,,,PMID:38811427,,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,abstract,0.99,"The EQ-5D-5L and SF-36 were used to evaluate convergent validity, using Spearman's rank correlation coefficients.",Standard quality of life instrument not detected. Mining patterns may not include this specific EuroQol instrument variant.,,AI validation - Sonnet 4.5,0,0,,
57130419-6754-475c-b65f-a442599a8687,SF-36,,,,,,,,,,,,PMID:38811427,,Quality of life in individuals with neurofibromatosis type 1 associated cutaneous neurofibromas: validation of the Dutch cNF-Skindex.,abstract,0.99,"The EQ-5D-5L and SF-36 were used to evaluate convergent validity, using Spearman's rank correlation coefficients.",Well-established quality of life instrument not detected. SF-36 is a widely used clinical assessment tool that should be in mining patterns.,,AI validation - Sonnet 4.5,0,0,,
9977a356-9858-40f7-9194-48b45307536b,Teller acuity cards,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.9,In the youngest group VA was assessed with Teller acuity cards or Cardiff acuity cards while older children were tested with Lea or KM (Konstantin Moutakis) cards,Specific clinical assessment tool for measuring visual acuity in young children - should be detected as validated clinical instrument,,AI validation - Sonnet 4.5,0,0,,
450066de-1195-4906-8568-79b92d8c5a4f,Cardiff acuity cards,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.9,In the youngest group VA was assessed with Teller acuity cards or Cardiff acuity cards while older children were tested with Lea or KM (Konstantin Moutakis) cards,Specific clinical assessment tool for measuring visual acuity in young children - should be detected as validated clinical instrument,,AI validation - Sonnet 4.5,0,0,,
d62dd9f2-1c45-4eb0-b2af-0cba12af2c11,Lea cards,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.9,In the youngest group VA was assessed with Teller acuity cards or Cardiff acuity cards while older children were tested with Lea or KM (Konstantin Moutakis) cards,Specific clinical assessment tool for measuring visual acuity in children - should be detected as validated clinical instrument,,AI validation - Sonnet 4.5,0,0,,
6873aca0-fb31-4713-8ab6-96d2f12f973a,KM cards,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.85,In the youngest group VA was assessed with Teller acuity cards or Cardiff acuity cards while older children were tested with Lea or KM (Konstantin Moutakis) cards,Specific clinical assessment tool (Konstantin Moutakis cards) for measuring visual acuity - should be detected as validated clinical instrument,,AI validation - Sonnet 4.5,0,0,,
6992fe0d-1444-43d1-99fa-0a9f28d6cea0,World Health Organization Categories of Childhood VI scale,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.9,In children ≥4 years of age VA at initial visit was compared with World Health Organization Categories of Childhood VI scale for reference,Standardized clinical assessment scale for categorizing visual impairment - should be detected as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
e27ad351-4305-42c5-afad-f949ac1e03a0,Cirrus HD-OCT,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.9,"Optical coherence tomography images were obtained using Cirrus HD-OCT device (Cirrus; Carl Zeiss Meditec, Dublin, CA, USA)",Clinical diagnostic/assessment device with specific model and manufacturer - should be detected as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
8893982b-a670-4a4c-8c94-5f63c6a16fd5,visual field index,,,,,,,,,,,,PMID:38990917,,Optical coherence tomography of the macular ganglion cell layer in children with neurofibromatosis type 1 is a useful tool in the assessment for optic pathway gliomas.,methods,0.85,"Outcome measures were VA in logMAR, visual field index (VFI), average thicknesses of the ganglion cell-inner plexiform layer (GC-IPL)",Standardized clinical outcome measure for visual field assessment - should be detected as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
e3b65800-7dab-4574-9039-7ee3bc968cfd,Vectra-H1,,,,,,,,,,,,PMID:39225289,,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,methods,0.9,"Images of up to eight cNFs from each participant were captured and analysed using each 3D imaging system: Vectra H1 (Canfield Scientific Inc, Fairfield, NJ, USA)",3D imaging device used as standardized outcome measure for clinical assessment - should be captured as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
ce511d0b-3705-4113-9d5c-f4def2e4da6e,LifeViz-Micro,,,,,,,,,,,,PMID:39225289,,Comparing 3D imaging devices for the measurement of cutaneous neurofibromas in patients with Neurofibromatosis Type 1.,methods,0.9,"Images of up to eight cNFs from each participant were captured and analysed using each 3D imaging system: Vectra H1 (Canfield Scientific Inc, Fairfield, NJ, USA), LifeViz Micro (QuantifiCare, Biot, France)",3D imaging device used as standardized outcome measure for clinical assessment - should be captured as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
d1fc7aaf-4f1c-41e9-a78f-d0eb0b12d82f,Hannover classification system,,,,,,,,,,,,PMID:39824854,,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,methods,0.85,...Tumor size was classified by the Hannover and Koos classification systems...,Standardized clinical classification system for tumor grading used in the study,,AI validation - Sonnet 4.5,0,0,,
2f8d89a7-2c04-4cdb-8eb9-2518544800ea,Koos classification system,,,,,,,,,,,,PMID:39824854,,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,methods,0.85,...Tumor size was classified by the Hannover and Koos classification systems...,Standardized clinical classification system for tumor grading used in the study,,AI validation - Sonnet 4.5,0,0,,
a1c34503-9a81-4100-9ec1-8a33098ba757,RECIST guidelines,,,,,,,,,,,,PMID:39824854,,Comparison of 1D and 3D volume measurement techniques in NF2-associated vestibular schwannoma monitoring.,methods,0.8,"...the maximum linear (tumor) diameter (MLD) in axial and coronal (medial to lateral and caudal to rostral/cranial, in total four measurements per MRI) planes were measured according to the RECIST guidelines...",Standardized clinical guidelines for tumor measurement used as assessment methodology,,AI validation - Sonnet 4.5,0,0,,
c1604e1a-709b-499b-a1d6-77195ad7324d,DICE coefficient,,,,,,,,,,,,PMID:39966622,,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,abstract,0.9,"A proof-of-concept AI model achieved a mean DICE score of 0.76 (standard deviation 0.21). After the final testing stage, the model improved to a final mean DICE score of 0.88",Validation metric/assessment tool not recognized as clinical assessment tool,,AI validation - Sonnet 4.5,0,0,,
d9623610-3f8b-47f2-917d-74440c454ac3,T1 weighted MRI,,,,,,,,,,,,PMID:39966622,,The development of an artificial intelligence auto-segmentation tool for 3D volumetric analysis of vestibular schwannomas.,methods,0.85,"All images used for the POC were T1 weighted, post-contrast MRI scans.",Medical imaging protocol/technique not recognized as assessment tool,,AI validation - Sonnet 4.5,0,0,,
4198c1c7-03b2-4199-ade2-cfca04645fd5,Custom Sleep Disorder Questionnaire,,,,,,,,,,,,PMID:40299482,,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,methods,0.95,"For data collection, an anonymous questionnaire consisting of multiple-choice and open-ended questions was designed and administered to all patients recruited in the survey. The questions in the questionnaire were aimed at assessing the presence of one or more sleep disorders and, if disorders were present, an assessment of the frequency of their presentation.","Custom questionnaire development not detected by mining patterns - may need patterns for 'questionnaire was designed', 'questionnaire consisting of', or 'questionnaire aimed at assessing'",,AI validation - Sonnet 4.5,0,0,,
66ce0d9a-0158-4300-9cd1-ed478195bdf2,Apple Watch Ultra model 2,,,,,,,,,,,,PMID:40299482,,Sleep Disorders in Pediatric Patients Affected by Neurofibromatosis Type 1: Reports of a Questionnaire and an Apple Watch Sleep Assessment.,methods,0.9,An assessment of sleep parameters (including the total sleep duration; time in bed vs. time asleep; napping frequency and napping duration; sleep stages; heart rate and respiratory metrics; sleep onset and sleep efficiency; and sleep breathing disorders) with an Apple Watch Ultra model 2 (application: Sleep++) was performed in all the patients,Wearable device for clinical assessment not detected - may need patterns for specific device models used for patient monitoring/assessment,,AI validation - Sonnet 4.5,0,0,,
6d4c0cac-a710-4d76-aa40-f684a90bc8eb,Numeric Rating Scale-11,,,,,,,,,,,,PMID:40304934,,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,methods,0.9,also provided feedback about existing pain measures (Numeric Rating Scale-11 and Pain Interference Index) assessing these domains (cognitive debriefing),Established clinical assessment tool used as foundation for new instrument development was not captured,,AI validation - Sonnet 4.5,0,0,,
d0f11bc3-86a7-4369-a082-520781dc1cc6,NRS-11,,,,,,,,,,,,PMID:40304934,,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,methods,0.9,"The self-report NRS-11 has been used in numerous studies, including as a primary outcome measure, to assess pain intensity. This reliable and valid measure has been recommended for use in clinical trials","Abbreviated form of Numeric Rating Scale-11, established pain assessment tool",,AI validation - Sonnet 4.5,0,0,,
55c7712e-65de-49cc-858a-c6eb5514fe13,Pain Interference Index,,,,,,,,,,,,PMID:40304934,,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,methods,0.9,also provided feedback about existing pain measures (Numeric Rating Scale-11 and Pain Interference Index) assessing these domains (cognitive debriefing),Established clinical assessment tool used as foundation for new instrument development was not captured,,AI validation - Sonnet 4.5,0,0,,
ce4be8a1-f0e0-4992-a386-6ab8d1b96d16,PII,,,,,,,,,,,,PMID:40304934,,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,methods,0.9,The PII is a 6-item questionnaire developed to assess the extent to which pain interferes with six different aspects of daily functioning on a 7-point Likert-type scale,"Abbreviated form of Pain Interference Index, established pain interference assessment tool",,AI validation - Sonnet 4.5,0,0,,
4c51c55d-8d37-4aff-9c0a-ccd42a01a07c,PAINS-pNF,,,,,,,,,,,,PMID:40304934,,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,abstract,0.95,"the measures' instructions, items, and formatting were modified to create the PAin INtensity Scale for plexiform neurofibromas (PAINS-pNF)",Newly developed clinical assessment tool was not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
a4c27f01-cdc9-4657-ae25-6793b152c323,PII-pNF,,,,,,,,,,,,PMID:40304934,,Development of patient reported outcome measures assessing tumor pain intensity and tumor pain interference for individuals with neurofibromatosis type 1 and plexiform neurofibromas: qualitative findings.,abstract,0.95,and the Pain Interference Index for plexiform neurofibromas (PII-pNF) for administration on a mobile app or web-based platform,Newly developed clinical assessment tool was not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,
f507c20c-2ed4-4a89-9c9c-b4607298f24a,Visual analogue scale,,,,,,,,,,,,PMID:40437318,,Quantitative MRI of dorsal root ganglion alterations in neurofibromatosis type 1 patients with or without pain.,methods,0.95,The inclusion criteria for the pain group were an average pain score of ≥ 3 on the visual analogue 0–10 scale over the previous 10 weeks.,Clinical pain assessment scale not detected by mining patterns - likely missing clinical assessment tool patterns,,AI validation - Sonnet 4.5,0,0,,
c195ef80-d273-4f8c-ade4-b7dd4d925ed3,Rex Gauge durometer,,,,,,,,,,,,PMID:40529476,,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,methods,0.95,One was the Rex Gauge durometer (REX) produced by Rex Gauge LLC...The REX is primarily used in manufacturing and is the international standard for determining the hardness of nonmetallic materials...The Rex Gauge durometer was the first instrument used to measure skin 'hardness',Physical measurement device used as clinical outcome measure - should be classified as clinical assessment tool for quantifying neurofibroma stiffness,,AI validation - Sonnet 4.5,0,0,,
41a12a64-d771-4ea1-86dd-59cd53c1c5fc,Delfin SkinFibroMeter,,,,,,,,,,,,PMID:40529476,,Using Durometers to Quantify Stiffness as an Outcome Measure for Cutaneous Neurofibroma in Neurofibromatosis Type 1.,methods,0.95,"the other was the SkinFibroMeter (DEFLIN) made by Delfin Technologies...The DEFLIN is designed and marketed as an instrument to specifically measure tissue induration, assessing 'tissue stiffness in quantitative units.'",Specialized medical device for measuring tissue stiffness - clear clinical assessment tool for quantifying patient outcomes,,AI validation - Sonnet 4.5,0,0,,
694a2176-27f1-4bb5-b400-4631b172470f,3-chamber social preference task,,,,,,,,,,,,PMID:40590220,,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,methods,0.9,The 3-chamber SP task occurred over 2 days as described previously,Standardized behavioral assessment not recognized as clinical tool,,AI validation - Sonnet 4.5,0,0,,
860db738-b295-4d10-a377-226d3940bf6d,Open field test,,,,,,,,,,,,PMID:40590220,,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,methods,0.9,"OF tests Based on methods described previously, mice were placed in the dark in an open chamber",Standard behavioral assessment not recognized,,AI validation - Sonnet 4.5,0,0,,
7ad6a070-e59f-4454-953f-1de948430259,Delay discounting task,,,,,,,,,,,,PMID:40590220,,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,methods,0.9,"DDT tests Based on methods described previously, mice were trained to identify which side of a T maze",Cognitive behavioral assessment not recognized,,AI validation - Sonnet 4.5,0,0,,
2d770fe7-4d92-4d47-9652-0b3dadee81ac,Cliff avoidance reaction test,,,,,,,,,,,,PMID:40590220,,A haploinsufficiency restoration strategy corrects neurobehavioral deficits in Nf1+/- mice.,methods,0.9,"CAR tests Based on previously described methods, a round, plastic platform",Motor behavioral assessment not recognized,,AI validation - Sonnet 4.5,0,0,,
1f8212cc-287b-48d3-acc3-23e8411d7248,Likert scale questionnaire,,,,,,,,,,,,PMID:40737523,,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,abstract,0.95,A Likert scale questionnaire was used to survey clinicians' levels of agreement with 25 statements related to 2D and 3D tumor analyses.,"Clinical assessment tools (questionnaires, surveys, scales) may not be captured by current mining patterns focused on lab tools",,AI validation - Sonnet 4.5,0,0,,
fb0fd3fa-0291-438e-a5bb-057f17f7a106,25-statement questionnaire,,,,,,,,,,,,PMID:40737523,,Clinician Perspectives of a Magnetic Resonance Imaging-Based 3D Volumetric Analysis Tool for Neurofibromatosis Type 2-Related Schwannomatosis: Qualitative Pilot Study.,methods,0.9,Surveys were conducted via Qualtrics and included 25 statements organized into eight categories...The survey questions were structured as a Likert scale questionnaire,Specific questionnaire instruments may not be recognized as research tools by current patterns,,AI validation - Sonnet 4.5,0,0,,
2d21631d-849c-4634-ac7d-85be12f0d4af,Medical Research Council scale,,,,,,,,,,,,PMID:40896930,,High resolution nerve ultrasound in neurofibromatosis type 1: a prospective and descriptive study.,methods,0.9,"The motor function of 9 muscle groups (deltoid, biceps, triceps, wrist flexors and extensors, interossei, abductor pollicis brevis, ankle flexors, and extensors) was graded bilaterally using the Medical Research Council scale (MRC)","This is a validated clinical assessment tool for grading muscle strength, commonly abbreviated as MRC scale. It's a standardized instrument used in neurological examinations.",,AI validation - Sonnet 4.5,0,0,,
201b0376-ee6f-4efc-a425-e271d53339b4,Survey of Well-being of Young Children,,,,,,,,,,,,PMID:41468561,,NF1-Specific Growth Charts for Head Circumference Over the First 3 Years of Life.,abstract,0.9,...we used mixed-effects models to relate the resulting centile scores to developmental delay assessed with the Survey of Well-being of Young Children. RESULTS: Our data set contained...,"This is a specific named developmental assessment instrument used to evaluate developmental delay in young children. It was likely missed because it's a longer, descriptive name that may not match typical clinical assessment tool patterns.",,AI validation - Sonnet 4.5,0,0,,
98c3ea76-9eb5-497e-8105-fb2e2abf8f41,Centers for Disease Control (CDC) growth charts,,,,,,,,,,,,PMID:41468561,,NF1-Specific Growth Charts for Head Circumference Over the First 3 Years of Life.,abstract,0.85,...We compared head circumference normalized using Centers for Disease Control (CDC) growth charts between these groups over time. We constructed NF1-specific growth charts...,CDC growth charts are standardized clinical assessment tools used for normalizing growth measurements. May have been missed due to the parenthetical abbreviation format or not recognizing growth charts as assessment tools.,,AI validation - Sonnet 4.5,0,0,,
0698a2fb-09e3-4910-80d5-38d1ea759810,habituation learning assay,,,,,,,,,,,,PMID:41582719,,Inhibition of Cxcr4 chemokine receptor signaling improves habituation learning in a zebrafish model of Neurofibromatosis.,abstract,0.8,...evidence that Cxcr4 chemokine receptor signaling is a regulator of habituation learning and modulator of cAMP-PKA signaling...,Behavioral assessment method for cognitive function mentioned but not captured. May need patterns for behavioral testing paradigms.,,AI validation - Sonnet 4.5,0,0,,
