_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,softwareName,softwareType,softwareVersion,programmingLanguage,sourceRepository,documentation,licenseType,containerized,maintainer
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,"Sonographic measurement was performed using a Vevo 2100 micro-imaging system (VisualSonics, Amsterdam, Netherlands)",0.9,Accept,Experimental Usage,Vevo 2100 micro-imaging system,Analysis Software,,,,,,,
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,Three-dimensional images of the xenografts were generated and analyzed using the Vevo software version 5.0.0 to calculate their size in volume,0.9,Accept,Experimental Usage,Vevo software version 5.0.0,Analysis Software,5.0.0,,,,,,
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,Alignment and analysis was performed using a Galaxy server and open source Chipster software,0.8,Accept,Experimental Usage,Galaxy server,Web Application,,,,,,,
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,Alignment and analysis was performed using a Galaxy server and open source Chipster software (http://chipster.csc.fi/),0.85,Accept,Experimental Usage,Chipster software,Analysis Software,,,http://chipster.csc.fi/,,,,
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,as well as R bioconductor (http://www.bioconductor.org/) tools for calculating similarity clusters on a Galaxy server,0.8,Accept,Experimental Usage,R bioconductor,Package/Library,,R,http://www.bioconductor.org/,,,,
PMID:25340526,10.1371/journal.pone.0107760,Nilotinib is more potent than imatinib for treating plexiform neurofibroma in vitro and in vivo.,,"Libraries were sequenced on a Genome Analyzer IIx (Illumina, San Diego, CA)",0.85,Accept,Experimental Usage,Genome Analyzer IIx,Analysis Software,,,,,,,
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,the network was built using the ARACNe-AP algorithm. The ARACNe-AP algorithm reconstructs gene regulatory networks from large-scale gene expression data,0.9,Accept,Experimental Usage,ARACNe-AP algorithm,Analysis Software,,,,,,,
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,The differential expression and fold change calculations on the RNA-Seq datasets were performed using the R package DESeq2 version 1.18.1,0.9,Accept,Experimental Usage,DESeq2 version 1.18.1,Package/Library,1.18.1,R,,,,,
PMID:29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,,Centrality measures were calculated using the igraph package in R,0.8,Accept,Experimental Usage,igraph package in R,Package/Library,,R,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,The concentration of the gDNA was estimated using the Qubit 2.0 Fluorometer (Invitrogen),0.8,Accept,Experimental Usage,Qubit 2.0 Fluorometer,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,"The samples were then sonicated on the Covaris LE220 (Covaris Inc, Woburn, MA, USA) to achieve an average target size of 400 bp",0.8,Accept,Experimental Usage,Covaris LE220,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,"QC analysis of the post-sonicated material was done using Caliper LabChip GX (Perkin Elmer, Hopkinton, MA, USA)",0.8,Accept,Experimental Usage,Caliper LabChip GX,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,"the library concentration was estimated by utilizing a DNA 1,000 Chip on an Agilent 2,100 Bioanalyzer",0.8,Accept,Experimental Usage,"Agilent 2,100 Bioanalyzer",Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,"Each sample was then sequenced on an individual lane on an Illumina HiSeqX sequencer (Illumina, Inc., San Diego, CA, USA)",0.8,Accept,Experimental Usage,Illumina HiSeqX sequencer,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Reads were mapped to the genome and variants identified using the Dragen program with default settings,0.9,Accept,Experimental Usage,Dragen program,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,The resulting VCF files were then sorted and updated to remove errors and analysed using the GATK pipeline,0.9,Accept,Experimental Usage,GATK pipeline,Pipeline,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Somatic mutations were called from BAM files exported by the Dragen alignment using the Java version of VarDict in paired mode,0.9,Accept,Experimental Usage,VarDict,Analysis Software,,Java,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Samples were analysed by GenomeStudio and exported to text,0.85,Accept,Experimental Usage,GenomeStudio,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,"on an Illumina HiSeq2500 sequencer (Illumina, Inc., San Diego, CA, USA)",0.8,Accept,Experimental Usage,Illumina HiSeq2500 sequencer,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Post-processing of the sequencing reads from RNA-seq experiments for each sample was performed using HudsonAlpha's unique in-house RNA-seq data analysis pipeline,0.9,Accept,Experimental Usage,HudsonAlpha RNA-seq data analysis pipeline,Pipeline,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Raw reads were mapped to the reference human genome hg19 using TopHat v2.0 with the -p 4 and -r210 arguments,0.85,Accept,Experimental Usage,TopHat v2.0,Analysis Software,v2.0,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Reads were quantified by both Cufflinks v0.9.3,0.85,Accept,Experimental Usage,Cufflinks v0.9.3,Analysis Software,v0.9.3,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,Reads were quantified by both Cufflinks v0.9.3 and FeatureCounts,0.8,Accept,Experimental Usage,FeatureCounts,Analysis Software,,,,,,,
PMID:28398289,10.1038/sdata.2017.45,A high-throughput molecular data resource for cutaneous neurofibromas.,,"All data is currently stored in the synapse web portal, and is accessible using code in the Cutaneous NF Github repository at http://www.github.com/Sage-Bionetworks/dermalNF",0.95,Accept,Development,Cutaneous NF Github repository,Web Application,,,http://www.github.com/Sage-Bionetworks/dermalNF,,,,
PMID:39472976,10.1186/s40478-024-01875-z,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,,QuPath (v0.4.3) was used to quantify the percentage of cells with positive or negative immunostaining,0.95,Accept,Experimental Usage,QuPath (v0.4.3),Analysis Software,v0.4.3,Java,,,,,
PMID:39472976,10.1186/s40478-024-01875-z,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,,"All statistical analyses were performed in R (version 4.3.1) using the 'survival', 'survminer', and 'stats' packages",0.85,Accept,Experimental Usage,R (version 4.3.1),Analysis Software,4.3.1,R,,,,,
PMID:39472976,10.1186/s40478-024-01875-z,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,,The cBioportal website (cbioportal.org) was used to analyze The Cancer Genome Atlas (TCGA)—Firehose Legacy,0.9,Accept,Experimental Usage,cBioportal,Web Application,,Unknown,,,,,
PMID:39472976,10.1186/s40478-024-01875-z,NF1 expression profiling in IDH-wildtype glioblastoma: genomic associations and survival outcomes.,,A REDCap database was constructed from 542 patients with histologically-confirmed IDH-wild type GBM,0.85,Accept,Experimental Usage,REDCap,Database,,Unknown,,,,,
PMID:29670214,10.1038/s41598-018-24310-5,Restoring functional neurofibromin by protein transduction.,,protein bands were quantified using the ImageJ software (https://imagej.nih.gov/ij/),0.85,Accept,Experimental Usage,ImageJ,Analysis Software,,,https://imagej.nih.gov/ij/,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,"We investigated the proportions of people with NF1, NF2, or SWN in the National COVID Cohort Collaborative (N3C) electronic health record data set",0.85,Accept,Experimental Usage,National COVID Cohort Collaborative (N3C),Database,,,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,All cohorts were generated using custom SQL queries and subsequently analyzed in the N3C Data Enclave,0.8,Accept,Experimental Usage,N3C Data Enclave,Web Application,,,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,"A Shapiro-Wilk test (base R v3.6.3, shapiro.test function) was used to test the normality of the distributions",0.85,Accept,Experimental Usage,Shapiro-Wilk test,Analysis Software,,R,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,"A Shapiro-Wilk test (base R v3.6.3, shapiro.test function) was used to test the normality",0.9,Accept,Experimental Usage,R v3.6.3,Analysis Software,v3.6.3,R,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,"compared to estimate the P value of the real observations (real P value) (using BSDA v1.2.0, z.test function)",0.85,Accept,Experimental Usage,BSDA v1.2.0,Package/Library,v1.2.0,R,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,"resampled 10,000 times to produce 10,000 possible combinations of age-adjusted proportions (using gdata v2.18.0, resample function)",0.85,Accept,Experimental Usage,gdata v2.18.0,Package/Library,v2.18.0,R,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,The distributions of bootstrapped P values were visualized using R (ggplot2 v3.3.2),0.85,Accept,Experimental Usage,ggplot2 v3.3.2,Package/Library,v3.3.2,R,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,"a nonparametric Wilcoxon rank-sum test (base R v3.6.3, wilcox.test function) was used to estimate the real P value",0.85,Accept,Experimental Usage,Wilcoxon rank-sum test,Analysis Software,,R,,,,,
PMID:36565307,10.1016/j.gim.2022.10.007,"COVID-19 in people with neurofibromatosis 1, neurofibromatosis 2, or schwannomatosis.",,All real P values were adjusted to correct for the number of overlapping comparisons for each disease using the Benjamini-Hochberg (BH) method,0.85,Accept,Experimental Usage,Benjamini-Hochberg (BH) method,Analysis Software,,,,,,,
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,We acquired cell suspensions in a dual-laser (Argon 488 and dye laser 630 or HeNe 633) FACSCanto (Becton–Dickinson),0.8,Accept,Experimental Usage,FACSCanto (Becton–Dickinson),Analysis Software,,,,,,,
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,All the probe sets on Affymetrix Mouse Gene 2.0 ST array (Mogene-2_0-st-v1.na33.2.mm10),0.9,Accept,Experimental Usage,Affymetrix Mouse Gene 2.0 ST array,Analysis Software,,,,,,,
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,their batch effects were corrected using ComBat method implemented in Bioconductor's sva package,0.85,Accept,Experimental Usage,ComBat method,Package/Library,,R,,,,,
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,The Bioconductor/R limma package was used to define DEGs between two groups,0.9,Accept,Experimental Usage,limma package,Package/Library,,R,,,,,
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,Gene set enrichment analysis was performed using the WebGestalt webserver (http://bioinfo.vanderbilt.edu/webgestalt/),0.9,Accept,Experimental Usage,WebGestalt webserver,Web Application,,,http://bioinfo.vanderbilt.edu/webgestalt/,,,,
PMID:28256556,10.1038/srep43315,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,,A modified version of NetWalk algorithm was used to handle bi-cellular interaction,0.85,Accept,Experimental Usage,NetWalk algorithm,Analysis Software,,,,,,,
PMID:28589254,10.1007/s00259-017-3733-1,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of ,,"18F-FDG PET/CT scans were all acquired to the same protocol in the same institution on one of two scanners (Discovery VCT or DST, GE Healthcare, Chicago, IL, USA)",0.8,Accept,Experimental Usage,Discovery VCT,Other,,,,,,,
PMID:28589254,10.1007/s00259-017-3733-1,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of ,,"18F-FDG PET/CT scans were all acquired to the same protocol in the same institution on one of two scanners (Discovery VCT or DST, GE Healthcare, Chicago, IL, USA)",0.8,Accept,Experimental Usage,DST,Other,,,,,,,
PMID:28589254,10.1007/s00259-017-3733-1,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of ,,"The reconstructed PET datasets were imported into in-house texture analysis software implemented in MATLAB (Release 2016a, The MathWorks, Inc., Natick, MA, USA)",0.9,Accept,Experimental Usage,MATLAB,Analysis Software,Release 2016a,MATLAB,,,,,
PMID:28589254,10.1007/s00259-017-3733-1,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of ,,"Statistical analysis was performed using SPSS (v22, Chicago, IL, USA) and MedCalc (v16.8.4, Ostend, Belgium) software",0.85,Accept,Experimental Usage,SPSS,Analysis Software,v22,,,,,,
PMID:28589254,10.1007/s00259-017-3733-1,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of ,,"Statistical analysis was performed using SPSS (v22, Chicago, IL, USA) and MedCalc (v16.8.4, Ostend, Belgium) software",0.85,Accept,Experimental Usage,MedCalc,Analysis Software,v16.8.4,,,,,,
PMID:37174087,10.3390/cancers15092621,Vinblastine/Methotrexate for Debilitating and Progressive Plexiform Neurofibroma in Children and Young Adults with Neurofibromatosis Type 1: A Phase 2 Study.,,"...All analyses were performed using Stata 15 (StataCorp, College Station, TX, USA)...",0.8,Accept,Experimental Usage,Stata 15,Analysis Software,15,,,,,,
PMID:39093127,10.1158/1078-0432.CCR-24-0797,Early Detection of Malignant and Premalignant Peripheral Nerve Tumors Using Cell-Free DNA Fragmentomics.,,copy-number–based estimation of tumor fraction were then performed using the ichorCNA tool (Broad v.0.2.0),0.9,Accept,Experimental Usage,ichorCNA,Analysis Software,v.0.2.0,,,,,,
PMID:39093127,10.1158/1078-0432.CCR-24-0797,Early Detection of Malignant and Premalignant Peripheral Nerve Tumors Using Cell-Free DNA Fragmentomics.,,Downsampling was repeated using seed values 0 to 4 in samtools v1.17,0.8,Accept,Experimental Usage,samtools,Command-line Tool,v1.17,,,,,,
PMID:39093127,10.1158/1078-0432.CCR-24-0797,Early Detection of Malignant and Premalignant Peripheral Nerve Tumors Using Cell-Free DNA Fragmentomics.,,"Fragment lengths, extracted from bam files using Picard (v.4.0.1.2)",0.8,Accept,Experimental Usage,Picard,Command-line Tool,v.4.0.1.2,,,,,,
PMID:39093127,10.1158/1078-0432.CCR-24-0797,Early Detection of Malignant and Premalignant Peripheral Nerve Tumors Using Cell-Free DNA Fragmentomics.,,We then used the Python sklearn library (v.1.3.2) decomposition module incorporating up to 20 components,0.85,Accept,Experimental Usage,Python sklearn,Package/Library,v.1.3.2,Python,,,,,
PMID:39093127,10.1158/1078-0432.CCR-24-0797,Early Detection of Malignant and Premalignant Peripheral Nerve Tumors Using Cell-Free DNA Fragmentomics.,,were represented by heatmaps using ComplexHeatmap (v.2.14.0) with supervised clustering,0.85,Accept,Experimental Usage,ComplexHeatmap,Package/Library,v.2.14.0,R,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,Images were captured with a Zeiss LSM 900 confocal microscope equipped with a 20X objective,0.8,Accept,Experimental Usage,Zeiss LSM 900 confocal microscope,Other,,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,Image processing and analysis were performed using Image J software,0.8,Accept,Experimental Usage,Image J software,Analysis Software,,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,Results were processed in GraphPad Prism 10 software and presented as mean +/- SEM,0.8,Accept,Experimental Usage,GraphPad Prism 10,Analysis Software,10,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,BCL files were processed using 10x Genomics Cell Ranger 7.0.1,0.9,Accept,Experimental Usage,10x Genomics Cell Ranger 7.0.1,Analysis Software,7.0.1,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,we designed two pipelines using Nextflow [10] and Singularity containerization [17],0.85,Accept,Experimental Usage,Nextflow,Workflow,,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,we designed two pipelines using Nextflow [10] and Singularity containerization [17],0.85,Accept,Experimental Usage,Singularity,Other,,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,Each data set was analyzed individually from its raw count matrix using the Seurat V3 package [29],0.9,Accept,Experimental Usage,Seurat V3 package,Package/Library,V3,R,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,Doublet cells were removed using the scDblFinder tool and scds in hybrid mode,0.85,Accept,Experimental Usage,scDblFinder,Package/Library,,,,,,,
PMID:40684195,10.1186/s40478-025-02075-z,Unraveling the development of cutaneous neurofibromas in neurofibromatosis type 1.,,"Sampling effect was removed on the PCA using the RunHarmony function from the harmony package [15, 16]",0.85,Accept,Experimental Usage,harmony package,Package/Library,,R,,,,,
PMID:31053133,10.1186/s13023-019-1067-8,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,,"The data were analyzed using SAS software Version 9.4 (SAS Institute, Cary, NC, USA), with the significance level set at 0.05",0.85,Accept,Experimental Usage,SAS software Version 9.4,Analysis Software,9.4,,,,,,
PMID:31053133,10.1186/s13023-019-1067-8,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,,"Higher order factor confirmatory analysis was performed to confirm that the dimensions created could be combined into one single score. PROC CALIS procedure, SAS 9.4, was employed",0.8,Accept,Experimental Usage,PROC CALIS procedure,Analysis Software,,,,,,,
PMID:33519543,10.3389/fpsyt.2020.585700,Autism Spectrum Disorder Symptom Profile Across the RASopathies.,,"Data were analyzed in SPSS version 25 (SPSS Inc., Chicago, USA)",0.85,Accept,Experimental Usage,SPSS version 25,Analysis Software,25,,,,,,
PMID:33082502,10.1038/s41598-020-74920-1,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,,"Using the multispectral neural network (MSNN) modeling tool available in Analyze 12.0 (AnalyzeDirect, Overland Park, KS)",0.9,Accept,Experimental Usage,Analyze 12.0,Analysis Software,12.0,,,,,,
PMID:33082502,10.1038/s41598-020-74920-1,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,,"Measurements were made on a commercially available image analysis software (MIM Encore 6.9.3, MIM Software INC, Cleveland, OH)",0.9,Accept,Experimental Usage,MIM Encore 6.9.3,Analysis Software,6.9.3,,,,,,
PMID:33082502,10.1038/s41598-020-74920-1,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,,"Calculation of IVIM parameters were performed on a molecular kinetic modeling software (eLucidate, Paul R. Territo, Ph.D, Indiana University, Indianapolis, USA)",0.85,Accept,Experimental Usage,eLucidate,Analysis Software,,,,,,,
PMID:33082502,10.1038/s41598-020-74920-1,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,,Using the multispectral neural network (MSNN) modeling tool available in Analyze 12.0,0.8,Accept,Experimental Usage,multispectral neural network (MSNN),Analysis Software,,,,,,,
PMID:33082502,10.1038/s41598-020-74920-1,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,,DWI MRI image series from baseline and follow up scans are imported into the Clinical Trials Processor for de-identification,0.75,Accept,Experimental Usage,Clinical Trials Processor,Analysis Software,,,,,,,
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,for hybridization to the whole-genome Affymetrix GeneChip HU133 Plus 2.0 using the Affymetrix protocol,0.85,Accept,Experimental Usage,Affymetrix GeneChip HU133 Plus 2.0,Analysis Software,,,,,,,
PMID:20049725,10.1002/emmm.200900027,Integrative genomic analyses of neurofibromatosis tumours identify SOX9 as a biomarker and survival gene.,,We used Genome TraFac 3 for genome-wide detection of compositionally similar cis-clusters in gene orthologues,0.85,Accept,Experimental Usage,Genome TraFac 3,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,Western blot band intensities were quantitated with ImageJ software,0.85,Accept,Experimental Usage,ImageJ,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,Variant calling of the germline samples was performed using The Genome Analysis Toolkit (https://gatk.broadinstitute.org),0.9,Accept,Experimental Usage,Genome Analysis Toolkit (GATK),Analysis Software,,,https://gatk.broadinstitute.org,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,somatic variant calling was performed using either MuTect (https://github.com/broadinstitute/mutect),0.9,Accept,Experimental Usage,MuTect,Analysis Software,,,https://github.com/broadinstitute/mutect,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,Germline variant pathogenicity classification was performed by AutoGVP,0.85,Accept,Experimental Usage,AutoGVP,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,Somatic variants were queried in cBioPortal (https://www.cbioportal.org/),0.85,Accept,Experimental Usage,cBioPortal,Web Application,,,https://www.cbioportal.org/,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,WES and WGS data processing was performed with a modified version of the Nextflow nf-core 'sarek' data processing pipeline (v2.7.1),0.95,Accept,Experimental Usage,nf-core sarek pipeline (v2.7.1),Pipeline,v2.7.1,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,The pipeline was modified to add DeepVariant as an additional variant-calling method,0.9,Accept,Experimental Usage,DeepVariant,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,Whole exome variant calling was performed with FreeBayes,0.85,Accept,Experimental Usage,FreeBayes,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,"Whole exome variant calling was performed with FreeBayes, Mutect2, Strelka2",0.85,Accept,Experimental Usage,Strelka2,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,copy-number alterations were determined using Control-FREEC (whole genome data only),0.85,Accept,Experimental Usage,Control-FREEC,Analysis Software,,,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,NF1 variants were extracted from the annotated maf files from the WES data and plotted using the 'maftools' R package,0.85,Accept,Experimental Usage,maftools R package,Package/Library,,R,,,,,
PMID:41564118,10.1371/journal.pone.0340183,Immortalization and characterization of Schwann cell lines derived from NF1-associated cutaneous neurofibromas.,,Transcriptomic data processing was performed using the nf-core 'rnaseq' data processing pipeline (v3.5),0.95,Accept,Experimental Usage,nf-core rnaseq pipeline (v3.5),Pipeline,v3.5,,,,,,
PMID:35393510,10.1038/s41418-022-00991-4,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,"OCR was assessed in real-time with the XF24 Extracellular Flux Analyzer (Agilent, North Billerica, MA, USA)",0.9,Accept,Experimental Usage,XF24 Extracellular Flux Analyzer,Analysis Software,,,,,,,
PMID:35393510,10.1038/s41418-022-00991-4,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,"Mass spectrometry analysis was carried out with an LC-MS/MS (Quattro Premier interfaced with an Acquity UPLC system, Waters)",0.9,Accept,Experimental Usage,LC-MS/MS (Quattro Premier),Analysis Software,,,,,,,
PMID:35393510,10.1038/s41418-022-00991-4,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,"Samples were analyzed on a FACSCanto II flow cytometer (Becton Dickinson, Franklin Lakes, NJ, USA)",0.9,Accept,Experimental Usage,FACSCanto II flow cytometer,Analysis Software,,,,,,,
PMID:35393510,10.1038/s41418-022-00991-4,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,Data acquisition and analysis were performed using FACSDiva software,0.9,Accept,Experimental Usage,FACSDiva software,Analysis Software,,,,,,,
PMID:35393510,10.1038/s41418-022-00991-4,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,colonies were stained with Crystal Violet 0.005% and analyzed with ImageJ software,0.9,Accept,Experimental Usage,ImageJ software,Analysis Software,,,,,,,
PMID:35393510,10.1038/s41418-022-00991-4,Tumor growth of neurofibromin-deficient cells is driven by decreased respiration and hampered by NAD,,"Statistical significance was determined using Origin® 8 (OriginLab, Northampton, MA)",0.9,Accept,Experimental Usage,Origin® 8,Analysis Software,8,,,,,,
PMID:38603731,10.1371/journal.pone.0302017,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,,"Based on a convolutional neural network (U-Net), the mean raw Raman spectra (n = 8,200) were processed and refined",0.85,Accept,Experimental Usage,U-Net convolutional neural network,Analysis Software,,Not specified,,,,,
PMID:38603731,10.1371/journal.pone.0302017,Raman difference spectroscopy and U-Net convolutional neural network for molecular analysis of cutaneous neurofibroma.,,"Here, we introduce Shifted-Excitation Raman Spectroscopy in combination with deep neural networks for the future perspective",0.8,Accept,Experimental Usage,Shifted-Excitation Raman Spectroscopy,Analysis Software,,,,,,,
