pmid,publicationTitle,year,journal,publicationType,queryType,totalMinedTools,acceptedTools,rejectedTools,uncertainTools,missedTools,cellLines,animalModels,geneticReagents,antibodies,computationalTools,patientDerivedModels,advancedCellularModels,clinicalAssessmentTools,acceptedToolNames,newToolsDiscovered,observationsExtracted,topObservationTypes,sampleMetadata,sampleContext,hasMethodsSection,likelyContainsTools,majorIssues,doi
18413802,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18442999,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19292874,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19016857,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19041782,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19103750,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19144871,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1915269,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19191334,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19262146,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19282654,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19306381,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18445079,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19333415,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
19414599,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19427284,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
19427294,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19430883,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19434310,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
19451225,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
1946460,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18988803,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18984165,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18984156,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18974932,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
18451155,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18483311,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18503770,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18614544,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18632543,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18632626,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18636037,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18670322,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18671844,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18768391,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18769552,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18800150,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18923024,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18927496,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18931645,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18953429,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
18953430,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24832557,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24882693,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34011935,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31053133,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30381327,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30615146,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30617350,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30713041,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30984524,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31015291,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
3102622,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31033921,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
3118033,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30274821,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
3118034,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
3118035,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31545171,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31558455,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31836666,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
31836719,,,,Other,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32107864,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32193437,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30274822,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30271432,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32352002,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
29715273,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29409008,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29440379,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29566645,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29590612,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29662612,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29670214,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29704429,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29712669,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29787563,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30192842,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29847659,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29897904,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29925695,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29941005,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29958847,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29982664,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30055648,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
30179114,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32252413,,,,Study Design/Protocol,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32406525,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24912773,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33507822,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33273014,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33279959,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33356508,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33413690,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33436083,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33442015,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33484105,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33507258,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33574490,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33160273,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33625502,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33673681,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33767727,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33817379,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33948356,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33963966,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33972401,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
34010628,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,Yes,,
33197677,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33085177,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32408052,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32642739,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
32419643,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32438526,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32438819,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32457840,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32461556,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32471868,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32642733,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32642737,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32642740,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33080011,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32733557,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32781282,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
3280697,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32839340,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32869517,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
32948135,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33032988,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
33078583,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29408605,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29402968,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29351992,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25433207,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25113746,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25246427,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25325900,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25329635,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25336744,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25340526,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25360213,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25377441,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25475340,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25074460,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2551169,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25534823,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25535838,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25549701,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25557241,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25639352,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25772366,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25851896,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25079666,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25043591,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
29137242,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2491785,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
2491775,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
2491777,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2491778,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
2491779,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2491781,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2491782,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2491783,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2491784,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24925884,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25043298,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24932921,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24958239,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24980480,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
24997609,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25003081,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
2500456,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25012216,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
25026211,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25877069,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
25917366,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26066488,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28525381,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28029918,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28051113,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28065690,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28126595,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28166733,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28193237,,,,Questionnaire/Survey Development,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28392281,,,,Review Article,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
28398289,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28529006,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26150484,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28542306,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28589254,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28644838,,,,Observational Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28725547,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28735371,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28831766,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28846462,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
28848060,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27999334,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27956565,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27956228,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27856782,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
26190969,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26219339,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26478990,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26549023,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26558359,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26657314,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26822862,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26883872,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
26904939,,,,Lab Research,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27021207,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27081657,,,,Clinical Trial,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27458360,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27527646,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27527648,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27760236,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27815398,,,,Clinical Study,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
27817916,,,,Other,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,False,,
35741605,,,,Bioinformatics Analysis,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,Unknown,True,,
