pmid,title,doi,journal,year,query_type,source
PMID:29331035,Noninvasive optical spectroscopy for identification of non-melanoma skin cancer: Pilot study.,10.1002/lsm.22786,Lasers in surgery and medicine,2018.0,bench,pubmed
PMID:29342057,Audiologic Natural History of Small Volume Cochleovestibular Schwannomas in Neurofibromatosis Type 2.,10.1097/MAO.0000000000001690,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2018.0,"bench,clinical",pubmed
PMID:29351992,Involvement of Aryl hydrocarbon receptor in myelination and in human nerve sheath tumorigenesis.,10.1073/pnas.1715999115,Proceedings of the National Academy of Sciences of the United States of America,2018.0,bench,pubmed
PMID:29354122,Neurofibromin 1 Impairs Natural Killer T-Cell-Dependent Antitumor Immunity against a T-Cell Lymphoma.,10.3389/fimmu.2017.01901,Frontiers in immunology,2017.0,bench,pubmed
PMID:29372092,Intravenous Remifentanil Analgaesia for an Obstetric Patient with Type I Neurofibromatosis and a Factor V Leiden Mutation.,10.18295/squmj.2017.17.04.016,Sultan Qaboos University medical journal,2017.0,clinical,pubmed
PMID:29384852,Pain correlates with germline mutation in schwannomatosis.,10.1097/MD.0000000000009717,Medicine,2018.0,clinical,pubmed
PMID:29402968,Integrating Functional Analysis in the Next-Generation Sequencing Diagnostic Pipeline of RASopathies.,10.1038/s41598-018-20894-0,Scientific reports,2018.0,"bench,clinical",pubmed
PMID:29408605,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,10.1016/j.neuroscience.2018.01.054,Neuroscience,2018.0,bench,pubmed
PMID:29409008,"Targeted next-generation sequencing for differential diagnosis of neurofibromatosis type 2, schwannomatosis, and meningiomatosis.",10.1093/neuonc/noy009,Neuro-oncology,2018.0,bench,pubmed
PMID:29409029,The characteristics of 76 atypical neurofibromas as precursors to neurofibromatosis 1 associated malignant peripheral nerve sheath tumors.,10.1093/neuonc/noy013,Neuro-oncology,2018.0,bench,pubmed
PMID:29415745,Cutaneous neurofibromas in Neurofibromatosis type I: a quantitative natural history study.,10.1186/s13023-018-0772-z,Orphanet journal of rare diseases,2018.0,"bench,clinical",pubmed
PMID:29423604,Autism Spectrum Disorder in an Unselected Cohort of Children with Neurofibromatosis Type 1 (NF1).,10.1007/s10803-018-3478-0,Journal of autism and developmental disorders,2018.0,clinical,pubmed
PMID:29426343,Differences in MWCNT- and SWCNT-induced DNA methylation alterations in association with the nuclear deposition.,10.1186/s12989-018-0244-6,Particle and fibre toxicology,2018.0,bench,pubmed
PMID:29440379,Targeting the cMET pathway augments radiation response without adverse effect on hearing in NF2 schwannoma models.,10.1073/pnas.1719966115,Proceedings of the National Academy of Sciences of the United States of America,2018.0,bench,pubmed
PMID:29441367,Molecular characterization and pathogenesis of gastrointestinal stromal tumor.,10.21037/tgh.2018.01.02,Translational gastroenterology and hepatology,2018.0,bench,pubmed
PMID:29493886,Increased expression of miR-641 contributes to erlotinib resistance in non-small-cell lung cancer cells by targeting NF1.,10.1002/cam4.1326,Cancer medicine,2018.0,bench,pubmed
PMID:29515781,CXCR4: A new player in vestibular schwannoma pathogenesis.,10.18632/oncotarget.24119,Oncotarget,2018.0,bench,pubmed
PMID:29555977,Epigenetic restriction of Hippo signaling by MORC2 underlies stemness of hepatocellular carcinoma cells.,10.1038/s41418-018-0095-6,Cell death and differentiation,2018.0,bench,pubmed
PMID:29566645,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",10.1186/s11689-018-9230-4,Journal of neurodevelopmental disorders,2018.0,bench,pubmed
PMID:29570943,"The Relationship Between Heart Rate Variability, Psychological Flexibility, and Pain in Neurofibromatosis Type 1.",10.1111/papr.12695,Pain practice : the official journal of World Institute of Pain,2018.0,clinical,pubmed
PMID:29587439,NF2/Merlin Inactivation and Potential Therapeutic Targets in Mesothelioma.,10.3390/ijms19040988,International journal of molecular sciences,2018.0,bench,pubmed
PMID:29588991,Early-onset epileptic encephalopathy and severe developmental delay in an association with de novo double mutations in ,10.1002/epi4.12085,Epilepsia open,2018.0,bench,pubmed
PMID:29590612,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,10.1016/j.celrep.2018.03.014,Cell reports,2018.0,bench,pubmed
PMID:29596064,Contributions of inflammation and tumor microenvironment to neurofibroma tumorigenesis.,10.1172/JCI99424,The Journal of clinical investigation,2018.0,bench,pubmed
PMID:29626191,Lipid binding promotes the open conformation and tumor-suppressive activity of neurofibromin 2.,10.1038/s41467-018-03648-4,Nature communications,2018.0,bench,pubmed
PMID:29629523,Attention Deficit Hyperactivity Disorder in Neurofibromatosis Type 1: Evaluation with a Continuous Performance Test.,10.3988/jcn.2018.14.2.153,"Journal of clinical neurology (Seoul, Korea)",2018.0,bench,pubmed
PMID:29649040,Improvement in Patient-reported Hearing After Treatment With Bevacizumab in People With Neurofibromatosis Type 2.,10.1097/MAO.0000000000001781,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2018.0,clinical,pubmed
PMID:29659143,RASopathies are associated with a distinct personality profile.,10.1002/ajmg.b.32632,"American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",2018.0,"bench,clinical",pubmed
PMID:29662612,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,10.18632/oncotarget.19335,Oncotarget,2018.0,bench,pubmed
PMID:29666462,Tranilast inhibits the expression of genes related to epithelial-mesenchymal transition and angiogenesis in neurofibromin-deficient cells.,10.1038/s41598-018-24484-y,Scientific reports,2018.0,bench,pubmed
PMID:29667529,Emerging therapeutic targets for neurofibromatosis type 1.,10.1080/14728222.2018.1465931,Expert opinion on therapeutic targets,2018.0,bench,pubmed
PMID:29670214,Restoring functional neurofibromin by protein transduction.,10.1038/s41598-018-24310-5,Scientific reports,2018.0,bench,pubmed
PMID:29670726,"Decayed, missing, and restored teeth in patients with Neurofibromatosis Type 1.",10.4317/jced.54561,Journal of clinical and experimental dentistry,2018.0,clinical,pubmed
PMID:29692918,Bevacizumab in neurofibromatosis type 2 (NF2) related vestibular schwannomas: a nationally coordinated approach to delivery and prospective evaluation.,10.1093/nop/npv065,Neuro-oncology practice,2016.0,bench,pubmed
PMID:29704429,Insights into optic pathway glioma vision loss from mouse models of neurofibromatosis type 1.,10.1002/jnr.24250,Journal of neuroscience research,2019.0,bench,pubmed
PMID:29712669,Proliferation-independent role of NF2 (merlin) in limiting biliary morphogenesis.,10.1242/dev.162123,"Development (Cambridge, England)",2018.0,bench,pubmed
PMID:29715273,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,10.1371/journal.pone.0196726,PloS one,2018.0,bench,pubmed
PMID:29718344,Association of plexiform neurofibroma volume changes and development of clinical morbidities in neurofibromatosis 1.,10.1093/neuonc/noy067,Neuro-oncology,2018.0,clinical,pubmed
PMID:29731861,Analysis of YAP1 and TAZ expression by immunohistochemical staining in malignant mesothelioma and reactive mesothelial cells.,10.3892/ol.2018.8225,Oncology letters,2018.0,bench,pubmed
PMID:29750912,RAS signalling in energy metabolism and rare human diseases.,10.1016/j.bbabio.2018.05.003,Biochimica et biophysica acta. Bioenergetics,2018.0,bench,pubmed
PMID:29762158,Recent Advances in the Diagnosis and Pathogenesis of Neurofibromatosis Type 1 (NF1)-associated Peripheral Nervous System Neoplasms.,10.1097/PAP.0000000000000197,Advances in anatomic pathology,2018.0,bench,pubmed
PMID:29765849,Magnetic Resonance of Myelin Water: An ,10.3233/BPL-160033,"Brain plasticity (Amsterdam, Netherlands)",2016.0,bench,pubmed
PMID:29766474,Masses of developmental and genetic origin affecting the paediatric craniofacial skeleton.,10.1007/s13244-018-0623-4,Insights into imaging,2018.0,bench,pubmed
PMID:29770198,Recent advances in managing/understanding meningioma.,10.12688/f1000research.13674.1,F1000Research,2018.0,bench,pubmed
PMID:29787563,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,10.1371/journal.pone.0190001,PloS one,2018.0,bench,pubmed
PMID:29796169,Aberrant ATRX protein expression is associated with poor overall survival in NF1-MPNST.,10.18632/oncotarget.25195,Oncotarget,2018.0,bench,pubmed
PMID:2983544,A discordant sibship analysis between beta-NGF and neurofibromatosis.,,American journal of human genetics,1985.0,bench,pubmed
PMID:29847659,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,10.1167/iovs.17-22588,Investigative ophthalmology & visual science,2018.0,bench,pubmed
PMID:29897904,Traditional and systems biology based drug discovery for the rare tumor syndrome neurofibromatosis type 2.,10.1371/journal.pone.0197350,PloS one,2018.0,bench,pubmed
PMID:29904909,Inactivation of Tp53 and Pten drives rapid development of pleural and peritoneal malignant mesotheliomas.,10.1002/jcp.26830,Journal of cellular physiology,2018.0,bench,pubmed
PMID:29914349,Social skills in children with RASopathies: a comparison of Noonan syndrome and neurofibromatosis type 1.,10.1186/s11689-018-9239-8,Journal of neurodevelopmental disorders,2018.0,clinical,pubmed
PMID:29925695,A porcine model of neurofibromatosis type 1 that mimics the human disease.,10.1172/jci.insight.120402,JCI insight,2018.0,bench,pubmed
PMID:29941005,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,10.1186/s13023-018-0843-1,Orphanet journal of rare diseases,2018.0,bench,pubmed
PMID:29958847,Radiomic biomarkers informative of cancerous transformation in neurofibromatosis-1 plexiform tumors.,10.1016/j.neurad.2018.05.006,Journal of neuroradiology = Journal de neuroradiologie,2019.0,bench,pubmed
PMID:29966337,In Vitro Transcriptome Response to a Mixture of ,10.3390/ijms19071923,International journal of molecular sciences,2018.0,clinical,pubmed
PMID:29982664,EPH receptor signaling as a novel therapeutic target in NF2-deficient meningioma.,10.1093/neuonc/noy046,Neuro-Oncology,2018.0,"bench,clinical",synapse
PMID:29987129,Creating a comprehensive research strategy for cutaneous neurofibromas.,10.1212/WNL.0000000000005789,Neurology,2018.0,bench,pubmed
PMID:29987131,The biology of cutaneous neurofibromas: Consensus recommendations for setting research priorities.,10.1212/WNL.0000000000005788,Neurology,2018.0,bench,pubmed
PMID:29987133,Clinical trial design for cutaneous neurofibromas.,10.1212/WNL.0000000000005790,Neurology,2018.0,clinical,pubmed
PMID:30023349,Thyroid Gland ,10.1159/000488706,European thyroid journal,2018.0,bench,pubmed
PMID:30055648,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,10.1186/s13104-018-3630-0,BMC research notes,2018.0,bench,pubmed
PMID:30084351,[The impact of hormonal factors in meningioma development].,,Ugeskrift for laeger,2018.0,bench,pubmed
PMID:30087692,Identification of Mutation Regions on ,10.3389/fgene.2018.00270,Frontiers in genetics,2018.0,bench,pubmed
PMID:30104415,Germline and Somatic ,10.1158/1940-6207.CAPR-18-0072,"Cancer prevention research (Philadelphia, Pa.)",2018.0,bench,pubmed
PMID:30112810,Targeting of AKT/ERK/CTNNB1 by DAW22 as a potential therapeutic compound for malignant peripheral nerve sheath tumor.,10.1002/cam4.1732,Cancer medicine,2018.0,bench,pubmed
PMID:30145722,Cerebrospinal Fluid Hyaluronan and Neurofibromatosis Type 2.,10.1007/s12307-018-0216-2,Cancer microenvironment : official journal of the International Cancer Microenvironment Society,2018.0,bench,pubmed
PMID:30166301,Effects of methylphenidate on cognition and behaviour in children with neurofibromatosis type 1: a study protocol for a randomised placebo-controlled crossover trial.,10.1136/bmjopen-2018-021800,BMJ open,2018.0,clinical,pubmed
PMID:30179114,Abnormal Morphology of Select Cortical and Subcortical Regions in Neurofibromatosis Type 1.,10.1148/radiol.2018172863,Radiology,2018.0,bench,pubmed
PMID:30181519,Targeting Difficult Protein-Protein Interactions with Plain and General Computational Approaches.,10.3390/molecules23092256,"Molecules (Basel, Switzerland)",2018.0,bench,pubmed
PMID:3019128,"DNA ""fingerprints"" and segregation analysis of multiple markers in human pedigrees.",,American journal of human genetics,1986.0,bench,pubmed
PMID:30192842,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,10.1371/journal.pone.0203520,PloS one,2018.0,bench,pubmed
PMID:30225235,A novel ,10.18240/ijo.2018.09.22,International journal of ophthalmology,2018.0,bench,pubmed
PMID:30244634,MicroRNA-146b-3p Promotes Cell Metastasis by Directly Targeting ,10.1089/thy.2017.0626,Thyroid : official journal of the American Thyroid Association,2018.0,bench,pubmed
PMID:30271432,Confocal Microscopy Predicts the Risk of Recurrence and Malignant Transformation of Mucocutaneous Neurofibromas in NF-1: An Observational Study.,10.1155/2018/6938130,Dermatology research and practice,2018.0,bench,pubmed
PMID:30274821,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,10.1016/j.ebiom.2018.09.042,EBioMedicine,2018.0,bench,pubmed
PMID:30274822,Exhaustive non-synonymous variants functionality prediction enables high resolution characterization of the neurofibromin architecture.,10.1016/j.ebiom.2018.09.039,EBioMedicine,2018.0,bench,pubmed
PMID:30282421,"Simultaneous reconstruction of the forearm extensor compartment tendon, soft tissue, and skin.",10.5999/aps.2017.01802,Archives of plastic surgery,2018.0,clinical,pubmed
PMID:30284154,"Treatment of Disfiguring Cutaneous Lesions in Neurofibromatosis-1 with Everolimus: A Phase II, Open-Label, Single-Arm Trial.",10.1007/s40268-018-0248-6,Drugs in R&D,2018.0,clinical,pubmed
PMID:30290804,Genetic diagnosis of neurofibromatosis type 1: targeted next- generation sequencing with Multiple Ligation-Dependent Probe Amplification analysis.,10.1186/s12929-018-0474-9,Journal of biomedical science,2018.0,bench,pubmed
PMID:30302652,Boosting care and knowledge about hereditary cancer: European Reference Network on Genetic Tumour Risk Syndromes.,10.1007/s10689-018-0110-6,Familial cancer,2019.0,bench,pubmed
PMID:30335132,A proteasome-resistant fragment of NIK mediates oncogenic NF-κB signaling in schwannomas.,10.1093/hmg/ddy361,Human molecular genetics,2019.0,bench,pubmed
PMID:3037550,Molecular genetic approach to human meningioma: loss of genes on chromosome 22.,10.1073/pnas.84.15.5419,Proceedings of the National Academy of Sciences of the United States of America,1987.0,bench,pubmed
PMID:30381327,Identification of a Specific Translational Machinery via TCTP-EF1A2 Interaction Regulating NF1-associated Tumor Growth by Affinity Purification and Data-independent Mass Spectrometry Acquisition (AP-DIA).,10.1074/mcp.RA118.001014,Molecular & cellular proteomics : MCP,2019.0,bench,pubmed
PMID:30470263,Tonic ATP-mediated growth suppression in peripheral nerve glia requires arrestin-PP2 and is evaded in NF1.,10.1186/s40478-018-0635-9,Acta neuropathologica communications,2018.0,bench,pubmed
PMID:30478082,Conditional Inactivation of ,10.1534/g3.118.200795,"G3 (Bethesda, Md.)",2019.0,bench,pubmed
PMID:30478285,Usp9X Regulates Cell Death in Malignant Peripheral Nerve Sheath Tumors.,10.1038/s41598-018-35806-5,Scientific reports,2018.0,bench,pubmed
PMID:30479396,NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation.,10.1038/s41467-018-07452-y,Nature communications,2018.0,bench,pubmed
PMID:30542122,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,10.1038/s41388-018-0600-x,Oncogene,2019.0,bench,pubmed
PMID:30542514,Brief report on similar mutational changes in neurofibromatosis type 2 gene in minute pulmonary meningothelial-like nodule and meningioma of the central nervous system.,10.18632/oncotarget.26325,Oncotarget,2018.0,bench,pubmed
PMID:30571760,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,10.1371/journal.pone.0208835,PloS one,2018.0,bench,pubmed
PMID:30603728,Approach to wild-type gastrointestinal stromal tumors.,10.21037/tgh.2018.10.13,Translational gastroenterology and hepatology,2018.0,bench,pubmed
PMID:30615146,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,10.1093/neuonc/noz002,Neuro-oncology,2019.0,"bench,clinical",pubmed
PMID:30617350,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",10.1038/s41596-018-0105-7,Nature protocols,2019.0,bench,pubmed
PMID:30710873,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1.,10.1016/j.nicl.2019.101692,NeuroImage. Clinical,2019.0,bench,pubmed
PMID:30713041,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,10.1016/j.stemcr.2019.01.001,Stem cell reports,2019.0,bench,pubmed
PMID:30722027,"Low mutation burden and frequent loss of CDKN2A/B and SMARCA2, but not PRC2, define premalignant neurofibromatosis type 1-associated atypical neurofibromas.",10.1093/neuonc/noz028,Neuro-oncology,2019.0,bench,pubmed
PMID:30728335,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,10.1172/jci.insight.98601,JCI insight,2019.0,bench,pubmed
PMID:30737893,"Substantial pain burden in frequency, intensity, interference and chronicity among children and adults with neurofibromatosis Type 1.",10.1002/ajmg.a.61069,American journal of medical genetics. Part A,2019.0,clinical,pubmed
PMID:30744170,SYK Inhibition Potentiates the Effect of Chemotherapeutic Drugs on Neuroblastoma Cells in Vitro.,10.3390/cancers11020202,Cancers,2019.0,bench,pubmed
PMID:30796033,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,10.1158/1078-0432.CCR-18-2437,Clinical cancer research : an official journal of the American Association for Cancer Research,2019.0,bench,pubmed
PMID:30800298,A qualitative study of the impact of plexiform neurofibromas on need fulfilment in adults with neurofibromatosis type 1.,10.1177/2050312119829680,SAGE open medicine,2019.0,clinical,pubmed
PMID:30816526,"MicroRNA‑92a promotes cell proliferation, migration and survival by directly targeting the tumor suppressor gene NF2 in colorectal and lung cancer cells.",10.3892/or.2019.7020,Oncology reports,2019.0,bench,pubmed
PMID:3081724,Gene mapping and chromosome 19.,10.1136/jmg.23.1.2,Journal of medical genetics,1986.0,bench,pubmed
PMID:3081725,Linkage analysis of peripheral neurofibromatosis (Von Recklinghausen disease) and chromosome 19 markers linked to myotonic dystrophy.,10.1136/jmg.23.1.55,Journal of medical genetics,1986.0,bench,pubmed
PMID:30820037,Educational delay and attainment in persons with neurofibromatosis 1 in Denmark.,10.1038/s41431-019-0359-8,European journal of human genetics : EJHG,2019.0,bench,pubmed
PMID:3082351,Childhood chiasmal gliomas: update on the fate of patients in the 1969 San Francisco Study.,10.1136/bjo.70.3.179,The British journal of ophthalmology,1986.0,clinical,pubmed
PMID:30850948,Neddylation inhibitor MLN4924 suppresses cilia formation by modulating AKT1.,10.1007/s13238-019-0614-3,Protein & cell,2019.0,bench,pubmed
PMID:30859021,Neurofibromatosis Type 1: Review of Cutaneous and Subcutaneous Tumor Treatment on Quality of Life.,10.1097/GOX.0000000000001982,Plastic and reconstructive surgery. Global open,2019.0,clinical,pubmed
PMID:30867289,EZH1/2 function mostly within canonical PRC2 and exhibit proliferation-dependent redundancy that shapes mutational signatures in cancer.,10.1073/pnas.1814634116,Proceedings of the National Academy of Sciences of the United States of America,2019.0,bench,pubmed
PMID:30886482,Asymptomatic Pinkish-Red Nodule over the Posterolateral Tongue.,10.4103/JCAS.JCAS_93_18,Journal of cutaneous and aesthetic surgery,2018.0,bench,pubmed
PMID:30915713,Dysregulation of CRMP2 Post-Translational Modifications Drive Its Pathological Functions.,10.1007/s12035-019-1568-4,Molecular neurobiology,2019.0,bench,pubmed
PMID:3096370,Management of ipsilateral ptosis with hypotropia.,10.1136/bjo.70.10.732,The British journal of ophthalmology,1986.0,bench,pubmed
PMID:30971890,Schwann Cell Precursors; Multipotent Glial Cells in Embryonic Nerves.,10.3389/fnmol.2019.00069,Frontiers in molecular neuroscience,2019.0,bench,pubmed
PMID:30984524,Next Generation Sequencing Identified a Novel Multi Exon Deletion of the ,10.2478/bjmg-2018-0019,Balkan journal of medical genetics : BJMG,2018.0,bench,pubmed
PMID:30996736,Congenital pseudarthrosis of the tibia: biological and biomechanical considerations to achieve union and prevent refracture.,10.1302/1863-2548.13.180147,Journal of children's orthopaedics,2019.0,bench,pubmed
PMID:3099820,Epidemiological investigations on neuroblastomas in Denmark 1943-1980.,10.1038/bjc.1986.270,British journal of cancer,1986.0,bench,pubmed
PMID:31009417,Towards a neurobiological understanding of pain in neurofibromatosis type 1: mechanisms and implications for treatment.,10.1097/j.pain.0000000000001486,Pain,2019.0,clinical,pubmed
PMID:31013682,The ERK MAPK Pathway Is Essential for Skeletal Development and Homeostasis.,10.3390/ijms20081803,International journal of molecular sciences,2019.0,"bench,clinical",pubmed
PMID:31015291,Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins.,10.1126/scisignal.aau8749,Science signaling,2019.0,bench,pubmed
PMID:31023785,Malignant Peripheral Nerve Sheath Tumors: From Epigenome to Bedside.,10.1158/1541-7786.MCR-19-0147,Molecular cancer research : MCR,2019.0,bench,pubmed
PMID:3102622,A computed image analyzing system for quantitation of melanocyte morphology in café-au-lait macules of neurofibromatosis.,10.1111/1523-1747.ep12466155,The Journal of investigative dermatology,1987.0,bench,pubmed
PMID:31032403,RUNX represses ,10.1126/sciadv.aau8389,Science advances,2019.0,bench,pubmed
PMID:31033921,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,10.1097/MAO.0000000000002272,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2019.0,bench,pubmed
PMID:3103673,Ophthalmic manifestations of neurofibromatosis.,10.1136/bjo.71.3.235,The British journal of ophthalmology,1987.0,bench,pubmed
PMID:31043173,Nuclear TFE3 expression is a diagnostic marker for Desmoid-type fibromatosis.,10.1186/s13000-019-0814-4,Diagnostic pathology,2019.0,bench,pubmed
PMID:31044082,Discordant phenotype caused by ,10.1038/s41439-019-0051-0,Human genome variation,2019.0,bench,pubmed
PMID:31053133,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,10.1186/s13023-019-1067-8,Orphanet journal of rare diseases,2019.0,clinical,pubmed
PMID:31053152,Knockdown of HMGA2 regulates the level of autophagy via interactions between MSI2 and Beclin1 to inhibit NF1-associated malignant peripheral nerve sheath tumour growth.,10.1186/s13046-019-1183-2,Journal of experimental & clinical cancer research : CR,2019.0,bench,pubmed
PMID:31063758,YAP/TAZ Inhibition Induces Metabolic and Signaling Rewiring Resulting in Targetable Vulnerabilities in NF2-Deficient Tumor Cells.,10.1016/j.devcel.2019.04.014,Developmental cell,2019.0,bench,pubmed
PMID:31081992,"Speech difficulties and patient health communication mediating effects on worry and health-related quality of life in children, adolescents, and young adults with Neurofibromatosis Type 1.",10.1002/ajmg.a.61197,American journal of medical genetics. Part A,2019.0,clinical,pubmed
PMID:31091306,Cdkn2a (Arf) loss drives NF1-associated atypical neurofibroma and malignant transformation.,10.1093/hmg/ddz095,Human molecular genetics,2019.0,bench,pubmed
PMID:31103079,Nerve Tumors of the Upper Extremity.,10.1016/j.cps.2019.02.008,Clinics in plastic surgery,2019.0,bench,pubmed
PMID:31111915,Genetic and genomic alterations differentially dictate low-grade glioma growth through cancer stem cell-specific chemokine recruitment of T cells and microglia.,10.1093/neuonc/noz080,Neuro-oncology,2019.0,bench,pubmed
PMID:31131338,Recombinant Human Bone Morphogenetic Protein 6 Delivered Within Autologous Blood Coagulum Restores Critical Size Segmental Defects of Ulna in Rabbits.,10.1002/jbm4.10085,JBMR plus,2019.0,bench,pubmed
PMID:31171721,Peroxynitrite supports a metabolic reprogramming in merlin-deficient Schwann cells and promotes cell survival.,10.1074/jbc.RA118.007152,The Journal of biological chemistry,2019.0,bench,pubmed
PMID:31178748,LRPPRC: A Multifunctional Protein Involved in Energy Metabolism and Human Disease.,10.3389/fphys.2019.00595,Frontiers in physiology,2019.0,bench,pubmed
PMID:3117984,SPECT imaging of para-axial neurofibromatosis with technetium-99m DTPA.,,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",1987.0,bench,pubmed
PMID:3118026,An exclusion map for Von Recklinghausen neurofibromatosis.,10.1136/jmg.24.9.515,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118028,Von Recklinghausen neurofibromatosis: a linkage study of candidate and random marker genes.,10.1136/jmg.24.9.522,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118030,Linkage analysis of neurofibromatosis.,10.1136/jmg.24.9.526,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118031,Genetic linkage studies with neurofibromatosis: the question of heterogeneity.,10.1136/jmg.24.9.527,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118032,DNA linkage analysis in Von Recklinghausen neurofibromatosis.,10.1136/jmg.24.9.529,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118033,Linkage studies in peripheral neurofibromatosis.,10.1136/jmg.24.9.530,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118034,Linkage analysis of peripheral neurofibromatosis to DNA markers on chromosome 8.,10.1136/jmg.24.9.532,Journal of medical genetics,1987.0,bench,pubmed
PMID:3118035,Further exclusion data for the Von Recklinghausen neurofibromatosis gene: a genetic linkage study of 19 polymorphic markers.,10.1136/jmg.24.9.534,Journal of medical genetics,1987.0,bench,pubmed
PMID:31189476,Evaluation of QoL in neurofibromatosis patients: a systematic review and meta-analysis study.,10.1186/s12883-019-1338-y,BMC neurology,2019.0,clinical,pubmed
PMID:31201114,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis.,10.1016/j.redox.2019.101224,Redox biology,2019.0,bench,pubmed
PMID:31201186,An auditory brainstem implant for treatment of unilateral tinnitus: protocol for an interventional pilot study.,10.1136/bmjopen-2018-026185,BMJ open,2019.0,bench,pubmed
PMID:31234911,Enriched expression of NF1 in inhibitory neurons in both mouse and human brain.,10.1186/s13041-019-0481-0,Molecular brain,2019.0,bench,pubmed
PMID:3124613,Penetrance of von Recklinghausen neurofibromatosis: a distinction between predecessors and descendants.,,American journal of human genetics,1988.0,bench,pubmed
PMID:31250618,Neurodevelopmental Aspects of RASopathies.,10.14348/molcells.2019.0037,Molecules and cells,2019.0,bench,pubmed
PMID:31257748,Expression of ,10.3803/EnM.2019.34.2.203,"Endocrinology and metabolism (Seoul, Korea)",2019.0,bench,pubmed
PMID:31291965,ErbB4 promotes malignant peripheral nerve sheath tumor pathogenesis via Ras-independent mechanisms.,10.1186/s12964-019-0388-5,Cell communication and signaling : CCS,2019.0,bench,pubmed
PMID:31291992,COX2 expression is associated with proliferation and tumor extension in vestibular schwannoma but is not influenced by acetylsalicylic acid intake.,10.1186/s40478-019-0760-0,Acta neuropathologica communications,2019.0,bench,pubmed
PMID:31296571,Phosphorylation of Merlin by Aurora A kinase appears necessary for mitotic progression.,10.1074/jbc.RA118.006937,The Journal of biological chemistry,2019.0,bench,pubmed
PMID:31312020,"The NF2 tumor suppressor merlin interacts with Ras and RasGAP, which may modulate Ras signaling.",10.1038/s41388-019-0883-6,Oncogene,2019.0,bench,pubmed
PMID:31386861,The Hippo Signaling Pathway in Development and Disease.,10.1016/j.devcel.2019.06.003,Developmental cell,2019.0,bench,pubmed
PMID:31397088,Intestinal tumors in neurofibromatosis 1 with special reference to fatal gastrointestinal stromal tumors (GIST).,10.1002/mgg3.927,Molecular genetics & genomic medicine,2019.0,bench,pubmed
PMID:31427883,Targeting Sporadic and Neurofibromatosis Type 1 (NF1) Related Refractory Malignant Peripheral Nerve Sheath Tumors (MPNST) in a Phase II Study of Everolimus in Combination with Bevacizumab (SARC016).,10.1155/2019/7656747,Sarcoma,2019.0,bench,pubmed
PMID:31438995,Segmental schwannomatosis: characteristics in 12 patients.,10.1186/s13023-019-1176-4,Orphanet journal of rare diseases,2019.0,clinical,pubmed
