pmid,doi,title,journal,year,query_type,source,is_research,screening_reasoning
29402968,10.1038/s41598-018-20894-0,Integrating Functional Analysis in the Next-Generation Sequencing Diagnostic Pipeline of RASopathies.,Sci Rep,2018,reconstructed,pubmed,True,Functional analysis method
29408605,10.1016/j.neuroscience.2018.01.054,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,Neuroscience,2018,reconstructed,pubmed,True,Genetic mechanism study
29409008,10.1093/neuonc/noy009,"Targeted next-generation sequencing for differential diagnosis of neurofibromatosis type 2, schwannomatosis, and meningiomatosis.",Neuro Oncol,2018,reconstructed,pubmed,True,Targeted sequencing method
29409029,10.1093/neuonc/noy013,The characteristics of 76 atypical neurofibromas as precursors to neurofibromatosis 1 associated malignant peripheral nerve sheath tumors.,Neuro Oncol,2018,reconstructed,pubmed,True,Tumor characterization method
29415745,10.1186/s13023-018-0772-z,Cutaneous neurofibromas in Neurofibromatosis type I: a quantitative natural history study.,Orphanet J Rare Dis,2018,reconstructed,pubmed,True,Quantitative natural history study
29423604,10.1007/s10803-018-3478-0,Autism Spectrum Disorder in an Unselected Cohort of Children with Neurofibromatosis Type 1 (NF1).,J Autism Dev Disord,2018,reconstructed,pubmed,True,Clinical assessment tool
29426343,10.1186/s12989-018-0244-6,Differences in MWCNT- and SWCNT-induced DNA methylation alterations in association with the nuclear deposition.,Part Fibre Toxicol,2018,reconstructed,pubmed,True,Molecular mechanism study
29440379,10.1073/pnas.1719966115,Targeting the cMET pathway augments radiation response without adverse effect on hearing in NF2 schwannoma models.,Proc Natl Acad Sci U S A,2018,reconstructed,pubmed,True,Molecular pathway study
29493886,10.1002/cam4.1326,Increased expression of miR-641 contributes to erlotinib resistance in non-small-cell lung cancer cells by targeting NF1.,Cancer Med,2018,reconstructed,pubmed,True,Molecular mechanism study
29515781,10.18632/oncotarget.24119,CXCR4: A new player in vestibular schwannoma pathogenesis.,Oncotarget,2018,reconstructed,pubmed,True,Molecular pathway study
29566645,10.1186/s11689-018-9230-4,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",J Neurodev Disord,2018,reconstructed,pubmed,True,Neuroimaging research method
29570943,10.1111/papr.12695,"The Relationship Between Heart Rate Variability, Psychological Flexibility, and Pain in Neurofibromatosis Type 1.",Pain Pract,2018,reconstructed,pubmed,True,Clinical assessment tool
29587439,10.3390/ijms19040988,NF2/Merlin Inactivation and Potential Therapeutic Targets in Mesothelioma.,Int J Mol Sci,2018,reconstructed,pubmed,True,Molecular mechanism study
29590612,10.1016/j.celrep.2018.03.014,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,Cell Rep,2018,reconstructed,pubmed,True,Molecular mechanism study
29596064,10.1172/JCI99424,Contributions of inflammation and tumor microenvironment to neurofibroma tumorigenesis.,J Clin Invest,2018,reconstructed,pubmed,True,Inflammation research tool development
29626191,10.1038/s41467-018-03648-4,Lipid binding promotes the open conformation and tumor-suppressive activity of neurofibromin 2.,Nat Commun,2018,reconstructed,pubmed,True,Protein conformation research method
29629523,10.3988/jcn.2018.14.2.153,Attention Deficit Hyperactivity Disorder in Neurofibromatosis Type 1: Evaluation with a Continuous Performance Test.,J Clin Neurol,2018,reconstructed,pubmed,True,Clinical assessment tool (performance test)
29632086,10.1101/gad.310797.117,Athymic mice reveal a requirement for T-cell-microglia interactions in establishing a microenvironment supportive of Nf1 low-grade glioma growth.,Genes Dev,2018,reconstructed,pubmed,True,Animal model research
29649040,10.1097/MAO.0000000000001781,Improvement in Patient-reported Hearing After Treatment With Bevacizumab in People With Neurofibromatosis Type 2.,Otol Neurotol,2018,reconstructed,pubmed,True,Clinical assessment tool (patient-reported outcome)
29662612,10.18632/oncotarget.19335,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,Oncotarget,2018,reconstructed,pubmed,True,Metabolic research method
29666462,10.1038/s41598-018-24484-y,Tranilast inhibits the expression of genes related to epithelial-mesenchymal transition and angiogenesis in neurofibromin-deficient cells.,Sci Rep,2018,reconstructed,pubmed,True,Gene expression research method
29670214,10.1038/s41598-018-24310-5,Restoring functional neurofibromin by protein transduction.,Sci Rep,2018,reconstructed,pubmed,True,Protein transduction method
29692918,10.1093/nop/npv065,Bevacizumab in neurofibromatosis type 2 (NF2) related vestibular schwannomas: a nationally coordinated approach to delivery and prospective evaluation.,Neurooncol Pract,2016,reconstructed,pubmed,True,Clinical evaluation approach
29704429,10.1002/jnr.24250,Insights into optic pathway glioma vision loss from mouse models of neurofibromatosis type 1.,J Neurosci Res,2019,reconstructed,pubmed,True,Animal model research
29715273,10.1371/journal.pone.0196726,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,PLoS One,2018,reconstructed,pubmed,True,Cell biology research method
29787563,10.1371/journal.pone.0190001,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,PLoS One,2018,reconstructed,pubmed,True,Computational network analysis tool
29847659,10.1167/iovs.17-22588,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,Invest Ophthalmol Vis Sci,2018,reconstructed,pubmed,True,Endothelial cell research method
29897904,10.1371/journal.pone.0197350,Traditional and systems biology based drug discovery for the rare tumor syndrome neurofibromatosis type 2.,PLoS One,2018,reconstructed,pubmed,True,Drug discovery computational approach
29914349,10.1186/s11689-018-9239-8,Social skills in children with RASopathies: a comparison of Noonan syndrome and neurofibromatosis type 1.,J Neurodev Disord,2018,reconstructed,pubmed,True,Clinical assessment tool (social skills)
29925695,10.1172/jci.insight.120402,A porcine model of neurofibromatosis type 1 that mimics the human disease.,JCI Insight,2018,reconstructed,pubmed,True,Animal model development
29941005,10.1186/s13023-018-0843-1,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,Orphanet J Rare Dis,2018,reconstructed,pubmed,True,Cell culture and 3D model research
29958847,10.1016/j.neurad.2018.05.006,Radiomic biomarkers informative of cancerous transformation in neurofibromatosis-1 plexiform tumors.,J Neuroradiol,2019,reconstructed,pubmed,True,Radiomics computational tool
29982664,10.1093/neuonc/noy046,EPH receptor signaling as a novel therapeutic target in NF2-deficient meningioma.,Neuro Oncol,2018,reconstructed,pubmed,True,Therapeutic target identification
30055648,10.1186/s13104-018-3630-0,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,BMC Res Notes,2018,reconstructed,pubmed,True,Patient-derived xenograft model
30112810,10.1002/cam4.1732,Targeting of AKT/ERK/CTNNB1 by DAW22 as a potential therapeutic compound for malignant peripheral nerve sheath tumor.,Cancer Med,2018,reconstructed,pubmed,True,Drug targeting research method
30143526,10.1101/gad.317354.118,Merlin/ERM proteins regulate growth factor-induced macropinocytosis and receptor recycling by organizing the plasma membrane:cytoskeleton interface.,Genes Dev,2018,reconstructed,pubmed,True,Cellular mechanism research method
30166301,10.1136/bmjopen-2018-021800,Effects of methylphenidate on cognition and behaviour in children with neurofibromatosis type 1: a study protocol for a randomised placebo-controlled crossover trial.,BMJ Open,2018,reconstructed,pubmed,True,Clinical assessment tool (trial protocol)
30179114,10.1148/radiol.2018172863,Abnormal Morphology of Select Cortical and Subcortical Regions in Neurofibromatosis Type 1.,Radiology,2018,reconstructed,pubmed,True,Neuroimaging research method
30181519,10.3390/molecules23092256,Targeting Difficult Protein-Protein Interactions with Plain and General Computational Approaches.,Molecules,2018,reconstructed,pubmed,True,Computational protein interaction tool
30192842,10.1371/journal.pone.0203520,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,PLoS One,2018,reconstructed,pubmed,True,Machine learning computational tool
30271432,10.1155/2018/6938130,Confocal Microscopy Predicts the Risk of Recurrence and Malignant Transformation of Mucocutaneous Neurofibromas in NF-1: An Observational Study.,Dermatol Res Pract,2018,reconstructed,pubmed,True,Microscopy assessment tool
30274821,10.1016/j.ebiom.2018.09.042,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,EBioMedicine,2018,reconstructed,pubmed,True,Drug screening method
30274822,10.1016/j.ebiom.2018.09.039,Exhaustive non-synonymous variants functionality prediction enables high resolution characterization of the neurofibromin architecture.,EBioMedicine,2018,reconstructed,pubmed,True,Computational genetic analysis tool
30284154,10.1007/s40268-018-0248-6,"Treatment of Disfiguring Cutaneous Lesions in Neurofibromatosis-1 with Everolimus: A Phase II, Open-Label, Single-Arm Trial.",Drugs R D,2018,reconstructed,pubmed,True,Clinical drug trial
30290804,10.1186/s12929-018-0474-9,Genetic diagnosis of neurofibromatosis type 1: targeted next- generation sequencing with Multiple Ligation-Dependent Probe Amplification analysis.,J Biomed Sci,2018,reconstructed,pubmed,True,Genetic diagnostic tool
30335132,10.1093/hmg/ddy361,A proteasome-resistant fragment of NIK mediates oncogenic NF-κB signaling in schwannomas.,Hum Mol Genet,2019,reconstructed,pubmed,True,Molecular signaling research method
30381327,10.1074/mcp.RA118.001014,Identification of a Specific Translational Machinery via TCTP-EF1A2 Interaction Regulating NF1-associated Tumor Growth by Affinity Purification and Data-independent Mass Spectrometry Acquisition (AP-DIA).,Mol Cell Proteomics,2019,reconstructed,pubmed,True,Proteomic research method
30470263,10.1186/s40478-018-0635-9,Tonic ATP-mediated growth suppression in peripheral nerve glia requires arrestin-PP2 and is evaded in NF1.,Acta Neuropathol Commun,2018,reconstructed,pubmed,True,Cellular signaling research method
30478285,10.1038/s41598-018-35806-5,Usp9X Regulates Cell Death in Malignant Peripheral Nerve Sheath Tumors.,Sci Rep,2018,reconstructed,pubmed,True,Molecular biology research method
30542122,10.1038/s41388-018-0600-x,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,Oncogene,2019,reconstructed,pubmed,True,Immunological research method
30571760,10.1371/journal.pone.0208835,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,PLoS One,2018,reconstructed,pubmed,True,Animal model research
30615146,10.1093/neuonc/noz002,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,Neuro Oncol,2019,reconstructed,pubmed,True,Preclinical drug efficacy research
30617350,10.1038/s41596-018-0105-7,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",Nat Protoc,2019,reconstructed,pubmed,True,Animal model development
30710873,10.1016/j.nicl.2019.101692,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1.,Neuroimage Clin,2019,reconstructed,pubmed,True,Neurological function assessment tool
30713041,10.1016/j.stemcr.2019.01.001,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,Stem Cell Reports,2019,reconstructed,pubmed,True,Cell reprogramming research method
30728335,10.1172/jci.insight.98601,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,JCI Insight,2019,reconstructed,pubmed,True,Animal model immunology research
30737893,10.1002/ajmg.a.61069,"Substantial pain burden in frequency, intensity, interference and chronicity among children and adults with neurofibromatosis Type 1.",Am J Med Genet A,2019,reconstructed,pubmed,True,Clinical pain assessment tool
30744170,10.3390/cancers11020202,SYK Inhibition Potentiates the Effect of Chemotherapeutic Drugs on Neuroblastoma Cells in Vitro.,Cancers (Basel),2019,reconstructed,pubmed,True,Drug interaction research method
30796033,10.1158/1078-0432.CCR-18-2437,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,Clin Cancer Res,2019,reconstructed,pubmed,True,Drug resistance research method
30800298,10.1177/2050312119829680,A qualitative study of the impact of plexiform neurofibromas on need fulfilment in adults with neurofibromatosis type 1.,SAGE Open Med,2019,reconstructed,pubmed,True,Qualitative research assessment tool
30850948,10.1007/s13238-019-0614-3,Neddylation inhibitor MLN4924 suppresses cilia formation by modulating AKT1.,Protein Cell,2019,reconstructed,pubmed,True,Cellular mechanism research method
30984524,10.2478/bjmg-2018-0019,Next Generation Sequencing Identified a Novel Multi Exon Deletion of the NF1 Gene in a Chinese Pedigree with Neurofibromatosis Type 1.,Balkan J Med Genet,2018,reconstructed,pubmed,True,Genetic sequencing method
31009417,10.1097/j.pain.0000000000001486,Towards a neurobiological understanding of pain in neurofibromatosis type 1: mechanisms and implications for treatment.,Pain,2019,reconstructed,pubmed,True,Pain mechanism research method
31015291,10.1126/scisignal.aau8749,Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins.,Sci Signal,2019,reconstructed,pubmed,True,"Protein interaction research method/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
3102622,10.1111/1523-1747.ep12466155,A computed image analyzing system for quantitation of melanocyte morphology in café-au-lait macules of neurofibromatosis.,J Invest Dermatol,1987,reconstructed,pubmed,True,Image analysis computational tool
31033921,10.1097/MAO.0000000000002272,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,Otol Neurotol,2019,reconstructed,pubmed,True,PET imaging tool
31053133,10.1186/s13023-019-1067-8,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,Orphanet J Rare Dis,2019,reconstructed,pubmed,True,Clinical assessment tool development
31053152,10.1186/s13046-019-1183-2,Knockdown of HMGA2 regulates the level of autophagy via interactions between MSI2 and Beclin1 to inhibit NF1-associated malignant peripheral nerve sheath tumour growth.,J Exp Clin Cancer Res,2019,reconstructed,pubmed,True,Molecular knockdown method
31063758,10.1016/j.devcel.2019.04.014,YAP/TAZ Inhibition Induces Metabolic and Signaling Rewiring Resulting in Targetable Vulnerabilities in NF2-Deficient Tumor Cells.,Dev Cell,2019,reconstructed,pubmed,True,Cellular signaling inhibition method
31081992,10.1002/ajmg.a.61197,"Speech difficulties and patient health communication mediating effects on worry and health-related quality of life in children, adolescents, and young adults with Neurofibromatosis Type 1.",Am J Med Genet A,2019,reconstructed,pubmed,True,Patient-reported outcome assessment tool
31091306,10.1093/hmg/ddz095,Cdkn2a (Arf) loss drives NF1-associated atypical neurofibroma and malignant transformation.,Hum Mol Genet,2019,reconstructed,pubmed,True,Genetic model development
31111915,10.1093/neuonc/noz080,Genetic and genomic alterations differentially dictate low-grade glioma growth through cancer stem cell-specific chemokine recruitment of T cells and microglia.,Neuro Oncol,2019,reconstructed,pubmed,True,Genetic and genomic analysis method
31131338,10.1002/jbm4.10085,Recombinant Human Bone Morphogenetic Protein 6 Delivered Within Autologous Blood Coagulum Restores Critical Size Segmental Defects of Ulna in Rabbits.,JBMR Plus,2019,reconstructed,pubmed,True,Animal model for bone regeneration
3118026,10.1136/jmg.24.9.515,An exclusion map for Von Recklinghausen neurofibromatosis.,J Med Genet,1987,reconstructed,pubmed,True,Genetic linkage mapping
3118028,10.1136/jmg.24.9.522,Von Recklinghausen neurofibromatosis: a linkage study of candidate and random marker genes.,J Med Genet,1987,reconstructed,pubmed,True,Genetic linkage study method
3118030,10.1136/jmg.24.9.526,Linkage analysis of neurofibromatosis.,J Med Genet,1987,reconstructed,pubmed,True,Genetic linkage analysis
3118031,10.1136/jmg.24.9.527,Genetic linkage studies with neurofibromatosis: the question of heterogeneity.,J Med Genet,1987,reconstructed,pubmed,True,Genetic heterogeneity study method
3118032,10.1136/jmg.24.9.529,DNA linkage analysis in Von Recklinghausen neurofibromatosis.,J Med Genet,1987,reconstructed,pubmed,True,DNA linkage analysis method
3118033,10.1136/jmg.24.9.530,Linkage studies in peripheral neurofibromatosis.,J Med Genet,1987,reconstructed,pubmed,True,Genetic linkage study method
3118034,10.1136/jmg.24.9.532,Linkage analysis of peripheral neurofibromatosis to DNA markers on chromosome 8.,J Med Genet,1987,reconstructed,pubmed,True,Chromosome mapping method
3118035,10.1136/jmg.24.9.534,Further exclusion data for the Von Recklinghausen neurofibromatosis gene: a genetic linkage study of 19 polymorphic markers.,J Med Genet,1987,reconstructed,pubmed,True,Genetic marker analysis
31189476,10.1186/s12883-019-1338-y,Evaluation of QoL in neurofibromatosis patients: a systematic review and meta-analysis study.,BMC Neurol,2019,reconstructed,pubmed,True,Quality of life assessment tool
31201114,10.1016/j.redox.2019.101224,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis.,Redox Biol,2019,reconstructed,pubmed,True,Cellular communication mechanism
31201186,10.1136/bmjopen-2018-026185,An auditory brainstem implant for treatment of unilateral tinnitus: protocol for an interventional pilot study.,BMJ Open,2019,reconstructed,pubmed,True,Clinical intervention protocol
31234911,10.1186/s13041-019-0481-0,Enriched expression of NF1 in inhibitory neurons in both mouse and human brain.,Mol Brain,2019,reconstructed,pubmed,True,Gene expression analysis
31291965,10.1186/s12964-019-0388-5,ErbB4 promotes malignant peripheral nerve sheath tumor pathogenesis via Ras-independent mechanisms.,Cell Commun Signal,2019,reconstructed,pubmed,True,Molecular mechanism study
31296571,10.1074/jbc.RA118.006937,Phosphorylation of Merlin by Aurora A kinase appears necessary for mitotic progression.,J Biol Chem,2019,reconstructed,pubmed,True,Molecular phosphorylation mechanism
31312020,10.1038/s41388-019-0883-6,"The NF2 tumor suppressor merlin interacts with Ras and RasGAP, which may modulate Ras signaling.",Oncogene,2019,reconstructed,pubmed,True,Protein interaction analysis
31427883,10.1155/2019/7656747,Targeting Sporadic and Neurofibromatosis Type 1 (NF1) Related Refractory Malignant Peripheral Nerve Sheath Tumors (MPNST) in a Phase II Study of Everolimus in Combination with Bevacizumab (SARC016).,Sarcoma,2019,reconstructed,pubmed,True,Clinical trial protocol
31511601,10.1038/s41598-019-49705-w,The Secretomes of Painful Versus Nonpainful Human Schwannomatosis Tumor Cells Differentially Influence Sensory Neuron Gene Expression and Sensitivity.,Sci Rep,2019,reconstructed,pubmed,True,Molecular secretome analysis
31545171,10.7554/eLife.48983,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,Elife,2019,reconstructed,pubmed,True,Optical dopamine monitoring tool
31558455,10.1136/bmjopen-2019-030601,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,BMJ Open,2019,reconstructed,pubmed,True,Clinical study protocol
31585900,10.2741/4817,NF2/Merlin suppresses proliferation and induces apoptosis in colorectal cancer cells.,Front Biosci (Landmark Ed),2020,reconstructed,pubmed,True,Molecular mechanism study
31594823,10.1158/1535-7163.MCT-19-0319,The Novel Glutamine Antagonist Prodrug JHU395 Has Antitumor Activity in Malignant Peripheral Nerve Sheath Tumor.,Mol Cancer Ther,2020,reconstructed,pubmed,True,Drug discovery research
31626572,10.1200/JCO.19.01367,"Multicenter, Prospective, Phase II and Biomarker Study of High-Dose Bevacizumab as Induction Therapy in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannoma.",J Clin Oncol,2019,reconstructed,pubmed,True,Clinical trial protocol
31650029,10.1016/j.omto.2019.09.001,STING Restricts oHSV Replication and Spread in Resistant MPNSTs but Is Dispensable for Basal IFN-Stimulated Gene Upregulation.,Mol Ther Oncolytics,2019,reconstructed,pubmed,True,Viral replication mechanism
31652930,10.3390/genes10110839,The Role of Co-Deleted Genes in Neurofibromatosis Type 1 Microdeletions: An Evolutive Approach.,Genes (Basel),2019,reconstructed,pubmed,True,Genetic deletion analysis
31730023,10.1186/s40360-019-0369-8,Nonsteroidal sulfamate derivatives as new therapeutic approaches for Neurofibromatosis 2 (NF2).,BMC Pharmacol Toxicol,2019,reconstructed,pubmed,True,Drug development research
31752929,10.1186/s13041-019-0517-5,The impact of RASopathy-associated mutations on CNS development in mice and humans.,Mol Brain,2019,reconstructed,pubmed,True,Genetic mutation impact study
31756343,10.1016/j.lfs.2019.117079,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,Life Sci,2019,reconstructed,pubmed,True,Cellular signaling mechanism
31836666,10.1074/jbc.RA119.010934,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,J Biol Chem,2020,reconstructed,pubmed,True,Protein structural analysis
31836719,10.1038/s41597-019-0317-x,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,Sci Data,2019,reconstructed,pubmed,True,Data sharing platform development
31848332,10.1038/s41467-019-13640-1,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,Nat Commun,2019,reconstructed,pubmed,True,Vaccine development research
31852972,10.1038/s41598-019-56022-9,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,Sci Rep,2019,reconstructed,pubmed,True,Molecular interaction mechanism
31860870,10.18632/aging.102529,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,Aging (Albany NY),2019,reconstructed,pubmed,True,Circular RNA mechanism study
31881853,10.1186/s12885-019-6442-2,A phase 2 study of trametinib for patients with pediatric glioma or plexiform neurofibroma with refractory tumor and activation of the MAPK/ERK pathway: TRAM-01.,BMC Cancer,2019,reconstructed,pubmed,True,Clinical drug trial
31915440,10.1155/2019/9493837,Attention Deficit Predicts Intellectual Functioning in Children with Neurofibromatosis Type 1.,Int J Pediatr,2019,reconstructed,pubmed,True,Neuropsychological assessment
31936793,10.3390/cancers12010177,Contribution of mTOR and PTEN to Radioresistance in Sporadic and NF2-Associated Vestibular Schwannomas: A Microarray and Pathway Analysis.,Cancers (Basel),2020,reconstructed,pubmed,True,Molecular pathway analysis
32089640,10.1155/2020/5784876,Targeting Refractory Sarcomas and Malignant Peripheral Nerve Sheath Tumors in a Phase I/II Study of Sirolimus in Combination with Ganetespib (SARC023).,Sarcoma,2020,reconstructed,pubmed,True,Clinical drug trial
32098059,10.3390/genes11020226,Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1.,Genes (Basel),2020,reconstructed,pubmed,True,Integrative molecular analysis
32107864,10.1002/mgg3.1180,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,Mol Genet Genomic Med,2020,reconstructed,pubmed,True,Genetic panel development
32108657,,Diagnostic sequence for early diagnosis of neurofibromatosis type 1 using NIH criteria.,Stomatologija,2019,reconstructed,pubmed,True,Diagnostic criteria development
32144278,10.1038/s41598-020-60156-6,Combination therapy with mTOR kinase inhibitor and dasatinib as a novel therapeutic strategy for vestibular schwannoma.,Sci Rep,2020,reconstructed,pubmed,True,Combination therapy research
32152628,10.1093/neuonc/noaa053,Longitudinal evaluation of peripheral nerve sheath tumors in neurofibromatosis type 1: growth analysis of plexiform neurofibromas and distinct nodular lesions.,Neuro Oncol,2020,reconstructed,pubmed,True,Tumor growth analysis
32181506,10.1111/dmcn.14517,Social skills and autism spectrum disorder symptoms in children with neurofibromatosis type 1: evidence for clinical trial outcomes.,Dev Med Child Neurol,2020,reconstructed,pubmed,True,Clinical assessment tool
32187457,10.1056/NEJMoa1912735,Selumetinib in Children with Inoperable Plexiform Neurofibromas.,N Engl J Med,2020,reconstructed,pubmed,True,Pediatric drug trial
32190165,,Auditory Brainstem Implantation for Adults With Neurofibromatosis 2 or Severe Inner Ear Abnormalities: A Health Technology Assessment.,Ont Health Technol Assess Ser,2020,reconstructed,pubmed,True,Clinical intervention assessment
32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,Sci Rep,2020,reconstructed,pubmed,True,Animal model development
32193699,10.1007/s00262-020-02548-1,Upregulated immuno-modulator PD-L1 in malignant peripheral nerve sheath tumors provides a potential biomarker and a therapeutic target.,Cancer Immunol Immunother,2020,reconstructed,pubmed,True,Biomarker identification
32194680,10.3892/ol.2020.11299,ADAM9: A novel player in vestibular schwannoma pathogenesis.,Oncol Lett,2020,reconstructed,pubmed,True,Molecular pathogenesis study
32212796,10.31557/APJCP.2020.21.3.699,The Value of H3K27me3 Immunohistochemistry in Differentiating Malignant Peripheral Nerve Sheath Tumour with Its Histologic Mimickers.,Asian Pac J Cancer Prev,2020,reconstructed,pubmed,True,Immunohistochemistry method
32245042,10.3390/genes11030331,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities.,Genes (Basel),2020,reconstructed,pubmed,True,Molecular screening method
32252313,10.3390/pharmaceutics12040317,A Novel Treatment Modality for Malignant Peripheral Nerve Sheath Tumor Using a Dual-Effect Liposome to Combine Photodynamic Therapy and Chemotherapy.,Pharmaceutics,2020,reconstructed,pubmed,True,Drug delivery method
32252413,10.3390/genes11040387,Genomics of MPNST (GeM) Consortium: Rationale and Study Design for Multi-Omic Characterization of NF1-Associated and Sporadic MPNSTs.,Genes (Basel),2020,reconstructed,pubmed,True,Genomic consortium research design
32272491,10.1634/theoncologist.2020-0069,The Use of MEK Inhibitors in Neurofibromatosis Type 1-Associated Tumors and Management of Toxicities.,Oncologist,2020,reconstructed,pubmed,True,Clinical drug management protocol
32281771,10.1097/CORR.0000000000001239,Germline Mutations for Novel Candidate Predisposition Genes in Sporadic Schwannomatosis.,Clin Orthop Relat Res,2020,reconstructed,pubmed,True,Genetic reagents screening
32317644,10.1038/s41467-020-16007-z,Author Correction: A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,Nat Commun,2020,reconstructed,pubmed,True,Vaccine development
32352002,10.1155/2020/6051210,Human Organ-Specific 3D Cancer Models Produced by the Stromal Self-Assembly Method of Tissue Engineering for the Study of Solid Tumors.,Biomed Res Int,2020,reconstructed,pubmed,True,3D cancer model development
32353955,10.3390/genes11050477,New Model Systems and the Development of Targeted Therapies for the Treatment of Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,Genes (Basel),2020,reconstructed,pubmed,True,Animal model development
32354889,10.21873/invivo.11872,Propranolol Specifically Suppresses the Viability of Tumorous Schwann Cells Derived from Plexiform Neurofibromas In Vitro.,In Vivo,2020,reconstructed,pubmed,True,Cell viability screening
32408052,10.1016/j.omtn.2020.04.012,Mutation-Directed Therapeutics for Neurofibromatosis Type I.,Mol Ther Nucleic Acids,2020,reconstructed,pubmed,True,Therapeutic strategy development
32438526,10.1002/lary.28671,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,Laryngoscope,2021,reconstructed,pubmed,True,Cell line characterization
32461556,10.1038/s41467-020-16432-0,Assessing the origin of high-grade serous ovarian cancer using CRISPR-modification of mouse organoids.,Nat Commun,2020,reconstructed,pubmed,True,Organoid CRISPR modification
32461616,10.1038/s41467-019-10717-9,"Characterising the loss-of-function impact of 5' untranslated region variants in 15,708 individuals.",Nat Commun,2020,reconstructed,pubmed,True,Genetic variant characterization
32471868,10.1074/jbc.RA119.010981,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,J Biol Chem,2020,reconstructed,pubmed,True,Animal model development
32494228,10.1016/j.rpor.2020.04.010,Molecular targets for NF1-associated malignant peripheral nerve sheath tumor.,Rep Pract Oncol Radiother,2020,reconstructed,pubmed,True,Molecular target identification
32599735,10.3390/genes11060691,From Genes to -Omics: The Evolving Molecular Landscape of Malignant Peripheral Nerve Sheath Tumor.,Genes (Basel),2020,reconstructed,pubmed,True,Molecular landscape analysis
32608378,10.23750/abm.v91i7-S.9961,Advanced pharmacological therapies for neurofibromatosis type 1-related tumors.,Acta Biomed,2020,reconstructed,pubmed,True,Pharmacological therapy development
