pmid,title,abstract,has_nf_tools,abstract_screening_reasoning
PMID:35855179,Bibliometric analysis of the top 100 most-cited articles in neurofibromatosis.,"Bibliometric analysis of the top 100 most-cited articles in neurofibromatosis.  Alnefaie N(1), Almutairi OT(1), Alturki AY(1), Bafaquh M(1).  Author information: (1)Department of Adult Neurosurgery, National Neuroscience Institute, King Fahad  Medical City, Riyadh, Saudi Arabia.  BACKGROUND: Neurofibromatosis (NF) is an umbrella term that refers to three  distinct disease entities: NF Type 1, Type 2, and schwannomatosis. Here, we  reviewed the scientific performance and the most influential publications on NF. METHODS: A keyword-based search was performed using the Scopus database. The top  100 articles were grouped based on NF types and the studied entities. The  differences between the articles, authors, and journals were quantified based on  certain parameters. Other parameters were collected for the complete citational  analysis. RESULTS: The top 100 articles were published between 1961 and 2020. The most  trending period of research was in the 1990s and articles studying the clinical  aspect and the underlying genetic correlation made up 84% of all articles from  the list. The United States of America (USA) had the highest number of  contributions (69 articles, 69%). The top institute of contribution to the list  was the Howard Hughes Medical Institute, USA (14 articles, 14%). Author-based  analysis reveals that the neurologist D. H. Gutmann from St. Louis Children's  Hospital, USA, was the most active and authored 11 articles (11%) on the list. CONCLUSION: The publication trends show that articles studying medical and  surgical management were of little interest. The top 100 articles did not  include any randomized control trials, and the highest level of evidence was  obtained from reviews of pooled knowledge as well as population-based and  longitudinal studies.  Copyright: © 2022 Surgical Neurology International.  DOI: 10.25259/SNI_114_2022 PMCID: PMC9282785 PMID: 35855179  Conflict of interest statement: There are no conflicts of interest.",False,Bibliometric analysis
PMID:35855490,Validation of Bromodomain and Extraterminal proteins as therapeutic targets in neurofibromatosis type 2.,"Validation of Bromodomain and Extraterminal proteins as therapeutic targets in  neurofibromatosis type 2.  Doherty J(1), Mandati V(1), González Rodriguez MA(2), Troutman S(2), Shepard  A(1), Harbaugh D(1), Brody R(3), Miller DC(4), Kareta MS(5), Kissil JL(2).  Author information: (1)Department of Molecular Medicine, The Scripps Research Institute, Jupiter,  Florida, USA. (2)Department of Molecular Oncology, H. Lee Moffitt Cancer Center, Tampa,  Florida, USA. (3)Department of Pathology, Molecular, and Cell-based Medicine, Icahn School of  Medicine at Mount Sinai, New York, New York, USA. (4)Department of Pathology and Anatomical Sciences, University of Missouri  School of Medicine, Columbia, Missouri, USA. (5)Genetics and Genomics Group, Sanford Research, Sioux Falls, South Dakota,  USA.  BACKGROUND: Neurofibromatosis type 2 (NF2) is an autosomal dominant genetic  disease characterized by development of schwannomas on the VIIIth (vestibular)  cranial nerves. Bromodomain and extra-terminal domain (BET) proteins regulate  gene transcription and their activity is required in a variety of cancers  including malignant peripheral nerve sheath tumors. The use of BET inhibitors as  a therapeutic option to treat NF2 schwannomas has not been explored and is the  focus of this study. METHODS: A panel of normal and NF2-null Schwann and schwannoma cell lines were  used to characterize the impact of the BET inhibitor JQ1 in vitro and in vivo.  The mechanism of action was explored by chromatin immunoprecipitation of the BET  BRD4, phospho-kinase arrays and immunohistochemistry (IHC) of BRD4 in vestibular  schwannomas. RESULTS: JQ1 inhibited proliferation of NF2-null schwannoma and Schwann cell  lines in vitro and in vivo. Further, loss of NF2 by CRISPR deletion or siRNA  knockdown increased sensitivity of cells to JQ1. Loss of function experiments  identified BRD4, and to a lesser extent BRD2, as BET family members mediating  the majority of JQ1 effects. IHC demonstrated elevated levels of BRD4 protein in  human vestibular schwannomas. Analysis of signaling pathways effected by JQ1  treatment suggests that the effects of JQ1 treatment are mediated, at least in  part, via inhibition of PI3K/Akt signaling. CONCLUSIONS: NF2-deficient Schwann and schwannoma cells are sensitive to BET  inhibition, primarily mediated by BRD4, which is overexpressed in human  vestibular schwannomas. Our results suggest BRD4 regulates PI3K signaling and  likely impedes NF2 schwannoma growth via this inhibition. These findings  implicate BET inhibition as a therapeutic option for NF2-deficient schwannomas.  © The Author(s) 2022. Published by Oxford University Press, the Society for  Neuro-Oncology and the European Association of Neuro-Oncology.  DOI: 10.1093/noajnl/vdac072 PMCID: PMC9278623 PMID: 35855490",False,Therapeutic target validation
PMID:35875109,Preclinical Assessment of MEK Inhibitors for Malignant Peripheral Nerve Sheath Tumors Reveals Differences in Efficacy and Adaptive Response.,"Preclinical Assessment of MEK Inhibitors for Malignant Peripheral Nerve Sheath  Tumors Reveals Differences in Efficacy and Adaptive Response.  Gu Y(1), Wang W(1), Li Y(1), Li H(2), Guo Z(1), Wei C(1), Long M(3), Chung M(1),  Aimaier R(1), Li Q(1), Wang Z(1).  Author information: (1)Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's  Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China. (2)Department of Plastic Surgery, The Third Xiangya Hospital, Central South  University, Changsha, China. (3)Department of Pathology, Shanghai Ninth People's Hospital, Shanghai Jiao Tong  University School of Medicine, Shanghai, China.  Malignant peripheral nerve sheath tumors (MPNSTs) are rare soft-tissue sarcomas  refractory to standard therapies. Inactivation of NF1 and subsequent  upregulation of RAS/RAF/MEK/ERK signaling exist in the majority of MPNSTs.  However, the lack of preclinical assessment of MEK inhibitors in MPNSTs hinders  the clinical application as well as the development of combination therapy. To  guide further clinical studies, we evaluated different MEK inhibitors in terms  of efficacy, safety, and mechanism of adaptive response in treating MPNSTs.  Using a MPNST tissue microarray, we found that p-ERK could serve as a biomarker  for predicting the prognosis of MPNST patients as well as an effective  therapeutic target. Through in vitro and in vivo experiments, we identified  trametinib as the most potent MEK inhibitor for the treatment of MPNSTs.  Mechanistically, reduced reactivation of the MAPK pathway and compensatory  activation of the parallel pathways contributed to better efficacy. Our results  provide a basis for the further clinical application of MEK inhibitors as single  agents or combinational therapies.  Copyright © 2022 Gu, Wang, Li, Li, Guo, Wei, Long, Chung, Aimaier, Li and Wang.  DOI: 10.3389/fonc.2022.903177 PMCID: PMC9303010 PMID: 35875109  Conflict of interest statement: The authors declare that the research was  conducted in the absence of any commercial or financial relationships that could  be construed as a potential conflict of interest.",False,Preclinical drug assessment
PMID:35875610,"CUDC907, a dual phosphoinositide-3 kinase/histone deacetylase inhibitor, promotes apoptosis of NF2 Schwannoma cells.","CUDC907, a dual phosphoinositide-3 kinase/histone deacetylase inhibitor,  promotes apoptosis of NF2 Schwannoma cells.  Huegel J(1), Dinh CT(2), Martinelli M(1), Bracho O(2), Rosario R(1), Hardin  H(1), Estivill M(2), Griswold A(3), Gultekin S(4), Liu XZ(2)(5), Fernandez-Valle  C(1).  Author information: (1)Burnett School of Biomedical Sciences, College of Medicine, University of  Central Florida, Orlando, FL 32827, USA. (2)Department of Otolaryngology, University of Miami Miller School of Medicine,  Miami, FL 33136, USA. (3)John P. Hussman Institute for Human Genomics, University of Miami Miller  School of Medicine, Miami, FL 33136, USA. (4)Department of Pathology, University of Miami Miller School of Medicine,  Miami, FL 33136, USA. (5)Department of Human Genetics, University of Miami Miller School of Medicine,  Miami, FL 33136, USA.  Neurofibromatosis Type 2 (NF2) is a rare tumor disorder caused by pathogenic  variants of the merlin tumor suppressor encoded by NF2. Patients develop  vestibular schwannomas (VS), peripheral schwannomas, meningiomas, and  ependymomas. There are no approved drug therapies for NF2. Previous work  identified phosphoinositide-3 kinase (PI3K) as a druggable target. Here we  screened PI3K pathway inhibitors for efficacy in reducing viability of human  schwannoma cells. The lead compound, CUDC907, a dual histone deacetylase  (HDAC)/PI3K inhibitor, was further evaluated for its effects on isolated and  nerve-grafted schwannoma model cells, and primary VS cells. CUDC907 (3 nM IG50)  reduced human merlin deficient Schwann cell (MD-SC) viability and was 5-100 fold  selective for MD over WT-SCs. CUDC907 (10 nM) promoted cell cycle arrest and  caspase-3/7 activation within 24 h in human MD-SCs. Western blots confirmed a  dose-dependent increase in acetylated lysine and decreases in pAKT and YAP.  CUDC907 decreased tumor growth rate by 44% in a 14-day treatment regimen,  modulated phospho-target levels, and decreased YAP levels. In five primary VS,  CUDC907 decreased viability, induced caspase-3/7 cleavage, and reduced YAP  levels. Its efficacy correlated with basal phospho-HDAC2 levels. CUDC907 has  cytotoxic activity in NF2 schwannoma models and primary VS cells and is a  candidate for clinical trials.  Copyright: © 2022 Huegel et al.  DOI: 10.18632/oncotarget.28254 PMCID: PMC9295707 PMID: 35875610 [Indexed for MEDLINE]  Conflict of interest statement: CONFLICTS OF INTEREST The authors have no  conflict of interests to declare.",False,Drug apoptosis study
PMID:35879407,Intragenic inversions in NF1 gene as pathogenic mechanism in neurofibromatosis type 1.,"Intragenic inversions in NF1 gene as pathogenic mechanism in neurofibromatosis  type 1.  Alesi V(#)(1), Lepri FR(#)(2), Dentici ML(3)(4), Genovese S(2), Sallicandro  E(2), Bejo K(2), Dallapiccola B(4), Capolino R(3)(4), Novelli A(2), Digilio  MC(3)(4).  Author information: (1)Laboratory of Medical Genetics, Translational Cytogenomics Research Unit,  Bambino Gesù Children Hospital, IRCCS, Rome, Italy. violaalesi@gmail.com. (2)Laboratory of Medical Genetics, Translational Cytogenomics Research Unit,  Bambino Gesù Children Hospital, IRCCS, Rome, Italy. (3)Medical Genetics Unit, Bambino Gesù Children Hospital, IRCCS, Rome, Italy. (4)Genetics and Rare Disease Research Division, Bambino Gesù Children Hospital,  IRCCS, Rome, Italy. (#)Contributed equally  Comment in     Eur J Hum Genet. 2023 Apr;31(4):380-382. doi: 10.1038/s41431-023-01304-0.  Neurofibromatosis type 1 (NF1), an autosomal dominant disorder characterized by  skin pigmentary lesions and multiple cutaneous neurofibromas, is caused by  neurofibromin 1 (NF1) loss of function variants. Currently, a molecular  diagnosis is frequently established using a multistep protocol based on cDNA and  gDNA sequence analysis and/or Multiplex Ligation-dependent Probe Amplification  (MLPA) assay on genomic DNA, providing an overall detection rate of about  95-97%. The small proportion of clinically diagnosed patients, which at present  do not obtain a molecular confirmation likely are mosaic, as their pathogenic  variant may remain undetected due to low sensitivity of low coverage NGS  approaches, or they may carry a type of pathogenic variant refractory to  currently used technologies. Here, we report two unrelated patients presenting  with two different inversions that disrupt the NF1 coding sequence, resulting in  an NF1 phenotype. In one subject, the inversion was associated with  microdeletions spanning a few NF1 exons at both breakpoints, while in the other  the rearrangement did not cause exon loss, thus testing negative by MLPA assay.  Considering the high proportion of repeated regions within the NF1 sequence, we  propose that intragenic structural rearrangements should be considered as  possible pathogenic mechanisms in patients fulfilling the NIH diagnostic  criteria of NF1 but lacking of molecular confirmation and in patients with NF1  intragenic microdeletions.  © 2022. The Author(s), under exclusive licence to European Society of Human  Genetics.  DOI: 10.1038/s41431-022-01153-3 PMCID: PMC9626576 PMID: 35879407 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare no competing interests.",False,Genetic mutation analysis
PMID:35887576,Silver Nanoparticles Selectively Treat Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors in a Neurofibromin-Dependent Manner.,"Silver Nanoparticles Selectively Treat Neurofibromatosis Type 1-Associated  Malignant Peripheral Nerve Sheath Tumors in a Neurofibromin-Dependent Manner.  Alewine G(1), Knight J(1), Ghantae A(1), Mamrega C(1), Attiah B(1), Coover  RA(1), Fahrenholtz CD(1).  Author information: (1)Department of Basic Pharmaceutical Sciences, Fred Wilson School of Pharmacy,  High Point University, High Point, NC 27268, USA.  Neurofibromatosis type 1 (NF1) is among the most common neurogenic disorders,  characterized by loss of function mutations in the neurofibromin gene (NF1). NF1  patients are extremely susceptible to developing neurofibromas, which can  transform into deadly malignant peripheral nerve sheath tumors (MPNSTs). At the  center of these tumors are NF1-null Schwann cells. Here, we found that  nanomedicine shows promise in the treatment of NF1-associated MPNSTs. We  assessed the cytotoxicity of silver nanoparticles (AgNPs) in NF1-null  NF1-associated MPNSTs, NF1-wildtype sporadic MPNST, and normal Schwann cells.  Our data show that AgNP are selectivity cytotoxic to NF1-associated MPNSTs  relative to sporadic MPNST and Schwann cells. Furthermore, we found that  sensitivity to AgNPs is correlated with the expression levels of functional  neurofibromin. The restoration of functional neurofibromin in NF1-associated  MPNSTs reduces AgNP sensitivity, and the knockdown of neurofibromin in Schwann  cells increases AgNP sensitivity. This finding is unique to AgNPs, as NF1  restoration does not alter sensitivity to standard of care chemotherapy  doxorubicin in NF1-associated MPNSTs. Using an in vitro model system, we then  found that AgNP can selectively eradicate NF1-associated MPNSTs in co-culture  with Schwann cells at doses tolerable to normal cells. AgNP represents a novel  therapy for the treatment of NF1-associated MPNSTs and addresses significant  unmet clinical need.  DOI: 10.3390/jpm12071080 PMCID: PMC9321475 PMID: 35887576  Conflict of interest statement: The authors declare no conflict of interest.",False,Nanoparticle treatment study
PMID:35965583,Concurrent inhibition of FAK/SRC and MEK overcomes MEK inhibitor resistance in Neurofibromatosis Type I related malignant peripheral nerve sheath tumors.,"Concurrent inhibition of FAK/SRC and MEK overcomes MEK inhibitor resistance in  Neurofibromatosis Type I related malignant peripheral nerve sheath tumors.  Gu Y(1), Wei C(1), Chung M(1), Li H(2), Guo Z(1), Long M(3), Li Y(1), Wang W(1),  Aimaier R(1), Li Q(1), Wang Z(1).  Author information: (1)Department of Plastic and Reconstructive Surgery, Shanghai Ninth People's  Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China. (2)Department of Plastic Surgery, The Third Xiangya Hospital, Central South  University, Changsha, China. (3)Department of Pathology, Shanghai Ninth People's Hospital, Shanghai Jiao Tong  University School of Medicine, Shanghai, China.  Malignant peripheral nerve sheath tumors (MPNST) are aggressive soft-tissue  sarcomas which lack effective drugs. Loss of the RAS GTPase-activating protein  NF1 and subsequent overactivation of mitogen-activated protein kinase kinase  (MAPK) signaling exist nearly uniformly in MPNST, making MAPK inhibition a  promising therapeutic intervention. However, the efficacy of MEK inhibitor  (MEKi) monotherapy was limited in MPNST and the relative mechanisms remained  largely unexplored. In this study, we generated three MEKi-resistant cell models  and investigated the mechanisms of MEKi resistance using high-throughput  transcriptomic sequencing. We discovered that cell apoptosis and cell cycle  arrest induced by MEKi were rescued in MEKi-resistant cells and the upregulation  of LAMA4/ITGB1/FAK/SRC signaling conferred resistance to MEKi. In addition,  concurrent inhibition of MAPK signaling and FAK/SRC cascade could sensitize  MPNST cells to MEKi. Our findings provide potential solutions to overcome MEKi  resistance and effective combination therapeutic strategies for treating MPNSTs.  Copyright © 2022 Gu, Wei, Chung, Li, Guo, Long, Li, Wang, Aimaier, Li and Wang.  DOI: 10.3389/fonc.2022.910505 PMCID: PMC9372505 PMID: 35965583  Conflict of interest statement: The authors declare that the research was  conducted in the absence of any commercial or financial relationships that could  be construed as a potential conflict of interest.",False,Drug combination study
PMID:35968018,Loss of H3K27me3 expression in canine nerve sheath tumors.,"Loss of H3K27me3 expression in canine nerve sheath tumors.  Tekavec K(1)(2), Švara T(2), Knific T(3), Mlakar J(4), Gombač M(2), Cantile  C(1).  Author information: (1)Department of Veterinary Science, University of Pisa, Pisa, Italy. (2)Veterinary Faculty, Institute of Pathology, Wild Animals, Fish and Bees,  University of Ljubljana, Ljubljana, Slovenia. (3)Veterinary Faculty, Institute of Food Safety, Feed and Environment,  University of Ljubljana, Ljubljana, Slovenia. (4)Faculty of Medicine, Institute of Pathology, University of Ljubljana,  Ljubljana, Slovenia.  Nerve sheath tumors (NSTs) are characterized by neoplastic proliferation of  Schwann cells, perineurial cells, endoneurial and/or epineurial fibroblasts.  Diagnosis of NST is often challenging, particularly in distinguishing malignant  NST (MNST) from other soft tissue sarcomas, or sometimes between low-grade MNST  and benign NST. Recent studies in human pathology have demonstrated loss of  trimethylation at lysine 27 of histone 3 (H3K27me3) in a subset of MNSTs using  immunohistochemistry. Loss of H3K27me3 expression is rare in other high-grade  sarcomas and also appears to be useful in distinguishing benign and low-grade  MNSTs from high-grade subsets. In our retrospective study, we performed H3K27me3  immunohistochemistry in 68 canine tumors previously diagnosed as NST. We  detected loss of H3K27me3 expression in 25% (n = 17) of all canine NST,  including one neurofibroma, whereas 49% (n = 33) of tumors had mosaic loss of  expression and 26% (n = 18) retained expression. No statistically significant  differences were found between H3K27me3 expression, histopathological features  of tumors, and their immunoreactivity for Sox10, claudin-1, GFAP, and Ki67.  Because the classification of canine NST is not yet fully established and its  correlation with the prognosis and clinical course of the disease is lacking,  prospective studies with possible genetic analyses are needed to assess the true  diagnostic value of H3K27me3 loss in canine NST.  Copyright © 2022 Tekavec, Švara, Knific, Mlakar, Gombač and Cantile.  DOI: 10.3389/fvets.2022.921720 PMCID: PMC9372589 PMID: 35968018  Conflict of interest statement: The authors declare that the research was  conducted in the absence of any commercial or financial relationships that could  be construed as a potential conflict of interest.",False,Veterinary pathology study
PMID:35970940,"Cortical inhibition in neurofibromatosis type 1 is modulated by lovastatin, as demonstrated by a randomized, triple-blind, placebo-controlled clinical trial.","Cortical inhibition in neurofibromatosis type 1 is modulated by lovastatin, as  demonstrated by a randomized, triple-blind, placebo-controlled clinical trial.  Bernardino I(#)(1)(2)(3), Dionísio A(#)(2)(3), Castelo-Branco M(4)(5)(6).  Author information: (1)Faculty of Medicine, Univ Coimbra, Pólo das Ciências da Saúde, Azinhaga de  Santa Comba, 3000-548, Coimbra, Portugal. (2)Coimbra Institute for Biomedical Imaging and Translational Research (CIBIT),  Univ Coimbra, Pólo das Ciências da Saúde, Azinhaga de Santa Comba, 3000-548,  Coimbra, Portugal. (3)Institute of Nuclear Sciences Applied to Health (ICNAS), Univ Coimbra, Pólo  das Ciências da Saúde, Azinhaga de Santa Comba, 3000-548, Coimbra, Portugal. (4)Faculty of Medicine, Univ Coimbra, Pólo das Ciências da Saúde, Azinhaga de  Santa Comba, 3000-548, Coimbra, Portugal. mcbranco@fmed.uc.pt. (5)Coimbra Institute for Biomedical Imaging and Translational Research (CIBIT),  Univ Coimbra, Pólo das Ciências da Saúde, Azinhaga de Santa Comba, 3000-548,  Coimbra, Portugal. mcbranco@fmed.uc.pt. (6)Institute of Nuclear Sciences Applied to Health (ICNAS), Univ Coimbra, Pólo  das Ciências da Saúde, Azinhaga de Santa Comba, 3000-548, Coimbra, Portugal.  mcbranco@fmed.uc.pt. (#)Contributed equally  Neurofibromatosis type 1 (NF1) is associated with GABAergic dysfunction which  has been suggested as the underlying cause of cognitive impairments. Previous  intervention trials investigated the statins' effects using cognitive outcome  measures. However, available outcome measures have led to inconclusive results  and there is a need to identify other options. Here, we aimed at investigating  alternative outcome measures in a feasibility trial targeting cortical  inhibition mechanisms known to be altered in NF1. We explored the neurochemical  and physiological changes elicited by lovastatin, with magnetic resonance  spectroscopy and transcranial magnetic stimulation (TMS). Fifteen NF1 adults  participated in this randomized, triple-blind, placebo-controlled crossover  trial (Clinicaltrials.gov NCT03826940) composed of one baseline and two  reassessment visits after lovastatin/placebo intake (60 mg/day, 3-days). Motor  cortex GABA+ and Glx concentrations were measured using HERMES and PRESS  sequences, respectively. Cortical inhibition was investigated by paired-pulse,  input-output curve, and cortical silent period (CSP) TMS protocols. CSP ratios  were significantly increased by lovastatin (relative: p = 0.027; absolute:  p = 0.034) but not by placebo. CSP durations showed a negative correlation with  the LICI 50 ms amplitude ratio. Lovastatin was able to modulate cortical  inhibition in NF1, as assessed by TMS CSP ratios. The link between this  modulation of cortical inhibition and clinical improvements should be addressed  by future large-scale studies.  © 2022. The Author(s).  DOI: 10.1038/s41598-022-17873-x PMCID: PMC9378617 PMID: 35970940 [Indexed for MEDLINE]  Conflict of interest statement: The authors declare no competing interests.",False,Clinical trial methodology
PMID:36009591,Identification of Germinal Neurofibromin Hotspots.,"Identification of Germinal Neurofibromin Hotspots.  Lois S(1), Báez-Flores J(2)(3), Isidoro-García M(2)(4)(5)(6), Lacal J(2)(3),  Triviño JC(1).  Author information: (1)Department of Bioinformatics, Sistemas Genómicos, 46980 Paterna, Spain. (2)Institute for Biomedical Research of Salamanca (IBSAL), 37007 Salamanca,  Spain. (3)Laboratory of Functional Genetics of Rare Diseases, Department of  Microbiology and Genetics, University of Salamanca, 37007 Salamanca, Spain. (4)Department of Clinical Biochemistry, University Hospital of Salamanca, 37007  Salamanca, Spain. (5)Department of Medicine, University of Salamanca, 37007 Salamanca, Spain. (6)Asthma, Allergic and Adverse Reactions (ARADyAL) Network for Cooperative  Research in Health of Instituto de Salud Carlos III, 37007 Salamanca, Spain.  Neurofibromin is engaged in many cellular processes and when the proper protein  functioning is impaired, it causes neurofibromatosis type 1 (NF1), one of the  most common inherited neurological disorders. Recent advances in sequencing and  screening of the NF1 gene have increased the number of detected variants.  However, the correlation of these variants with the clinic remains poorly  understood. In this study, we analyzed 4610 germinal NF1 variants annotated in  ClinVar and determined on exon level the mutational spectrum and potential  pathogenic regions. Then, a binomial and sliding windows test using 783 benign  and 938 pathogenic NF1 variants were analyzed against functional and structural  regions of neurofibromin. The distribution of synonymous, missense, and  frameshift variants are statistically significant in certain regions of  neurofibromin suggesting that the type of variant and its associated phenotype  may depend on protein disorder. Indeed, there is a negative correlation between  the pathogenic fraction prediction and the disorder data, suggesting that the  higher an intrinsically disordered region is, the lower the pathogenic fraction  is and vice versa. Most pathogenic variants are associated to NF1 and our  analysis suggests that GRD, CSRD, TBD, and Armadillo1 domains are hotspots in  neurofibromin. Knowledge about NF1 genotype-phenotype correlations can provide  prognostic guidance and aid in organ-specific surveillance.  DOI: 10.3390/biomedicines10082044 PMCID: PMC9405573 PMID: 36009591  Conflict of interest statement: The authors declare no conflict of interest.",False,Genetic mutation identification
PMID:36037004,Mechanistic insights from animal models of neurofibromatosis type 1 cognitive impairment.,"Mechanistic insights from animal models of neurofibromatosis type 1 cognitive  impairment.  Miller AH(1)(2)(3), Halloran MC(1)(2).  Author information: (1)Department of Integrative Biology, University of Wisconsin-Madison, Madison,  WI 53706, USA. (2)Department of Neuroscience, University of Wisconsin-Madison, Madison, WI  53705, USA. (3)Neuroscience Training Program, University of Wisconsin-Madison, Madison, WI  53705, USA.  Neurofibromatosis type 1 (NF1) is an autosomal-dominant neurogenetic disorder  caused by mutations in the gene neurofibromin 1 (NF1). NF1 predisposes  individuals to a variety of symptoms, including peripheral nerve tumors, brain  tumors and cognitive dysfunction. Cognitive deficits can negatively impact  patient quality of life, especially the social and academic development of  children. The neurofibromin protein influences neural circuits via diverse  cellular signaling pathways, including through RAS, cAMP and dopamine signaling.  Although animal models have been useful in identifying cellular and molecular  mechanisms that regulate NF1-dependent behaviors, translating these discoveries  into effective treatments has proven difficult. Clinical trials measuring  cognitive outcomes in patients with NF1 have mainly targeted RAS signaling but,  unfortunately, resulted in limited success. In this Review, we provide an  overview of the structure and function of neurofibromin, and evaluate several  cellular and molecular mechanisms underlying neurofibromin-dependent cognitive  function, which have recently been delineated in animal models. A better  understanding of neurofibromin roles in the development and function of the  nervous system will be crucial for identifying new therapeutic targets for the  various cognitive domains affected by NF1.  © 2022. Published by The Company of Biologists Ltd.  DOI: 10.1242/dmm.049422 PMCID: PMC9459395 PMID: 36037004 [Indexed for MEDLINE]  Conflict of interest statement: Competing interests The authors declare no  competing or financial interests.",False,Animal model review
PMID:36059985,Qu-Du-San-Jie decoction induces growth inhibition and vascular normalization in NF2-associated vestibular schwannoma.,"Qu-Du-San-Jie decoction induces growth inhibition and vascular normalization in  NF2-associated vestibular schwannoma.  Lin J(1), Li SW(2), Zhang J(3), Chu FH(1)(4)(5), Li CZ(1), Bie ZX(2), Tang  HL(2), Gao S(6), Li P(7), Liao MT(7), Xin TX(1), Zhao F(3), Liu PN(2)(3), Ding  X(1)(4)(7).  Author information: (1)School of Traditional Chinese Medicine, Beijing University of Chinese  Medicine, Beijing, China. (2)Department of Neurosurgery, Beijing Tiantan Hospital, Capital Medical  University, Beijing, China. (3)Department of Neural Reconstruction, Beijing Key Laboratory of Central  Nervous System Injury, Beijing Neurosurgical Institute, Capital Medical  University, Beijing, China. (4)Research Center for Spleen and Stomach Diseases of Traditional Chinese  Medicine, Beijing University of Chinese Medicine, Beijing, China. (5)Institute of Regulatory Science for Traditional Chinese Medicine, Beijing  University of Chinese Medicine, Beijing, China. (6)School of Chinese Materia Medicine, Beijing University of Chinese Medicine,  Beijing, China. (7)Dongzhimen Hospital, Beijing University of Chinese Medicine, Beijing, China.  Background: Neurofibromatosis type 2 (NF2) is a rare genetic syndrome that  predisposes individuals to develop bilateral vestibular schwannomas (VSs)  causing a high risk of life-threatening neurological complications. Traditional  treatment options for NF2-associated VS usually cause neurological damage, and  to date, there are no FDA-approved pharmacotherapies for NF2. The aim of this  study was to evaluate the antitumor efficacy of Qu-Du-San-Jie (QDSJ) decoction,  a traditional Chinese medicine formula, on NF2-associated VS and to investigate  the potential underlying mechanisms. Methods: Ultra high-performance liquid  chromatography-mass spectroscopy (UHPLC-MS) analysis was performed to identify  the components of QDSJ and their targets. To determine the relationships between  the putative targets of QDSJ and the differential genes of NF2-associated VS,  the drug-disease crossover genes were screened using the UHPLC-MS data combined  with our previous gene expression profiling data. The differentially expressed  genes were imported into the STRING database to generate a PPI network.  Differentially expressed gene targets and pathways were identified using GO and  KEGG pathway enrichment analyses. The in vitro and in vivo drug efficacy of QDSJ  decoction was tested using a patient-derived schwannoma cell line and a  patient-derived xenograft mouse model, respectively. H&E staining,  immunochemistry, and immunofluorescence staining were used to evaluate the cell  proliferation and tumor vessels. Results: A total of 133 compounds were  identified in QDSJ decoction using UHPLC-MS analysis. Network pharmacology  showed that the regulation of necroptosis, apoptosis, cell cycle, angiogenesis,  adherens junction, and neuroactive ligand-receptor interaction could be  associated with the efficacy of QDSJ in treating NF2-associated VS. Treatment  with QDSJ induced necrotic cell death and apoptosis of schwannoma cells in vitro  and suppressed the tumor growth in vivo. Histopathological analysis revealed  areas of cell necrosis and enlarged tumor blood vessels in the QDSJ-treated  tumors. The numbers of cells positive for Cyclin D1 and Ki-67 were significantly  reduced in QDSJ-treated tumors compared to control tumors. Immunofluorescence  staining of CD31 and αSMA showed a decreased number and density of tumor vessels  and normalized vessel structure in QDSJ-treated tumors. Conclusion: Our study  demonstrates that QDSJ decoction shows significant antitumor activity against  NF2-associated schwannoma and is a possible candidate for future clinical  trials.  Copyright © 2022 Lin, Li, Zhang, Chu, Li, Bie, Tang, Gao, Li, Liao, Xin, Zhao,  Liu and Ding.  DOI: 10.3389/fphar.2022.941854 PMCID: PMC9437245 PMID: 36059985  Conflict of interest statement: The authors declare that the research was  conducted in the absence of any commercial or financial relationships that could  be construed as a potential conflict of interest.",False,Traditional medicine study
