pmid,title,verdict,reasoning
PMID:30603728,Approach to wild-type gastrointestinal stromal tumors.,EXCLUDE,Clinical approach review
PMID:30615146,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,INCLUDE,Preclinical drug screening
PMID:30617350,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",INCLUDE,Animal disease model
PMID:30710873,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1.,INCLUDE,Neuroimaging analysis method
PMID:30713041,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,INCLUDE,Cell reprogramming method
PMID:30722027,"Low mutation burden and frequent loss of CDKN2A/B and SMARCA2, but not PRC2, define premalignant neurofibromatosis type 1-associated atypical neurofibromas.",INCLUDE,Genetic mutation analysis
PMID:30728335,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,INCLUDE,Animal disease model
PMID:30737893,"Substantial pain burden in frequency, intensity, interference and chronicity among children and adults with neurofibromatosis Type 1.",INCLUDE,Clinical assessment tool
PMID:30744170,SYK Inhibition Potentiates the Effect of Chemotherapeutic Drugs on Neuroblastoma Cells in Vitro.,INCLUDE,Drug screening method
PMID:30796033,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,INCLUDE,Drug resistance mechanism
PMID:30800298,A qualitative study of the impact of plexiform neurofibromas on need fulfilment in adults with neurofibromatosis type 1.,INCLUDE,Qualitative research method
PMID:30816526,"MicroRNA‑92a promotes cell proliferation, migration and survival by directly targeting the tumor suppressor gene NF2 in colorectal and lung cancer cells.",EXCLUDE,Molecular mechanism description
PMID:3081724,Gene mapping and chromosome 19.,EXCLUDE,Genetic mapping description
PMID:3081725,Linkage analysis of peripheral neurofibromatosis (Von Recklinghausen disease) and chromosome 19 markers linked to myotonic dystrophy.,EXCLUDE,Genetic linkage analysis
PMID:30820037,Educational delay and attainment in persons with neurofibromatosis 1 in Denmark.,INCLUDE,Epidemiological assessment tool
PMID:3082351,Childhood chiasmal gliomas: update on the fate of patients in the 1969 San Francisco Study.,EXCLUDE,Clinical outcome report
PMID:30850948,Neddylation inhibitor MLN4924 suppresses cilia formation by modulating AKT1.,INCLUDE,Molecular mechanism study
PMID:30859021,Neurofibromatosis Type 1: Review of Cutaneous and Subcutaneous Tumor Treatment on Quality of Life.,INCLUDE,Clinical treatment assessment
PMID:30867289,EZH1/2 function mostly within canonical PRC2 and exhibit proliferation-dependent redundancy that shapes mutational signatures in cancer.,INCLUDE,Molecular mechanism study
PMID:30886482,Asymptomatic Pinkish-Red Nodule over the Posterolateral Tongue.,EXCLUDE,Case report
PMID:30915713,Dysregulation of CRMP2 Post-Translational Modifications Drive Its Pathological Functions.,INCLUDE,Molecular mechanism study
PMID:3096370,Management of ipsilateral ptosis with hypotropia.,EXCLUDE,Clinical technique description
PMID:30971890,Schwann Cell Precursors; Multipotent Glial Cells in Embryonic Nerves.,INCLUDE,Cell biology mechanism
PMID:30984524,Next Generation Sequencing Identified a Novel Multi Exon Deletion of the ,INCLUDE,Genetic sequencing method
PMID:30996736,Congenital pseudarthrosis of the tibia: biological and biomechanical considerations to achieve union and prevent refracture.,EXCLUDE,Surgical technique description
PMID:3099820,Epidemiological investigations on neuroblastomas in Denmark 1943-1980.,EXCLUDE,Epidemiological report
PMID:31009417,Towards a neurobiological understanding of pain in neurofibromatosis type 1: mechanisms and implications for treatment.,INCLUDE,Pain mechanism research
PMID:31013682,The ERK MAPK Pathway Is Essential for Skeletal Development and Homeostasis.,EXCLUDE,Molecular mechanism description
PMID:31015291,Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins.,INCLUDE,Protein interaction mapping
PMID:31023785,Malignant Peripheral Nerve Sheath Tumors: From Epigenome to Bedside.,INCLUDE,Epigenetic mechanism study
PMID:3102622,A computed image analyzing system for quantitation of melanocyte morphology in café-au-lait macules of neurofibromatosis.,INCLUDE,Image analysis tool
PMID:31032403,RUNX represses ,EXCLUDE,Incomplete title
PMID:31033921,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,INCLUDE,Imaging diagnostic method
PMID:3103673,Ophthalmic manifestations of neurofibromatosis.,EXCLUDE,Clinical manifestation review
PMID:31043173,Nuclear TFE3 expression is a diagnostic marker for Desmoid-type fibromatosis.,EXCLUDE,Diagnostic marker description
PMID:31044082,Discordant phenotype caused by ,EXCLUDE,Incomplete title
PMID:31053133,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,INCLUDE,Clinical assessment tool development
PMID:31053152,Knockdown of HMGA2 regulates the level of autophagy via interactions between MSI2 and Beclin1 to inhibit NF1-associated malignant peripheral nerve sheath tumour growth.,INCLUDE,Molecular mechanism study
PMID:31063758,YAP/TAZ Inhibition Induces Metabolic and Signaling Rewiring Resulting in Targetable Vulnerabilities in NF2-Deficient Tumor Cells.,INCLUDE,Molecular targeting approach
PMID:31081992,"Speech difficulties and patient health communication mediating effects on worry and health-related quality of life in children, adolescents, and young adults with Neurofibromatosis Type 1.",INCLUDE,Clinical assessment tool
PMID:31091306,Cdkn2a (Arf) loss drives NF1-associated atypical neurofibroma and malignant transformation.,INCLUDE,Genetic mechanism study
PMID:31103079,Nerve Tumors of the Upper Extremity.,EXCLUDE,Clinical description
PMID:31111915,Genetic and genomic alterations differentially dictate low-grade glioma growth through cancer stem cell-specific chemokine recruitment of T cells and microglia.,INCLUDE,Molecular mechanism study
PMID:31131338,Recombinant Human Bone Morphogenetic Protein 6 Delivered Within Autologous Blood Coagulum Restores Critical Size Segmental Defects of Ulna in Rabbits.,EXCLUDE,Surgical technique
PMID:31171721,Peroxynitrite supports a metabolic reprogramming in merlin-deficient Schwann cells and promotes cell survival.,INCLUDE,Cellular metabolism mechanism
PMID:31178748,LRPPRC: A Multifunctional Protein Involved in Energy Metabolism and Human Disease.,EXCLUDE,Protein function review
PMID:3117984,SPECT imaging of para-axial neurofibromatosis with technetium-99m DTPA.,EXCLUDE,Imaging technique description
PMID:3118026,An exclusion map for Von Recklinghausen neurofibromatosis.,EXCLUDE,Genetic mapping description
PMID:3118028,Von Recklinghausen neurofibromatosis: a linkage study of candidate and random marker genes.,EXCLUDE,Genetic linkage analysis
PMID:3118030,Linkage analysis of neurofibromatosis.,EXCLUDE,Genetic linkage analysis
PMID:3118031,Genetic linkage studies with neurofibromatosis: the question of heterogeneity.,EXCLUDE,Genetic heterogeneity analysis
PMID:3118032,DNA linkage analysis in Von Recklinghausen neurofibromatosis.,EXCLUDE,Genetic linkage analysis
PMID:3118033,Linkage studies in peripheral neurofibromatosis.,INCLUDE,Genetic linkage study method
PMID:3118034,Linkage analysis of peripheral neurofibromatosis to DNA markers on chromosome 8.,INCLUDE,Genetic linkage analysis tool
PMID:3118035,Further exclusion data for the Von Recklinghausen neurofibromatosis gene: a genetic linkage study of 19 polymorphic markers.,INCLUDE,Genetic linkage exclusion method
PMID:31189476,Evaluation of QoL in neurofibromatosis patients: a systematic review and meta-analysis study.,INCLUDE,Quality of life assessment tool
PMID:31201114,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis.,INCLUDE,Cellular communication mechanism
PMID:31201186,An auditory brainstem implant for treatment of unilateral tinnitus: protocol for an interventional pilot study.,INCLUDE,Clinical study protocol
PMID:31234911,Enriched expression of NF1 in inhibitory neurons in both mouse and human brain.,INCLUDE,Gene expression analysis
PMID:3124613,Penetrance of von Recklinghausen neurofibromatosis: a distinction between predecessors and descendants.,EXCLUDE,Penetrance epidemiological study
PMID:31250618,Neurodevelopmental Aspects of RASopathies.,EXCLUDE,Review of neurodevelopmental aspects
PMID:31257748,Expression of ,EXCLUDE,Incomplete title
PMID:31291965,ErbB4 promotes malignant peripheral nerve sheath tumor pathogenesis via Ras-independent mechanisms.,INCLUDE,Molecular mechanism study
PMID:31291992,COX2 expression is associated with proliferation and tumor extension in vestibular schwannoma but is not influenced by acetylsalicylic acid intake.,INCLUDE,Molecular expression analysis
PMID:31296571,Phosphorylation of Merlin by Aurora A kinase appears necessary for mitotic progression.,INCLUDE,Protein phosphorylation mechanism
PMID:31312020,"The NF2 tumor suppressor merlin interacts with Ras and RasGAP, which may modulate Ras signaling.",INCLUDE,Protein interaction study
PMID:31386861,The Hippo Signaling Pathway in Development and Disease.,EXCLUDE,Signaling pathway review
PMID:31397088,Intestinal tumors in neurofibromatosis 1 with special reference to fatal gastrointestinal stromal tumors (GIST).,EXCLUDE,Clinical observation study
PMID:31427883,Targeting Sporadic and Neurofibromatosis Type 1 (NF1) Related Refractory Malignant Peripheral Nerve Sheath Tumors (MPNST) in a Phase II Study of Everolimus in Combination with Bevacizumab (SARC016).,INCLUDE,Clinical trial protocol
PMID:31438995,Segmental schwannomatosis: characteristics in 12 patients.,EXCLUDE,Clinical case series
PMID:31443423,One ,EXCLUDE,Incomplete title
PMID:31468499,When Low Bone Mineral Density and Fractures Is Not Osteoporosis.,EXCLUDE,Clinical observation
PMID:31474359,Heterozygous Tumor Suppressor Microenvironment in Cancer Development.,EXCLUDE,Tumor microenvironment review
PMID:3149306,Neurofibromatosis in Nigerian children.,EXCLUDE,Epidemiological study
PMID:31511601,The Secretomes of Painful Versus Nonpainful Human Schwannomatosis Tumor Cells Differentially Influence Sensory Neuron Gene Expression and Sensitivity.,INCLUDE,Secretome analysis method
PMID:31545171,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,INCLUDE,Animal model with optical monitoring
PMID:31558455,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,INCLUDE,Clinical study protocol
PMID:31558499,Carotid Artery Tortuosity Is Associated with Connective Tissue Diseases.,EXCLUDE,Clinical observation
PMID:31585900,NF2/Merlin suppresses proliferation and induces apoptosis in colorectal cancer cells.,INCLUDE,Molecular mechanism study
PMID:31594823,The Novel Glutamine Antagonist Prodrug JHU395 Has Antitumor Activity in Malignant Peripheral Nerve Sheath Tumor.,INCLUDE,Drug discovery research
PMID:31626572,"Multicenter, Prospective, Phase II and Biomarker Study of High-Dose Bevacizumab as Induction Therapy in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannoma.",INCLUDE,Clinical trial protocol
PMID:31650029,STING Restricts oHSV Replication and Spread in Resistant MPNSTs but Is Dispensable for Basal IFN-Stimulated Gene Upregulation.,INCLUDE,Viral replication mechanism
PMID:31652930,The Role of Co-Deleted Genes in Neurofibromatosis Type 1 Microdeletions: An Evolutive Approach.,INCLUDE,Genetic deletion analysis
PMID:31652973,The Role of Merlin/NF2 Loss in Meningioma Biology.,INCLUDE,Molecular mechanism study
PMID:31673175,Short Term Results of a New Comprehensive Protocol for the Management of Congenital Pseudarthrosis of the Tibia.,EXCLUDE,Surgical procedure description
PMID:31730023,Nonsteroidal sulfamate derivatives as new therapeutic approaches for Neurofibromatosis 2 (NF2).,INCLUDE,Drug discovery research
PMID:31752929,The impact of RASopathy-associated mutations on CNS development in mice and humans.,INCLUDE,Comparative developmental study
PMID:31756343,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,INCLUDE,Molecular signaling mechanism
PMID:31763624,Sox2,EXCLUDE,Incomplete title
PMID:31793149,Funding community collaboration to develop effective therapies for neurofibromatosis type 1 tumors.,INCLUDE,Collaborative research approach
PMID:31801570,"Cutaneous neurofibromas: patients' medical burden, current management and therapeutic expectations: results from an online European patient community survey.",INCLUDE,Patient survey methodology
PMID:31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,INCLUDE,Protein structural analysis
PMID:31836719,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,INCLUDE,Data sharing platform development
PMID:31848332,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,INCLUDE,Vaccine development research
PMID:31852972,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,INCLUDE,Molecular interaction mechanism
PMID:31860870,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,INCLUDE,Molecular mechanism study
PMID:31881853,A phase 2 study of trametinib for patients with pediatric glioma or plexiform neurofibroma with refractory tumor and activation of the MAPK/ERK pathway: TRAM-01.,INCLUDE,Clinical trial protocol
PMID:31888936,Perceived burden in dealing with different rare diseases: a qualitative focus group study.,EXCLUDE,Qualitative research study
PMID:31905340,The Sword of Damocles: Living with Neurofibromatosis Type 1.,EXCLUDE,Patient experience narrative
PMID:31913576,Advancing RAS/RASopathy therapies: An NCI-sponsored intramural and extramural collaboration for the study of RASopathies.,INCLUDE,Collaborative research approach
PMID:31915440,Attention Deficit Predicts Intellectual Functioning in Children with Neurofibromatosis Type 1.,INCLUDE,Clinical assessment study
PMID:31917795,Soluble AXL as a marker of disease progression and survival in melanoma.,EXCLUDE,Biomarker observation
PMID:31927807,Rare Primary Retroperitoneal Neoplasms.,EXCLUDE,Case report
PMID:31936793,Contribution of mTOR and PTEN to Radioresistance in Sporadic and NF2-Associated Vestibular Schwannomas: A Microarray and Pathway Analysis.,INCLUDE,Molecular pathway analysis
PMID:31937162,Malignant peripheral nerve sheath tumor in the nasopharynx and oropharynx: a case report.,EXCLUDE,Case report
PMID:31940719,The Role of RUNX1 in NF1-Related Tumors and Blood Disorders.,INCLUDE,Molecular mechanism study
PMID:31965112,Practical approach to diagnosis of bland-looking spindle cell lesions of the breast.,EXCLUDE,Diagnostic approach review
PMID:31979111,In-silico Analysis of ,EXCLUDE,Incomplete title
PMID:32014052,Neurofibromatosis 1 French national guidelines based on an extensive literature review since 1966.,INCLUDE,Clinical guideline development
PMID:32075265,Bioactive Phenolic Compounds in the Modulation of Central and Peripheral Nervous System Cancers: Facts and Misdeeds.,EXCLUDE,Review of compounds
PMID:32089640,Targeting Refractory Sarcomas and Malignant Peripheral Nerve Sheath Tumors in a Phase I/II Study of Sirolimus in Combination with Ganetespib (SARC023).,INCLUDE,Clinical trial protocol
PMID:32098059,Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1.,INCLUDE,Integrative analysis method
PMID:32107864,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,INCLUDE,Genetic panel development
PMID:32108657,Diagnostic sequence for early diagnosis of neurofibromatosis type 1 using NIH criteria.,INCLUDE,Diagnostic criteria development
PMID:32144278,Combination therapy with mTOR kinase inhibitor and dasatinib as a novel therapeutic strategy for vestibular schwannoma.,INCLUDE,Drug combination research
PMID:32147744,Legius Syndrome and its Relationship with Neurofibromatosis Type 1.,EXCLUDE,Syndrome relationship review
PMID:32152628,Longitudinal evaluation of peripheral nerve sheath tumors in neurofibromatosis type 1: growth analysis of plexiform neurofibromas and distinct nodular lesions.,INCLUDE,Longitudinal tumor growth analysis
PMID:32176143,Contextualizing the Modern Epidemiology of Neurofibromatosis Type 2 in an Era of Heightened Detection of Sporadic Vestibular Schwannoma.,EXCLUDE,Epidemiological review
PMID:32181506,Social skills and autism spectrum disorder symptoms in children with neurofibromatosis type 1: evidence for clinical trial outcomes.,INCLUDE,Clinical assessment study
PMID:32182803,The Role of Polycomb Repressive Complex in Malignant Peripheral Nerve Sheath Tumor.,INCLUDE,Molecular mechanism study
PMID:32187457,Selumetinib in Children with Inoperable Plexiform Neurofibromas.,INCLUDE,Clinical drug trial
PMID:32190165,Auditory Brainstem Implantation for Adults With Neurofibromatosis 2 or Severe Inner Ear Abnormalities: A Health Technology Assessment.,INCLUDE,Clinical technology assessment
PMID:32193437,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,INCLUDE,Animal model development
PMID:32193699,Upregulated immuno-modulator PD-L1 in malignant peripheral nerve sheath tumors provides a potential biomarker and a therapeutic target.,INCLUDE,Biomarker identification
PMID:32194680,ADAM9: A novel player in vestibular schwannoma pathogenesis.,INCLUDE,Molecular mechanism study
PMID:32212796,The Value of H3K27me3 Immunohistochemistry in Differentiating Malignant Peripheral Nerve Sheath Tumour with Its Histologic Mimickers.,INCLUDE,Immunohistochemistry method
PMID:32240795,Germline and sporadic cancers driven by the RAS pathway: parallels and contrasts.,EXCLUDE,Review of cancer pathways
PMID:32245042,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities.,INCLUDE,Kinome profiling method
PMID:32252313,A Novel Treatment Modality for Malignant Peripheral Nerve Sheath Tumor Using a Dual-Effect Liposome to Combine Photodynamic Therapy and Chemotherapy.,INCLUDE,Novel treatment method
PMID:32252413,Genomics of MPNST (GeM) Consortium: Rationale and Study Design for Multi-Omic Characterization of NF1-Associated and Sporadic MPNSTs.,INCLUDE,Consortium research design
PMID:32272491,The Use of MEK Inhibitors in Neurofibromatosis Type 1-Associated Tumors and Management of Toxicities.,INCLUDE,Drug management study
PMID:32281771,Germline Mutations for Novel Candidate Predisposition Genes in Sporadic Schwannomatosis.,INCLUDE,Genetic mutation analysis
PMID:32294191,Pretreatment Endocrine Disorders Due to Optic Pathway Gliomas in Pediatric Neurofibromatosis Type 1: Multicenter Study.,INCLUDE,Clinical endocrine assessment
PMID:32299434,Merlin regulates signaling events at the nexus of development and cancer.,INCLUDE,Molecular signaling mechanism
PMID:32317644,Author Correction: A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,EXCLUDE,Author correction
PMID:32320652,Rational Design of Allosteric and Selective Inhibitors of the Molecular Chaperone TRAP1.,INCLUDE,Drug design method
PMID:32352002,Human Organ-Specific 3D Cancer Models Produced by the Stromal Self-Assembly Method of Tissue Engineering for the Study of Solid Tumors.,INCLUDE,3D cancer model development
PMID:32353955,New Model Systems and the Development of Targeted Therapies for the Treatment of Neurofibromatosis Type 1-Associated Malignant Peripheral Nerve Sheath Tumors.,INCLUDE,Model system development
PMID:32354889,Propranolol Specifically Suppresses the Viability of Tumorous Schwann Cells Derived from Plexiform Neurofibromas ,INCLUDE,Drug mechanism study
PMID:32358581,Midkine activation of CD8,EXCLUDE,Incomplete title
PMID:32360730,Repeating or spacing learning sessions are strategies for memory improvement with shared molecular and neuronal components.,EXCLUDE,Learning and memory review
PMID:32383545,Hexokinase 2 displacement from mitochondria-associated membranes prompts Ca,EXCLUDE,Incomplete title
PMID:32397722,NEUROFIBROMATOSIS TYPE 1 AND OPTIC PATHWAY GLIOMA.,INCLUDE,Clinical diagnostic review
PMID:32406525,Autism and attention-deficit/hyperactivity disorders and symptoms in children with neurofibromatosis type 1.,INCLUDE,Clinical assessment study
PMID:32408052,Mutation-Directed Therapeutics for Neurofibromatosis Type I.,INCLUDE,Therapeutic approach development
PMID:32419643,Long Noncoding RNA WT1-AS Inhibit Cell Malignancy via miR-494-3p in Glioma.,INCLUDE,Molecular mechanism study
PMID:32423401,Cardiac overload resolved by resection of a large plexiform neurofibroma on both the buttocks and upper posterior thighs in a patient with neurofibromatosis type I: a case report.,EXCLUDE,Case report
PMID:32438526,Effects of Neurod1 Expression on Mouse and Human Schwannoma Cells.,INCLUDE,Cell line characterization
PMID:32438819,Honokiol Bis-Dichloroacetate Is a Selective Allosteric Inhibitor of the Mitochondrial Chaperone TRAP1.,INCLUDE,Drug design method
PMID:32443592,C-Fiber Loss as a Possible Cause of Neuropathic Pain in Schwannomatosis.,INCLUDE,Mechanism of pain study
PMID:32457840,"TGFβ Signaling Increases Net Acid Extrusion, Proliferation and Invasion in Panc-1 Pancreatic Cancer Cells: SMAD4 Dependence and Link to Merlin/NF2 Signaling.",INCLUDE,Molecular signaling mechanism
PMID:32461556,Assessing the origin of high-grade serous ovarian cancer using CRISPR-modification of mouse organoids.,INCLUDE,Organoid model development
PMID:32461616,"Characterising the loss-of-function impact of 5' untranslated region variants in 15,708 individuals.",EXCLUDE,Genetic variant analysis
PMID:32471868,Genetic disruption of the small GTPase RAC1 prevents plexiform neurofibroma formation in mice with neurofibromatosis type 1.,INCLUDE,Animal model of NF1
PMID:32494228,Molecular targets for NF1-associated malignant peripheral nerve sheath tumor.,EXCLUDE,Molecular targets review
PMID:32514759,"Role, function and challenges of multidisciplinary centres for rare diseases exemplified for neurofibromatosis type 1 syndrome.",EXCLUDE,Multidisciplinary center description
PMID:32560571,Telocytes in the Normal and Pathological Peripheral Nervous System.,EXCLUDE,Descriptive review
PMID:32571896,Haploinsufficiency of the ,EXCLUDE,Incomplete title
PMID:32599735,From Genes to -Omics: The Evolving Molecular Landscape of Malignant Peripheral Nerve Sheath Tumor.,EXCLUDE,Molecular landscape review
PMID:32601387,A molecular basis for neurofibroma-associated skeletal manifestations in NF1.,EXCLUDE,Molecular basis description
PMID:32608378,Advanced pharmacological therapies for neurofibromatosis type 1-related tumors.,EXCLUDE,Pharmacological therapies review
PMID:32628746,NF1 optic pathway glioma: analyzing risk factors for visual outcome and indications to treat.,EXCLUDE,Clinical risk factor analysis
PMID:32630080,Non-Autogenous Innovative Reconstruction Method Following Mandibulectomy.,EXCLUDE,Surgical reconstruction method
PMID:32638973,Reduced bone mineral content and density in neurofibromatosis type 1 and its association with nutrient intake.,EXCLUDE,Clinical observation
PMID:32642666,The impact of host immune cells on the development of neurofibromatosis type 1: The abnormal immune system provides an immune microenvironment for tumorigenesis.,EXCLUDE,Immune system review
PMID:32642668,Brain tumors in Neurofibromatosis type 1.,EXCLUDE,Brain tumor review
PMID:32642684,The inflammatory microenvironment in vestibular schwannoma.,EXCLUDE,Inflammatory microenvironment review
PMID:32642733,KIF11 and KIF15 mitotic kinesins are potential therapeutic vulnerabilities for malignant peripheral nerve sheath tumors.,INCLUDE,Potential therapeutic targets
PMID:32642737,Assessing interobserver variability and accuracy in the histological diagnosis and classification of cutaneous neurofibromass.,INCLUDE,Histological diagnostic tool
PMID:32642739,Clinical trial design in neurofibromatosis type 1 as a model for other tumor predisposition syndromes.,INCLUDE,Clinical trial design methodology
PMID:32642740,Quality of life in patients with neurofibromatosis type 1 and 2 in Canada.,INCLUDE,Quality of life assessment tool
PMID:32642741,Effect of age and neurofibromatosis type 1 status on white matter integrity in the optic radiations.,EXCLUDE,Neuroimaging observation
PMID:32655935,Inherited syndromes involving pancreatic neuroendocrine tumors.,EXCLUDE,Inherited syndrome review
PMID:32657748,The Neurofibromatoses.,EXCLUDE,Neurofibromatosis review
PMID:32694667,Functional and morphological cardiovascular alterations associated with neurofibromatosis 1.,EXCLUDE,Cardiovascular alterations description
PMID:32697994,Structural Insights into the SPRED1-Neurofibromin-KRAS Complex and Disruption of SPRED1-Neurofibromin Interaction by Oncogenic EGFR.,EXCLUDE,Structural insights description
PMID:32699356,Murine models of IDH-wild-type glioblastoma exhibit spatial segregation of tumor initiation and manifestation during evolution.,INCLUDE,Murine tumor model
PMID:32733046,Congenital abnormalities of the retinal vasculature in neurofibromatosis type I.,EXCLUDE,Clinical observation
PMID:32733557,"Gene Expression, Network Analysis, and Drug Discovery of Neurofibromatosis Type 2-Associated Vestibular Schwannomas Based on Bioinformatics Analysis.",INCLUDE,Bioinformatics analysis tool
PMID:32733558,Secondary Prevention in Hereditary Breast and/or Ovarian Cancer Syndromes Other Than BRCA.,EXCLUDE,Cancer prevention review
PMID:32781282,Nf1 heterozygous mice recapitulate the anthropometric and metabolic features of human neurofibromatosis type 1.,INCLUDE,Animal model characterization
PMID:32801276,"Social Independence of Patients with Neurofibromatosis Type 2 in Japan: Analysis of a National Registry of Patients Receiving Medical Expense Subsidies, 2004-2013.",EXCLUDE,Social independence analysis
PMID:3280697,"Monoclonal antibody (AFH1) immunoreactive on morphologically abnormal basal melanocytes within dysplastic nevi, nevocellular nevus nests, and melanoma.",INCLUDE,Monoclonal antibody development
PMID:32814709,Phenotypic heterogeneity of neurofibromatosis type 1 in a large international registry.,EXCLUDE,Phenotype registry analysis
PMID:32839340,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific ,INCLUDE,Brain disruption animal model
PMID:32847614,Transcriptional regulatory networks of tumor-associated macrophages that drive malignancy in mesenchymal glioblastoma.,EXCLUDE,Transcriptional network review
PMID:32858845,Systems Biology Approaches Reveal Potential Phenotype-Modifier Genes in Neurofibromatosis Type 1.,INCLUDE,Systems biology analysis tool
PMID:32869517,Genome-wide association study of café-au-lait macule number in neurofibromatosis type 1.,INCLUDE,Genome-wide association study
PMID:32882803,"Special Issue: ""Genomics and Models of Nerve Sheath Tumors"".",EXCLUDE,Special issue description
PMID:32901776,Cutaneous manifestations in neurofibromatosis type 1.,EXCLUDE,Cutaneous manifestations review
PMID:32908010,Satisfaction from surgical treatment and its influence on the wellbeing of patients with Recklinghausen disease - preliminary report.,EXCLUDE,Surgical satisfaction survey
PMID:32948135,Anti-cancer agent 3-bromopyruvate reduces growth of MPNST and inhibits metabolic pathways in a representative in-vitro model.,INCLUDE,In vitro cancer model
PMID:32960816,Schwannoma development is mediated by Hippo pathway dysregulation and modified by RAS/MAPK signaling.,EXCLUDE,Schwannoma development mechanism
PMID:32977190,Motor cortical excitability and plasticity in patients with neurofibromatosis type 1.,EXCLUDE,Motor cortex excitability study
PMID:33023333,Serum-derived exosomes from neurofibromatosis type 1 congenital tibial pseudarthrosis impaired bone by promoting osteoclastogenesis and inhibiting osteogenesis.,EXCLUDE,Exosome characterization
PMID:33032988,Combined Inhibition of SHP2 and MEK Is Effective in Models of NF1-Deficient Malignant Peripheral Nerve Sheath Tumors.,INCLUDE,Cancer model and inhibition study
PMID:33061783,Subcutaneous neurofibroma as a cause of lameness in a warmblood horse: Neurofibroma in a horse.,EXCLUDE,Veterinary case report
PMID:33066259,Understanding the Biological Activities of Vitamin D in Type 1 Neurofibromatosis: New Insights into Disease Pathogenesis and Therapeutic Design.,EXCLUDE,Biological activity review
PMID:33078583,Cell autonomous requirement of neurofibromin (Nf1) for postnatal muscle hypertrophic growth and metabolic homeostasis.,INCLUDE,Cell autonomous requirement model
PMID:33080011,"Temporal, spatial, and genetic constraints contribute to the patterning and penetrance of murine neurofibromatosis-1 optic glioma.",INCLUDE,Genetic constraint analysis
PMID:33082502,Image segmentation of plexiform neurofibromas from a deep neural network using multiple b-value diffusion data.,INCLUDE,Image segmentation tool
PMID:33085177,The development of the PlexiQoL: A patient-reported outcome measure for adults with neurofibromatosis type 1-associated plexiform neurofibromas.,INCLUDE,Patient-reported outcome measure development
PMID:33094349,Genetic Events and Signaling Mechanisms Underlying Schwann Cell Fate in Development and Cancer.,EXCLUDE,Genetic mechanisms review
PMID:33117026,Neurofibromatosis Type 1: Ocular Electrophysiological and Perimetric Anomalies.,EXCLUDE,Ocular anomalies description
PMID:33121128,"Neurofibromin Structure, Functions and Regulation.",EXCLUDE,Protein structure review
PMID:33160273,Modeling tumors of the peripheral nervous system associated with Neurofibromatosis type 1: Reprogramming plexiform neurofibroma cells.,INCLUDE,Tumor cell reprogramming model
PMID:33197677,Effects of a mind-body program on symptoms of depression and perceived stress among adults with neurofibromatosis type 2 who are deaf: A live-video randomized controlled trial.,INCLUDE,Clinical intervention assessment tool
PMID:33209717,Germline predisposition to genitourinary rhabdomyosarcoma.,EXCLUDE,Cancer predisposition review
PMID:33233664,Importance of Cullin4 Ubiquitin Ligase in Malignant Pleural Mesothelioma.,EXCLUDE,Molecular mechanism review
PMID:33240020,Clinical picture and treatment of cutaneous lesions in patients with neurofibromatosis type 1.,EXCLUDE,Clinical lesion description
