_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,name
PMID:32839340,10.1073/pnas.2008391117,Brain-wide structural and functional disruption in mice with oligodendrocyte-specific ,,Plp-Cre (66) and Nf1 fl/+ (67) mice were maintained on a pure C57BL/6 background,0.85,Accept,Experimental Usage,C57BL/6
PMID:18367665,10.1124/jpet.107.135830,Induction of apoptosis in neurofibromatosis type 1 malignant peripheral nerve sheath tumor cell lines by a combination of novel farnesyl transferase inhibitors and lovastatin.,,Primary normal rat Schwann cells were isolated from the sciatic nerves of neonatal Sprague-Davey Rats and grown on poly-D-lysine coated coverslips,0.85,Accept,Experimental Usage,Sprague-Davey Rats
PMID:33356508,10.1177/0963689720964383,C6 Cell Injection into the Optic Nerve of Long-Evans Rats: A Short-Term Model of Optic Pathway Gliomas.,,Twenty-four domestic rats of the Long-Evans strain (age 4 weeks with approximate weight of 150 g) were used as control and test recipients,0.85,Accept,Experimental Usage,Long-Evans rats
PMID:15240917,10.1155/S1110724304308107,Survival of Human Neurofibroma in Immunodeficient Mice and Initial Results of Therapy With Pirfenidone.,,Mice with severe combined immunodeficiency (SCID) were used as recipients of human neurofibroma xenotransplants,0.85,Accept,Experimental Usage,SCID mice
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,,Nf1 +/− GFAP CKO (CKO) and control littermate Nf1 flox/flox (WT) mice were maintained on an inbred C57BL/6 background,0.9,Accept,Experimental Usage,Nf1+/− GFAP CKO mice
PMID:21963652,10.1016/j.expneurol.2011.09.005,PET imaging for attention deficit preclinical drug testing in neurofibromatosis-1 mice.,,Nf1 +/− GFAP CKO (CKO) and control littermate Nf1 flox/flox (WT) mice were maintained on an inbred C57BL/6 background,0.9,Accept,Experimental Usage,Nf1 flox/flox mice
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,"Transgenic lines used in this study were the ABWT (Zebrafish International Resource Center), Tg(HOTCre:Cas9) (a kind gift from Dr Wenbiao Chen, Vanderbilt University School of Medicine",0.95,Accept,Experimental Usage,Tg(HOTCre:Cas9)
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,"Transgenic lines used in this study were the ABWT (Zebrafish International Resource Center), Tg(HOTCre:Cas9) (a kind gift from Dr Wenbiao Chen, Vanderbilt University School of Medicine, Nashville, TN, USA), Tg(-7.2kb-sox10:mRFP)",0.95,Accept,Experimental Usage,Tg(-7.2kb-sox10:mRFP)
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,"Transgenic lines used in this study were the ABWT (Zebrafish International Resource Center), Tg(HOTCre:Cas9) (a kind gift from Dr Wenbiao Chen, Vanderbilt University School of Medicine, Nashville, TN, USA), Tg(-7.2kb-sox10:mRFP) and Tg(U6x:nf2a/b-4sgRNA) (generated at the Bronner laboratory, Caltech) lines.",0.95,Accept,Development,Tg(U6x:nf2a/b-4sgRNA)
PMID:39415595,10.1242/dmm.050862,Generation of a zebrafish neurofibromatosis model via inducible knockout of nf2a/b.,,Transgenic lines used in this study were the ABWT (Zebrafish International Resource Center),0.9,Accept,Experimental Usage,ABWT
PMID:37246765,10.1093/neuonc/noad097,Ex vivo to in vivo model of malignant peripheral nerve sheath tumors for precision oncology.,,Tumor tissue was implanted dorsally into 5- to 6-week-old NOD- Rag1 null IL2rg (NRG) mice.,0.9,Accept,Experimental Usage,NOD-Rag1 null IL2rg (NRG) mice
PMID:24375753,10.1002/ana.24093,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,,"Nf1 +/- GFAP CKO ( Nf1 flox/mut ;GFAP-Cre,  Nf1 -CKO) and littermate control ( Nf1 flox/flox ; CTL) mice were maintained on an inbred C57BL/6 background",0.9,Accept,Experimental Usage,"Nf1 +/- GFAP CKO (Nf1 flox/mut ;GFAP-Cre, Nf1 -CKO)"
PMID:24375753,10.1002/ana.24093,Sex Is a major determinant of neuronal dysfunction in neurofibromatosis type 1.,,"Nf1 +/- GFAP CKO ( Nf1 flox/mut ;GFAP-Cre,  Nf1 -CKO) and littermate control ( Nf1 flox/flox ; CTL) mice were maintained on an inbred C57BL/6 background",0.9,Accept,Experimental Usage,littermate control (Nf1 flox/flox ; CTL) mice
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,WT and Nf1 mice (herein called TetOff-Osx −/− Nf1 mice) were generated by crossing Osx −/− Nf1 flox/flox mice,0.9,Accept,Experimental Usage,Nf1Osx-/- mice
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,WT and Nf1 mice (herein called TetOff-Osx −/− Nf1 mice) were generated by crossing,0.9,Accept,Experimental Usage,TetOff-Osx−/− Nf1 mice
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,"were generated by crossing Osx −/− Nf1 flox/flox mice ( 11 ) and Osx -tTA, tetO -cre; Nf1 flox/flox mice",0.9,Accept,Experimental Usage,Osx−/− Nf1flox/flox mice
PMID:25043591,10.1002/jbmr.2316,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,,"crossing Osx −/− Nf1 flox/flox mice ( 11 ) and Osx -tTA, tetO -cre; Nf1 flox/flox mice ( 12 )",0.9,Accept,Experimental Usage,"Osx-tTA, tetO-cre; Nf1flox/flox mice"
PMID:24371224,10.1158/0008-5472.CAN-13-2062,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,,...germline knockout of one allele of each of these genes causes accelerated onset and progression of asbestos-induced malignant mesothelioma compared with asbestos-exposed Nf2(+/-) or wild-type mice...,0.9,Accept,Experimental Usage,Nf2(+/-) mice
PMID:24371224,10.1158/0008-5472.CAN-13-2062,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,,"...Ascites from some Nf2(+/-);Cdkn2a(+/-) mice exhibited large tumor spheroids, and tail vein injections of malignant mesothelioma cells established from these mice...",0.9,Accept,Experimental Usage,Cdkn2a(+/-) mice
PMID:24371224,10.1158/0008-5472.CAN-13-2062,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,,...malignant mesothelioma cells derived from Nf2(+/-);Cdkn2a(+/-) mice into severe combined immunodeficient mice produced tumors that penetrated the diaphragm...,0.95,Accept,Experimental Usage,Nf2(+/-);Cdkn2a(+/-) mice
PMID:24371224,10.1158/0008-5472.CAN-13-2062,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,,"p16/p19 (01XB2, FVB/N.129- +/− Cdkn2a ) mice ( tm1Rdp 6 ), obtained from the Mouse Models of Human Cancers Consortium, were crossed to Nf2 mice...",0.9,Accept,Experimental Usage,p16/p19(+/-) Cdkn2a(tm1Rdp) mice
PMID:24371224,10.1158/0008-5472.CAN-13-2062,Tumor suppressor alterations cooperate to drive aggressive mesotheliomas with enriched cancer stem cells via a p53-miR-34a-c-Met axis.,,...Intraperitoneal injections of malignant mesothelioma cells derived from Nf2(+/-);Cdkn2a(+/-) mice into severe combined immunodeficient mice produced tumors...,0.85,Accept,Experimental Usage,SCID mice
PMID:19144871,10.3181/0809-RM-275,Identification of erythrocyte p55/MPP1 as a binding partner of NF2 tumor suppressor protein/Merlin.,,The anti-p55 mouse monoclonal antibody was generated by immunizing BALB/c mice with the recombinant SH3-GUK segment,0.85,Accept,Experimental Usage,BALB/c mice
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,"Nf1 +/− and wildtype mice were generated as previously described ( 18 ). In brief, Nf1 +/− mice maintained in the 129/Sv background ( 19 ) were crossed with wild-type C57Bl/6 mice.",0.9,Accept,Experimental Usage,Nf1+/- mice
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,Nf1 +/− mice maintained in the 129/Sv background ( 19 ) were crossed with wild-type C57Bl/6 mice.,0.85,Accept,Experimental Usage,129/Sv background mice
PMID:23071067,10.1158/0008-5472.CAN-12-1728,Genetically mediated Nf1 loss in mice promotes diverse radiation-induced tumors modeling second malignant neoplasms.,,Nf1 +/− mice maintained in the 129/Sv background ( 19 ) were crossed with wild-type C57Bl/6 mice.,0.85,Accept,Experimental Usage,C57Bl/6 mice
PMID:16835260,10.1093/hmg/ddl165,Nf1+/- mast cells induce neurofibroma like phenotypes through secreted TGF-beta signaling.,,"Nf1 +/− mice were obtained from Dr Tyler Jacks at the Massachusetts Institute of Technology (Cambridge, MA, USA) in a C57BL/6J.129 background and backcrossed for 13 generations into a C57BL/6J strain",0.9,Accept,Experimental Usage,Nf1+/- mice
PMID:36241865,10.1038/s12276-022-00850-9,Transplanting neurofibromatosis-1 gene knockout neural stem cells improve functional recovery in rats with spinal cord injury by enhancing the mTORC2 pathway.,,"NSCs were obtained from the fetal brains of embryonic Day 14 pregnant Sprague‒Dawley rats (Experimental Animal Center of Southern Medical University, Guangzhou, China)",0.85,Accept,Experimental Usage,Sprague‒Dawley rats
PMID:24817309,10.1371/journal.pone.0097320,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,,Nf2 flox/flox mice carrying a LoxP insertion in the Nf2 gene [13] were maintained at the Washington University School of Medicine.,0.9,Accept,Experimental Usage,Nf2 flox/flox mice
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,"Three independent Cre transgenic strains under the control of hGFAP, Math1 and L7 promoters were utilized to target an Nf1 mutation into different cell lineages",0.9,Accept,Experimental Usage,hGFAP-cre transgenic mice
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,"Three independent Cre transgenic strains under the control of hGFAP, Math1 and L7 promoters were utilized to target an Nf1 mutation into different cell lineages",0.9,Accept,Experimental Usage,Math1-cre transgenic mice
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,"Three independent Cre transgenic strains under the control of hGFAP, Math1 and L7 promoters were utilized to target an Nf1 mutation into different cell lineages",0.9,Accept,Experimental Usage,L7-cre transgenic mice
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,The control mice for Nf1 hGFAP CKO mice are a pool of phenotypically indistinguishable mice: hGFAP-cre-; Nf1 flox/flox,0.95,Accept,Experimental Usage,Nf1 flox/flox mice
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,Tamoxifen inducible strain Nf1 NcreER CKO is described in later sections along with the tamoxifen administration protocol,0.9,Accept,Experimental Usage,Nestin-creER transgenic mice
PMID:25535838,10.7554/eLife.05151,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,,"The R26 LacZR allele was introduced to the control, Nf1 hGFAP CKO, Nf1 Math1 CKO, Nf1 L7 CKO and Nf1 NcreER CKO mice as a reporter",0.9,Accept,Experimental Usage,R26 LacZR reporter mice
PMID:40507334,10.3390/cancers17111852,Development of a Novel Biomarker Platform for Profiling Key Protein-Protein Interactions to Predict the Efficacy of BH3-Mimetic Drugs.,,"PRIMABs were generated following immunization with the immunogen in an emulsion mix with complete Freund's adjuvant into DiversimAb mice (Abveris Inc., Quincy, MA, USA).",0.85,Accept,Experimental Usage,DiversimAb mice
PMID:26190969,10.3389/fncel.2015.00234,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",,"Generation of the Fmr1 KO (Mientjes et al., 2006)...Calyces from both Tsc1(+/-) and from Fmr1 knock-out (KO) mice showed increased volume",0.85,Accept,Experimental Usage,Fmr1 KO mice
PMID:26190969,10.3389/fncel.2015.00234,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",,"Generation of the...Nf1 (+/- Jacks et al., 1994)...In MNTB principal neurons of Nf1 (+/-) mice the average delay between EPSPs and APs was slightly smaller",0.9,Accept,Experimental Usage,Nf1 (+/-) mice
PMID:26190969,10.3389/fncel.2015.00234,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",,"H-ras mice (G12V Schuhmacher et al., 2008) has been described previously",0.85,Accept,Experimental Usage,H-ras G12V mice
PMID:26190969,10.3389/fncel.2015.00234,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",,"Tsc1 animals were obtained by crossing the +/- Tsc1 line (f/+ Meikle et al., 2005)...Calyces from both Tsc1(+/-) and from Fmr1 knock-out (KO) mice showed increased volume",0.85,Accept,Experimental Usage,Tsc1 (+/-) mice
PMID:26190969,10.3389/fncel.2015.00234,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",,Animals were all backcrossed (for at least 10 times) and maintained in C57BL/6J (Harlan),0.8,Accept,Experimental Usage,C57BL/6J strain
PMID:25639352,10.1002/jbmr.2447,Neural Crest-Specific TSC1 Deletion in Mice Leads to Sclerotic Craniofacial Bone Lesion.,,"The floxed Tsc1 (Tsc1 flox/flox), P0-Cre (line A), Rosa 26 transgenic mice were described previously",0.9,Accept,Experimental Usage,Tsc1 flox/flox mice
PMID:25639352,10.1002/jbmr.2447,Neural Crest-Specific TSC1 Deletion in Mice Leads to Sclerotic Craniofacial Bone Lesion.,,Tsc1 flox/flox mice were mated with P0-Cre mice to generate Tsc1 flox/flox;P0-Cre mice,0.9,Accept,Experimental Usage,P0-Cre mice
PMID:25639352,10.1002/jbmr.2447,Neural Crest-Specific TSC1 Deletion in Mice Leads to Sclerotic Craniofacial Bone Lesion.,,"The floxed Tsc1 (Tsc1 flox/flox), P0-Cre (line A), Rosa 26 transgenic mice were described previously",0.9,Accept,Experimental Usage,Rosa 26 transgenic mice
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,"To generate B6 paternal F1 hybrids on a B6XA background, we crossed B6-Nf1−/+;Trp53−/+cis males to wild-type A/J females.",0.9,Accept,Experimental Usage,B6-Nf1−/+;Trp53−/+cis
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,"To generate B6X129S4 F1 hybrids, 129S4-Nf1−/+;Trp53−/+cis mice were crossed to wild-type B6.",0.9,Accept,Experimental Usage,129S4-Nf1−/+;Trp53−/+cis
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,"We purchased wild-type A/J from Jackson Laboratory (Bar Harbor, ME)",0.85,Accept,Experimental Usage,A/J
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,The B6-Nf1−/+;Trp53−/+cis we used to generate the B6XA/J F1 hybrids have been backcrossed approximately 30 generations onto C57BL/6J.,0.85,Accept,Experimental Usage,C57BL/6J
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,The 129S4-Nf1−/+;Trp53−/+cis we used to generate the F1 hybrids have been maintained on inbred 129S4 since the generation of the knockout Nf1 and Trp53 alleles.,0.85,Accept,Experimental Usage,129S4
PMID:22811580,10.1158/1078-0432.CCR-12-1072,Ras-driven transcriptome analysis identifies aurora kinase A as a potential malignant peripheral nerve sheath tumor therapeutic target.,,"we created a transgenic mouse model, CNP-HRas12V, expressing constitutively active HRas in Schwann cells",0.95,Accept,Development,CNP-HRas12V
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,"...we studied a NF1 minipig model (NF1+/ex42del) and 4 littermate wildtypes, were systematically imaged at 4-, 8-, and 12-months of age...",0.95,Accept,Experimental Usage,NF1+/ex42del minipig model
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,"12 Yucatan minipigs (6 female, 6 male), 8 heterozygous for NF1 (NF1+/ex42del) and 4 littermate wildtypes...",0.9,Accept,Experimental Usage,Yucatan minipigs
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,"Nf1+/− mice were obtained from Dr. Tyler Jacks at the Massachusetts Institute of Technology (Cambridge, MA)",0.9,Accept,Experimental Usage,Nf1+/− mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,Nf1flox/flox mice were provided by Dr. Luis Parada at the University of Texas Southwestern Medical Center,0.9,Accept,Experimental Usage,Nf1flox/flox mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,3.9kb (peri-EGFP/Cre PeriCre) transgenic mice were generated as described elsewhere,0.85,Accept,Experimental Usage,PeriCre transgenic mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,Col2.3Cre transgenic mice were generated as described elsewhere,0.85,Accept,Experimental Usage,Col2.3Cre transgenic mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,adult PeriCre transgenic mice were crossed with ROSA26 reporter mice,0.8,Accept,Experimental Usage,ROSA26 reporter mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,"The C57BL/6-TgN(ACTbEGFP) 1Osb transgenic mouse line was obtained from Jackson Laboratory, Bar Harbor, Maine",0.9,Accept,Experimental Usage,C57BL/6-TgN(ACTbEGFP) 1Osb transgenic mouse line
PMID:24786638,10.1016/j.ygyno.2014.04.044,Analyses of merlin/NF2 connection to FAK inhibitor responsiveness in serous ovarian cancer.,,Female C57Bl6 TgMISIIR-TAg-low mice were housed in pathogen-free conditions according to Association for the Assessment and Accreditation for Laboratory Animal Care guidelines,0.95,Accept,Experimental Usage,C57Bl6 TgMISIIR-TAg-low mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,WT and Col2-Nf1 KO mice were generated by crossing Nf1 flox/flox mice and Nf1 flox/+; α1(II) collagen-Cre breeders,0.9,Accept,Experimental Usage,Nf1 flox/flox mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,WT and Col2-Nf1 KO mice were generated by crossing Nf1 flox/flox mice and Nf1 flox/+; α1(II) collagen-Cre breeders,0.9,Accept,Experimental Usage,α1(II) collagen-Cre mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,Osx-Nf1 KO mice were generated by breeding doxycycline-fed Osx-cre; Nf1 flox/flox mice with Nf1 flox/flox breeders,0.9,Accept,Experimental Usage,Osx-cre mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,The dose of 8.2 mg.kg−1 per day was selected because it was previously shown to be efficacious in short-term (16 days) efficacy study in Akp2−/− mice,0.85,Accept,Citation Only,Akp2−/− mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,"Nf1+/-GFAP CKO (Nf1flox/-; GFAP-Cre), Nf1+/-GFAP CKO-TK (Nf1flox/-; GFAP-Cre; CD11b-TK), CD11b-TK mice were all maintained on a C57BL/6 background",0.9,Accept,Experimental Usage,Nf1+/-GFAP CKO mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,"we used CD11b-TK mice, in which resident brain microglia (CD11b+, CD68+, Iba1+, CD45low cells) can be ablated at specific times after ganciclovir administration",0.9,Accept,Experimental Usage,CD11b-TK mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,"(Cx3cr1+/GFP23), wild type (WT) and Nf1+/-;Cx3cr1+/GFP mice were all maintained on a C57BL/6 background",0.9,Accept,Experimental Usage,Cx3cr1+/GFP mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,wild type (WT) and Nf1+/-;Cx3cr1+/GFP mice were all maintained on a C57BL/6 background. The Nf1+/- optic gliomas lack the Rosenthal fibers,0.85,Accept,Experimental Usage,Nf1+/- mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,Studies with Nf1 +/− mice were performed in 129T2/SvEmsJ-C57BL/6 F1 hybrids generated. WT littermates were used as controls.,0.9,Accept,Experimental Usage,Nf1+/- mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,Studies with Nf1 +/− mice were performed in 129T2/SvEmsJ-C57BL/6 F1 hybrids generated.,0.85,Accept,Experimental Usage,129T2/SvEmsJ-C57BL/6 F1 hybrids
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,synapsin 1-Cre mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,GFAP-Cre mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,αCaMKII-Cre mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,Dlx5/6-Cre mice
PMID:25877069,10.1007/s11626-015-9885-z,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,,"We generated SV40-immortalized cell lines derived from wild-type (WT) and neurofibromatosis 2 (merlin) heterozygote (Nf2+/-) mice, both on a commonly used genetic background, C57Bl/6J.",0.85,Accept,Experimental Usage,Nf2+/- mice
PMID:25877069,10.1007/s11626-015-9885-z,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,,"both on a commonly used genetic background, C57Bl/6J. All immortalized mesothelial clones consistently grow in DMEM supplemented with fetal bovine serum.",0.9,Accept,Experimental Usage,C57Bl/6J
PMID:18632626,10.1158/0008-5472.CAN-08-0190,Merlin is a potent inhibitor of glioma growth.,,"1 × 10 6 glioma cells were injected into each immunocompromised B6.129S7-Rag1 tmMom (Rag1, Jackson Laboratories) mouse",0.9,Accept,Experimental Usage,B6.129S7-Rag1 tmMom
PMID:37817770,10.3389/fonc.2023.1253659,Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model.,,...3.83-year-old male NF1 pig harboring an NF1 exon a31 excision producing an alternatively spliced NF1 allele...,0.85,Accept,Experimental Usage,NF1 porcine model
PMID:16524466,10.1186/1471-2202-7-22,Cognitive dysfunction in NF1 knock-out mice may result from altered vesicular trafficking of APP/DRD3 complex.,,"Nf1 +/- mice were purchased from Jackson Laboratory (symbol Nf1 ) [ tm 1 Fcr 22 ]. Breeder pairs were allowed to mate, and offspring were collected at postnatal days 10, 15, and 20.",0.95,Accept,Experimental Usage,Nf1+/- mice (Jackson Laboratory symbol Nf1tm1Fcr)
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"The TetO-YAP line (Camargo et al., 2007) was provided by Thijn R. Brummelkamp and Fernando D. Camargo",0.9,Accept,Experimental Usage,TetO-YAP line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"Sox10-rtTA line (Ludwig et al., 2004) was a gift from Michael Wegner",0.9,Accept,Experimental Usage,Sox10-rtTA line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,Wnt1-Cre (Stock No: 007807) and Axin2-rtTA (Stock No: 016997) lines were obtained from the Jackson Laboratory,0.9,Accept,Experimental Usage,Wnt1-Cre
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,Wnt1-Cre (Stock No: 007807) and Axin2-rtTA (Stock No: 016997) lines were obtained from the Jackson Laboratory,0.9,Accept,Experimental Usage,Axin2-rtTA
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"The Yap line (Flox/Flox Xin et al., 2011) was provided by Eric N. Olson",0.9,Accept,Experimental Usage,Yap Flox/Flox line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"The Nf2 line has been described previously (Flox/Flox Giovannini et al., 2000)",0.95,Accept,Experimental Usage,Nf2 Flox/Flox line
