pmid,title,is_research,screening_reasoning
26904939,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,True,Insertional mutagenesis screening
26908603,NF1 germline mutation differentially dictates optic glioma formation and growth in neurofibromatosis-1.,True,Genetic mutation analysis
27021207,Acceptance and commitment therapy in youth with neurofibromatosis type 1 (NF1) and chronic pain and their parents: A pilot study of feasibility and preliminary efficacy.,True,Clinical assessment tool (therapy feasibility)
27078850,Whole exome sequencing of urachal adenocarcinoma reveals recurrent NF1 mutations.,True,Whole exome sequencing method
27081657,A randomized placebo-controlled lovastatin trial for neurobehavioral function in neurofibromatosis I.,True,Clinical trial with assessment tool
27103823,Triterpenoid saponin flaccidoside II from Anemone flaccida triggers apoptosis of NF1-associated malignant peripheral nerve sheath tumors via the MAPK-HO-1 pathway.,True,Drug screening method
27159396,Cotargeting MNK and MEK kinases induces the regression of NF1-mutant cancers.,True,Drug targeting computational method
27216189,YAP Mediates Tumorigenesis in Neurofibromatosis Type 2 by Promoting Cell Survival and Proliferation through a COX-2-EGFR Signaling Axis.,True,Molecular signaling mechanism
27285107,Merlin inhibits Wnt/β-catenin signaling by blocking LRP6 phosphorylation.,True,Molecular signaling mechanism
27313208,The neurofibromin recruitment factor Spred1 binds to the GAP related domain without affecting Ras inactivation.,True,Molecular protein interaction study
27345717,"Merlin, a regulator of Hippo signaling, regulates Wnt/β-catenin signaling.",True,Molecular signaling mechanism
27363027,Crizotinib inhibits NF2-associated schwannoma through inhibition of focal adhesion kinase 1.,True,Drug screening method
27385209,"Co-expression modules of NF1, PTEN and sprouty enable distinction of adult diffuse gliomas according to pathway activities of receptor tyrosine kinases.",True,Computational pathway analysis tool
27418650,Stat5 is critical for the development and maintenance of myeloproliferative neoplasm initiated by Nf1 deficiency.,True,Animal model (Nf1 deficiency)
27458360,COMT Val(158)Met Polymorphism Is Associated with Verbal Working Memory in Neurofibromatosis Type 1.,True,Genetic polymorphism analysis
27467574,Neuron-Specific Deletion of the Nf2 Tumor Suppressor Impairs Functional Nerve Regeneration.,True,Animal model (neuron-specific deletion)
27527646,Neurocognitive outcomes in neurofibromatosis clinical trials: Recommendations for the domain of attention.,True,Clinical trial recommendation tool
27527648,Patient-reported outcomes of pain and physical functioning in neurofibromatosis clinical trials.,True,Patient-reported outcome tool
27551454,Tumor suppressor Nf2/merlin drives Schwann cell changes following electromagnetic field exposure through Hippo-dependent mechanisms.,True,Molecular mechanism study
27588404,Characterizing the immune microenvironment of malignant peripheral nerve sheath tumor by PD-L1 expression and presence of CD8+ tumor infiltrating lymphocytes.,True,Immunohistochemical analysis tool
27655679,Comprehensive adipocytic and neurogenic tissue microarray analysis of NY-ESO-1 expression - a promising immunotherapy target in malignant peripheral nerve sheath tumor and liposarcoma.,True,Tissue microarray analysis
27706810,"Antitumor effects of 4-methylumbelliferone, a hyaluronan synthesis inhibitor, on malignant peripheral nerve sheath tumor.",True,Drug screening method
27741517,"Ral A, via activating the mitotic checkpoint, sensitizes cells lacking a functional Nf1 to apoptosis in the absence of protein kinase C.",True,Molecular signaling mechanism
27748759,EGFR-Stat3 signalling in nerve glial cells modifies neurofibroma initiation.,True,Molecular signaling mechanism
27755359,Inhibiting p21-Activated Kinase Induces Cell Death in Vestibular Schwannoma and Meningioma via Mitotic Catastrophe.,True,Drug screening method
27760236,Disease Burden and Symptom Structure of Autism in Neurofibromatosis Type 1: A Study of the International NF1-ASD Consortium Team (INFACT).,True,Clinical assessment tool
27773571,NF1 Is a Direct G Protein Effector Essential for Opioid Signaling to Ras in the Striatum.,True,Molecular signaling mechanism
27791021,Physical interaction between neurofibromin and serotonin 5-HT6 receptor promotes receptor constitutive activity.,True,Protein interaction study
27833160,Photothermal therapy improves the efficacy of a MEK inhibitor in neurofibromatosis type 1-associated malignant peripheral nerve sheath tumors.,True,Drug combination method
27913619,The Caenorhabditis elegans NF2/Merlin Molecule NFM-1 Nonautonomously Regulates Neuroblast Migration and Interacts Genetically with the Guidance Cue SLT-1/Slit.,True,Animal model (C. elegans)
27920939,Epigenetic mechanisms drive the progression of neurofibromas to malignant peripheral nerve sheath tumors.,True,Epigenetic mechanism study
27923908,Estrogen activation of microglia underlies the sexually dimorphic differences in Nf1 optic glioma-induced retinal pathology.,True,Animal model (sex differences)
27927008,MicroRNA-296-5p Promotes Invasiveness through Downregulation of Nerve Growth Factor Receptor and Caspase-8.,True,Molecular mechanism study
27956228,Genome-Wide CRISPR Screen Identifies Regulators of Mitogen-Activated Protein Kinase as Suppressors of Liver Tumors in Mice.,True,CRISPR screening method
27956565,Randomized placebo-controlled study of lovastatin in children with neurofibromatosis type 1.,True,Clinical trial with assessment tool
27999334,Hybridization Capture-Based Next-Generation Sequencing to Evaluate Coding Sequence and Deep Intronic Mutations in the NF1 Gene.,True,Genetic sequencing method
28029918,Activity of Selumetinib in Neurofibromatosis Type 1-Related Plexiform Neurofibromas.,True,Drug efficacy study
28039362,Defining the temporal course of murine neurofibromatosis-1 optic gliomagenesis reveals a therapeutic window to attenuate retinal dysfunction.,True,Animal model (temporal analysis)
28051113,"A comprehensive custom panel design for routine hereditary cancer testing: preserving control, improving diagnostics and revealing a complex variation landscape.",True,Genetic panel design tool
28065690,Medium throughput biochemical compound screening identifies novel agents for pharmacotherapy of neurofibromatosis type 1.,True,Drug screening method
28067315,KANK1 inhibits cell growth by inducing apoptosis through regulating CXXC5 in human malignant peripheral nerve sheath tumors.,True,Molecular mechanism study
28068329,The primacy of NF1 loss as the driver of tumorigenesis in neurofibromatosis type 1-associated plexiform neurofibromas.,True,Molecular mechanism study
28099845,Absence of Neurofibromin Induces an Oncogenic Metabolic Switch via Mitochondrial ERK-Mediated Phosphorylation of the Chaperone TRAP1.,True,Metabolic mechanism study
28126595,Global Proteome and Phospho-proteome Analysis of Merlin-deficient Meningioma and Schwannoma Identifies PDLIM2 as a Novel Therapeutic Target.,True,Proteome analysis method
28166733,A machine learning classifier trained on cancer transcriptomes detects NF1 inactivation signal in glioblastoma.,True,Machine learning classification tool
28191549,Rationally combining anti-VEGF therapy with radiation in NF2 schwannoma.,True,Drug combination method
28193237,Evaluation of quality of life in adults with neurofibromatosis 1 (NF1) using the Impact of NF1 on Quality Of Life (INF1-QOL) questionnaire.,True,Quality of life assessment tool
28195122,Integrated genomic analyses of de novo pathways underlying atypical meningiomas.,True,Genomic analysis method
28256556,An inflammatory gene signature distinguishes neurofibroma Schwann cells and macrophages from cells in the normal peripheral nervous system.,True,Inflammatory gene signature tool
28392281,Human stem cell modeling in neurofibromatosis type 1 (NF1).,True,Human stem cell modeling
28398289,A high-throughput molecular data resource for cutaneous neurofibromas.,True,High-throughput molecular data resource
28423318,Oligodendrocyte Nf1 Controls Aberrant Notch Activation and Regulates Myelin Structure and Behavior.,True,Genetic/molecular research tool
28425622,Targeted Disruption of NF1 in Osteocytes Increases FGF23 and Osteoid With Osteomalacia-like Bone Phenotype.,True,Genetic disruption model
28427224,Ponatinib promotes a G1 cell-cycle arrest of merlin/NF2-deficient human schwann cells.,True,Cell line experimental method
28454108,Telomere erosion in NF1 tumorigenesis.,True,Genetic mechanism study
28468780,Combined Inhibition of NEDD8-Activating Enzyme and mTOR Suppresses NF2 Loss-Driven Tumorigenesis.,True,Molecular inhibition method
28489286,Sustained activation of ERK1/2 MAPK in Schwann cells causes corneal neurofibroma.,True,Molecular signaling mechanism
28502478,The Cellular Retinoic Acid Binding Protein 2 Promotes Survival of Malignant Peripheral Nerve Sheath Tumor Cells.,True,Molecular survival mechanism
28525381,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,True,Cell origin research model
28529006,Validation of a Next-Generation Sequencing Pipeline for the Molecular Diagnosis of Multiple Inherited Cancer Predisposing Syndromes.,True,Next-generation sequencing pipeline
28542306,Gene signature associated with benign neurofibroma transformation to malignant peripheral nerve sheath tumors.,True,Gene signature identification
28548933,KIR2DL5 mutation and loss underlies sporadic dermal neurofibroma pathogenesis and growth.,True,Genetic mutation analysis
28558025,Doxycycline potentiates antitumor effect of 5-aminolevulinic acid-mediated photodynamic therapy in malignant peripheral nerve sheath tumor cells.,True,Drug mechanism study
28566755,Merlin is required for coordinating proliferation of two stem cell lineages in the Drosophila testis.,True,Genetic research model
28589254,Characterisation of malignant peripheral nerve sheath tumours in neurofibromatosis-1 using heterogeneity analysis of (18)F-FDG PET.,True,Tumor characterization method
28595424,Animal models of meningiomas.,True,Animal model development
28608929,High-grade serous carcinomas arise in the mouse oviduct via defects linked to the human disease.,True,Animal disease model
28610844,Overexpression of eIF4F components in meningiomas and suppression of meningioma cell growth by inhibiting translation initiation.,True,Molecular inhibition method
28637487,The NF1 somatic mutational landscape in sporadic human cancers.,True,Somatic mutation landscape
28644838,"Characterization and utilization of an international neurofibromatosis web-based, patient-entered registry: An observational study.",True,Patient registry development
28725547,Spatial working memory in neurofibromatosis 1: Altered neural activity and functional connectivity.,True,Neuroimaging research method
28729415,An Essential Role for the Tumor-Suppressor Merlin in Regulating Fatty Acid Synthesis.,True,Molecular mechanism study
28735371,Identifying Symptoms of Distress in Youth Living with Neurofibromatosis Type 1 (NF1).,True,Clinical assessment tool
28753199,Erratum: Capturing the wide variety of impaired fracture healing phenotypes in Neurofibromatosis Type 1 with eight key factors: a computational study.,True,Computational modeling
28764788,Regulation of human glioma cell apoptosis and invasion by miR-152-3p through targeting DNMT1 and regulating NF2 : MiR-152-3p regulate glioma cell apoptosis and invasion.,True,Molecular mechanism study
28776579,Significance of H3K27me3 loss in the diagnosis of malignant peripheral nerve sheath tumors.,True,Diagnostic marker study
28783719,Tumours with class 3 BRAF mutants are sensitive to the inhibition of activated RAS.,True,Molecular inhibition method
28783725,A Braf kinase-inactive mutant induces lung adenocarcinoma.,True,Genetic mutation model
28789444,p53 performs an essential role in mediating the oncogenic stimulus triggered by loss of expression of neurofibromatosis type 2 during in vitro tumor progression.,True,Molecular mechanism study
28813519,"Expression and inhibition of BRD4, EZH2 and TOP2A in neurofibromas and malignant peripheral nerve sheath tumors.",True,Molecular expression study
28831766,NMR resonance assignments of the EVH1 domain of neurofibromin's recruitment factor Spred1.,True,Molecular structural analysis
2884037,Genetic linkage of von Recklinghausen neurofibromatosis to the nerve growth factor receptor gene.,True,Genetic linkage study
28846462,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models.,True,Immunohistochemical marker development
28848060,Genetic Severity Score predicts clinical phenotype in NF2.,True,Genetic severity scoring
2889831,A genomic search for linkage of neurofibromatosis to RFLPs.,True,Genetic linkage study
28923059,Osteoglycin promotes meningioma development through downregulation of NF2 and activation of mTOR signaling.,True,Molecular mechanism study
2896631,Linkage analysis of von Recklinghausen neurofibromatosis to DNA markers on chromosome 17.,True,Genetic linkage study
28972170,β1 integrin-dependent Rac/group I PAK signaling mediates YAP activation of Yes-associated protein 1 (YAP1) via NF2/merlin.,True,Molecular signaling mechanism
29032173,The reduced osteogenic potential of Nf1-deficient osteoprogenitors is EGFR-independent.,True,Genetic mechanism study
29131833,MEK inhibitors enhance therapeutic response towards ATRA in NF1 associated malignant peripheral nerve sheath tumors (MPNST) in-vitro.,True,Drug mechanism study
29137242,Immune profiling of NF1-associated tumors reveals histologic subtype distinctions and heterogeneity: implications for immunotherapy.,True,Immune profiling method
29179212,LukS-PV-Regulated MicroRNA-125a-3p Promotes THP-1 Macrophages Differentiation and Apoptosis by Down-Regulating NF1 and Bcl-2.,True,Molecular mechanism study
29179472,"BCRP expression in schwannoma, plexiform neurofibroma and MPNST.",True,Molecular expression study
29185159,"The effect of estradiol, testosterone, and human chorionic gonadotropin on the proliferation of Schwann cells with NF1 (+/-) or NF1 (-/-) genotype derived from human cutaneous neurofibromas.",True,Cell proliferation mechanism
29206885,Does elevated glucose metabolism correlate with higher cell density in Neurofibromatosis type 1 associated peripheral nerve sheath tumors?,True,Metabolic mechanism study
29249622,Differential Expression of NF2 in Neuroepithelial Compartments Is Necessary for Mammalian Eye Development.,True,Genetic developmental model
29290338,Genotype-Phenotype Correlation in NF1: Evidence for a More Severe Phenotype Associated with Missense Mutations Affecting NF1 Codons 844-848.,True,Genotype-phenotype correlation
29351992,Involvement of Aryl hydrocarbon receptor in myelination and in human nerve sheath tumorigenesis.,True,Molecular mechanism study
29354122,Neurofibromin 1 Impairs Natural Killer T-Cell-Dependent Antitumor Immunity against a T-Cell Lymphoma.,True,Immunological mechanism study
29402968,Integrating Functional Analysis in the Next-Generation Sequencing Diagnostic Pipeline of RASopathies.,True,Functional analysis method
29408605,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,True,Genetic mechanism study
29409008,"Targeted next-generation sequencing for differential diagnosis of neurofibromatosis type 2, schwannomatosis, and meningiomatosis.",True,Targeted sequencing method
29409029,The characteristics of 76 atypical neurofibromas as precursors to neurofibromatosis 1 associated malignant peripheral nerve sheath tumors.,True,Tumor characterization method
29415745,Cutaneous neurofibromas in Neurofibromatosis type I: a quantitative natural history study.,True,Quantitative natural history study
29423604,Autism Spectrum Disorder in an Unselected Cohort of Children with Neurofibromatosis Type 1 (NF1).,True,Clinical assessment tool
29426343,Differences in MWCNT- and SWCNT-induced DNA methylation alterations in association with the nuclear deposition.,True,Molecular mechanism study
29440379,Targeting the cMET pathway augments radiation response without adverse effect on hearing in NF2 schwannoma models.,True,Molecular pathway study
29493886,Increased expression of miR-641 contributes to erlotinib resistance in non-small-cell lung cancer cells by targeting NF1.,True,Molecular mechanism study
29515781,CXCR4: A new player in vestibular schwannoma pathogenesis.,True,Molecular pathway study
29566645,"Oscillatory motor patterning is impaired in neurofibromatosis type 1: a behavioural, EEG and fMRI study.",True,Neuroimaging research method
29570943,"The Relationship Between Heart Rate Variability, Psychological Flexibility, and Pain in Neurofibromatosis Type 1.",True,Clinical assessment tool
29587439,NF2/Merlin Inactivation and Potential Therapeutic Targets in Mesothelioma.,True,Molecular mechanism study
29590612,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,True,Molecular mechanism study
29596064,Contributions of inflammation and tumor microenvironment to neurofibroma tumorigenesis.,True,Inflammation research tool development
29626191,Lipid binding promotes the open conformation and tumor-suppressive activity of neurofibromin 2.,True,Protein conformation research method
29629523,Attention Deficit Hyperactivity Disorder in Neurofibromatosis Type 1: Evaluation with a Continuous Performance Test.,True,Clinical assessment tool (performance test)
29632086,Athymic mice reveal a requirement for T-cell-microglia interactions in establishing a microenvironment supportive of Nf1 low-grade glioma growth.,True,Animal model research
29649040,Improvement in Patient-reported Hearing After Treatment With Bevacizumab in People With Neurofibromatosis Type 2.,True,Clinical assessment tool (patient-reported outcome)
29662612,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,True,Metabolic research method
29666462,Tranilast inhibits the expression of genes related to epithelial-mesenchymal transition and angiogenesis in neurofibromin-deficient cells.,True,Gene expression research method
29670214,Restoring functional neurofibromin by protein transduction.,True,Protein transduction method
29692918,Bevacizumab in neurofibromatosis type 2 (NF2) related vestibular schwannomas: a nationally coordinated approach to delivery and prospective evaluation.,True,Clinical evaluation approach
29704429,Insights into optic pathway glioma vision loss from mouse models of neurofibromatosis type 1.,True,Animal model research
29715273,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,True,Cell biology research method
29787563,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,True,Computational network analysis tool
29847659,Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization.,True,Endothelial cell research method
29897904,Traditional and systems biology based drug discovery for the rare tumor syndrome neurofibromatosis type 2.,True,Drug discovery computational approach
29914349,Social skills in children with RASopathies: a comparison of Noonan syndrome and neurofibromatosis type 1.,True,Clinical assessment tool (social skills)
29925695,A porcine model of neurofibromatosis type 1 that mimics the human disease.,True,Animal model development
29941005,Increased extracellular matrix deposition during chondrogenic differentiation of dental pulp stem cells from individuals with neurofibromatosis type 1: an in vitro 2D and 3D study.,True,Cell culture and 3D model research
29958847,Radiomic biomarkers informative of cancerous transformation in neurofibromatosis-1 plexiform tumors.,True,Radiomics computational tool
29982664,EPH receptor signaling as a novel therapeutic target in NF2-deficient meningioma.,True,Therapeutic target identification
30055648,Testing ATRA and MEK inhibitor PD0325901 effectiveness in a nude mouse model for human MPNST xenografts.,True,Patient-derived xenograft model
30112810,Targeting of AKT/ERK/CTNNB1 by DAW22 as a potential therapeutic compound for malignant peripheral nerve sheath tumor.,True,Drug targeting research method
30143526,Merlin/ERM proteins regulate growth factor-induced macropinocytosis and receptor recycling by organizing the plasma membrane:cytoskeleton interface.,True,Cellular mechanism research method
30166301,Effects of methylphenidate on cognition and behaviour in children with neurofibromatosis type 1: a study protocol for a randomised placebo-controlled crossover trial.,True,Clinical assessment tool (trial protocol)
30179114,Abnormal Morphology of Select Cortical and Subcortical Regions in Neurofibromatosis Type 1.,True,Neuroimaging research method
30181519,Targeting Difficult Protein-Protein Interactions with Plain and General Computational Approaches.,True,Computational protein interaction tool
30192842,Use of machine learning to predict cognitive performance based on brain metabolism in Neurofibromatosis type 1.,True,Machine learning computational tool
30271432,Confocal Microscopy Predicts the Risk of Recurrence and Malignant Transformation of Mucocutaneous Neurofibromas in NF-1: An Observational Study.,True,Microscopy assessment tool
30274821,Synergistic effect of Nutlin-3 combined with MG-132 on schwannoma cells through restoration of merlin and p53 tumour suppressors.,True,Drug screening method
30274822,Exhaustive non-synonymous variants functionality prediction enables high resolution characterization of the neurofibromin architecture.,True,Computational genetic analysis tool
30284154,"Treatment of Disfiguring Cutaneous Lesions in Neurofibromatosis-1 with Everolimus: A Phase II, Open-Label, Single-Arm Trial.",True,Clinical drug trial
30290804,Genetic diagnosis of neurofibromatosis type 1: targeted next- generation sequencing with Multiple Ligation-Dependent Probe Amplification analysis.,True,Genetic diagnostic tool
30335132,A proteasome-resistant fragment of NIK mediates oncogenic NF-κB signaling in schwannomas.,True,Molecular signaling research method
30381327,Identification of a Specific Translational Machinery via TCTP-EF1A2 Interaction Regulating NF1-associated Tumor Growth by Affinity Purification and Data-independent Mass Spectrometry Acquisition (AP-DIA).,True,Proteomic research method
30470263,Tonic ATP-mediated growth suppression in peripheral nerve glia requires arrestin-PP2 and is evaded in NF1.,True,Cellular signaling research method
30478285,Usp9X Regulates Cell Death in Malignant Peripheral Nerve Sheath Tumors.,True,Molecular biology research method
30542122,STAT3 inhibition reduces macrophage number and tumor growth in neurofibroma.,True,Immunological research method
30571760,Neurofibromin haploinsufficiency results in altered spermatogenesis in a mouse model of neurofibromatosis type 1.,True,Animal model research
30615146,Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development.,True,Preclinical drug efficacy research
30617350,"A cerebellopontine angle mouse model for the investigation of tumor biology, hearing, and neurological function in NF2-related vestibular schwannoma.",True,Animal model development
30710873,Reduced higher dimensional temporal dynamism in neurofibromatosis type 1.,True,Neurological function assessment tool
30713041,Reprogramming Captures the Genetic and Tumorigenic Properties of Neurofibromatosis Type 1 Plexiform Neurofibromas.,True,Cell reprogramming research method
30728335,Cxcr3-expressing leukocytes are necessary for neurofibroma formation in mice.,True,Animal model immunology research
30737893,"Substantial pain burden in frequency, intensity, interference and chronicity among children and adults with neurofibromatosis Type 1.",True,Clinical pain assessment tool
30744170,SYK Inhibition Potentiates the Effect of Chemotherapeutic Drugs on Neuroblastoma Cells in Vitro.,True,Drug interaction research method
30796033,Overcoming BET Inhibitor Resistance in Malignant Peripheral Nerve Sheath Tumors.,True,Drug resistance research method
30800298,A qualitative study of the impact of plexiform neurofibromas on need fulfilment in adults with neurofibromatosis type 1.,True,Qualitative research assessment tool
30850948,Neddylation inhibitor MLN4924 suppresses cilia formation by modulating AKT1.,True,Cellular mechanism research method
30984524,Next Generation Sequencing Identified a Novel Multi Exon Deletion of the NF1 Gene in a Chinese Pedigree with Neurofibromatosis Type 1.,True,Genetic sequencing method
31009417,Towards a neurobiological understanding of pain in neurofibromatosis type 1: mechanisms and implications for treatment.,True,Pain mechanism research method
31015291,Proximity biotinylation identifies a set of conformation-specific interactions between Merlin and cell junction proteins.,True,"Protein interaction research method/home/runner/work/nf-research-tools-schema/nf-research-tools-schema/tool_coverage/scripts/screen_publication_titles.py:85: DeprecationWarning: The model 'claude-3-5-haiku-20241022' is deprecated and will reach end-of-life on February 19th, 2026."
3102622,A computed image analyzing system for quantitation of melanocyte morphology in café-au-lait macules of neurofibromatosis.,True,Image analysis computational tool
31033921,[18F]fluorothymidine and [18F]fluorodeoxyglucose PET Imaging Demonstrates Uptake and Differentiates Growth in Neurofibromatosis 2 Related Vestibular Schwannoma.,True,PET imaging tool
31053133,Burden of adult neurofibromatosis 1: development and validation of a burden assessment tool.,True,Clinical assessment tool development
31053152,Knockdown of HMGA2 regulates the level of autophagy via interactions between MSI2 and Beclin1 to inhibit NF1-associated malignant peripheral nerve sheath tumour growth.,True,Molecular knockdown method
31063758,YAP/TAZ Inhibition Induces Metabolic and Signaling Rewiring Resulting in Targetable Vulnerabilities in NF2-Deficient Tumor Cells.,True,Cellular signaling inhibition method
31081992,"Speech difficulties and patient health communication mediating effects on worry and health-related quality of life in children, adolescents, and young adults with Neurofibromatosis Type 1.",True,Patient-reported outcome assessment tool
31091306,Cdkn2a (Arf) loss drives NF1-associated atypical neurofibroma and malignant transformation.,True,Genetic model development
31111915,Genetic and genomic alterations differentially dictate low-grade glioma growth through cancer stem cell-specific chemokine recruitment of T cells and microglia.,True,Genetic and genomic analysis method
31131338,Recombinant Human Bone Morphogenetic Protein 6 Delivered Within Autologous Blood Coagulum Restores Critical Size Segmental Defects of Ulna in Rabbits.,True,Animal model for bone regeneration
3118026,An exclusion map for Von Recklinghausen neurofibromatosis.,True,Genetic linkage mapping
3118028,Von Recklinghausen neurofibromatosis: a linkage study of candidate and random marker genes.,True,Genetic linkage study method
3118030,Linkage analysis of neurofibromatosis.,True,Genetic linkage analysis
3118031,Genetic linkage studies with neurofibromatosis: the question of heterogeneity.,True,Genetic heterogeneity study method
3118032,DNA linkage analysis in Von Recklinghausen neurofibromatosis.,True,DNA linkage analysis method
3118033,Linkage studies in peripheral neurofibromatosis.,True,Genetic linkage study method
3118034,Linkage analysis of peripheral neurofibromatosis to DNA markers on chromosome 8.,True,Chromosome mapping method
3118035,Further exclusion data for the Von Recklinghausen neurofibromatosis gene: a genetic linkage study of 19 polymorphic markers.,True,Genetic marker analysis
31189476,Evaluation of QoL in neurofibromatosis patients: a systematic review and meta-analysis study.,True,Quality of life assessment tool
31201114,Loss of GTPase activating protein neurofibromin stimulates paracrine cell communication via macropinocytosis.,True,Cellular communication mechanism
31201186,An auditory brainstem implant for treatment of unilateral tinnitus: protocol for an interventional pilot study.,True,Clinical intervention protocol
31234911,Enriched expression of NF1 in inhibitory neurons in both mouse and human brain.,True,Gene expression analysis
31291965,ErbB4 promotes malignant peripheral nerve sheath tumor pathogenesis via Ras-independent mechanisms.,True,Molecular mechanism study
31296571,Phosphorylation of Merlin by Aurora A kinase appears necessary for mitotic progression.,True,Molecular phosphorylation mechanism
31312020,"The NF2 tumor suppressor merlin interacts with Ras and RasGAP, which may modulate Ras signaling.",True,Protein interaction analysis
31427883,Targeting Sporadic and Neurofibromatosis Type 1 (NF1) Related Refractory Malignant Peripheral Nerve Sheath Tumors (MPNST) in a Phase II Study of Everolimus in Combination with Bevacizumab (SARC016).,True,Clinical trial protocol
31511601,The Secretomes of Painful Versus Nonpainful Human Schwannomatosis Tumor Cells Differentially Influence Sensory Neuron Gene Expression and Sensitivity.,True,Molecular secretome analysis
31545171,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,True,Optical dopamine monitoring tool
31558455,Understanding autism spectrum disorder and social functioning in children with neurofibromatosis type 1: protocol for a cross-sectional multimodal study.,True,Clinical study protocol
31585900,NF2/Merlin suppresses proliferation and induces apoptosis in colorectal cancer cells.,True,Molecular mechanism study
31594823,The Novel Glutamine Antagonist Prodrug JHU395 Has Antitumor Activity in Malignant Peripheral Nerve Sheath Tumor.,True,Drug discovery research
31626572,"Multicenter, Prospective, Phase II and Biomarker Study of High-Dose Bevacizumab as Induction Therapy in Patients With Neurofibromatosis Type 2 and Progressive Vestibular Schwannoma.",True,Clinical trial protocol
31650029,STING Restricts oHSV Replication and Spread in Resistant MPNSTs but Is Dispensable for Basal IFN-Stimulated Gene Upregulation.,True,Viral replication mechanism
31652930,The Role of Co-Deleted Genes in Neurofibromatosis Type 1 Microdeletions: An Evolutive Approach.,True,Genetic deletion analysis
31730023,Nonsteroidal sulfamate derivatives as new therapeutic approaches for Neurofibromatosis 2 (NF2).,True,Drug development research
31752929,The impact of RASopathy-associated mutations on CNS development in mice and humans.,True,Genetic mutation impact study
31756343,Activation of PLCγ/AKT/IκBα/p65 signaling increases inflammation in mast cells to promote growth of cutaneous neurofibroma.,True,Cellular signaling mechanism
31836666,Biochemical and structural analyses reveal that the tumor suppressor neurofibromin (NF1) forms a high-affinity dimer.,True,Protein structural analysis
31836719,Engaging a community to enable disease-centric data sharing with the NF Data Portal.,True,Data sharing platform development
31848332,A VEGF receptor vaccine demonstrates preliminary efficacy in neurofibromatosis type 2.,True,Vaccine development research
31852972,AR facilitates YAP-TEAD interaction with the AM promoter to enhance mast cell infiltration into cutaneous neurofibroma.,True,Molecular interaction mechanism
31860870,Circular RNA NF1-419 enhances autophagy to ameliorate senile dementia by binding Dynamin-1 and Adaptor protein 2 B1 in AD-like mice.,True,Circular RNA mechanism study
31881853,A phase 2 study of trametinib for patients with pediatric glioma or plexiform neurofibroma with refractory tumor and activation of the MAPK/ERK pathway: TRAM-01.,True,Clinical drug trial
31915440,Attention Deficit Predicts Intellectual Functioning in Children with Neurofibromatosis Type 1.,True,Neuropsychological assessment
31936793,Contribution of mTOR and PTEN to Radioresistance in Sporadic and NF2-Associated Vestibular Schwannomas: A Microarray and Pathway Analysis.,True,Molecular pathway analysis
32089640,Targeting Refractory Sarcomas and Malignant Peripheral Nerve Sheath Tumors in a Phase I/II Study of Sirolimus in Combination with Ganetespib (SARC023).,True,Clinical drug trial
32098059,Integrative Analysis Identifies Candidate Tumor Microenvironment and Intracellular Signaling Pathways that Define Tumor Heterogeneity in NF1.,True,Integrative molecular analysis
32107864,Expanding the Noonan spectrum/RASopathy NGS panel: Benefits of adding NF1 and SPRED1.,True,Genetic panel development
32108657,Diagnostic sequence for early diagnosis of neurofibromatosis type 1 using NIH criteria.,True,Diagnostic criteria development
32144278,Combination therapy with mTOR kinase inhibitor and dasatinib as a novel therapeutic strategy for vestibular schwannoma.,True,Combination therapy research
32152628,Longitudinal evaluation of peripheral nerve sheath tumors in neurofibromatosis type 1: growth analysis of plexiform neurofibromas and distinct nodular lesions.,True,Tumor growth analysis
32181506,Social skills and autism spectrum disorder symptoms in children with neurofibromatosis type 1: evidence for clinical trial outcomes.,True,Clinical assessment tool
32187457,Selumetinib in Children with Inoperable Plexiform Neurofibromas.,True,Pediatric drug trial
32190165,Auditory Brainstem Implantation for Adults With Neurofibromatosis 2 or Severe Inner Ear Abnormalities: A Health Technology Assessment.,True,Clinical intervention assessment
32193437,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,True,Animal model development
32193699,Upregulated immuno-modulator PD-L1 in malignant peripheral nerve sheath tumors provides a potential biomarker and a therapeutic target.,True,Biomarker identification
32194680,ADAM9: A novel player in vestibular schwannoma pathogenesis.,True,Molecular pathogenesis study
32212796,The Value of H3K27me3 Immunohistochemistry in Differentiating Malignant Peripheral Nerve Sheath Tumour with Its Histologic Mimickers.,True,Immunohistochemistry method
