animalModelId,strainNomenclature,backgroundStrain,backgroundSubstrain,donorId,transplantationDonorId,animalModelOfManifestation,animalModelGeneticDisorder,transplantationType,animalState,generation,_pmid,_doi,_publicationTitle,_foundIn,_confidence,_contextSnippet,_whyMissed,_reasoning,_source,_completenessScore,_criticalFieldsScore,_missingCriticalFields,_hasMinimumFields
355d6095-ff97-461a-a2f8-9baaaae2515f,Nf2 flox/flox mice,,,,,,,,,,PMID:24817309,,Nf2/Merlin controls spinal cord neural progenitor function in a Rac1/ErbB2-dependent manner.,methods,1.0,Nf2 flox/flox mice carrying a LoxP insertion in the Nf2 gene [13] were maintained at the Washington University School of Medicine,Specific genetically modified mouse strain with conditional knockout allele not captured,,AI validation - Sonnet 4.5,0,0,,True
50056f42-9d3e-4a9d-8233-61ef4d181dbe,Col2-Nf1 KO mice,,,,,,,,,,PMID:24997609,,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",methods,1.0,WT and Col2-Nf1 KO mice were generated by crossing Nf1 flox/flox mice and Nf1 flox/+; α1(II)collagen-Cre breeders,Specific mouse strain name not detected by pattern matching,,AI validation - Sonnet 4.5,0,0,,True
4c698adb-8903-4341-9c2e-b0c5e16d5d01,Osx-Nf1 KO mice,,,,,,,,,,PMID:24997609,,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",methods,1.0,Osx-Nf1 KO mice were generated by breeding doxycycline-fed Osx-cre; Nf1 flox/flox mice with Nf1 flox/flox breeders,Specific mouse strain name not detected by pattern matching,,AI validation - Sonnet 4.5,0,0,,True
2effae3b-8980-4cff-be3e-bde2a4fc0341,Nf1 flox/flox mice,,,,,,,,,,PMID:24997609,,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",methods,1.0,WT and Col2-Nf1 KO mice were generated by crossing Nf1 flox/flox mice and Nf1 flox/+; α1(II)collagen-Cre breeders,Conditional knockout strain notation not recognized,,AI validation - Sonnet 4.5,0,0,,True
e8f5786f-35a7-41b4-9454-93246313db12,α1(II)collagen-Cre mice,,,,,,,,,,PMID:24997609,,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",methods,1.0,"Nf1 flox/flox mice and Nf1 flox/flox mice; α1(II)collagen-Cre mice were used as WT and cKO, respectively",Cre driver line name not detected,,AI validation - Sonnet 4.5,0,0,,True
0d6bae12-2aae-4c07-b2a8-dbc013024a2c,Nf1Osx -/- mice,,,,,,,,,,PMID:25043591,,Combined MEK inhibition and BMP2 treatment promotes osteoblast differentiation and bone healing in Nf1Osx -/- mice.,abstract,0.95,"...novel conditional mutant mouse line used to model NF1 pseudoarthrosis, in which Nf1 can be ablated in an inducible fashion in osteoprogenitors of postnatal mice...",Complex naming convention with superscript notation (Nf1Osx -/-) may not be captured by standard patterns,,AI validation - Sonnet 4.5,0,0,,True
e4526557-331f-4b6e-8680-db9eb387f5dc,Postn-Cre; Nf2(flox/flox) mice,,,,,,,,,,PMID:25113746,,A murine model of neurofibromatosis type 2 that accurately phenocopies human schwannoma formation.,abstract,1.0,"Here, we present a genetically engineered NF2 mouse model generated through excision of the Nf2 gene driven by Cre expression under control of a tissue-restricted 3.9kbPeriostin promoter element. By 10 months of age, 100% of Postn-Cre; Nf2(flox/flox) mice develop spinal, peripheral and cranial nerve tumors",Complex mouse strain nomenclature with multiple genetic elements may not have been recognized by standard patterns,,AI validation - Sonnet 4.5,0,0,,True
7ca2c87f-6ce6-4d11-8763-80842e6e9682,Nf2 mutants,,,,,,,,,,PMID:25336744,,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,abstract,0.9,...Slit2 heterozygosity and Yap deletion both restore callosal formation in Nf2 mutants. Furthermore...,"Specific mention of Nf2 mutant mice, which are research tools for studying neurofibromatosis",,AI validation - Sonnet 4.5,0,0,,True
56851096-4cae-474c-9a53-4fc979b3b2ad,Slit2 heterozygous mice,,,,,,,,,,PMID:25336744,,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,abstract,0.85,...resulting in callosal agenesis. Slit2 heterozygosity and Yap deletion both restore callosal formation...,Specific genetic modification (Slit2 heterozygosity) represents a research tool,,AI validation - Sonnet 4.5,0,0,,True
a9440a83-7bf8-4f7f-abdd-373308fe715b,Yap deletion mice,,,,,,,,,,PMID:25336744,,The tumor suppressor Nf2 regulates corpus callosum development by inhibiting the transcriptional coactivator Yap.,abstract,0.85,...Slit2 heterozygosity and Yap deletion both restore callosal formation in Nf2 mutants...,Specific genetic modification (Yap deletion) represents a research tool,,AI validation - Sonnet 4.5,0,0,,True
6cd6887c-5e28-4cef-8576-ac0fa8bd4815,Nf2 knockout mice,,,,,,,,,,PMID:25433207,,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,abstract,0.85,"...Loss of Nf2 leads to similar phenotypes as does YAP hyperactivation, and deleting Yap suppresses these phenotypes...","Abstract mentions 'Loss of Nf2' which strongly implies use of Nf2 knockout or conditional knockout mouse models, but this wasn't detected by mining patterns",,AI validation - Sonnet 4.5,0,0,,True
836b2fa6-77f5-4c13-9471-602f9c87eee5,Yap knockout mice,,,,,,,,,,PMID:25433207,,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,abstract,0.9,...deleting Yap suppresses these phenotypes. Our study demonstrates that Nf2-Yap signaling plays important roles...,"Abstract explicitly mentions 'deleting Yap' which indicates use of Yap knockout or conditional knockout mouse models, but this wasn't captured",,AI validation - Sonnet 4.5,0,0,,True
f1650a11-cef7-43d2-afb3-00f1291ceb31,Syrian golden hamster,,,,,,,,,,PMID:2551169,,Transplacental induction of peripheral nervous tumor in the Syrian golden hamster by N-nitroso-N-ethylurea. A new animal model for von Recklinghausen's neurofibromatosis.,abstract,0.95,Multiple peripheral nervous tumors were induced in 45 of 60 (75.0%) Syrian golden hamsters by transplacental administration of N-ethyl-N-nitro-sourea.,Animal model name not recognized by mining patterns - may need specific hamster strain patterns,,AI validation - Sonnet 4.5,0,0,,True
bb234b20-bb5d-457b-bf7c-571b289610e4,Nf1 optic glioma-bearing mice,,,,,,,,,,PMID:25534823,,Akt- or MEK-mediated mTOR inhibition suppresses Nf1 optic glioma growth.,methods,0.95,"Nf1 optic glioma–bearing mice were used to assess the effect of Akt and MEK inhibition on tumor volume, proliferation, and retinal ganglion cell dysfunction.",Animal model not captured - likely missing patterns for 'glioma-bearing mice' or Nf1-specific mouse models,,AI validation - Sonnet 4.5,0,0,,True
aa802897-3efa-4ff0-87b7-ea18f0c4166c,Nf1 murine optic gliomas,,,,,,,,,,PMID:25534823,,Akt- or MEK-mediated mTOR inhibition suppresses Nf1 optic glioma growth.,results,0.9,Both MEK and Akt were hyperactivated in Nf1-deficient astrocytes in vitro and in Nf1 murine optic gliomas in vivo.,Tumor model not captured - missing patterns for 'murine optic gliomas' or Nf1-specific tumor models,,AI validation - Sonnet 4.5,0,0,,True
ff5e5612-33dd-44a0-8265-e9ae81398abd,Nf1 hGFAP CKO mice,,,,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,The hGFAP-cre driven Nf1 conditional knock out mice (hereafter referred to as Nf1 hGFAP CKO),Genetically engineered mouse model with specific nomenclature not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
65a27e8b-e650-45e3-8525-a65bc1ea34f0,Nf1 Math1 CKO mice,,,,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,"we utilized Math1-cre, which specifically targets Math1+ neuronal precursors...Nf1 Math1 CKO",Conditional knockout mouse model with tissue-specific targeting not detected,,AI validation - Sonnet 4.5,0,0,,True
3c5e15db-7df3-4a4d-8f53-99a6e581c1f1,Nf1 L7 CKO mice,,,,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,we utilized L7-cre to inactivate Nf1 specifically in Purkinje cells...Nf1 L7 CKO,Purkinje cell-specific conditional knockout model not captured,,AI validation - Sonnet 4.5,0,0,,True
280ddb9e-981d-46f9-a37e-34475b318480,Nf1 NcreER CKO mice,,,,,,,,,,PMID:25535838,,Transient inhibition of the ERK pathway prevents cerebellar developmental defects and improves long-term motor functions in murine models of neurofibromatosis type 1.,methods,1.0,Tamoxifen inducible strain Nf1 NcreER CKO is described...Nestin-creER transgene,Inducible conditional knockout system not detected by patterns,,AI validation - Sonnet 4.5,0,0,,True
219e5fc9-dba6-4ecd-b61c-c79df71855a8,Nf1 genetically engineered mouse,,,,,,,,,,PMID:25772366,,Mouse low-grade gliomas contain cancer stem cells with unique molecular and functional properties.,abstract,0.95,"Leveraging a neurofibromatosis 1 (Nf1) genetically engineered mouse LGG model, we report the isolation of CD133(+) multi-potent low-grade glioma stem cells",Clear mention of genetically engineered mouse model but not detected by mining algorithms,,AI validation - Sonnet 4.5,0,0,,True
ffc79925-8204-43f2-b53e-f042f7419784,Nf2+/- mice,,,,,,,,,,PMID:25877069,,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,methods,1.0,We generated SV40-immortalized cell lines derived from wild-type (WT) and neurofibromatosis 2 (merlin) heterozygote (Nf2+/-) mice,Genetically modified mouse strain notation not recognized,,AI validation - Sonnet 4.5,0,0,,True
5907f197-e693-4119-8c91-733bd983b65f,Nf1 mouse models,,,,,,,,,,PMID:25917366,,HCN channels are a novel therapeutic target for cognitive dysfunction in Neurofibromatosis type 1.,abstract,0.9,"...the HCN channel agonist lamotrigine rescued the electrophysiological and cognitive deficits in two independent Nf1 mouse models, thereby establishing...",Generic phrase 'mouse models' may not have triggered animal model detection patterns. Specific strain names or genetic modifications not detailed in abstract.,,AI validation - Sonnet 4.5,0,0,,True
a1eff67c-12d4-4f2e-91df-fbf3a31089e9,Fmr1 KO mice,,,,,,,,,,PMID:26190969,,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",methods,1.0,"Generation of the Fmr1 KO (Mientjes et al., 2006), Nf1 (+/- Jacks et al., 1994), and H-ras mice (G12V Schuhmacher et al., 2008) has been described previously.",Standard mouse model nomenclature not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
73ef65b0-a50b-4ee5-8c9a-124436ebe148,Nf1+/- mice,,,,,,,,,,PMID:26190969,,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",methods,1.0,"Generation of the Fmr1 KO (Mientjes et al., 2006), Nf1 (+/- Jacks et al., 1994), and H-ras mice (G12V Schuhmacher et al., 2008) has been described previously.",Heterozygous knockout nomenclature (+/-) not recognized,,AI validation - Sonnet 4.5,0,0,,True
053c08a0-22a7-4267-99ac-f657deeffb91,Tsc1+/- mice,,,,,,,,,,PMID:26190969,,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",methods,1.0,"Tsc1 animals were obtained by crossing the +/- Tsc1 line (f/+ Meikle et al., 2005) once with CAGG-Cre mice to obtain germ-line deletion.",Complex genetic cross description not captured,,AI validation - Sonnet 4.5,0,0,,True
f6b19a1d-194a-45a2-9eed-eae606a9b863,H-ras G12V mice,,,,,,,,,,PMID:26190969,,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",methods,1.0,"Generation of the Fmr1 KO (Mientjes et al., 2006), Nf1 (+/- Jacks et al., 1994), and H-ras mice (G12V Schuhmacher et al., 2008) has been described previously.",Specific mutation nomenclature (G12V) not recognized,,AI validation - Sonnet 4.5,0,0,,True
58b77885-80ad-4993-b76c-34bcd213baf1,CAGG-Cre mice,,,,,,,,,,PMID:26190969,,"In vivo synaptic transmission and morphology in mouse models of Tuberous sclerosis, Fragile X syndrome, Neurofibromatosis type 1, and Costello syndrome.",methods,1.0,"Tsc1 animals were obtained by crossing the +/- Tsc1 line (f/+ Meikle et al., 2005) once with CAGG-Cre mice to obtain germ-line deletion.",Cre recombinase transgenic line not recognized,,AI validation - Sonnet 4.5,0,0,,True
d3f78815-8b05-4543-8c36-9a5912017125,NF1-associated optic glioma mouse model,,,,,,,,,,PMID:26883872,,3-D imaging mass spectrometry of protein distributions in mouse Neurofibromatosis 1 (NF1)-associated optic glioma.,abstract,0.9,...optic nerve tissue in mice with and without glioma...glioma-bearing and wild-type (WT) tissues...,Mouse model description scattered across text; pattern should capture 'mice with glioma' or 'glioma-bearing' mice,,AI validation - Sonnet 4.5,0,0,,True
05c41d22-056b-428b-bf4d-fb631fa18e07,Stat3(fl/fl);Nf1(fl/fl);DhhCre,,,,,,,,,,PMID:26904939,,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,abstract,0.95,Knockdown of Arid1b or Gsk3β in Stat3(fl/fl);Nf1(fl/fl);DhhCre SCPs rescues neurofibroma formation after in vivo transplantation.,Complex genetic nomenclature with multiple alleles and Cre recombinase not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
2ae541ce-f7c4-4be3-bd07-49a130eb9553,Stat3(fl/fl),,,,,,,,,,PMID:26904939,,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,abstract,0.9,Knockdown of Arid1b or Gsk3β in Stat3(fl/fl);Nf1(fl/fl);DhhCre SCPs rescues neurofibroma formation,Floxed allele nomenclature (fl/fl) not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
5471b011-db29-4dcf-a5f4-c697f091bc8d,Nf1(fl/fl),,,,,,,,,,PMID:26904939,,Insertional Mutagenesis Identifies a STAT3/Arid1b/β-catenin Pathway Driving Neurofibroma Initiation.,abstract,0.9,Knockdown of Arid1b or Gsk3β in Stat3(fl/fl);Nf1(fl/fl);DhhCre SCPs rescues neurofibroma formation,Floxed allele nomenclature (fl/fl) not recognized by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
7889a86e-93c6-40b2-a1f3-8840205e395d,mouse model of neurofibromatosis type 1-related neurofibroma,,,,,,,,,,PMID:28029918,,Activity of Selumetinib in Neurofibromatosis Type 1-Related Plexiform Neurofibromas.,methods,0.95,We also tested selumetinib using a mouse model of neurofibromatosis type 1–related neurofibroma,Animal model described functionally rather than by specific strain name - mining patterns may focus on standard nomenclature,,AI validation - Sonnet 4.5,0,0,,True
a9bd079c-d9a9-486b-a159-e235c69aca91,MPNST xenograft animal model,,,,,,,,,,PMID:28065690,,Medium throughput biochemical compound screening identifies novel agents for pharmacotherapy of neurofibromatosis type 1.,abstract,0.9,Nifedipine treatment significantly decreased local tumor growth in an MPNST xenograft animal model,Xenograft model mentioned but not detected - may need patterns for 'xenograft animal model' terminology,,AI validation - Sonnet 4.5,0,0,,True
ee7c3f70-b8da-46c0-9fdd-ab624cf19165,Nf1+/- mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,Nf1+/− mice [30] were bred with Nf1f/wt mice to produce Nf1flox/mut mice,Standard mouse strain nomenclature not captured by current patterns,,AI validation - Sonnet 4.5,0,0,,True
774a5133-4e86-4942-8185-fd621b0407d9,Nf1flox/mut mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,Nf1+/− mice [30] were bred with Nf1f/wt mice to produce Nf1flox/mut mice,Conditional allele nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
53c2d53a-98ff-4ac5-a1b3-75c5a184e923,Nf1flox/flox mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,intercrossed with Nf1flox/flox; Olig2-Cre mice to generate Nf1flox/mut; Olig2-Cre (FMOC) mice,Conditional allele nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
d09050c3-8036-44ad-8a9f-b77841d7a51a,Olig2-Cre mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,"Olig2-Cre mice (B6-Olig2tm2(TVA,cre)Rth/J; Jackson Laboratory; [20])",Cre transgenic strain nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
3ef962a4-a5e0-40ed-99ef-c516292e522b,GFAP-Cre mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,GFAP-Cre mice [32] were intercrossed with Rosa-GREEN mice,Cre transgenic strain nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
4c309aa9-a8e8-47be-9493-e8b27afacc4b,Rosa-GREEN mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,Rosa-GREEN mice (B6.Cg-Gt(ROSA)26Sortm(CAGZsGreen1)Hze+/J; Jackson Laboratory),Reporter mouse strain name not recognized,,AI validation - Sonnet 4.5,0,0,,True
377acba7-f01f-4d08-86d2-334d955bf369,Prom1-CreER mice,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,Nf1flox/mut mice were also intercrossed with Nf1flox/flox; Prom1-CreER mice [22],Inducible Cre strain nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
0be8cfc9-f126-4550-9052-a0eab2f90315,"B6-Olig2tm2(TVA,cre)Rth/J",,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,"Olig2-Cre mice (B6-Olig2tm2(TVA,cre)Rth/J; Jackson Laboratory; [20])",Full Jackson Laboratory strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
581a19eb-b186-4032-93ae-4e7ac183fe07,B6.Cg-Gt(ROSA)26Sortm(CAGZsGreen1)Hze+/J,,,,,,,,,,PMID:28525381,,The cell of origin dictates the temporal course of neurofibromatosis-1 (Nf1) low-grade glioma formation.,methods,1.0,Rosa-GREEN mice (B6.Cg-Gt(ROSA)26Sortm(CAGZsGreen1)Hze+/J; Jackson Laboratory),Full Jackson Laboratory strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
b44305b1-5a2f-4c8e-b784-dfdaca305fa5,NF1 porcine models,,,,,,,,,,PMID:28846462,,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models.,abstract,0.9,Immunohistochemical Markers for Prospective Studies in Neurofibromatosis-1 Porcine Models...Pigs are an attractive and upcoming animal model for future NF1 studies...,Animal model mentioned as the target application but not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
d9dc0260-0736-4d20-be41-9aff6cde4161,P0Sch∆39-121 transgenic mice,,,,,,,,,,PMID:29408605,,Nf2 Mutation in Schwann Cells Delays Functional Neural Recovery Following Injury.,abstract,0.95,We performed sciatic nerve crush in wild-type (WT) and in P0Sch∆39-121 transgenic mice that express a dominant negative Nf2 isoform in SCs.,Specific transgenic mouse strain name with clear nomenclature indicating engineered animal model,,AI validation - Sonnet 4.5,0,0,,True
2602f0a6-037a-464b-976d-45b66537bcae,cerebellopontine angle (CPA) schwannoma model,,,,,,,,,,PMID:29440379,,Targeting the cMET pathway augments radiation response without adverse effect on hearing in NF2 schwannoma models.,abstract,0.9,"Here, we developed a cerebellopontine angle (CPA) schwannoma model that faithfully recapitulates the tumor-induced hearing loss.",Animal model development not detected - may need patterns for 'developed a [anatomical location] model',,AI validation - Sonnet 4.5,0,0,,True
01bd1cd9-7162-44ce-8f50-35b812a5a837,Nf1 mutant flies,,,,,,,,,,PMID:29590612,,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,methods,1.0,"Nf1, P1 Nf1, and UAS- P2 Nf1 lines were reported ( Williams et al., 2001 ) and were outcrossed into an iso31 background for 7 generations",Drosophila genetic mutant lines - animal model patterns should detect,,AI validation - Sonnet 4.5,0,0,,True
13decd48-1df6-40c3-82f7-a3f733157442,iso31 flies,,,,,,,,,,PMID:29590612,,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,methods,0.9,outcrossed into an iso31 background for 7 generations,Drosophila strain name - animal model patterns should detect,,AI validation - Sonnet 4.5,0,0,,True
aa78aced-328d-4fe2-8121-61dc9aca27f5,Canton-S flies,,,,,,,,,,PMID:29590612,,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,methods,1.0,was PCR amplified from Canton-S flies,Standard Drosophila strain - animal model patterns should detect,,AI validation - Sonnet 4.5,0,0,,True
81abb834-dc08-42ea-b6b2-a3e094089e50,CaLexA flies,,,,,,,,,,PMID:29590612,,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,methods,1.0,CaLexA flies were a gift from J. Wang,Drosophila transgenic line - animal model patterns should detect,,AI validation - Sonnet 4.5,0,0,,True
5ae3f58c-f8a0-4dcb-91d0-9c47646be8cd,UAS-RedStinger flies,,,,,,,,,,PMID:29590612,,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,methods,1.0,UAS-RedStinger flies were obtained from the Bloomington Drosophila Stock Center,Drosophila transgenic line with stock center source - animal model patterns should detect,,AI validation - Sonnet 4.5,0,0,,True
0798f2ff-02f6-4937-b43b-91cb8a2344c8,Nf1 flox/flox mice,,,,,,,,,,PMID:29590612,,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,methods,1.0,Brainstem astrocytes obtained from Nf1 flox/flox mouse pups (postnatal days 1–2),Mouse genetic strain with flox alleles - animal model patterns should detect,,AI validation - Sonnet 4.5,0,0,,True
a92a17b8-b6de-40c8-bb09-5b442f449784,MLY41a,,,,,,,,,,PMID:29662612,,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,methods,1.0,MLY41a ura3-52 Lorenz et. al. 1997,Yeast strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
7a73b837-0c37-4842-b10c-7cfce9998702,MDW057,,,,,,,,,,PMID:29662612,,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,methods,1.0,MDW057 As MLY41a erg6Δ Wood et. al.,Yeast strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
1bafd0af-7b7c-4fe8-ab54-9cbc7382a2d9,MDW028,,,,,,,,,,PMID:29662612,,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,methods,1.0,MDW028 As MLY41a ira2Δ Wood et. al.,Yeast strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
9454c763-8538-4be7-b5fb-d57acbe33391,MDW035,,,,,,,,,,PMID:29662612,,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,methods,1.0,MDW035 As MLY41a erg6Δira2Δ Wood et. al.,Yeast strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
a45d27ae-31d0-4af0-bf19-473c73257755,MDW320,,,,,,,,,,PMID:29662612,,Exploiting mitochondrial and metabolic homeostasis as a vulnerability in NF1 deficient cells.,methods,1.0,MDW320 ira2Δ leu2-3 his3-11 This study,Yeast strain nomenclature not recognized,,AI validation - Sonnet 4.5,0,0,,True
cfceac21-4ce4-482d-9942-917aa82372e0,Nf1 GEM strains,,,,,,,,,,PMID:29704429,,Insights into optic pathway glioma vision loss from mouse models of neurofibromatosis type 1.,abstract,0.85,"...However, mice genetically engineered to harbor Nf1 gene mutations develop optic gliomas that share many features of their human counterparts. These genetically engineered mouse (GEM) strains have provided important insights...",Generic reference to 'GEM strains' may not have matched specific animal model patterns. The term 'Nf1 GEM strains' refers to multiple genetically engineered mouse models.,,AI validation - Sonnet 4.5,0,0,,True
a51de62a-788f-4d2d-acc0-9930d2bdbc14,NF2 knockout mice,,,,,,,,,,PMID:29712669,,Proliferation-independent role of NF2 (merlin) in limiting biliary morphogenesis.,abstract,0.8,Elimination of the neurofibromatosis type 2 protein (NF2; also known as merlin or neurofibromin 2) causes hepatomegaly due to massive biliary neoductulogenesis in the mouse liver.,"The abstract describes 'elimination of NF2 protein' in mouse liver, which strongly suggests use of NF2 knockout mouse model, but this wasn't detected by mining patterns",,AI validation - Sonnet 4.5,0,0,,True
a8cf2133-1dae-4849-a8c1-262962820419,NG2-EYFP mice,,,,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"NG2-EYFP mice, which carry a YFP fluorescent protein gene instead of a NG2 gene, are healthy and fertile and do not show any obvious phenotype",Transgenic mouse strain name not recognized by current patterns,,AI validation - Sonnet 4.5,0,0,,True
3e5d42ce-586f-49da-a906-6bdedc591fb1,C57Bl6/J mice,,,,,,,,,,PMID:29715273,,Neurofibromatosis type 2 tumor suppressor protein is expressed in oligodendrocytes and regulates cell proliferation and process formation.,methods,1.0,"Mice for cell cultures were obtained from breedings of C57Bl6/J mice (Janvier Labs, France)",Standard mouse strain nomenclature not captured,,AI validation - Sonnet 4.5,0,0,,True
11f29fca-0fba-4e89-91e7-e7b48ca4dd8b,Nf1^flox/flox mice,,,,,,,,,,PMID:29787563,,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,methods,0.95,"Nf1^flox/flox Nf1^flox/null; GFAP-Cre (OPG-1), Nf1^flox/R681*; GFAP-Cre (OPG-2), Nf1^flox/null; Pten^flox/wt; GFAP-Cre (OPG-3), and Nf1^flox/null; Olig2-Cre (OPG-4) mice",Standard mouse strain nomenclature not captured by mining patterns,,AI validation - Sonnet 4.5,0,0,,True
b1a47fb0-a682-414b-a554-735bf4f6cfaa,Nf1^flox/null; GFAP-Cre mice,,,,,,,,,,PMID:29787563,,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,methods,0.95,Nf1^flox/null; GFAP-Cre (OPG-1) mice were maintained on a C57Bl/6 background,Complex genotype notation with multiple genetic modifications not recognized,,AI validation - Sonnet 4.5,0,0,,True
3f1c8e43-e28c-4ece-9cf4-bfeaf2eb4d0a,Nf1^flox/R681*; GFAP-Cre mice,,,,,,,,,,PMID:29787563,,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,methods,0.95,Nf1^flox/R681*; GFAP-Cre (OPG-2) mice representing molecularly-distinct tumors,Specific mutation notation (R681*) not captured by patterns,,AI validation - Sonnet 4.5,0,0,,True
20f6a8d4-abef-4861-b6c5-ac3a24498bd2,Nf1^flox/null; Pten^flox/wt; GFAP-Cre mice,,,,,,,,,,PMID:29787563,,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,methods,0.95,Nf1^flox/null; Pten^flox/wt; GFAP-Cre (OPG-3) mice with additional genetic mutations,Triple genetic modification notation too complex for current patterns,,AI validation - Sonnet 4.5,0,0,,True
073f2adf-34f9-4b7a-9e44-77b4df5f63a7,Nf1^flox/null; Olig2-Cre mice,,,,,,,,,,PMID:29787563,,Graph complexity analysis identifies an ETV5 tumor-specific network in human and murine low-grade glioma.,methods,0.95,Nf1^flox/null; Olig2-Cre (OPG-4) mice in which tumors arise from Olig2+ cells,Olig2-Cre driver line notation not recognized,,AI validation - Sonnet 4.5,0,0,,True
